ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh,rejection_reason
UBER,"Uber Technologies, Inc.",NYSE,common_stock,False,2019-05-10,Technology,Software - Application,US,2035599012.9993138,1.12,140150992045.05,2026-06-15,fmp:company-screener,2026-06-16T12:39:29.121075+00:00,72.85,2026-06-15,148293388097.0,1268526749.0394115,True,no_normalized_earnings
MRVL,"Marvell Technology, Inc.",NASDAQ,common_stock,False,2000-06-30,Technology,Semiconductors,US,874800000.0,2.277,244681560000.0,2026-06-15,fmp:company-screener,2026-06-16T12:39:29.121075+00:00,308.88,2026-06-15,270208224000.0,7073063923.593529,True,no_normalized_earnings
PANW,"Palo Alto Networks, Inc.",NASDAQ,common_stock,False,2012-07-20,Technology,Software - Infrastructure,US,681511324.0001405,0.942,190564196417.0,2026-06-15,fmp:company-screener,2026-06-16T12:39:29.121075+00:00,284.54,2026-06-15,193917232131.0,1777278692.1835294,True,no_normalized_earnings
CRWD,"CrowdStrike Holdings, Inc.",NASDAQ,common_stock,False,2019-06-12,Technology,Software - Infrastructure,US,254564819.99971136,1.244,176390509426.19998,2026-06-15,fmp:company-screener,2026-06-16T12:39:29.121075+00:00,692.91,2026-06-15,176390509426.0,1863314373.0402942,True,no_normalized_earnings
DDOG,"Datadog, Inc.",NASDAQ,common_stock,False,2019-09-19,Technology,Software - Application,US,355960200.9996139,1.553,82970763251.09,2026-06-15,fmp:company-screener,2026-06-16T12:39:29.121075+00:00,233.09,2026-06-15,82970763251.0,995775417.3123529,True,no_normalized_earnings
DASH,"DoorDash, Inc.",NASDAQ,common_stock,False,2020-12-09,Communication Services,Internet Content & Information,US,435718714.9979178,1.811,69758566271.5,2026-06-15,fmp:company-screener,2026-06-16T12:39:29.121075+00:00,168.09,2026-06-15,73239958804.0,775320299.8514706,True,no_normalized_earnings
WDAY,"Workday, Inc.",NASDAQ,common_stock,False,2012-10-12,Technology,Software - Application,US,261942106.9984568,1.081,33947697067.199997,2026-06-15,fmp:company-screener,2026-06-16T12:39:29.121075+00:00,129.6,2026-06-15,33947697067.0,666702296.9067647,True,no_normalized_earnings
