rank,ticker,price,expected_irr,median_irr,p10_irr,p90_irr,above_hurdle_weight,hurdle_rate,permanent_loss_weight,worst_case_shortfall,worst_case_hurdle_gap,expected_shortfall,hurdle_cvar,intrinsic_value_low,intrinsic_value_base,intrinsic_value_high,intrinsic_value_bear,intrinsic_value_bull,scenario_order_inversion,scenario_order_note,upside_to_base,model_confidence,data_confidence,model_uncertainty,business_quality,valuation_excess,evidence_confidence,valuation_status,invalid_reason,invalid_fields,assumption_flags,valuation_alerts,requires_manual_review,roic_status,catastrophic_tail_floor_applied,catastrophic_tail_scenarios,name,sector,industry,model_family,market_cap,financial_persistence_score,roic,incremental_roic,wacc,roic_minus_wacc,normalized_operating_margin,current_operating_margin,revenue_cagr,net_debt_to_ebitda,sbc_intensity,net_share_change_cagr,risk_flags,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,price_as_of,is_price_fresh,downside_penalty,ambiguity_penalty,permanent_loss_penalty,hurdle_penalty,robust_return,ineligible_reasons,eligible
1,UHS,145.97,0.3106033554679016,0.3298369399097283,0.15331562124192716,0.4294239208102226,1.0,0.12,0.0,0.0,0.0,0.0,0.0,181.88895298713234,338.422952915185,479.1443705535981,181.88895298713234,479.1443705535981,False,,1.3184418230813524,0.7679699999999999,1.0,0.14501504978414773,0.7848,0.2098369399097283,0.7679699999999999,valid,,,share_change_floor_hit;intrinsic_2x_price,,False,ok,False,,"Universal Health Services, Inc.",Healthcare,Medical - Care Facilities,general_dcf,9138646866.0,0.7848,0.12468849972603302,0.22875878037240152,0.07968853050288177,0.04499996922315125,0.10734202554714209,0.11497840885602606,0.0705902397892153,1.87669620079509,0.006142007240454682,-0.05801175829131966,,8,2025,ttm,2026-05-07,2026-06-15,True,0.0,0.07250752489207386,0.0,0.0,0.161148474742474,,True
2,FOXA,54.76,0.2985322227730648,0.3216943576233461,0.12632633897010243,0.42441383687546475,1.0,0.12,0.0,0.0,0.0,0.0,0.0,69.31283541200223,137.04087544633057,193.4194705233297,69.31283541200223,193.4194705233297,False,,1.5025725976320414,0.6163695000000001,1.0,0.16055266395268117,0.9014,0.2016943576233461,0.6163695000000001,valid,,,forward_roic_cap_hit;share_change_floor_hit;wacc_floor_hit;intrinsic_2x_price,,False,ok,False,,Fox Corporation,Communication Services,Entertainment,general_dcf,24012525203.0,0.9014,0.16895503711597137,0.8856477997370426,0.065,0.10395503711597137,0.2005283937430593,0.19727177334732424,0.06996718821585945,0.8351403947734223,0.006437768240343348,-0.0882628934835914,,8,2025,ttm,2026-05-11,2026-06-15,True,0.0,0.08027633197634058,0.0,0.0,0.12431825036112304,,True
3,KLAC,256.42,0.28056217549383294,0.29400398499856245,0.1574154946341878,0.37682523734401907,1.0,0.12,0.0,0.0,0.0,0.0,0.0,292.81271104614484,451.54737308593667,589.7026855736316,292.81271104614484,589.7026855736316,False,,0.7609678382572991,0.68481,1.0,0.11916057135491563,0.9672,0.17400398499856246,0.68481,valid,,,forward_roic_cap_hit,,False,ok,False,,KLA Corporation,Technology,Semiconductors,general_dcf,334956317600.0,0.9672,0.6965967698764393,1.31460216452782,0.11869389362780347,0.5779028762486358,0.37555765765641247,0.42082497210548553,0.17056544479350988,0.20115479755637194,0.021676482461152884,-0.04560801163090278,,8,2025,ttm,2026-04-29,2026-06-15,True,0.0,0.059580285677457816,0.0,0.0,0.11915966896686556,,True
4,OMC,76.51,0.2579744203627342,0.2647729255375452,0.17334455869859083,0.3290072716772556,1.0,0.12,0.0,0.0,0.0,0.0,0.0,125.0268911992886,185.394953390016,240.09811628110432,125.0268911992886,240.09811628110432,False,,1.423146691805202,0.679347,0.85,0.09195094648933237,0.8033,0.14477292553754523,0.5774449500000001,valid,,,base_growth_cap_hit;reinvestment_cap_hit;intrinsic_2x_price,,False,ok,False,,Omnicom Group Inc.,Communication Services,Advertising Agencies,general_dcf,21805824056.0,0.8033,0.10625854426677338,0.02465586598481794,0.0652226709706765,0.041035873296096884,0.14642359336986555,0.14972875016645534,0.017562263432874925,2.06084951795445,0.005825700645671198,-0.0033931429086506704,incremental_roic_below_wacc,8,2025,annual,2026-02-20,2026-06-15,True,0.0,0.045975473244666186,0.0,0.0,0.08359839474838153,,True
5,TTD,19.27,0.24355362757341942,0.2731275052297861,0.07125606555491688,0.35670343427918844,0.75,0.12,0.0,0.0,0.04874393444508311,0.0,0.04874393444508311,17.904956922958707,37.52618315763033,49.79968131037584,17.904956922958707,49.79968131037584,False,,0.9473888509408577,0.713,1.0,0.1513336843621358,0.9118,0.15312750522978613,0.713,valid,,,,,False,ok,False,,"The Trade Desk, Inc.",Communication Services,Advertising Agencies,general_dcf,9058988116.0,0.9118,0.3288207697076124,0.48860470771143266,0.09347426202265241,0.23534650768496002,0.1711063344506371,0.20259066659481598,0.29379367691523206,-1.3554265927034115,0.20234486555512426,-0.015605915567558415,heavy_sbc,8,2025,ttm,2026-05-07,2026-06-15,True,0.0,0.0756668421810679,0.0,0.04874393444508311,0.0604359767837544,,True
6,CTSH,50.82,0.18855648415046747,0.1971860990044661,0.1002354858675972,0.25961825272534045,0.75,0.12,0.0,0.0,0.019764514132402794,0.0,0.019764514132402794,54.41720926636002,77.65363785868051,97.97505288591717,54.41720926636002,97.97505288591717,False,,0.5280133384234653,0.8734,1.0,0.08348938342887162,0.8703,0.0771860990044661,0.8734,valid,,,,,False,ok,False,,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,general_dcf,24082022580.0,0.8703,0.1723955492618894,0.1406886596808351,0.08345388621843734,0.08894166304345207,0.14961661544644123,0.1566383257030739,0.03921825270499446,-0.10875127942681678,0.008867044993919741,-0.02773719033995936,,8,2025,ttm,2026-04-29,2026-06-15,True,0.0,0.04174469171443581,0.0,0.019764514132402794,0.047649824738097896,,True
7,CMCSA,23.97,0.18715786579414273,0.1824600614840165,0.14671797396149489,0.23699336624704298,1.0,0.12,0.0,0.0,0.0,0.0,0.0,30.83495774727479,38.924159254962724,52.406731694767174,30.83495774727479,52.406731694767174,False,,0.6238698062145485,0.54318519,0.85,0.06334214044277404,0.7638,0.062460061484016505,0.4617074115,valid,,,forward_roic_floor_hit;share_change_floor_hit;wacc_floor_hit;reinvestment_cap_hit,,False,ok,False,,Comcast Corporation,Communication Services,Telecommunications Services,general_dcf,85626319470.0,0.7638,0.08412354861205212,-0.010702595763399403,0.065,0.01912354861205212,0.1873066409912772,0.1528360925302128,0.039212419385326935,2.407101662331788,0.010207942618366071,-0.06535161292900282,thin_interest_coverage;incremental_roic_below_wacc,8,2025,ttm,2026-04-23,2026-06-15,True,0.0,0.03167107022138702,0.0,0.0,0.028838273309916108,,True
