ticker,name,sector,industry,market_cap,price_as_of,is_price_fresh,shares_outstanding,beta,price,model_family,expected_irr,median_irr,p10_irr,p90_irr,above_hurdle_weight,hurdle_rate,permanent_loss_weight,worst_case_shortfall,worst_case_hurdle_gap,expected_shortfall,hurdle_cvar,intrinsic_value_low,intrinsic_value_base,intrinsic_value_high,intrinsic_value_bear,intrinsic_value_bull,scenario_order_inversion,scenario_order_note,upside_to_base,model_confidence,data_confidence,model_uncertainty,business_quality,valuation_excess,evidence_confidence,valuation_status,invalid_reason,invalid_fields,assumption_flags,valuation_alerts,requires_manual_review,roic_status,catastrophic_tail_floor_applied,catastrophic_tail_scenarios,specialist_model_note
BRK-B,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,1055693602702.0,2026-06-18,True,2156853680.999469,0.617,489.46,insurance,0.04720548144576778,0.08576715053262052,-0.1683958165495828,0.18568344126741287,0.25,0.12,0.25,0.1683958165495828,0.2883958165495828,0.1683958165495828,0.2883958165495828,194.67067419395119,738.585362448058,1146.9935602614366,194.67067419395119,1146.9935602614366,False,,0.5089800237977733,0.6,0.8,0.19503962890849783,0.2635723426046663,-0.03423284946737948,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,871430703361.9999,2026-06-18,True,2679511418.0001225,1.0,325.22,bank,-0.06732146231783559,-0.05369407362685652,-0.1484851299986728,-0.013412572018956515,0.0,0.12,0.25,0.1484851299986728,0.2684851299986728,0.1484851299986728,0.2684851299986728,145.59230698807008,246.79425464273274,303.98708325738784,145.59230698807008,303.98708325738784,False,,-0.24114674791607926,0.6,0.8,0.08553627898985813,0.5899339399080994,-0.17369407362685652,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
BAC,Bank of America Corporation,Financial Services,Banks - Diversified,398828394586.0,2026-06-18,True,7096590650.996441,1.196,56.2,bank,-0.09005216966493959,-0.07400665003340157,-0.18275612012139963,-0.029439258471555596,0.0,0.12,0.75,0.18275612012139963,0.30275612012139963,0.18275612012139963,0.30275612012139963,20.48777048625605,38.26270369140508,48.40050776087515,20.48777048625605,48.40050776087515,False,,-0.31916897346254314,0.6,0.8,0.09465843082492201,0.5354501514449488,-0.19400665003340156,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
WFC,Wells Fargo & Company,Financial Services,Banks - Diversified,251547618000.0,2026-06-18,True,3060190000.0,0.93,82.2,bank,-0.04214505462440099,-0.024859603151794474,-0.14420605657518704,0.02534504438117202,0.0,0.12,0.25,0.14420605657518704,0.26420605657518703,0.14420605657518704,0.26420605657518703,37.732698074608216,72.47822661078781,93.1583958067225,37.732698074608216,93.1583958067225,False,,-0.11826974926048894,0.6,0.8,0.10277555047817952,0.5206073580861041,-0.14485960315179447,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
C,Citigroup Inc.,Financial Services,Banks - Diversified,243999839182.34998,2026-06-18,True,1705576955.0003493,1.115,143.06,bank,-0.1801172658669741,-0.1490100824079046,-0.34394613746504865,-0.07850276118703858,0.0,0.12,1.0,0.34394613746504865,0.46394613746504865,0.34394613746504865,0.46394613746504865,17.38664170465556,63.84697033942534,95.05794293208487,17.38664170465556,95.05794293208487,False,,-0.5537049465998508,0.6,0.8,0.15072168813900502,0.27231741165201934,-0.2690100824079046,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities,145877128100.0,2026-06-18,True,705914000.0,0.78,206.65,reit,-0.16451155470093146,-0.13891825669032043,-0.24129144873276454,-0.13891825669032043,0.0,0.12,1.0,0.24129144873276454,0.36129144873276453,0.24129144873276454,0.36129144873276453,51.95296095580765,97.82668039168864,97.82668039168864,51.95296095580765,97.82668039168864,False,,-0.5266069180174757,0.6,0.8,0.06918659602122204,0.5310714903929376,-0.2589182566903204,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,131030782520.0,2026-06-18,True,932338000.0,1.334,140.54,reit,-0.07851994031611587,-0.06275537121010755,-0.12581364763414082,-0.06275537121010755,0.0,0.12,0.25,0.12581364763414082,0.24581364763414082,0.12581364763414082,0.24581364763414082,71.74969505614646,101.64002198518213,101.64002198518213,71.74969505614646,101.64002198518213,False,,-0.2767893696799336,0.6,0.8,0.049529138212016634,0.7059197120855276,-0.18275537121010754,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
PGR,The Progressive Corporation,Financial Services,Insurance - Property & Casualty,119713121190.0,2026-06-18,True,584337000.0,0.27,204.87,insurance,-0.04168580185979329,-0.01126137938437044,-0.21946968154700197,0.0752492328765697,0.0,0.12,0.25,0.21946968154700197,0.33946968154700197,0.21946968154700197,0.33946968154700197,59.3508924072398,193.59131000813332,294.4584857211822,59.3508924072398,294.4584857211822,False,,-0.055052911562779694,0.6,0.8,0.16535945721178583,0.30657828806854137,-0.13126137938437044,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
PNC,"The PNC Financial Services Group, Inc.",Financial Services,Banks - Regional,93179142600.0,2026-06-18,True,401565000.0,0.918,232.04,bank,-0.04768521583001323,-0.03167413183906409,-0.14078195243265124,0.013389352790726505,0.0,0.12,0.25,0.14078195243265124,0.26078195243265123,0.14078195243265124,0.26078195243265123,108.66252937877798,197.5470397886713,247.9959234936421,108.66252937877798,247.9959234936421,False,,-0.1486509231655262,0.6,0.8,0.09508565261168886,0.5500590112361149,-0.15167413183906409,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
USB,U.S. Bancorp,Financial Services,Banks - Diversified,90250722000.0,2026-06-18,True,1552300000.0,0.999,58.14,bank,-0.03146528289962,-0.014439846174382764,-0.1322985130832549,0.035317073833540436,0.0,0.12,0.25,0.1322985130832549,0.2522985130832549,0.1322985130832549,0.2522985130832549,28.59741223275419,54.06182604082469,69.15791769097284,28.59741223275419,69.15791769097284,False,,-0.07014403094556776,0.6,0.8,0.10180779345839766,0.5289760691982344,-0.13443984617438276,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
AMT,American Tower Corporation,Real Estate,REIT - Specialty,82020474797.0,2026-06-18,True,465893068.99744385,0.891,176.05,reit,-0.11477100095252923,-0.11765510584624383,-0.15645304520242265,-0.06732074691520662,0.0,0.12,0.75,0.15645304520242265,0.27645304520242264,0.15645304520242265,0.27645304520242264,75.19385303021085,94.15164535384352,124.25034709057829,75.19385303021085,124.25034709057829,False,,-0.46519940156862527,0.6,0.8,0.062566149143608,0.7986461919769439,-0.23765510584624383,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
