scenario,probability,intrinsic_value_per_share,irr_5y,irr_3y,exit_value_per_share,total_return_5y,normalized_roe,terminal_growth,irr_5y_status,scenario_is_finite,ticker,model_family,price,affo_growth
bear,0.25,194.67067419395119,-0.1683958165495828,,194.67067419395119,-0.6022746001839758,0.054532922019239635,0.025,valid,True,BRK-B,insurance,489.46,
base,0.5,738.585362448058,0.08576715053262052,,738.585362448058,0.5089800237977733,0.13704863806039103,0.025,valid,True,BRK-B,insurance,489.46,
bull,0.25,1146.9935602614366,0.18568344126741287,,1146.9935602614366,1.3433856908867665,0.19900705839248375,0.025,valid,True,BRK-B,insurance,489.46,
bear,0.25,145.59230698807008,-0.1484851299986728,,145.59230698807008,-0.5523267111860585,0.10310767488802763,0.025,valid,True,JPM,bank,325.22,
base,0.5,246.79425464273274,-0.05369407362685652,,246.79425464273274,-0.24114674791607926,0.1574007140531622,0.025,valid,True,JPM,bank,325.22,
bull,0.25,303.98708325738784,-0.013412572018956515,,303.98708325738784,-0.06528785665891457,0.18808364611032238,0.025,valid,True,JPM,bank,325.22,
bear,0.25,20.48777048625605,-0.18275612012139963,,20.48777048625605,-0.6354489237320988,0.0654848946672089,0.025,valid,True,BAC,bank,56.2,
base,0.5,38.26270369140508,-0.07400665003340157,,38.26270369140508,-0.31916897346254314,0.10060908248500378,0.025,valid,True,BAC,bank,56.2,
bull,0.25,48.40050776087515,-0.029439258471555596,,48.40050776087515,-0.13878100069617172,0.12064190793004807,0.025,valid,True,BAC,bank,56.2,
bear,0.25,37.732698074608216,-0.14420605657518704,,37.732698074608216,-0.5409647436179049,0.06930626712072673,0.025,valid,True,WFC,bank,82.2,
base,0.5,72.47822661078781,-0.024859603151794474,,72.47822661078781,-0.11826974926048894,0.1101049575703439,0.025,valid,True,WFC,bank,82.2,
bull,0.25,93.1583958067225,0.02534504438117202,,93.1583958067225,0.13331381760003036,0.13438790438440948,0.025,valid,True,WFC,bank,82.2,
bear,0.25,17.38664170465556,-0.34394613746504865,,17.38664170465556,-0.8784660862249716,0.03649441774981295,0.025,valid,True,C,bank,143.06,
base,0.5,63.84697033942534,-0.1490100824079046,,63.84697033942534,-0.5537049465998508,0.06720963206165122,0.025,valid,True,C,bank,143.06,
bull,0.25,95.05794293208487,-0.07850276118703858,,95.05794293208487,-0.3355379356068442,0.0878434015642418,0.025,valid,True,C,bank,143.06,
bear,0.25,51.95296095580765,-0.24129144873276454,,51.95296095580765,-0.7485944304098348,,0.025,valid,True,WELL,reit,206.65,0.039999999999999994
base,0.5,97.82668039168864,-0.13891825669032043,,97.82668039168864,-0.5266069180174757,,0.025,valid,True,WELL,reit,206.65,0.06
bull,0.25,97.82668039168864,-0.13891825669032043,,97.82668039168864,-0.5266069180174757,,0.025,valid,True,WELL,reit,206.65,0.06
bear,0.25,71.74969505614646,-0.12581364763414082,,71.74969505614646,-0.48947136006726577,,0.025,valid,True,PLD,reit,140.54,0.039999999999999994
base,0.5,101.64002198518213,-0.06275537121010755,,101.64002198518213,-0.2767893696799336,,0.025,valid,True,PLD,reit,140.54,0.06
bull,0.25,101.64002198518213,-0.06275537121010755,,101.64002198518213,-0.2767893696799336,,0.025,valid,True,PLD,reit,140.54,0.06
bear,0.25,59.3508924072398,-0.21946968154700197,,59.3508924072398,-0.7102997393115644,0.07634698720976336,0.025,valid,True,PGR,insurance,204.87,
base,0.5,193.59131000813332,-0.01126137938437044,,193.59131000813332,-0.055052911562779694,0.19248409528036692,0.025,valid,True,PGR,insurance,204.87,
bull,0.25,294.4584857211822,0.0752492328765697,,294.4584857211822,0.437294312106127,0.2797485890589154,0.025,valid,True,PGR,insurance,204.87,
bear,0.25,108.66252937877798,-0.14078195243265124,,108.66252937877798,-0.5317077685796501,0.07128627375882023,0.025,valid,True,PNC,bank,232.04,
base,0.5,197.5470397886713,-0.03167413183906409,,197.5470397886713,-0.1486509231655262,0.1091478328930633,0.025,valid,True,PNC,bank,232.04,
bull,0.25,247.9959234936421,0.013389352790726505,,247.9959234936421,0.06876367649388948,0.13063721709334689,0.025,valid,True,PNC,bank,232.04,
bear,0.25,28.59741223275419,-0.1322985130832549,,28.59741223275419,-0.5081284445690714,0.07247144988489887,0.025,valid,True,USB,bank,58.14,
