ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,cashflow_period_semantics,ttm_cashflow_status,revenue,revenue_cagr,revenue_volatility,gross_margin,current_operating_margin,reported_operating_income,one_off_items_latest,normalized_operating_margin,normalized_operating_income,normalized_nopat,normalized_fcf,normalized_fcf_per_share,margin_volatility,tax_rate,roic,incremental_roic,net_debt,total_debt,interest_expense_known,interest_coverage,net_debt_to_ebitda,sbc_intensity,margin_mad_z,ocf_margin_mad_z,one_off_suspected,dividends_paid,buybacks,net_share_change_cagr,ocf_to_net_income,shares_diluted,sec_status,sec_max_divergence,sec_confidence_penalty,model_family,analyst_growth,analyst_dispersion,has_estimates,risk_free,wacc,cost_of_debt_after_tax,roic_minus_wacc,filing_age_days,data_confidence,share_count_alignment,statement_shares_diluted_raw
LLY,Eli Lilly and Company,NYSE,common_stock,False,1972-06-01,Healthcare,Drug Manufacturers - General,US,941740999.9999999,0.517,1034568410370.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,1098.57,2026-06-18,1034568410369.9998,3189010572.350909,True,8,2025,ttm,2026-04-30,discrete,ok,72249500000.0,0.17173452760489116,0.14539401856922307,0.8350604502453304,0.45865507719776605,33137600000.0,0.0,0.2985125860686211,21567385087.164837,18470271448.310722,9757548251.947643,10.891336367839763,0.06099756072839578,0.14360172206028196,0.4095918883332159,0.46811342852770665,38088000000.0,43370000000.0,True,37.502942507922135,1.0826359832635983,0.014333066179425301,5.913400554468737,2.238477338942517,True,5585700000.0,5264000000.0,-0.01941725719694465,0.8146504314793369,895900000.0,unchecked,,0.0,general_dcf,0.33290924127874644,0.06039719626016982,True,0.0446,0.06966910779839265,0.0510413373652072,0.3399227805348233,49,0.85,,
XOM,Exxon Mobil Corporation,NYSE,common_stock,False,1978-01-13,Energy,Oil & Gas Integrated,US,4144950000.0,0.149,571215559500.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,137.81,2026-06-18,571215559500.0,3051929828.1299996,True,8,2025,ttm,2026-05-04,discrete,ok,326008000000.0,0.02137513326454399,0.29228653601807575,0.2549231920689063,0.09011128561262301,29377000000.0,0.0,0.09579267470512298,31229178295.267735,22523632421.739574,26641311379.15494,6.368948453061186,0.09454531088381184,0.27876320635843754,0.07216371982550887,0.08643896132487533,39226000000.0,47661000000.0,True,42.39105339105339,0.6950158578288064,0.0,-0.131828998326252,-0.4585496721285695,False,17230000000.0,20337000000.0,-0.0017470058605750793,1.6336698337292161,4183000000.0,unchecked,,0.0,general_dcf,0.22279540920608443,0.24205298013232526,True,0.0446,0.06755037715041513,0.04298571290103712,0.004613342675093737,45,1.0,,
JNJ,Johnson & Johnson,NYSE,common_stock,False,1943-01-02,Healthcare,Drug Manufacturers - General,US,2407216971.0013576,0.256,549784284006.69,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,228.39,2026-06-18,549784284007.0,1811370280.2784848,True,8,2025,ttm,2026-04-22,discrete,ok,96362000000.0,0.020747946632048597,0.035808695075814155,0.6911853220149021,0.2686951287852058,25892000000.0,0.0,0.26112666111616145,25162687318.47555,21670093940.391224,20492024785.462284,8.38051070892454,0.011060098176694946,0.13880049192996613,0.195388949220565,0.12066491948116082,32936000000.0,54987000000.0,True,24.920115495668913,0.979451036369584,0.013645063939219578,0.6305372733181458,-2.3886238644392206,False,12523000000.0,7854000000.0,-0.02815093071096164,0.9151619161319207,2445200000.0,unchecked,,0.0,general_dcf,0.07628133841149265,0.004463842876141914,True,0.0446,0.06793862735137131,0.05132749068097402,0.1274503218691937,57,1.0,,
ORCL,Oracle Corporation,NYSE,common_stock,False,1986-03-12,Technology,Software - Infrastructure,US,2876046000.0,1.655,530026517340.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,184.29,2026-06-18,530026517340.0,4809888935.957878,True,8,2026,ttm,2026-06-10,discrete,ok,67358000000.0,0.07920446139060222,0.06522225636440808,0.6581103952017577,0.30847115413165477,20778000000.0,0.0,0.30822780689561535,20761608616.87486,18376455775.028744,8300255307.073364,2.8474289218090445,0.04015635811252359,0.11488285353320274,0.10989455736318943,0.07290262115631019,124295000000.0,156189000000.0,True,4.518921270117442,4.133246874168662,0.0750363475009913,0.00407764370565558,4.461898929235623,False,5787000000.0,206000000.0,0.01764302698759357,1.7839877710900927,2915000000.0,unchecked,,0.0,general_dcf,0.17815800612913102,0.0046117226966892085,True,0.0446,0.11037102858211412,0.05275298192942112,-0.00047647121892469,8,1.0,,
CAT,Caterpillar Inc.,NYSE,common_stock,False,1929-12-02,Industrials,Agricultural - Machinery,US,460637000.0,1.603,454105167340.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,985.82,2026-06-18,454105167340.0,2298233653.3745456,True,8,2025,ttm,2026-05-06,discrete,ok,70755000000.0,0.030628169211895928,0.13874902481947812,0.32520669917320333,0.16558547099144938,11716000000.0,0.0,0.15281852143765806,10812674484.321497,8438643189.110601,6539463486.461416,14.039208858869507,0.029106358546240153,0.21956004489483788,0.1585949719709314,0.35038510576386805,38994000000.0,43066000000.0,True,8.309219858156029,2.778735836955747,0.0034408801246740423,0.4568991324151436,0.8417401362263723,False,2778000000.0,6494000000.0,-0.04236798600512226,1.2467343976777938,465800000.0,unchecked,,0.0,general_dcf,0.15336158315398918,0.02782858636852033,True,0.0446,0.11797305421998672,0.04651422132426766,0.040621917750944675,43,1.0,,
ABBV,AbbVie Inc.,NYSE,common_stock,False,2013-01-02,Healthcare,Drug Manufacturers - General,US,1766792820.9989383,0.309,382492977818.29004,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,216.49,2026-06-18,382492977818.0602,1276753733.4178789,True,8,2025,ttm,2026-05-08,discrete,ok,62819000000.0,0.09331472871090596,0.1391449717815021,0.7067766121714768,0.2760470558270587,17341000000.0,0.0,0.28007514501636444,17594040534.782997,15834636481.304697,23513896212.228527,13.2547329268481,0.07152304148331765,0.1,0.17156849812017677,,63467000000.0,72858000000.0,True,5.959106529209622,2.5009654411474957,0.015614780902550687,-0.05802798750553761,-2.4054711484179303,False,11818000000.0,1500000000.0,-0.000750469325035974,4.503076194983436,1774000000.0,unchecked,,0.0,general_dcf,0.10392220308340261,0.009209744506431286,True,0.0446,0.06704633538381329,0.05364,0.10452216273636349,41,1.0,,
UNH,UnitedHealth Group Incorporated,NYSE,common_stock,False,1984-10-17,Healthcare,Medical - Healthcare Plans,US,908144404.0003991,0.65,364129580227.83997,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,400.96,2026-06-18,364129580228.0,2767064923.879091,True,8,2025,ttm,2026-05-05,discrete,ok,449713000000.0,0.10236402697783231,0.03015057603745994,0.1880132440022859,0.041882267134817096,18835000000.0,0.0,0.08231835080659637,37019632496.28687,29159685781.449482,29472401505.688797,32.38725440185582,0.014040979061147749,0.2123183344844322,0.09852363261447654,-0.07804786860320123,46688000000.0,77917000000.0,True,4.757514523869664,2.0155413572785355,0.0025432324534448558,-4.043608367177927,-2.5482616206067292,False,8009000000.0,2545000000.0,-0.014236812683171118,1.633792302587923,910000000.0,unchecked,,0.0,general_dcf,-0.008771022378689097,0.02625647960453906,True,0.0446,0.07178489796753465,0.046945827264727846,0.02673873464694189,44,1.0,,
PG,The Procter & Gamble Company,NYSE,common_stock,False,1978-01-13,Consumer Defensive,Household & Personal Products,US,2328598978.002394,0.385,350174714311.64,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,150.38,2026-06-18,350174714312.0,1284117532.8436363,True,8,2025,ttm,2026-04-24,discrete,ok,86718000000.0,0.03369968261776646,0.02305581143345163,0.5032865149103992,0.23239696487465117,20153000000.0,0.0,0.22124866058976383,19186241349.02314,15360260829.57042,14340628338.986181,5.9344623790549065,0.048534720736036735,0.1994127171577313,0.2036508111217449,0.2194914528090526,24720000000.0,37026000000.0,True,48.91504854368932,1.0644161212538752,0.0066458551813281955,0.9436476302058143,0.00026934998045046485,False,10176000000.0,4853000000.0,-0.01636116975751145,1.1497986760390364,2416500000.0,unchecked,,0.0,general_dcf,0.035186050466831986,0.017211703961140083,True,0.0446,0.06750725093247167,0.04771500205739921,0.13614356018927323,55,1.0,,
CVX,Chevron Corporation,NYSE,common_stock,False,1921-06-24,Energy,Oil & Gas Integrated,US,1991600000.0,0.472,345801508000.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,173.63,2026-06-18,345801508000.0,1987598759.6563637,True,8,2025,ttm,2026-05-07,discrete,ok,185887000000.0,0.02151287461971707,0.3378424505974167,0.2543050347791938,0.08401340599396408,15617000000.0,0.0,0.09720176629979874,18068544732.17069,12952142787.436766,17846097331.851788,8.986402805706122,0.08021670221770562,0.2831662439102951,0.05001694562082441,0.006594393908605934,40105000000.0,45428000000.0,True,11.568148148148149,1.071352246620719,0.0,-0.14172743005863106,-1.5535461710219343,False,13293000000.0,10510000000.0,0.0077772420189685665,1.7831379876564182,1985900000.0,unchecked,,0.0,general_dcf,0.24520868133233442,0.2877886002900017,True,0.0446,0.06647918453929587,0.04272329186294641,-0.016462238918471456,42,1.0,,
KO,The Coca-Cola Company,NYSE,common_stock,False,1919-09-05,Consumer Defensive,Beverages - Non-Alcoholic,US,4302482417.999748,0.354,341574079165.02,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,79.39,2026-06-18,341574079165.0,1238040710.8972728,True,8,2025,ttm,2026-04-30,discrete,ok,49284000000.0,0.04899466931403018,0.08312406219604142,0.6174417660904148,0.29344209073938804,14462000000.0,0.0,0.2667444120505345,13146231603.498543,10732482562.24219,10371845762.832718,2.404229430420194,0.021122148656035154,0.1836076766374627,0.1777041809221706,0.3070694854507463,32807000000.0,43890000000.0,True,8.807551766138856,2.115352376039719,0.0058196533238772654,1.9109302299516113,0.7475380640386262,False,10971000000.0,853000000.0,-0.0027662658604344914,0.640109114852789,4314000000.0,unchecked,,0.0,general_dcf,0.017400585822281434,0.04175957836481429,True,0.0446,0.06721537043535362,0.048656982472407226,0.11048881048681698,49,1.0,,
HD,"The Home Depot, Inc.",NYSE,common_stock,False,1981-09-22,Consumer Cyclical,Home Improvement,US,997116682.0001197,0.974,333316164458.95996,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,334.28,2026-06-18,333316164459.0,1511745121.6536365,True,8,2025,ttm,2026-05-27,discrete,ok,166592000000.0,0.06183856728649273,0.07301095723835462,0.3312704091432962,0.12448376872839031,20738000000.0,0.0,0.14279601693997807,23788674054.064827,18103104534.44652,16194534886.056755,16.25957317877184,0.008072344591178457,0.23900321248240392,0.22465481408068422,-0.04736403118234224,56374000000.0,57975000000.0,True,8.612126245847175,2.259841257115369,0.002770916659352784,-1.831224821158775,-0.6820788845592142,False,9186000000.0,0.0,-0.009521261005304371,1.3379710928002162,996000000.0,unchecked,,0.0,general_dcf,0.03612592257486469,0.006924618842385543,True,0.0446,0.08619636990918095,0.045355408536048726,0.13845844417150327,22,1.0,,
MRK,"Merck & Co., Inc.",NYSE,common_stock,False,1978-01-13,Healthcare,Drug Manufacturers - General,US,2469824414.999561,0.218,281238906136.05,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,113.87,2026-06-18,281238906136.0,1194757060.7081819,True,8,2025,ttm,2026-05-04,discrete,ok,65593000000.0,0.0631423349445206,0.0924821499856578,0.7590901468144466,0.27591358834021923,18098000000.0,0.0,0.24108456958368574,15813460172.702698,12976208724.59135,12426501542.821463,5.026901918617097,0.09715267805240932,0.17942002680786018,0.16631601978689647,0.3538441559451518,43415000000.0,49117000000.0,True,17.351869606903165,1.7830301039057046,0.01072943524910588,0.33241151335009306,-0.02193343801965223,False,8231000000.0,981000000.0,-0.009264693518373779,1.2541917392066366,2472000000.0,unchecked,,0.0,general_dcf,0.028670684768701493,0.017817038485877325,True,0.0446,0.06652332009465517,0.048906566402251536,0.0997926996922413,45,1.0,,
PM,Philip Morris International Inc.,NYSE,common_stock,False,2008-03-17,Consumer Defensive,Tobacco,US,1558558845.997758,0.408,278046898126.4,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,178.4,2026-06-18,278046898126.0,882308409.0666667,True,8,2025,ttm,2026-04-24,discrete,ok,41493000000.0,0.046226778751697895,0.05003729337497186,0.6730291856457715,0.3683030872677319,15282000000.0,0.0,0.375011668771804,15560359172.348463,12195934106.548832,12133932588.037237,7.764124214587422,0.027077186937340503,0.21621769963886078,0.3218184560068495,0.0740186415125545,46498000000.0,51948000000.0,True,9.653821857233101,2.686503351051537,0.0,-0.21108180611736038,-2.260179531857835,False,8815000000.0,0.0,0.0023186132197321463,1.1813631112822487,1562820513.0,unchecked,,0.0,general_dcf,0.07196932270852341,0.01360387364597518,True,0.0446,0.0659971812910511,0.0467134251015239,0.2558212747157984,55,1.0,,
DELL,Dell Technologies Inc.,NYSE,common_stock,False,2016-08-17,Technology,Computer Hardware,US,664250943.0,1.378,272010761158.5,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,409.5,2026-06-18,272010761158.5,2586845813.7981815,True,8,2026,ttm,2026-06-09,discrete,ok,134002000000.0,0.03273164337374879,0.1086957425484377,0.19158669273592932,0.07979731645796331,10693000000.0,0.0,0.05122543748972912,6864311074.498681,5695420232.909177,7719419593.895786,11.767407917524064,0.02282778723050903,0.17028523749921565,0.4880433442665101,1.8342847668362352,19583000000.0,31161000000.0,True,12.001122334455667,1.4250473002474167,0.008214132493433926,1.605598425990269,-0.21887800830330875,False,1527000000.0,5310000000.0,-0.0449276156905386,1.884265498652291,656000000.0,unchecked,,0.0,general_dcf,0.1618395055062869,0.009998214607677471,True,0.0446,0.1069168311514176,0.04945099984504675,0.3811265131150925,9,1.0,,
RTX,RTX Corporation,NYSE,common_stock,False,1952-09-15,Industrials,Aerospace & Defense,US,1346680000.0,0.306,249943808000.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,185.6,2026-06-18,249943808000.0,1000867334.7354546,True,8,2025,ttm,2026-04-21,discrete,ok,90373000000.0,0.1432943634046051,0.09577927085606662,0.20212895444435838,0.10866077257587996,9820000000.0,0.0,0.0815182999861138,7367053324.645062,5976988849.217808,5836579692.638734,4.277135931876545,0.042197158971011464,0.18868663143472303,0.08096890432951227,,32117000000.0,38935000000.0,True,5.646923519263945,2.259056059646902,0.006166569936157864,1.4531849154749832,0.48123268527700286,False,3649000000.0,0.0,-0.027987325139707364,1.5696672608437314,1364600000.0,unchecked,,0.0,general_dcf,0.08175274373249675,0.015157984634992853,True,0.0446,0.0667365077285396,0.048354276766490505,0.014232396600972669,58,1.0,,
IBM,International Business Machines Corporation,NYSE,common_stock,False,1915-09-24,Technology,Information Technology Services,US,939885000.0,0.665,234125353500.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,249.1,2026-06-18,234125353500.0,2180555996.6118183,True,8,2025,annual,2026-02-24,annual,annual_anchor,67535000000.0,-0.023191843102530085,0.11137408069490876,0.5950248019545421,0.1528836899385504,10325000000.0,0.0,0.1439620828678379,9722479266.479433,8750231339.83149,11410125332.65342,12.027116404188279,0.025513238426434423,0.1,0.10889946209466665,0.1679611650485437,52683000000.0,67154000000.0,True,5.335917312661499,3.4330118597680177,0.018315551244746202,0.5073546289672909,-0.5939192101935901,False,6255000000.0,1018000000.0,0.013138108297700457,1.856971474273527,948700000.0,unchecked,,0.0,general_dcf,0.06606678476495498,0.007828882985195263,True,0.0446,0.0724536848489188,0.05364,0.03644577724574785,114,0.85,,
ANET,"Arista Networks, Inc.",NYSE,common_stock,False,2014-06-06,Technology,Computer Hardware,US,1259169437.997289,1.611,213643278545.46,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,169.67,2026-06-18,213643278545.0,1364595616.1272726,True,8,2025,ttm,2026-05-06,discrete,ok,9709900000.0,0.22695585796283524,0.15452009509331707,0.6353721459541293,0.4279240774879247,4155100000.0,0.0,0.34139911629930414,3314951279.3546133,2876248318.5652695,2669322271.13864,2.0955583852556443,0.08904161666900227,0.1323406963841577,3.1794789421061704,2.541673972213756,-12353200000.0,0.0,True,,-2.9154158406494854,0.05063950385040156,1.4016561830742944,1.7327110885821013,False,0.0,842200000.0,0.0020930458623871218,1.2450589508458165,1273800000.0,unchecked,,0.0,general_dcf,0.302916649959899,0.019878997428857393,True,0.0446,0.12515,0.051712494495504205,3.0543289421061703,43,1.0,,
APH,Amphenol Corporation,NYSE,common_stock,False,1991-11-08,Technology,"Hardware, Equipment & Parts",US,1230230000.0,1.275,201708510800.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,163.96,2026-06-18,201708510800.0,1379387683.7069697,True,8,2025,ttm,2026-05-01,discrete,ok,25903800000.0,0.15938454986222794,0.17138380325282207,0.3734548599047244,0.26000046325249576,6735000000.0,0.0,0.20659165612487077,5351508941.927427,4202689287.397769,3547468953.06811,2.7506156106599287,0.019211337098293584,0.21467209846722096,0.18794224474011875,0.4045780359553282,14165800000.0,18748900000.0,True,13.491586538461538,1.7915744476343447,0.007193204884810185,5.340880712762499,1.7350400091166558,True,909400000.0,168400000.0,0.012641452647415896,1.258623515912231,1289700000.0,unchecked,,0.0,general_dcf,0.45808740008059035,0.040191961606994814,True,0.0446,0.1031159238718849,0.046805542931353625,0.08482632086823386,48,0.85,,
MCD,McDonald's Corporation,NYSE,common_stock,False,1965-04-21,Consumer Cyclical,Restaurants,US,710506000.0,0.414,197954076660.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,278.61,2026-06-18,197954076660.0,1167682927.340909,True,8,2025,ttm,2026-05-07,discrete,ok,27447000000.0,0.03411765915312581,0.08904189958128526,0.5735417349801436,0.46012314642766056,12629000000.0,0.0,0.43523389640373805,11945864754.5934,9408596411.000166,7050720724.815147,9.88187908173111,0.026691753854931128,0.2123972098895232,0.18973077036347563,0.13139506502445034,53711000000.0,54881000000.0,True,7.863636363636363,3.611066290170768,0.006635802469135803,0.8030833208610042,0.39585343375272936,False,5173000000.0,1975000000.0,-0.012660165475957386,1.148850784385261,713500000.0,unchecked,,0.0,general_dcf,0.06662423440175336,0.028149190683279354,True,0.0446,0.065,0.04694112629058441,0.12473077036347563,42,1.0,,
VZ,Verizon Communications Inc.,NYSE,common_stock,False,1983-11-21,Communication Services,Telecommunications Services,US,4175560000.0,0.22,189445157200.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,45.37,2026-06-18,189445157200.0,1179512374.1196969,True,8,2025,ttm,2026-05-01,discrete,ok,139146000000.0,0.007814059039057186,0.02314700821435995,0.5885257211849424,0.2121728256651287,29523000000.0,0.0,0.22817686263697068,31749897728.48392,24541236681.970455,19482002008.532295,4.627553921266578,0.009000668426565262,0.2270451737564599,0.0784689418881008,-0.07161350908395321,187506000000.0,195872000000.0,True,4.216366752356469,3.891215473052898,0.0,-1.6004036971841966,-0.42966410642842345,False,11535000000.0,2500000000.0,0.0004755112461742872,2.1623966460929314,4210000000.0,unchecked,,0.0,general_dcf,0.03515774582037934,0.023265592150476765,True,0.0446,0.065,0.04606810764411499,0.0134689418881008,48,1.0,,
TJX,"The TJX Companies, Inc.",NYSE,common_stock,False,1987-06-26,Consumer Cyclical,Apparel - Retail,US,1104704446.0017092,0.619,180961635299.26,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,163.81,2026-06-18,180961635299.53998,854129038.7833333,True,8,2026,ttm,2026-05-29,discrete,ok,61584000000.0,0.06451848879760735,0.20207740190667886,0.3144323200831385,0.12392829306313329,7632000000.0,0.0,0.1063916885959994,6552025750.496027,4914217351.958681,4453034240.905515,3.975923429379924,0.03002487231599103,0.24996977437296464,0.30122773677764214,0.3518534824190332,8600000000.0,14180000000.0,True,103.13513513513513,0.9642336584818926,0.003246983676366217,1.7047774684153387,1.3739713717950295,False,1892000000.0,2513000000.0,-0.016688970043847173,1.2574013157894737,1120000000.0,unchecked,,0.0,general_dcf,0.06702784058461098,0.0068265068320329785,True,0.0446,0.07330841042428067,0.044701801447371306,0.22791932635336148,20,1.0,,
DIS,The Walt Disney Company,NYSE,common_stock,False,1957-11-12,Communication Services,Entertainment,US,1736511423.9965348,1.394,180406171839.36002,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,103.89,2026-06-18,180406171839.0,923934372.8072727,True,8,2025,ttm,2026-05-06,discrete,ok,97263000000.0,0.06837008516307796,0.08989730697200822,0.3716007114730165,0.15502297893340736,15078000000.0,0.0,0.11577769258226561,11260885713.6289,8813464886.979395,4337636830.980502,2.4478763154517504,0.061194150962105745,0.21733821733821734,0.07847227337332668,0.42600419020964775,41676000000.0,47358000000.0,True,9.810019518542616,2.0304993909866016,0.014434736563410114,0.6008272467811846,0.9323699453991201,False,2235000000.0,7215000000.0,-0.010137078334304772,2.8099356395816573,1772000000.0,unchecked,,0.0,general_dcf,0.07471136638891762,0.022099990179223327,True,0.0446,0.10023313561736004,0.04664664224664224,-0.021760862244033355,43,1.0,,
TMO,Thermo Fisher Scientific Inc.,NYSE,common_stock,False,1980-03-17,Healthcare,Medical - Diagnostics & Research,US,371621000.0,0.874,172658832810.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,464.61,2026-06-18,172658832810.0,1085346464.7184849,True,8,2025,ttm,2026-05-01,discrete,ok,45197000000.0,0.09010006871566945,0.10634022998824286,0.3940969533376109,0.17755603248003185,8025000000.0,0.0,0.18034227974651323,8150930017.703158,7335837015.932842,6926494422.827833,18.56969014162958,0.03564595964516328,0.1,0.07863792258696717,-0.1729233713142559,39905000000.0,43161000000.0,True,5.459183673469388,3.6826319675156887,0.006957536583176228,-0.16300621740852775,-1.2306979250470764,False,649000000.0,4000000000.0,-0.018091838162383578,1.3681136543014996,373000000.0,unchecked,,0.0,general_dcf,0.07859048374431143,0.02708945821421643,True,0.0446,0.08136847642071436,0.05364,-0.002730553833747193,48,1.0,,
GLW,Corning Incorporated,NYSE,common_stock,False,1981-12-31,Technology,"Hardware, Equipment & Parts",US,860637825.0,1.155,167755524849.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,194.92,2026-06-18,167755524849.0,2230447423.318788,True,8,2025,ttm,2026-05-01,discrete,ok,16321000000.0,0.0475547969063439,0.11473750001079028,0.36309049690582684,0.1531156179155689,2499000000.0,0.0,0.10744085629756046,1753542215.6324844,1388447125.8452258,888558674.9408618,1.0298658504669318,0.035936539396824965,0.20820433436532507,0.10397779129905689,0.06963985974859185,7218000000.0,8973000000.0,True,7.222543352601156,1.8583934088568486,0.01829931537526393,0.8955357599858316,-0.09547354821704909,False,1001000000.0,63000000.0,0.002247259151031855,3.450946643717728,862790697.0,unchecked,,0.0,general_dcf,0.16053076452288328,0.048689138568492565,True,0.0446,0.09954942486386062,0.04719102167182663,0.004428366435196271,48,1.0,,
ETN,Eaton Corporation plc,NYSE,common_stock,False,1972-06-01,Industrials,Industrial - Machinery,US,388300000.0,1.192,163773291000.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,421.77,2026-06-18,163773291000.0,1048715783.2375757,True,8,2025,ttm,2026-05-05,discrete,ok,28522000000.0,0.034759527054201156,0.09218840876901076,0.3689082112053853,0.18133370731365261,5172000000.0,0.0,0.15119870198647817,4312489378.058331,3609498171.2298884,3614107021.365825,9.285989263529869,0.02295253935472648,0.16301285526759002,0.10597834633035534,0.3925353229470686,21082000000.0,21833000000.0,True,16.471337579617835,3.3904792537793504,0.0,1.1876034888788585,0.47292111838069434,False,1644000000.0,0.0,-0.00974196970620389,1.1261653200745805,389200000.0,unchecked,,0.0,general_dcf,0.16941718635648373,0.08301886792382342,True,0.0446,0.09781082132568548,0.049884433826051636,0.008167525004669857,44,1.0,,
DE,Deere & Company,NYSE,common_stock,False,1972-06-01,Industrials,Agricultural - Machinery,US,269937425.0,0.928,159057928307.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,589.24,2026-06-18,159057928307.0,720609534.9024242,True,8,2025,ttm,2026-05-28,discrete,ok,46857000000.0,0.029428901014733944,0.15319795951002974,0.3539705913737542,0.1838359263290437,8614000000.0,0.0,0.1770399089665699,8295559014.446566,6470280173.398321,3167548657.335753,11.697003904489486,0.043500919087006124,0.22003084275207424,0.08170265368566916,0.02696339984426077,54827000000.0,64162000000.0,True,2.8838299296953465,5.019408587384418,0.0033807231613119893,0.09145541695184313,0.22091650238824687,False,1755000000.0,800000000.0,-0.04022988902685265,1.3001408450704226,270800000.0,unchecked,,0.0,general_dcf,0.08843862483936804,0.05319407336869385,True,0.0446,0.08380983837833898,0.06598539070317452,-0.0021071846926698223,21,1.0,,
ABT,Abbott Laboratories,NYSE,common_stock,False,1980-03-17,Healthcare,Medical - Devices,US,1741810000.0,0.62,153993422100.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,88.41,2026-06-18,153993422100.0,1157433745.0787878,True,8,2025,ttm,2026-04-29,discrete,ok,45134000000.0,0.05448021910170198,0.09045741765580519,0.5637878317897815,0.18172552842646342,8202000000.0,0.0,0.16156574496594517,7292108333.29297,6271050455.826981,6645107765.840462,3.8037251092389592,0.02617772622114266,0.14002231327313536,0.08949712593777351,-0.07363566932580261,26752000000.0,34047000000.0,True,23.23512747875354,2.369110874955721,0.01604290822407628,0.722215194926335,-0.06387439958331874,False,4188000000.0,793000000.0,-0.003222771166020877,1.2687401712388608,1747000000.0,unchecked,,0.0,general_dcf,0.12815435196382507,0.0027728263015542516,True,0.0446,0.0711919826340327,0.05125467012892113,0.018305143303740806,50,1.0,,
T,AT&T Inc.,NYSE,common_stock,False,1983-11-21,Communication Services,Telecommunications Services,US,6948339999.999999,0.395,152932963400.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,22.01,2026-06-18,152932963400.0,1018937547.8687879,True,8,2025,ttm,2026-04-27,discrete,ok,126528000000.0,-0.042875319057744776,0.08870179116306831,0.7966220915528579,0.19353028578654527,24487000000.0,0.0,0.17997454287874726,22771818961.362133,18366123072.700424,19709903768.818874,2.8048817089538742,0.07449361917274014,0.1934714085043901,0.07543117481009164,,152161000000.0,164125000000.0,True,3.4946482089339233,3.3701964606082084,0.0,0.47495233702845974,0.4126091136004809,False,8086000000.0,6757000000.0,-0.02523493375363184,2.6606944444444443,7027000000.0,unchecked,,0.0,general_dcf,0.03652252164630787,0.04284173216867051,True,0.0446,0.06889202008398998,0.0682323188405286,0.006539154726101656,52,1.0,,
UNP,Union Pacific Corporation,NYSE,common_stock,False,1980-01-02,Industrials,Railroads,US,593713000.0,0.974,152512995440.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,256.88,2026-06-18,152512995440.0,794478534.4442425,True,8,2025,annual,2026-02-06,annual,annual_anchor,24510000000.0,0.010182656377619725,0.08074461777974952,0.5937576499388005,0.4014279885760914,9839000000.0,0.0,0.39960472465419883,9794311801.274414,7542132431.753987,5638357110.955551,9.500180473387617,0.015929789201037294,0.22994768955868633,0.15539717537189446,0.0937992238101382,30289000000.0,31814000000.0,True,7.516424751718869,2.461719765929779,0.0,0.27546217419205377,-0.38449492581089484,False,3236000000.0,2679000000.0,-0.0165656401599229,1.3135287662643047,593500000.0,unchecked,,0.0,general_dcf,0.059495335121961146,0.0352713178264756,True,0.0446,0.08511813319411551,0.0458951177023023,0.07027904217777894,132,0.85,,
