ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,cashflow_period_semantics,ttm_cashflow_status,revenue,revenue_cagr,revenue_volatility,gross_margin,current_operating_margin,reported_operating_income,one_off_items_latest,normalized_operating_margin,normalized_operating_income,normalized_nopat,normalized_fcf,normalized_fcf_per_share,margin_volatility,tax_rate,roic,incremental_roic,net_debt,total_debt,interest_expense_known,interest_coverage,net_debt_to_ebitda,sbc_intensity,margin_mad_z,ocf_margin_mad_z,one_off_suspected,dividends_paid,buybacks,net_share_change_cagr,ocf_to_net_income,shares_diluted,sec_status,sec_max_divergence,sec_confidence_penalty,model_family,analyst_growth,analyst_dispersion,has_estimates,risk_free,wacc,cost_of_debt_after_tax,roic_minus_wacc,filing_age_days,data_confidence,share_count_alignment,statement_shares_diluted_raw
SLB,SLB N.V.,NYSE,common_stock,False,1981-12-31,Energy,Oil & Gas Equipment & Services,US,1495057660.9898107,0.708,71897322917.49,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,48.09,2026-06-18,71897322917.0,795963181.8669697,True,8,2025,ttm,2026-04-29,discrete,ok,35940000000.0,0.012147044721517952,0.15526841521973742,0.1733166388425153,0.14435169727323316,5188000000.0,0.0,0.13417969730870635,4822418321.274906,3910899183.7941136,3760499292.609295,2.4821777508972245,0.05904999270904327,0.18901701941937996,0.12231466083063716,0.26793802341834855,8221000000.0,11608000000.0,True,9.863117870722434,1.0438039614017267,0.008842613550626226,0.19969109628270332,-0.08292732115537324,False,1642000000.0,416000000.0,0.01777541240220315,1.5791101594099453,1515000000.0,unchecked,,0.0,general_dcf,0.026486754975920235,0.028454172367813734,True,0.0446,0.07559821916710639,0.048334585642604955,0.04671644166353077,50,1.0,,
CL,Colgate-Palmolive Company,NYSE,common_stock,False,1973-05-02,Consumer Defensive,Household & Personal Products,US,800189310.002235,0.322,71600939458.8,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,89.48,2026-06-18,71600939459.0,487430636.62757576,True,8,2025,ttm,2026-03-31,discrete,ok,20795000000.0,0.03947009967583437,0.023818917941345014,0.6006251502765088,0.21207020918490022,4410000000.0,0.0,0.22055648565468225,4586472119.189117,3432615028.194049,3444010514.8890667,4.27774253495102,0.015306848738069026,0.251578350638501,0.4926913679182282,,6554000000.0,7973000000.0,True,16.704545454545453,1.298335974643423,0.006270236932723441,-0.45548454191921284,1.0821285832359056,False,1834000000.0,1232000000.0,-0.013575610736816568,1.6282608695652174,805100000.0,unchecked,,0.0,general_dcf,0.05939105263814337,0.030359645040750987,True,0.0446,0.06709569118913276,0.04460593030194534,0.42559567672909543,79,1.0,,
GM,General Motors Company,NYSE,common_stock,False,2010-11-18,Consumer Cyclical,Auto - Manufacturers,US,901665195.0056753,1.3,71493033311.55,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,79.29,2026-06-18,71493033312.0,599072990.5521213,True,8,2025,ttm,2026-04-28,discrete,ok,184623000000.0,0.03335752810947534,0.10648598308402289,0.060951235761524836,0.013443612117666813,2482000000.0,0.0,0.054134788670623685,9994527088.736557,8638646787.444172,-5974670717.875652,-6.498134435458443,0.01941454180749936,0.13566227688955987,0.012923644576468926,-0.24899975272828603,103338000000.0,127756000000.0,True,3.390710382513661,6.019923103809857,0.0,-1.646031824925524,1.0577346253365716,False,705000000.0,4829000000.0,-0.14167131736471228,3.3503661784287617,919444000.0,unchecked,,0.0,general_dcf,2.1017608000439836e-05,0.05413720516243968,True,0.0446,0.08621138329489433,0.07312297137514324,-0.07328773871842541,51,1.0,,
MPC,Marathon Petroleum Corporation,NYSE,common_stock,False,2011-06-24,Energy,Oil & Gas Refining & Marketing,US,291937000.0,0.522,70914416670.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,242.91,2026-06-18,70914416670.0,616165667.6357576,True,8,2025,ttm,2026-05-05,discrete,ok,135750000000.0,0.06377033340935179,0.358821335624292,0.0879926335174954,0.05022467771639042,6818000000.0,0.0,0.04180573261894174,5675128203.021341,4532313409.404134,5266324376.536614,17.851947039107166,0.0807112885285722,0.20137250696976194,0.11128683468525512,0.2046404537909565,32175000000.0,34326000000.0,True,4.757850662944871,4.177486367177356,0.0,0.6092160543672207,0.07988544098060193,False,1150000000.0,3181000000.0,-0.1700394723583183,2.039288361749444,295000000.0,unchecked,,0.0,general_dcf,0.19470825519464174,0.3698698698692986,True,0.0446,0.065,0.04759819858460219,0.046286834685255115,44,1.0,,
KMI,"Kinder Morgan, Inc.",NYSE,common_stock,False,2011-02-11,Energy,Oil & Gas Midstream,US,2224825757.0117126,0.539,70282245663.63,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,31.59,2026-06-18,70282245664.0,348512728.0057576,True,8,2025,ttm,2026-04-24,discrete,ok,17524000000.0,0.024819864010472203,0.22814830761918437,0.4694704405386898,0.2860648253823328,5013000000.0,0.0,0.28441380746680256,4984067562.048248,3896889787.658228,3412439248.93346,1.533680561318409,0.02203858708903401,0.218130625408945,0.06191373921626637,,31984000000.0,32056000000.0,True,2.8162921348314605,4.270797169181466,0.0,0.13205184894168448,-0.14899605739837,False,2616000000.0,0.0,-0.0048954945173924624,2.156525066972828,2225000000.0,unchecked,,0.0,general_dcf,0.059972416306863785,0.014309301083595063,True,0.0446,0.06985732055612158,0.06614614909040326,-0.007943581339855212,55,1.0,,
VLO,Valero Energy Corporation,NYSE,common_stock,False,1982-01-04,Energy,Oil & Gas Refining & Marketing,US,296933000.0,0.553,70165267900.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,236.3,2026-06-18,70165267900.0,799445950.3078787,True,8,2025,ttm,2026-04-30,discrete,ok,126168000000.0,0.006762829683323979,0.38704754675902103,0.07240346205059921,0.046065563375816375,5812000000.0,0.0,0.03527931484866552,4451120595.826431,3526608543.905015,4858947372.542422,16.30519252531014,0.03331762321579849,0.20770321361058602,0.15542152431805298,1.322717358761822,5758000000.0,11491000000.0,True,10.397137745974955,0.6314288847461345,0.0,0.6337423035297761,0.010330262516767497,False,1408000000.0,2925000000.0,-0.09042113737625035,2.412635379061372,298000000.0,unchecked,,0.0,general_dcf,0.13303943259830997,0.31288343558215054,True,0.0446,0.06872780228019809,0.04722088846880907,0.08669372203785489,49,1.0,,
FIX,"Comfort Systems USA, Inc.",NYSE,common_stock,False,1997-06-27,Industrials,Engineering & Construction,US,35202400.0,1.67,69257553784.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,1967.41,2026-06-18,69257553784.0,773751870.9972727,True,8,2025,ttm,2026-04-23,discrete,ok,10135687000.0,0.22626488254906207,0.10470125289175848,0.2512799576387866,0.15692207148859272,1590513000.0,0.0,0.06778238600945254,687021048.7049899,538495914.1959865,750164678.3497225,21.280663764140662,0.02765566862349891,0.21618716746592848,0.6113593876091934,0.8890094250228319,-775880000.0,339084000.0,True,166.23254598662209,-0.46347231489451685,0.002396161307614748,8.913968547914019,1.7371070658265557,True,79294000.0,0.0,-0.007406437133725352,1.6251978722630462,35251000.0,unchecked,,0.0,general_dcf,0.352486343172727,0.02272727275976257,True,0.0446,0.12770348273703347,0.046715244819030666,0.4836559048721599,56,0.85,,
EOG,"EOG Resources, Inc.",NYSE,common_stock,False,1989-10-04,Energy,Oil & Gas Exploration & Production,US,532629000.00000006,0.256,69231117420.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,129.98,2026-06-18,69231117420.0,558814023.1169697,True,8,2025,ttm,2026-05-05,discrete,ok,23483000000.0,0.03975957813758413,0.44055501849074646,0.7129201550057488,0.3692076821530469,8670104000.0,0.0,0.3240782636756039,7610329865.894206,5964789452.121024,4304680279.774035,8.046131364063617,0.13591807960747218,0.21622458458045207,0.1921508373909426,0.11979666979573474,4457000000.0,8306000000.0,True,36.276585774058574,0.36241358830596976,0.00851227649927282,0.667157412347027,-0.32146217569021235,False,2167000000.0,2164000000.0,-0.03044624297727938,1.8964547868186787,535000000.0,unchecked,,0.0,general_dcf,0.3049407887723019,0.08618376926885274,True,0.0446,0.0671482800272032,0.04671301475900506,0.12500255736373939,44,1.0,,
URI,"United Rentals, Inc.",NYSE,common_stock,False,1997-12-18,Industrials,Rental & Leasing Services,US,62646600.0,1.82,67458485346.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,1076.81,2026-06-18,67458485346.0,527559885.1203031,True,8,2025,ttm,2026-04-22,discrete,ok,16365000000.0,0.10413850897536503,0.10025567766857142,0.3625420103880232,0.2467461044912924,4038000000.0,0.0,0.24881215862584077,4071810975.9118843,3066387442.26885,746237714.747692,11.733297401693271,0.019161741876077137,0.24692293910275862,0.1276037586296446,0.14640983758377604,14863000000.0,15019000000.0,True,5.703389830508475,2.0671766342141864,0.007298794395568589,-0.08462342520863791,-0.10127898915199442,False,471000000.0,2101000000.0,-0.03590169898188733,1.9405940594059405,63600000.0,unchecked,,0.0,general_dcf,0.06919728322601149,0.012761020852136245,True,0.0446,0.11908067090820704,0.04488339282947559,0.008523087721437561,57,1.0,,
NSC,Norfolk Southern Corporation,NYSE,common_stock,False,1982-06-02,Industrials,Railroads,US,224594000.99973342,1.272,67396167820.079994,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,300.08,2026-06-18,67396167820.0,410202683.4218182,True,8,2025,ttm,2026-04-24,discrete,ok,12185000000.0,0.008767797689063883,0.09165196565033328,0.4530980713992614,0.3239228559704555,3947000000.0,0.0,0.3450790239831443,4204787907.234613,3303705587.380183,2071908911.068969,9.204275404493686,0.04518635155755013,0.21429911323328787,0.09824994931150086,-0.0692751831503375,15760000000.0,17101000000.0,True,4.99620253164557,2.947998503554059,0.0,-0.6747308692413673,-1.282046643178267,False,1212000000.0,282000000.0,-0.015077809221265337,1.5453852021357741,225102881.0,unchecked,,0.0,general_dcf,0.04040404244330453,0.026835043457326825,True,0.0446,0.09577915225388692,0.046827772851296044,0.002470797057613938,55,1.0,,
BSX,Boston Scientific Corporation,NYSE,common_stock,False,1992-05-19,Healthcare,Medical - Devices,US,1486355179.0019872,0.559,67317026056.909996,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,45.29,2026-06-18,67317026057.0,1147774891.679091,True,8,2025,ttm,2026-03-31,discrete,ok,20615000000.0,0.1074940369415851,0.09048162792496754,0.7041474654377881,0.20116420082464226,4147000000.0,0.0,0.15840997764783987,3265621689.210219,2790008249.6886125,2064330669.9819326,1.3808231906233663,0.037595815363924895,0.14564254062038404,0.10017304374020378,0.16740732851380255,9505000000.0,11029000000.0,True,11.61624649859944,1.7153943331528605,0.015883441810473516,2.907875780404954,1.1815046918964498,False,0.0,0.0,0.012643072407720446,1.571249215317012,1495000000.0,unchecked,,0.0,general_dcf,0.07721842229099063,0.019898195280112798,True,0.0446,0.06950503983795721,0.05091970457902511,0.03066800390224657,79,1.0,,
NKE,"NIKE, Inc.",NYSE,common_stock,False,1980-12-02,Consumer Cyclical,Apparel - Footwear & Accessories,US,1478375505.0,1.116,66822572826.00001,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,45.2,2026-06-18,66822572826.00001,1077701541.8063636,True,8,2025,ttm,2026-04-01,discrete,ok,46523000000.0,0.035005912227593194,0.08843727442950185,0.40812071448530834,0.06033574790963609,2807000000.0,0.0,0.12205922263628641,5678561214.7079525,4798232141.1820965,4258849473.038962,2.8768234754383695,0.024398696937340855,0.15502678235566594,0.13780953006377583,-0.9185108733465794,3121000000.0,11178000000.0,True,12.25764192139738,0.8771781899943789,0.015310198881426937,-3.0372715918803155,-2.723346492355041,False,2389000000.0,345000000.0,-0.02774731354847948,1.1520710059171597,1480400000.0,unchecked,,0.0,general_dcf,0.007493426906880707,0.011007986192831847,True,0.0446,0.09322899360381899,0.050360403771602315,0.04458053645995684,78,1.0,,
PSX,Phillips 66,NYSE,common_stock,False,2012-04-12,Energy,Oil & Gas Refining & Marketing,US,400935020.00120384,0.674,66611344222.799995,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,166.14,2026-06-18,66611344223.0,472239972.4490909,True,8,2025,ttm,2026-04-29,discrete,ok,135770000000.0,0.024917086063704685,0.37506775341609794,0.07044266038152758,0.04668188848788392,6338000000.0,0.0,0.028322227427678655,3845308817.855931,3108091880.780153,3527048196.192562,8.746055888176402,0.026710615930276117,0.19171852561033986,0.10143930903096246,0.09227967285465476,21974000000.0,27124000000.0,True,5.740942028985507,2.3486532706284735,0.0,0.7205814321595749,-1.71690178072972,False,1962000000.0,1229000000.0,-0.05226021174203899,1.126958891664774,403273000.0,unchecked,,0.0,general_dcf,0.1828884615561841,0.23153840957252217,True,0.0446,0.06958237982398827,0.048173575873623746,0.031856929206974194,50,1.0,,
MSI,"Motorola Solutions, Inc.",NYSE,common_stock,False,1980-03-17,Technology,Communication Equipment,US,165996000.0,0.89,65596639320.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,395.17,2026-06-18,65596639320.0,449321267.2906061,True,8,2025,ttm,2026-05-07,discrete,ok,11868000000.0,0.06857802574283212,0.05464757543349904,0.49283788338388945,0.24839905628581058,2948000000.0,0.0,0.20223532193357102,2400128800.707621,1940704613.297192,2051445052.7834888,12.210982457044576,0.028608803607703466,0.19141647201390963,0.21194133906846221,0.15088799315472587,8703000000.0,9589000000.0,True,7.243243243243243,2.533624454148472,0.022464638994175834,1.3077640938068458,0.7580836017878337,False,747000000.0,947000000.0,-0.007620460262660167,1.3170844939647168,168000000.0,unchecked,,0.0,general_dcf,0.09931904217579501,0.00390320069378204,True,0.0446,0.08388263589248914,0.048191578267970984,0.12805870317597307,42,1.0,,
GWW,"W.W. Grainger, Inc.",NYSE,common_stock,False,1973-02-21,Industrials,Industrial - Distribution,US,47213119.000153795,1.052,64465264813.79,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,1365.41,2026-06-18,64465264814.0,333097793.42757577,True,8,2025,ttm,2026-05-07,discrete,ok,18378000000.0,0.06935006106097008,0.04866380881693688,0.39150070736750464,0.14234410708455764,2616000000.0,0.0,0.13212734752047384,2428236392.7312684,1836755573.840421,1280274740.1540642,27.010015615064646,0.024922604669801018,0.24358452935694314,0.3289200251333505,0.4509324118893471,2086000000.0,2781000000.0,True,32.2962962962963,0.7265761058864507,0.0036113699906803356,0.31518907973193705,1.0895415013051506,False,460000000.0,1001000000.0,-0.024742840573265146,1.1104428649535265,47400000.0,unchecked,,0.0,general_dcf,0.08542301385659323,0.02374806403400706,True,0.0446,0.0950446512748487,0.04508236205032619,0.23387537385850182,42,1.0,,
TEL,TE Connectivity Ltd.,NYSE,common_stock,False,2007-06-14,Technology,"Hardware, Equipment & Parts",US,291895798.9983459,1.163,63528201694.35999,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,217.64,2026-06-18,63528201694.0,549376922.7454545,True,8,2025,ttm,2026-04-24,discrete,ok,18523000000.0,0.029018075940301147,0.09891832462671446,0.3535604383739135,0.1928413323975598,3572000000.0,0.0,0.17509097937135343,3243210210.8955793,2918889189.8060217,2274737734.8826094,7.710975372483421,0.01150885255367447,0.1,0.18082006862028235,0.15096611593391207,4545000000.0,5655000000.0,True,30.016806722689076,1.0024261138067931,0.008015146733985484,1.7750353026206367,2.508486937248849,False,838000000.0,1557000000.0,-0.03176773308722747,1.6397905759162303,295000000.0,unchecked,,0.0,general_dcf,0.14591587785407967,0.010245901668325945,True,0.0446,0.09873577337850953,0.05364,0.08208429524177283,55,1.0,,
RSG,"Republic Services, Inc.",NYSE,common_stock,False,1998-07-01,Industrials,Waste Management,US,307664087.0010735,0.415,63052677989.78,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,204.94,2026-06-18,63052677990.0,373414089.48,True,8,2025,ttm,2026-05-08,discrete,ok,16695000000.0,0.0743948770161611,0.06450890866492343,0.39065588499550763,0.20047918538484577,3347000000.0,0.0,0.1819383189583541,3037460235.0097218,2498388595.4435544,2093122193.5760245,6.771666753723793,0.011008228464435558,0.17747446809437561,0.22720087111398243,,137000000.0,547000000.0,True,5.7311643835616435,0.02582469368520264,0.002619760479041916,1.7475431980525546,2.6832041699152485,False,750000000.0,1107000000.0,-0.00846042704530936,2.0084151472650773,309100000.0,unchecked,,0.0,general_dcf,0.031672805695037276,0.01917489833690175,True,0.0446,0.06942301984876388,0.049022521701575214,0.15777785126521854,41,1.0,,
HPE,Hewlett Packard Enterprise Company,NYSE,common_stock,False,2015-10-19,Technology,Computer Hardware,US,1324203521.0082262,1.448,62780488930.60999,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,47.41,2026-06-18,62780488931.0,950159866.9090909,True,8,2025,ttm,2026-06-02,discrete,ok,38877000000.0,0.015120249641591421,0.06543967167289473,0.3292435115878283,0.06595159091493685,2564000000.0,0.0,0.07724874801730915,3003199576.6689277,2702879619.002035,1334039894.942131,0.931592105406516,0.011840130460650283,0.1,0.05594724336905397,-0.03986654875793874,15954000000.0,21246000000.0,True,21.366666666666667,2.71465033180194,0.014704366647198269,-1.1297157102372293,0.4444187366133551,False,750000000.0,412000000.0,0.027000182898342162,2.1866666666666665,1432000000.0,unchecked,,0.0,general_dcf,0.3010916273709585,0.024650233164263204,True,0.0446,0.1009794976902413,0.05364,-0.04503225432118733,16,1.0,,
KEYS,"Keysight Technologies, Inc.",NYSE,common_stock,False,2014-10-20,Technology,"Hardware, Equipment & Parts",US,170895368.00120988,1.221,62149518480.560005,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,363.67,2026-06-18,62149518481.0,469960575.8954545,True,8,2025,ttm,2026-06-04,discrete,ok,6088000000.0,0.047738618867254834,0.08188570807881246,0.6366622864651774,0.1816688567674113,1106000000.0,0.0,0.1788043833986215,1088561086.1308076,896882787.1274854,1145074084.4431605,6.618925343602084,0.10479865369414479,0.17608409986859397,0.13645567318738172,-0.033775434415324726,347000000.0,2759000000.0,True,10.054545454545455,0.2689922480620155,0.027515565374573208,0.07243551594189011,0.22172066585359373,False,0.0,440000000.0,-0.016762942620847432,1.66548463356974,173000000.0,unchecked,,0.0,general_dcf,0.2922174154348025,0.007225433551798873,True,0.0446,0.10324651600235957,0.0491053876478318,0.03320915718502215,14,1.0,,
CIEN,Ciena Corporation,NYSE,common_stock,False,1997-02-07,Technology,Communication Equipment,US,141552922.00037363,1.244,60615792258.840004,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,428.22,2026-06-18,60615792259.0,1378838100.101515,True,8,2025,ttm,2026-06-04,discrete,ok,5569150000.0,0.06376260613059448,0.10483870485559295,0.4304664086979162,0.11184507510122729,622882000.0,0.0,0.08102395252304644,451234545.19372404,356824752.97790587,380318610.38781524,2.5993316455555533,0.030748725917739833,0.2092255418416295,0.15063105331717072,-0.18621580215313555,377746000.0,1580580000.0,True,7.162115236463568,0.46823469621751607,0.038688484994361054,1.3028232559465125,1.1459544990624002,False,0.0,364557000.0,-0.01304564321384205,6.128591166801658,146314000.0,unchecked,,0.0,general_dcf,0.34220359098258557,0.015847860554627932,True,0.0446,0.1052836260394749,0.04713015770623888,0.04534742727769582,14,1.0,,
CARR,Carrier Global Corporation,NYSE,common_stock,False,2020-03-19,Industrials,Industrial - Machinery,US,830580423.0051525,1.337,59643980175.630005,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,71.81,2026-06-18,59643980176.0,434867621.9578788,True,8,2025,ttm,2026-04-30,discrete,ok,21870000000.0,0.020139172074632672,0.12113829668187043,0.2479652491998171,0.07242798353909465,1584000000.0,0.0,0.11922563929220478,2607464731.3205185,1903564061.433503,1816272597.936077,2.155045797266347,0.0354287337951606,0.2699559696558326,0.04691045978115132,-0.049360741584424696,11199000000.0,12573000000.0,True,4.604651162790698,3.9020905923344946,0.003746504142261622,-1.5562605769943612,-0.9169771613162606,False,775000000.0,1910000000.0,-0.007173176923426783,1.4076819407008085,842800000.0,unchecked,,0.0,general_dcf,0.01636582995535041,0.029398462227638422,True,0.0446,0.09962173233019993,0.04351062420851238,-0.05271127254904861,49,1.0,,
TGT,Target Corporation,NYSE,common_stock,False,1967-10-18,Consumer Defensive,Discount Stores,US,454190999.99999994,0.991,59380931340.00001,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,130.74,2026-06-18,59380931340.0,656639864.7433333,True,8,2025,ttm,2026-05-29,discrete,ok,106377000000.0,0.048217746472034584,0.07694588651550115,0.2813860138939808,0.044934525320323,4780000000.0,0.0,0.053836488804846115,5726964169.593115,4471006092.069744,3847129390.7490544,8.44038918549595,0.013719657988368654,0.21930608265226906,0.11774949277174536,-0.3941557238297022,15297000000.0,18831000000.0,True,10.693512304250559,1.9265743073047858,0.0026818095056308456,-0.8901963484523114,-0.8548851944637259,False,2059000000.0,497000000.0,-0.006425242375689977,1.8007822048398925,455800000.0,unchecked,,0.0,general_dcf,-0.014639612045446282,0.005150214591184941,True,0.0446,0.08268443069305847,0.04652935747392477,0.035065062078686884,20,1.0,,
NUE,Nucor Corporation,NYSE,common_stock,False,1980-03-17,Basic Materials,Steel,US,227741000.0,1.906,55530088030.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,243.83,2026-06-18,55530088030.0,347093172.0587879,True,8,2025,ttm,2026-05-13,discrete,ok,34160000000.0,0.0377659712539784,0.3170419615859237,0.13975409833138172,0.10043911007025762,3431000000.0,0.0,0.11697359193322268,3995817900.4388866,3140434647.920793,1854685339.8448486,8.088466375250103,0.08307086483502686,0.21406962825411563,0.10333105094497737,-0.6325505968527176,4643000000.0,7124000000.0,True,24.86231884057971,0.9545641447368421,0.004093063334769496,-0.22844759222544944,-0.4289688247191306,False,512000000.0,525000000.0,-0.04489176197068445,1.8543577981651376,229300000.0,unchecked,,0.0,general_dcf,0.1771441619025309,0.11898395722654835,True,0.0446,0.12931890098582502,0.046841450156054704,-0.02598785004084765,36,1.0,,
TRGP,Targa Resources Corp.,NYSE,common_stock,False,2010-12-07,Energy,Oil & Gas Midstream,US,214644000.0,0.71,55502645520.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,258.58,2026-06-18,55502645520.0,321908284.0718182,True,8,2025,ttm,2026-05-07,discrete,ok,16378100000.0,0.07168159275251673,0.4272487782581492,0.29877091970375075,0.21111117895238155,3457600000.0,0.0,0.12727401277133776,2084506508.570247,1802644401.0801134,679197238.7972367,3.15905692463831,0.0572072722364144,0.1352176672662257,0.13488110868993863,0.11759726984571758,19031700000.0,19131800000.0,True,5.27314320573433,3.782660544988373,0.003801069351472614,1.4987186832039547,0.707461066861123,False,870000000.0,571900000.0,-0.023783437834287047,2.8749113824340293,215000000.0,unchecked,,0.0,general_dcf,0.15978179297015838,0.2745199792242185,True,0.0446,0.07277919048312377,0.05154102703093295,0.06210191820681486,42,1.0,,
DAL,"Delta Air Lines, Inc.",NYSE,common_stock,False,2007-05-03,Industrials,"Airlines, Airports & Air Services",US,656994339.997624,1.313,55305783541.200005,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,84.18,2026-06-18,55305783540.99999,696349966.8315151,True,8,2025,ttm,2026-04-08,discrete,ok,65178000000.0,0.05199235309385486,0.4311818222269391,0.26188284390438493,0.08828132191843874,5754000000.0,0.0,0.09349638415522864,6093907326.469492,4655314566.037168,1994354575.9217603,3.0588260366898163,0.2742525363246239,0.23607066589011844,0.1490707562135266,0.2925212432198165,9111000000.0,14164000000.0,True,8.838709677419354,1.1077203647416414,0.0,-0.15267091812754113,0.031004913869161356,False,470000000.0,0.0,0.005687816219807518,1.6667332667332668,652000000.0,unchecked,,0.0,general_dcf,0.11261856005763837,0.03195084486330461,True,0.0446,0.0970544584852582,0.045530188312948944,0.05201629772826841,71,1.0,,
LHX,"L3Harris Technologies, Inc.",NYSE,common_stock,False,1981-12-31,Industrials,Aerospace & Defense,US,186295000.0,0.746,54923491900.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,294.82,2026-06-18,54923491900.0,427991209.5551515,True,8,2025,ttm,2026-04-30,discrete,ok,22477000000.0,0.18155465427374273,,0.252569293055123,0.09934599813142324,2233000000.0,0.0,0.09833066544706151,2210178367.2536016,1842104672.157165,2450280121.040625,13.017113151164017,0.04502566777701068,0.16653574234092694,0.061126734566712984,0.009203348926480491,10767000000.0,11357000000.0,True,3.830188679245283,3.1317626527050613,0.01647870642154591,0.046499962941893465,-0.3086067044021716,False,913000000.0,881000000.0,-0.009152778754501045,1.7082314588427059,188235294.0,unchecked,,0.0,general_dcf,0.03214345049243583,0.015020482458031491,True,0.0446,0.07994853579217634,0.07051107619795759,-0.018821801225463355,49,1.0,,
AME,"AMETEK, Inc.",NYSE,common_stock,False,1984-07-19,Industrials,Electrical Equipment & Parts,US,229203000.0,1.004,54417376260.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,237.42,2026-06-18,54417376260.0,271734529.80030304,True,8,2025,ttm,2026-04-30,discrete,ok,7597582000.0,0.062368142586528785,0.09325405492545903,0.3655832868931194,0.2616589067416449,1987975000.0,0.0,0.23996926366993981,1823186158.2119887,1477716628.3248339,1548977770.7358282,6.7395208333623176,0.014771475838449687,0.18948670070310275,0.12772128848845107,0.15542265014439383,1696299000.0,2177549000.0,True,23.902548996032223,0.7038871290201842,0.006895513442959266,0.9761851130646221,0.23906518539343885,False,291686000.0,443972000.0,-0.002454884771549426,1.321437600709114,229835000.0,unchecked,,0.0,general_dcf,0.09001927647712682,0.02999999996505815,True,0.0446,0.09301111747665715,0.04830659263809508,0.034710171011793925,49,1.0,,
COR,"Cencora, Inc.",NYSE,common_stock,False,1995-04-04,Healthcare,Medical - Distribution,US,194561060.00073576,0.588,52887532939.799995,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,271.83,2026-06-18,52887532940.0,485854961.8521212,True,8,2025,ttm,2026-05-06,discrete,ok,328680018000.0,0.097128283927292,0.02435907671465163,0.03467215643148711,0.012782797158055408,4201450000.0,0.0,0.010527337797762354,3460125576.860611,2641450809.0541306,3157606260.284071,16.161110538194578,0.0009485862283456141,0.2366026173388968,0.23676178645995674,0.5179923594370694,10149258000.0,12385520000.0,True,8.864604036644597,1.9227698549026733,0.0004753495006402461,0.22554593602930537,-0.5031854702577232,False,458977000.0,0.0,-0.025629562300649278,2.3090841019932147,195383000.0,unchecked,,0.0,general_dcf,0.05261604362236816,0.019417189663984806,True,0.0446,0.06859185559022277,0.04549848400660175,0.16816993086973397,43,1.0,,
ROK,"Rockwell Automation, Inc.",NYSE,common_stock,False,1981-12-31,Industrials,Industrial - Machinery,US,111274000.0,1.561,52720508460.0,2026-06-18,fmp:company-screener,2026-06-22T08:30:53.996521+00:00,473.79,2026-06-18,52720508460.0,327265767.6839394,True,8,2025,ttm,2026-05-05,discrete,ok,8804000000.0,0.03261237098756298,0.08663139004917314,0.525329395729214,0.19082235347569287,1680000000.0,0.0,0.17226625135061094,1516632076.8907788,1268575941.059597,1329531824.2392669,11.807565046529902,0.02861729807908172,0.16355722631141853,0.19645237799480172,0.804075570656804,3631000000.0,4054000000.0,True,11.586206896551724,1.81187624750499,0.010189403020858308,0.7383245996948123,-0.12367030293016666,False,603000000.0,792000000.0,-0.011850827048212609,0.9907741098457546,112600000.0,unchecked,,0.0,general_dcf,0.08966575614767969,0.021205357098051852,True,0.0446,0.11745183724465481,0.049851989311839456,0.07900054075014691,44,1.0,,
