ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh,rejection_reason
UBER,"Uber Technologies, Inc.",NYSE,common_stock,False,2019-05-10,Technology,Software - Application,US,2035599013.0043137,1.154,160445914205.0,2026-08-28,fmp:company-screener,2026-08-29T04:55:10.177264+00:00,78.82,2026-08-28,160445914205.0,1432381512.5178125,True,no_normalized_earnings
PANW,"Palo Alto Networks, Inc.",NASDAQ,common_stock,False,2012-07-20,Technology,Software - Infrastructure,US,815000000.0,0.893,302845850000.0,2026-08-28,fmp:company-screener,2026-08-29T04:55:10.177264+00:00,371.59,2026-08-28,302845850000.0,2092602315.8903124,True,no_normalized_earnings
CRWD,"CrowdStrike Holdings, Inc.",NASDAQ,common_stock,False,2019-06-12,Technology,Software - Infrastructure,US,1018259280.0,1.234,222387826752.0,2026-08-28,fmp:company-screener,2026-08-29T04:55:10.177264+00:00,218.4,2026-08-28,222387826752.0,1839092322.600625,True,no_normalized_earnings
SNDK,Sandisk Corporation,NASDAQ,common_stock,False,1995-11-08,Technology,Computer Hardware,US,148089750.0,5.1932244,219910316955.0,2026-08-28,fmp:company-screener,2026-08-29T04:55:10.177264+00:00,1484.98,2026-08-28,219910316955.0,22917854661.525623,True,no_normalized_earnings
MRVL,"Marvell Technology, Inc.",NASDAQ,common_stock,False,2000-06-27,Technology,Semiconductors,US,875766000.0,2.246,189708430920.0,2026-08-28,fmp:company-screener,2026-08-29T04:55:10.177264+00:00,216.62,2026-08-28,189708430920.0,8758352942.86,True,no_normalized_earnings
DASH,"DoorDash, Inc.",NASDAQ,common_stock,False,2020-12-09,Communication Services,Internet Content & Information,US,435718712.0005069,1.77,103152047879.0,2026-08-28,fmp:company-screener,2026-08-29T04:55:10.177264+00:00,236.74,2026-08-28,103152047879.0,885117405.131875,True,no_normalized_earnings
DDOG,"Datadog, Inc.",NASDAQ,common_stock,False,2019-09-19,Technology,Software - Application,US,355960174.0020255,1.509,84355442035.0,2026-08-28,fmp:company-screener,2026-08-29T04:55:10.177264+00:00,236.98,2026-08-28,84355442035.0,1206308525.1140625,True,no_normalized_earnings
WDAY,"Workday, Inc.",NASDAQ,common_stock,False,2012-10-12,Technology,Software - Application,US,261942106.99980462,1.054,53624788145.0,2026-08-28,fmp:company-screener,2026-08-29T04:55:10.177264+00:00,204.72,2026-08-28,53624788145.0,772480098.9109375,True,no_normalized_earnings
