ticker,event_date,source,event_type,detail,revaluation_status
APP,2026-08-28,price_shock,drawdown_from_high,-43%,requires_reunderwriting
GLW,2026-08-28,price_shock,drawdown_from_high,-42%,requires_reunderwriting
KLAC,2026-08-28,price_shock,drawdown_from_high,-42%,requires_reunderwriting
ON,2026-08-28,price_shock,drawdown_from_high,-45%,requires_reunderwriting
