scenario,probability,intrinsic_value_per_share,irr_5y,irr_3y,exit_value_per_share,total_return_5y,normalized_roe,terminal_growth,irr_5y_status,scenario_is_finite,ticker,model_family,price,affo_growth
bear,0.25,185.12979289509587,-0.18184236522397423,,185.12979289509587,-0.6334063507027805,0.054532922019239635,0.025,valid,True,BRK-B,insurance,505.0,
base,0.5,702.387022346928,0.0682109367361532,,702.387022346928,0.390865390785996,0.13704863806039103,0.025,valid,True,BRK-B,insurance,505.0,
bull,0.25,1090.7789842637037,0.16651164003948793,,1090.7789842637037,1.1599583846806012,0.19900705839248375,0.025,valid,True,BRK-B,insurance,505.0,
bear,0.25,142.420584207585,-0.1681784014053509,,142.420584207585,-0.6017544203132236,0.10310767488802763,0.025,valid,True,JPM,bank,357.62,
base,0.5,241.41785134412078,-0.07557960974413547,,241.41785134412078,-0.32493190720843135,0.1574007140531622,0.025,valid,True,JPM,bank,357.62,
bull,0.25,297.3647363979506,-0.036229712001041414,,297.3647363979506,-0.16848963593213306,0.18808364611032238,0.025,valid,True,JPM,bank,357.62,
bear,0.25,20.157732052152795,-0.20207358089594007,,20.157732052152795,-0.6765447360052503,0.0654848946672089,0.025,valid,True,BAC,bank,62.32,
base,0.5,37.64632804334032,-0.09589465758644966,,37.64632804334032,-0.39591899802085495,0.10060908248500378,0.025,valid,True,BAC,bank,62.32,
bull,0.25,47.62082176224891,-0.052380720029603256,,47.62082176224891,-0.23586614630537694,0.12064190793004807,0.025,valid,True,BAC,bank,62.32,
bear,0.25,36.51729637967209,-0.15876769378993982,,36.51729637967209,-0.5787113938662658,0.06930626712072673,0.025,valid,True,WFC,bank,86.68,
base,0.5,70.14364244470097,-0.04145196256430428,,70.14364244470097,-0.19077477567257772,0.1101049575703439,0.025,valid,True,WFC,bank,86.68,
bull,0.25,90.15768613212825,0.007898435099886747,,90.15768613212825,0.04012097522067659,0.13438790438440948,0.025,valid,True,WFC,bank,86.68,
bear,0.25,17.11539750059024,-0.3362391631826458,,17.11539750059024,-0.8711578026152496,0.036622939212533706,0.025,valid,True,C,bank,132.84,
base,0.5,62.41951943478189,-0.14019827764585713,,62.41951943478189,-0.5301150298495793,0.06738863164241536,0.025,valid,True,C,bank,132.84,
bull,0.25,92.83863857634475,-0.06914940808745629,,92.83863857634475,-0.3011243708495578,0.08804602932593471,0.025,valid,True,C,bank,132.84,
