ticker,name,sector,industry,market_cap,price_as_of,is_price_fresh,shares_outstanding,beta,price,model_family,expected_irr,median_irr,p10_irr,p90_irr,above_hurdle_weight,hurdle_rate,permanent_loss_weight,worst_case_shortfall,worst_case_hurdle_gap,expected_shortfall,hurdle_cvar,intrinsic_value_low,intrinsic_value_base,intrinsic_value_high,intrinsic_value_bear,intrinsic_value_bull,scenario_order_inversion,scenario_order_note,upside_to_base,model_confidence,data_confidence,model_uncertainty,business_quality,valuation_excess,evidence_confidence,valuation_status,invalid_reason,invalid_fields,assumption_flags,valuation_alerts,requires_manual_review,roic_status,catastrophic_tail_floor_applied,catastrophic_tail_scenarios,specialist_model_note
BRK-B,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,1089211065475.0,2026-08-28,True,2156853595.0,0.615,505.0,insurance,0.03027278707195502,0.0682109367361532,-0.18184236522397423,0.16651164003948793,0.25,0.12,0.25,0.18184236522397423,0.30184236522397423,0.18184236522397423,0.30184236522397423,185.12979289509587,702.387022346928,1090.7789842637037,185.12979289509587,1090.7789842637037,False,,0.390865390785996,0.6,0.8,0.19217700263173107,0.2635723426046662,-0.0517890632638468,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,958246366200.0,2026-08-28,True,2679510000.0,0.977,357.62,bank,-0.08889183322366581,-0.07557960974413547,-0.1681784014053509,-0.036229712001041414,0.0,0.12,0.75,0.1681784014053509,0.2881784014053509,0.1681784014053509,0.2881784014053509,142.420584207585,241.41785134412078,297.3647363979506,142.420584207585,297.3647363979506,False,,-0.32493190720843135,0.6,0.8,0.08397434470215473,0.5899339399080993,-0.19557960974413546,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
BAC,Bank of America Corporation,Financial Services,Banks - Diversified,442259488800.0,2026-08-28,True,7096590000.0,1.168,62.32,bank,-0.11156090402461066,-0.09589465758644966,-0.20207358089594007,-0.052380720029603256,0.0,0.12,0.75,0.20207358089594007,0.32207358089594007,0.20207358089594007,0.32207358089594007,20.157732052152795,37.64632804334032,47.62082176224891,20.157732052152795,47.62082176224891,False,,-0.39591899802085495,0.6,0.8,0.0928464304331684,0.5354501514449488,-0.21589465758644966,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
WFC,Wells Fargo & Company,Financial Services,Banks - Diversified,262120320000.00003,2026-08-28,True,3024000000.0,0.92,86.68,bank,-0.05844329595466541,-0.04145196256430428,-0.15876769378993982,0.007898435099886747,0.0,0.12,0.25,0.15876769378993982,0.2787676937899398,0.15876769378993982,0.2787676937899398,36.51729637967209,70.14364244470097,90.15768613212825,36.51729637967209,90.15768613212825,False,,-0.19077477567257772,0.6,0.8,0.10133306444491327,0.5206073580861041,-0.16145196256430427,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
C,Citigroup Inc.,Financial Services,Banks - Diversified,227808644400.0,2026-08-28,True,1714910000.0,1.102,132.84,bank,-0.17144628164045408,-0.14019827764585713,-0.3362391631826458,-0.06914940808745629,0.0,0.12,1.0,0.3362391631826458,0.4562391631826458,0.3362391631826458,0.4562391631826458,17.11539750059024,62.41951943478189,92.83863857634475,17.11539750059024,92.83863857634475,False,,-0.5301150298495793,0.6,0.8,0.15154487754759474,0.27419944362873555,-0.2601982776458571,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities,171481727178.0,2026-08-28,True,720572011.0009245,0.763,237.98,reit,-0.1987006691804311,-0.1754287002755095,-0.26851657589519595,-0.1754287002755095,0.0,0.12,1.0,0.26851657589519595,0.38851657589519595,0.26851657589519595,0.38851657589519595,49.83826397520823,90.71550716085866,90.71550716085866,49.83826397520823,90.71550716085866,False,,-0.61881037414548,0.6,0.8,0.06454393780984322,0.5493907881354172,-0.2954287002755095,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,131321116239.99998,2026-08-28,True,933075999.9999999,1.324,140.74,reit,-0.08598283679430557,-0.07085786005447958,-0.13135776701378354,-0.07085786005447958,0.0,0.12,1.0,0.13135776701378354,0.25135776701378354,0.13135776701378354,0.25135776701378354,69.60208513609854,97.46043229607183,97.46043229607183,69.60208513609854,97.46043229607183,False,,-0.3075143363928391,0.6,0.8,0.048249953479651976,0.7141573610576306,-0.19085786005447958,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
PGR,The Progressive Corporation,Financial Services,Insurance - Property & Casualty,127117295999.99998,2026-08-28,True,581400000.0,0.257,218.64,insurance,-0.0651274330987664,-0.03544723218837065,-0.2385624842327203,0.04894721621439602,0.0,0.12,0.25,0.2385624842327203,0.3585624842327203,0.2385624842327203,0.3585624842327203,55.96299791464892,182.54064326348296,277.65007321701324,55.96299791464892,277.65007321701324,False,,-0.1651086568629575,0.6,0.8,0.16175485022355815,0.30657828806854137,-0.15544723218837064,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
BNY,Bank of New York Mellon Corp,Financial Services,Investment - Banking & Investment Services,111536587500.0,2026-08-28,True,686379000.0,1.049,162.5,bank,-0.2220405167470087,-0.20241945701178643,-0.3347187304247258,-0.14860442253973616,0.0,0.12,1.0,0.3347187304247258,0.45471873042472577,0.3347187304247258,0.45471873042472577,21.177751474476796,52.44766033776595,72.69596650219394,21.177751474476796,72.69596650219394,False,,-0.6772451671522095,0.6,0.8,0.1110571539424948,0.4037882974777303,-0.3224194570117864,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
USB,U.S. Bancorp,Financial Services,Banks - Diversified,97311501048.0,2026-08-28,True,1557731727.997439,0.977,62.47,bank,-0.04961331563278695,-0.03290689502285338,-0.14855717135244595,0.015917698867004892,0.0,0.12,0.25,0.14855717135244595,0.26855717135244594,0.14855717135244595,0.26855717135244594,27.954322147407638,52.84609980519123,67.60271504437328,27.954322147407638,67.60271504437328,False,,-0.1540563501650195,0.6,0.8,0.10023743510972541,0.5289760691982344,-0.15290689502285337,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
PNC,"The PNC Financial Services Group, Inc.",Financial Services,Banks - Regional,96645780000.0,2026-08-28,True,399000000.0,0.898,242.22,bank,-0.06065418818814303,-0.04486114901719873,-0.15248309925273273,-0.0004113554654419094,0.0,0.12,0.25,0.15248309925273273,0.27248309925273273,0.15248309925273273,0.27248309925273273,105.91362610580293,192.54957003211263,241.72221709573745,105.91362610580293,241.72221709573745,False,,-0.20506328943888763,0.6,0.8,0.0940358718936454,0.5500590112361149,-0.16486114901719873,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
MRSH,"Marsh & McLennan Companies, Inc.",Financial Services,Insurance - Brokers,91929978668.0,2026-08-28,True,477211268.0024917,0.579,192.64,insurance,-0.05543391470304046,-0.03729694193568833,-0.11705893788808808,-0.030082837052697098,0.0,0.12,0.25,0.11705893788808808,0.23705893788808807,0.11705893788808808,0.23705893788808807,103.37250550053926,159.2972309020056,165.35589845694372,103.37250550053926,165.35589845694372,False,,-0.17308331134756227,0.6,0.8,0.061488050417695485,0.6489284522725358,-0.15729694193568833,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
AMT,American Tower Corporation,Real Estate,REIT - Specialty,82116130800.0,2026-08-28,True,465960000.0,0.894,176.23,reit,-0.12075213113691885,-0.1234368897475745,-0.16100482159322405,-0.07512992345930236,0.0,0.12,1.0,0.16100482159322405,0.28100482159322404,0.16100482159322405,0.28100482159322404,73.26172938874697,91.20019970819351,119.25689102033354,73.26172938874697,119.25689102033354,False,,-0.4824933342325738,0.6,0.8,0.06093744906696084,0.8033066772129565,-0.2434368897475745,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
TRV,"The Travelers Companies, Inc.",Financial Services,Insurance - Property & Casualty,77151900638.0,2026-08-28,True,208575022.0005407,0.457,369.9,insurance,-0.04292928964726636,-0.02472110106731351,-0.15367920471108787,0.03140424825664945,0.0,0.12,0.25,0.15367920471108787,0.27367920471108786,0.15367920471108787,0.27367920471108786,160.60512230904644,326.38370725014323,431.74658467897945,160.60512230904644,431.74658467897945,False,,-0.11764339753948838,0.6,0.8,0.11054172648386865,0.4920745697209613,-0.1447211010673135,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
SPG,"Simon Property Group, Inc.",Real Estate,REIT - Retail,69577945920.0,2026-08-28,True,324282000.0,1.326,214.56,reit,-0.08362976013805068,-0.08564291152856696,-0.13334531523720605,-0.029887902257862753,0.0,0.12,0.75,0.13334531523720605,0.25334531523720605,0.13334531523720605,0.25334531523720605,104.90089785148167,137.12856801600842,184.35646111198145,104.90089785148167,184.35646111198145,False,,-0.36088475011181764,0.6,0.8,0.06972870648967164,0.7649820848361483,-0.20564291152856695,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
AJG,Arthur J. Gallagher & Co.,Financial Services,Insurance - Brokers,68736163732.0,2026-08-28,True,256899998.9983555,0.502,267.56,insurance,-0.1642968221722265,-0.14424774931207895,-0.2802368736770592,-0.08845491638768888,0.0,0.12,1.0,0.2802368736770592,0.4002368736770592,0.2802368736770592,0.4002368736770592,51.68555172127243,122.78955839681517,168.38831555373156,51.68555172127243,168.38831555373156,False,,-0.5410765495708807,0.6,0.8,0.11389097864468514,0.4209279062169265,-0.26424774931207895,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Specialty,68619449091.00001,2026-08-28,True,369976002.00032353,1.042,185.47,reit,-0.03528500844099747,-0.015011968893325234,-0.09610412708401417,-0.015011968893325234,0.0,0.12,0.25,0.09610412708401417,0.21610412708401416,0.09610412708401417,0.21610412708401416,111.90917375057087,171.96039672078643,171.96039672078643,111.90917375057087,171.96039672078643,False,,-0.07283983004913763,0.6,0.8,0.05854607909534446,0.6507845753128771,-0.13501196889332523,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
