rank,ticker,price,expected_irr,median_irr,p10_irr,p90_irr,above_hurdle_weight,hurdle_rate,permanent_loss_weight,worst_case_shortfall,worst_case_hurdle_gap,expected_shortfall,hurdle_cvar,intrinsic_value_low,intrinsic_value_base,intrinsic_value_high,intrinsic_value_bear,intrinsic_value_bull,scenario_order_inversion,scenario_order_note,upside_to_base,model_confidence,data_confidence,model_uncertainty,business_quality,valuation_excess,evidence_confidence,valuation_status,invalid_reason,invalid_fields,assumption_flags,valuation_alerts,requires_manual_review,roic_status,catastrophic_tail_floor_applied,catastrophic_tail_scenarios,name,sector,industry,model_family,market_cap,financial_persistence_score,roic,incremental_roic,wacc,roic_minus_wacc,normalized_operating_margin,current_operating_margin,revenue_cagr,net_debt_to_ebitda,sbc_intensity,net_share_change_cagr,risk_flags,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,price_as_of,is_price_fresh,shares_outstanding,beta,specialist_model_note,downside_penalty,ambiguity_penalty,permanent_loss_penalty,hurdle_penalty,robust_return,ineligible_reasons,eligible
1,OMC,78.7,0.29775880509841957,0.30466323093278336,0.20900996177806522,0.37269879675004625,1.0,0.12,0.0,0.0,0.0,0.0,0.0,148.49742577995124,221.8163164187109,289.5102566125543,148.49742577995124,289.5102566125543,False,,1.8185046558921334,0.678051,1.0,0.09150288748599052,0.8331,0.18466323093278336,0.678051,valid,,,base_growth_cap_hit;reinvestment_cap_hit;intrinsic_2x_price,,False,ok,False,,Omnicom Group Inc.,Communication Services,Advertising Agencies,general_dcf,21591030200.0,0.8331,0.1273900676923603,0.02465586598481794,0.06846934821716283,0.058920719475197475,0.14642359336986555,0.13922749236745294,0.017562263432874925,2.238764590091214,0.005825700645671198,-0.0033931429086506704,incremental_roic_below_wacc,8.0,2025.0,ttm,2026-07-29,2026-07-31,True,,,,0.0,0.04575144374299526,0.0,0.0,0.12521108839720468,,True
2,UHS,168.44,0.2573689288532478,0.27502738288603723,0.10841622303705661,0.37100472660385997,0.75,0.12,0.0,0.0,0.011583776962943382,0.0,0.011583776962943382,174.24622502133371,321.0409203160799,452.8834108634967,174.24622502133371,452.8834108634967,False,,0.9059660431968648,0.7672500000000001,1.0,0.13827675178340168,0.7792,0.15502738288603723,0.7672500000000001,valid,,,share_change_floor_hit,,False,ok,False,,"Universal Health Services, Inc.",Healthcare,Medical - Care Facilities,general_dcf,10196742794.0,0.7792,0.12470256284496385,0.22875878037240152,0.0830721235765008,0.04163043926846305,0.10734202554714209,0.11363584295818038,0.0705902397892153,1.8978183169217218,0.006142007240454682,-0.05801175829131966,,8.0,2025.0,ttm,2026-07-28,2026-07-31,True,,,,0.0,0.06913837589170084,0.0,0.011583776962943382,0.10736098255636871,,True
3,FOXA,58.23,0.2588685850496404,0.2799674554727972,0.09817011710256342,0.3773693121504038,0.75,0.12,0.0,0.0,0.02182988289743658,0.0,0.02182988289743658,64.79490974669153,124.15141884926693,173.30967897018382,64.79490974669153,173.30967897018382,False,,1.1320868770267376,0.683478,1.0,0.1490952575239202,0.8946,0.15996745547279723,0.683478,valid,,,forward_roic_cap_hit;share_change_floor_hit;intrinsic_2x_price,,False,ok,False,,Fox Corporation,Communication Services,Entertainment,general_dcf,25534137008.0,0.8946,0.16895503711597137,0.8856477997370426,0.06907450539166211,0.09988053172430926,0.2005283937430593,0.19727177334732424,0.06996718821585945,0.8351403947734223,0.006437768240343348,-0.0882628934835914,,8.0,2025.0,ttm,2026-05-11,2026-07-31,True,,,,0.0,0.0745476287619601,0.0,0.02182988289743658,0.08750435363419994,,True
4,VICI,26.35,0.2610185138320446,0.3020307523782604,0.1379817981933973,0.3020307523782604,1.0,0.12,0.0,0.0,0.0,0.0,0.0,50.28717025610496,98.60225082771265,98.60225082771265,50.28717025610496,98.60225082771265,False,,2.7420209042775197,0.6,0.8,0.10002447709243154,0.5100002265056965,0.18203075237826039,0.48,valid,,,specialist_model_v1,,False,specialist,False,,VICI Properties Inc.,Real Estate,REIT - Diversified,reit,29013392573.000004,,,,,,,,,,,,,,,,,2026-07-31,True,1101077517.0018976,0.683,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail,0.0,0.05001223854621577,0.0,0.0,0.08737476114156498,,True
5,TTD,18.04,0.24402255476452409,0.27247174168005583,0.07550051254220307,0.35564622315578165,0.75,0.12,0.0,0.0,0.04449948745779693,0.0,0.04449948745779693,16.84529898828135,34.430625968142,45.56501175328703,16.84529898828135,45.56501175328703,False,,0.9085712842650779,0.713,1.0,0.1486828553067893,0.9118,0.15247174168005584,0.713,valid,,,,,False,ok,False,,"The Trade Desk, Inc.",Technology,Software - Services,general_dcf,8480755030.999999,0.9118,0.3288207697076124,0.48860470771143266,0.09715781485450603,0.2316629548531064,0.1711063344506371,0.20259066659481598,0.29379367691523206,-1.3554265927034115,0.20234486555512426,-0.015605915567558415,heavy_sbc,8.0,2025.0,ttm,2026-05-07,2026-07-31,True,,,,0.0,0.07434142765339465,0.0,0.04449948745779693,0.06421286436008287,,True
6,ARE,51.45,0.2279693559587206,0.2506086760455941,0.1600513956981,0.2506086760455941,1.0,0.12,0.0,0.0,0.0,0.0,0.0,108.08651985173128,157.3955919903736,157.3955919903736,108.08651985173128,157.3955919903736,False,,2.0591951795990977,0.6,0.8,0.06327864017374704,0.6867188495237015,0.13060867604559412,0.48,valid,,,specialist_model_v1,,False,specialist,False,,"Alexandria Real Estate Equities, Inc.",Real Estate,REIT - Office,reit,8966140050.0,,,,,,,,,,,,,,,,,2026-07-31,True,174269000.0,1.183,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail,0.0,0.03163932008687352,0.0,0.0,0.06269216450188518,,True
7,CMCSA,23.96,0.19355002082884315,0.195547064463608,0.14531523175537595,0.23779072263278067,1.0,0.12,0.0,0.0,0.0,0.0,0.0,30.933509731233503,40.82409172348576,52.84367663836795,30.933509731233503,52.84367663836795,False,,0.7038435610803737,0.54233226,0.85,0.06446777763870236,0.7585,0.07554706446360801,0.460982421,valid,,,forward_roic_floor_hit;share_change_floor_hit;wacc_floor_hit;reinvestment_cap_hit,,False,ok,False,,Comcast Corporation,Communication Services,Telecommunications Services,general_dcf,85025340675.0,0.7585,0.08089660726288868,-0.010702595763399403,0.065,0.015896607262888676,0.1873066409912772,0.14662343380969536,0.039212419385326935,2.427728700143809,0.010207942618366071,-0.06941760974801958,thin_interest_coverage;incremental_roic_below_wacc,8.0,2025.0,ttm,2026-07-23,2026-07-31,True,,,,0.0,0.03223388881935118,0.0,0.0,0.034825868675877086,,True
8,CPT,110.81,0.18507237782047642,0.21772253432578048,0.08712190830456423,0.21772253432578048,0.75,0.12,0.0,0.0,0.03287809169543576,0.0,0.03287809169543576,168.2558584739803,296.70213348304907,296.70213348304907,168.2558584739803,296.70213348304907,False,,1.677575430764814,0.6,0.8,0.08330031301060811,0.5670867832960593,0.09772253432578049,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Camden Property Trust,Real Estate,REIT - Residential,reit,11138621200.0,,,,,,,,,,,,,,,,,2026-07-31,True,100520000.0,0.79785,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail,0.0,0.041650156505304056,0.0,0.03287809169543576,0.014028724780938868,,True
9,BXP,70.12,0.17048078955114981,0.19505400459394684,0.09676114442275874,0.19505400459394684,0.75,0.12,0.0,0.0,0.023238855577241257,0.0,0.023238855577241257,111.27617471315754,170.91475826018936,170.91475826018936,111.27617471315754,170.91475826018936,False,,1.4374608993181597,0.6,0.8,0.06714643008559404,0.6510624117301681,0.07505400459394684,0.48,valid,,,specialist_model_v1,,False,specialist,False,,"BXP, Inc.",Real Estate,REIT - Office,reit,11182554657.0,,,,,,,,,,,,,,,,,2026-07-31,True,159477391.0011409,1.039,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail,0.0,0.03357321504279702,0.0,0.023238855577241257,0.012787066627853227,,True
10,HUM,363.86,0.18410381674766543,0.18972448681888637,0.08549979586678094,0.27146649748610807,0.75,0.12,0.0,0.0,0.03450020413321905,0.0,0.03450020413321905,377.26269474391785,596.3641430075513,835.05127615713,377.26269474391785,835.05127615713,False,,0.6389934123221879,0.6137370000000001,1.0,0.10457124080966357,0.7634,0.06972448681888638,0.6137370000000001,valid,,,forward_roic_floor_hit;reinvestment_cap_hit,,False,ok,False,,Humana Inc.,Healthcare,Medical - Healthcare Plans,general_dcf,43685759320.0,0.7634,0.16514130525916965,-3.1877500630455566,0.07970445832360906,0.08543684693556058,0.03738824841318843,0.0138798316847315,0.12474239016717803,-3.458138699245419,0.0017570515486669326,-0.016535467597649012,thin_interest_coverage;incremental_roic_below_wacc,8.0,2025.0,ttm,2026-07-29,2026-07-31,True,,,,0.0,0.052285620404831784,0.0,0.03450020413321905,0.008292293233543822,,True
