ticker,price,expected_irr,median_irr,p10_irr,p90_irr,above_hurdle_weight,hurdle_rate,permanent_loss_weight,worst_case_shortfall,worst_case_hurdle_gap,expected_shortfall,hurdle_cvar,intrinsic_value_low,intrinsic_value_base,intrinsic_value_high,intrinsic_value_bear,intrinsic_value_bull,scenario_order_inversion,scenario_order_note,upside_to_base,model_confidence,data_confidence,model_uncertainty,business_quality,valuation_excess,evidence_confidence,valuation_status,invalid_reason,invalid_fields,assumption_flags,valuation_alerts,requires_manual_review,roic_status,catastrophic_tail_floor_applied,catastrophic_tail_scenarios,name,sector,industry,model_family,market_cap,financial_persistence_score,roic,incremental_roic,wacc,roic_minus_wacc,normalized_operating_margin,current_operating_margin,revenue_cagr,net_debt_to_ebitda,sbc_intensity,net_share_change_cagr,risk_flags,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,price_as_of,is_price_fresh,watchlist_reason
LHX,277.06,-0.571495379054977,-0.95,-0.95,-0.19299075810995414,0.0,0.12,0.5,0.95,1.0699999999999998,0.95,1.0699999999999998,,51.22696199059608,,,,True,"growth destroys value: forward ROIC 2.4% at/below WACC 8.3%, so higher-growth scenarios reinvest below the cost of capital and are worth less than the bear case",-0.8151051685894893,,0.7,,0.3876,-1.0699999999999998,,invalid,invalid_valuation_output,irr_5y[bear];irr_5y[bull];scenario[bear];scenario[bull],reinvestment_cap_hit,,False,ok,False,,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,general_dcf,51614892700.0,0.3876,0.06010425149148075,0.009203348926480491,0.08267577580546273,-0.022571524313981982,0.09833066544706151,0.09833066544706151,0.18155465427374273,3.0168938944872554,0.01647870642154591,-0.00886386569168962,elevated_leverage;thin_interest_coverage;incremental_roic_below_wacc,8,2025,annual,2026-02-12,2026-07-31,True,invalid_valuation_output
