ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,cashflow_period_semantics,ttm_cashflow_status,revenue,revenue_cagr,revenue_volatility,gross_margin,current_operating_margin,reported_operating_income,one_off_items_latest,normalized_operating_margin,normalized_operating_income,normalized_nopat,normalized_fcf,normalized_fcf_per_share,margin_volatility,tax_rate,roic,incremental_roic,net_debt,total_debt,interest_expense_known,interest_coverage,net_debt_to_ebitda,sbc_intensity,margin_mad_z,ocf_margin_mad_z,one_off_suspected,dividends_paid,buybacks,net_share_change_cagr,ocf_to_net_income,shares_diluted,sec_status,sec_max_divergence,sec_confidence_penalty,model_family,analyst_growth,analyst_dispersion,has_estimates,risk_free,wacc,cost_of_debt_after_tax,roic_minus_wacc,filing_age_days,data_confidence
LLY,Eli Lilly and Company,NYSE,common_stock,False,1972-06-01,Healthcare,Drug Manufacturers - General,US,941741000.0,0.506,1081589538500.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,1148.84,2026-07-31,1081909730439.9999,3382655333.8919353,True,8,2025,ttm,2026-04-30,discrete,ok,72249500000.0,0.17173452760489116,0.14539401856922307,0.8350604502453304,0.45865507719776605,33137600000.0,0.0,0.2985125860686211,21567385087.164837,18470271448.310722,9757548251.947643,10.891336367839763,0.06099756072839578,0.14360172206028196,0.4095918883332159,0.46811342852770665,38088000000.0,43370000000.0,True,37.502942507922135,1.0826359832635983,0.014333066179425301,5.913400554468737,2.238477338942517,True,5585700000.0,5264000000.0,-0.01941725719694465,0.8146504314793369,895900000.0,unchecked,,0.0,general_dcf,0.33533235404393147,0.06108650035557471,True,0.0475,0.07205710790370962,0.053524892371232376,0.3375347804295063,92,0.85
XOM,Exxon Mobil Corporation,NYSE,common_stock,False,1978-01-13,Energy,Oil & Gas Integrated,US,4144963050.0,0.162,644375955753.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,155.44,2026-07-31,644293056492.0,2508600264.9935484,True,8,2025,ttm,2026-05-04,discrete,ok,326008000000.0,0.02137513326454399,0.29228653601807575,0.2549231920689063,0.09011128561262301,29377000000.0,0.0,0.09579267470512298,31229178295.267735,22523632421.739574,26641311379.15494,6.368948453061186,0.09454531088381184,0.27876320635843754,0.07216371982550887,0.08643896132487533,39226000000.0,47661000000.0,True,42.39105339105339,0.6950158578288064,0.0,-0.131828998326252,-0.4585496721285695,False,17230000000.0,20337000000.0,-0.0017470058605750793,1.6336698337292161,4183000000.0,unchecked,,0.0,general_dcf,0.18536652821452626,0.2480164944146143,True,0.0475,0.0706111559194166,0.045077299602597654,0.0015525639060922775,88,1.0
JNJ,Johnson & Johnson,NYSE,common_stock,False,1962-01-02,Healthcare,Drug Manufacturers - General,US,2409898491.000585,0.235,617777478168.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,256.35,2026-07-31,617777478168.0,2047694249.4209678,True,8,2025,ttm,2026-07-23,discrete,ok,97929000000.0,0.020747946632048597,0.035808695075814155,0.7045206220833461,0.2681126121986337,26256000000.0,0.0,0.26112666111616145,25571872796.444576,22022484272.72755,20825257832.086674,8.534591956102895,0.011060098176694946,0.13880049192996613,0.1996631695104311,0.12066491948116082,28278000000.0,49036000000.0,True,33.10970996216898,0.8315346840356397,0.013645063939219578,0.5820071829192599,-2.070320413060756,False,12621000000.0,8075000000.0,-0.028827069017122064,0.9151619161319207,2440100000.0,unchecked,,0.0,general_dcf,0.08012414503664078,0.0072248614428097,True,0.0475,0.07112667921746531,0.05382496925437712,0.12853649029296577,8,1.0
ABBV,AbbVie Inc.,NYSE,common_stock,False,2013-01-02,Healthcare,Drug Manufacturers - General,US,1766792820.998505,0.283,443244148968.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,250.94,2026-07-31,443358990501.36487,1459157572.748387,True,8,2025,ttm,2026-05-08,discrete,ok,62819000000.0,0.09331472871090596,0.1391449717815021,0.7067766121714768,0.2760470558270587,17341000000.0,0.0,0.28007514501636444,17594040534.782997,15834636481.304697,23513896212.228527,13.2547329268481,0.07152304148331765,0.1,0.27471616412314515,,63467000000.0,72858000000.0,True,5.959106529209622,2.5009654411474957,0.015614780902550687,-0.05802798750553761,-2.4054711484179303,False,11818000000.0,1500000000.0,-0.000750469325035974,4.503076194983436,1774000000.0,unchecked,,0.0,general_dcf,0.10474803870685623,0.010546642899083424,True,0.0475,0.07020650226206208,0.05625,0.20450966186108305,84,1.0
CVX,Chevron Corporation,NYSE,common_stock,False,1921-06-24,Energy,Oil & Gas Integrated,US,1991600000.0,0.488,392086292000.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,196.83,2026-07-31,392006628000.0,1676918945.7087097,True,8,2025,ttm,2026-07-31,discrete,ok,208711000000.0,0.02151287461971707,0.3378424505974167,0.30995491373238593,0.15828106807978495,33035000000.0,0.0,0.09720176629979874,20287077846.197292,14542462212.573845,20037317403.735165,10.145030271443822,0.08021670221770562,0.2831662439102951,0.12470957907598981,0.006594393908605934,3000000.0,37075000000.0,True,23.13375350140056,5.3012899805619364e-05,0.0,0.6563827701327849,2.5399235458587444,False,13863000000.0,11029000000.0,0.005944834684229017,1.7831379876564182,1975087000.0,unchecked,,0.0,general_dcf,0.20446113856586878,0.22879985211998177,True,0.0475,0.07010675075836413,0.044802109755606556,0.05460282831762568,0,1.0
KO,The Coca-Cola Company,NYSE,common_stock,False,1962-01-02,Consumer Defensive,Beverages - Non-Alcoholic,US,4302480000.0,0.349,376854223200.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,87.59,2026-07-31,376854223200.0,1471570606.4906452,True,8,2025,ttm,2026-07-29,discrete,ok,50129000000.0,0.04899466931403018,0.08312406219604142,0.6188832811346725,0.2963155059945341,14854000000.0,0.0,0.2667444120505345,13371630631.681244,10916496598.543922,10549676492.270134,2.4460181989960894,0.021122148656035154,0.1836076766374627,0.19150834735521824,0.3070694854507463,27172000000.0,43543000000.0,True,9.485312899106003,1.710221550855992,0.0058196533238772654,2.1165996493140975,1.26580961872702,False,11058000000.0,937000000.0,-0.0028433258819251517,0.640109114852789,4313000000.0,unchecked,,0.0,general_dcf,0.029258135247220984,0.03800283001407397,True,0.0475,0.07027565891284636,0.05102452021015858,0.12123268844237188,2,1.0
UNH,UnitedHealth Group Incorporated,NYSE,common_stock,False,1984-10-17,Healthcare,Medical - Healthcare Plans,US,908144404.0009654,0.633,376335041018.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,414.4,2026-07-31,376335041018.0,2620971595.9570966,True,8,2025,ttm,2026-07-16,discrete,ok,450129000000.0,0.10236402697783231,0.03015057603745994,0.22485554141146205,0.0481550844313519,21676000000.0,0.0,0.08231835080659637,37053876930.22242,29186659494.20647,29499664491.251514,32.56033608305907,0.014040979061147749,0.2123183344844322,0.11664574601678894,-0.07804786860320123,41860000000.0,73328000000.0,True,5.566512583461736,1.6124186279419128,0.0025432324534448558,-3.416326637524447,-1.6945990753617155,True,8096000000.0,1646000000.0,-0.015683275784179607,1.633792302587923,906000000.0,unchecked,,0.0,general_dcf,-0.004768965499544753,0.025670892882436517,True,0.0475,0.07427086623357972,0.04923010409472299,0.042374879783209224,15,0.85
CAT,Caterpillar Inc.,NYSE,common_stock,False,1929-12-02,Industrials,Agricultural - Machinery,US,460637000.00000006,1.565,375331633970.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,814.81,2026-07-31,375331633970.0,3004216401.312903,True,8,2025,ttm,2026-05-06,discrete,ok,70755000000.0,0.030628169211895928,0.13874902481947812,0.32520669917320333,0.16558547099144938,11716000000.0,0.0,0.15281852143765806,10812674484.321497,8438643189.110601,6539463486.461416,14.039208858869507,0.029106358546240153,0.21956004489483788,0.1585949719709314,0.35038510576386805,38994000000.0,43066000000.0,True,11.00093896713615,2.778735836955747,0.0034408801246740423,0.4568991324151436,0.8417401362263723,False,2778000000.0,6494000000.0,-0.04236798600512226,1.2467343976777938,465800000.0,unchecked,,0.0,general_dcf,0.1603370548826526,0.045354412343445755,True,0.0475,0.11782715929369297,0.048777497194072636,0.04076781267723842,86,1.0
PG,The Procter & Gamble Company,NYSE,common_stock,False,1978-01-13,Consumer Defensive,Household & Personal Products,US,2328600000.0,0.38,336459414000.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,144.49,2026-07-31,336459414000.0,1286720625.2329032,True,8,2026,ttm,2026-07-29,discrete,ok,87032000000.0,0.03657085188392206,0.021436793151716538,0.5017579740784999,0.22690504641970768,19748000000.0,0.0,0.22175520007394978,19299798572.836,15451173298.829866,15011030937.88783,6.196503999128104,0.04895530070662452,0.1994127171577313,0.20138328635114222,0.2265150449334393,24196000000.0,34138000000.0,True,22.517673888255416,1.0562248995983936,0.006020773968195606,0.5149846345757908,0.20052764581264668,False,10232000000.0,5028000000.0,-0.008308571708339096,1.2664838589056462,2422500000.0,unchecked,,0.0,general_dcf,0.034853004627455775,0.017227518094211535,True,0.0475,0.07043076818759005,0.05003670517764179,0.1309525181635522,2,1.0
HD,"The Home Depot, Inc.",NYSE,common_stock,False,1981-09-22,Consumer Cyclical,Home Improvement,US,997117000.0000001,0.951,331002959320.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,331.96,2026-07-31,331002959320.0,1637120125.9925807,True,8,2025,ttm,2026-05-27,discrete,ok,166592000000.0,0.06183856728649273,0.07301095723835462,0.3312704091432962,0.12448376872839031,20738000000.0,0.0,0.14279601693997807,23788674054.064827,18103104534.44652,16194534886.056755,16.25957317877184,0.008072344591178457,0.23900321248240392,0.22465481408068422,-0.04736403118234224,56374000000.0,57975000000.0,True,8.612126245847175,2.259841257115369,0.002770916659352784,-1.831224821158775,-0.6820788845592142,False,9186000000.0,0.0,-0.009521261005304371,1.3379710928002162,996000000.0,unchecked,,0.0,general_dcf,0.03612592257486469,0.006924618842385543,True,0.0475,0.08797222248905284,0.04756229921984975,0.13668259159163137,65,1.0
