ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh,rejection_reason
UBER,"Uber Technologies, Inc.",NYSE,common_stock,False,2019-05-10,Technology,Software - Application,US,2035599013.004548,1.113,143224746555.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,70.36,2026-07-31,143224746555.0,1354082295.5041935,True,no_normalized_earnings
PANW,"Palo Alto Networks, Inc.",NASDAQ,common_stock,False,2012-07-20,Technology,Software - Infrastructure,US,815000000.0,0.908,270441450000.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,331.83,2026-07-31,270441450000.0,2429780112.7241936,True,no_normalized_earnings
CRWD,"CrowdStrike Holdings, Inc.",NASDAQ,common_stock,False,2019-06-12,Technology,Software - Infrastructure,US,1018259280.0010478,1.237,194344966181.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,190.86,2026-07-31,194344966181.0,2097038733.883871,True,no_normalized_earnings
DDOG,"Datadog, Inc.",NASDAQ,common_stock,False,2019-09-19,Technology,Software - Application,US,355960183.00182855,1.543,95386650239.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,267.97,2026-07-31,95386650239.0,1351883120.486774,True,no_normalized_earnings
DASH,"DoorDash, Inc.",NASDAQ,common_stock,False,2020-12-09,Communication Services,Internet Content & Information,US,435718706.9993883,1.779,85470581565.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,196.16,2026-07-31,85470581565.0,800515711.8387097,True,no_normalized_earnings
WDAY,"Workday, Inc.",NASDAQ,common_stock,False,2012-10-12,Technology,Software - Application,US,261942106.99763003,1.104,41999797436.0,2026-07-31,fmp:company-screener,2026-08-01T02:02:06.715478+00:00,160.34,2026-07-31,41999797436.0,725851716.9016129,True,no_normalized_earnings
