ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh,model_family,watchlist_reason,event_flags,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,cashflow_period_semantics,ttm_cashflow_status,revenue,revenue_cagr,revenue_volatility,gross_margin,current_operating_margin,reported_operating_income,one_off_items_latest,normalized_operating_margin,normalized_operating_income,normalized_nopat,normalized_fcf,normalized_fcf_per_share,margin_volatility,tax_rate,roic,incremental_roic,net_debt,total_debt,interest_expense_known,interest_coverage,net_debt_to_ebitda,sbc_intensity,margin_mad_z,ocf_margin_mad_z,one_off_suspected,dividends_paid,buybacks,net_share_change_cagr,ocf_to_net_income,shares_diluted,sec_status,sec_max_divergence,sec_confidence_penalty,analyst_growth,analyst_dispersion,has_estimates,risk_free,wacc,cost_of_debt_after_tax,roic_minus_wacc,filing_age_days,data_confidence,financial_persistence_score,roic_above_wacc_years,cyclicality,model_confidence,risk_flags,expected_irr,median_irr,p10_irr,p90_irr,above_hurdle_weight,hurdle_rate,permanent_loss_weight,worst_case_shortfall,worst_case_hurdle_gap,expected_shortfall,hurdle_cvar,intrinsic_value_low,intrinsic_value_base,intrinsic_value_high,intrinsic_value_bear,intrinsic_value_bull,scenario_order_inversion,scenario_order_note,upside_to_base,model_uncertainty,business_quality,valuation_excess,evidence_confidence,valuation_status,invalid_reason,invalid_fields,assumption_flags,valuation_alerts,requires_manual_review,roic_status,catastrophic_tail_floor_applied,catastrophic_tail_scenarios
V,Visa Inc.,NYSE,common_stock,False,2008-03-19,Financial Services,Financial - Credit Services,US,1916826360.9995127,0.754,668914895198.0,2026-07-10,fmp:company-screener,2026-07-11T01:52:19.928015+00:00,348.97,2026-07-10,668914895198.0,2858961821.6177416,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Mastercard Incorporated,NYSE,common_stock,False,2006-05-25,Financial Services,Financial - Credit Services,US,883583921.0008733,0.729,465418994548.0,2026-07-10,fmp:company-screener,2026-07-11T01:52:19.928015+00:00,526.74,2026-07-10,465418994548.0,1885301797.2129033,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Morgan Stanley,NYSE,common_stock,False,1993-02-23,Financial Services,Financial - Capital Markets,US,1577284817.0010798,1.218,350598869123.0,2026-07-10,fmp:company-screener,2026-07-11T01:52:19.928015+00:00,222.28,2026-07-10,350598869123.0,1169267183.3777418,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS,"The Goldman Sachs Group, Inc.",NYSE,common_stock,False,1999-05-04,Financial Services,Financial - Capital Markets,US,295007421.0002085,1.292,311285930491.0,2026-07-10,fmp:company-screener,2026-07-11T01:52:19.928015+00:00,1055.18,2026-07-10,311285930491.0,2057038361.3703225,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXP,American Express Company,NYSE,common_stock,False,1972-06-01,Financial Services,Financial - Credit Services,US,682326443.0001712,1.045,239210004387.0,2026-07-10,fmp:company-screener,2026-07-11T01:52:19.928015+00:00,350.58,2026-07-10,239210004387.0,1000332025.041613,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHW,The Charles Schwab Corporation,NYSE,common_stock,False,1987-09-22,Financial Services,Financial - Capital Markets,US,1739140000.0,0.762,179340116800.0,2026-07-10,fmp:company-screener,2026-07-11T01:52:19.928015+00:00,103.12,2026-07-10,179340116800.0,1089886282.2725806,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLK,"BlackRock, Inc.",NYSE,common_stock,False,1999-10-01,Financial Services,Asset Management,US,154995389.0002027,1.443,160592272497.0,2026-07-10,fmp:company-screener,2026-07-11T01:52:19.928015+00:00,1036.11,2026-07-10,160592272497.0,751721830.1732258,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BX,Blackstone Inc.,NYSE,common_stock,False,2007-06-22,Financial Services,Asset Management,US,1201264408.002925,1.58,147851623337.0,2026-07-10,fmp:company-screener,2026-07-11T01:52:19.928015+00:00,123.09,2026-07-10,147863635981.08005,660171795.4319354,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPGI,S&P Global Inc.,NYSE,common_stock,False,1973-02-21,Financial Services,Financial - Data & Stock Exchanges,US,296000000.0,1.079,127428000000.0,2026-07-10,fmp:company-screener,2026-07-11T01:52:19.928015+00:00,430.5,2026-07-10,127428000000.0,916609997.0600001,True,financial_other,financial_sector_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COF,Capital One Financial Corporation,NYSE,common_stock,False,1994-11-16,Financial Services,Financial - Credit Services,US,616020000.0,1.022,124140350400.0,2026-07-10,fmp:company-screener,2026-07-11T01:52:19.928015+00:00,201.52,2026-07-10,124140350400.0,905516069.4419355,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
