ticker,name,sector,industry,market_cap,price_as_of,is_price_fresh,shares_outstanding,beta,price,model_family,expected_irr,median_irr,p10_irr,p90_irr,above_hurdle_weight,hurdle_rate,permanent_loss_weight,worst_case_shortfall,worst_case_hurdle_gap,expected_shortfall,hurdle_cvar,intrinsic_value_low,intrinsic_value_base,intrinsic_value_high,intrinsic_value_bear,intrinsic_value_bull,scenario_order_inversion,scenario_order_note,upside_to_base,model_confidence,data_confidence,model_uncertainty,business_quality,valuation_excess,evidence_confidence,valuation_status,invalid_reason,invalid_fields,assumption_flags,valuation_alerts,requires_manual_review,roic_status,catastrophic_tail_floor_applied,catastrophic_tail_scenarios,specialist_model_note
BRK-B,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,1064860263431.0001,2026-07-10,True,2156853746.999251,0.607,493.71,insurance,0.043336400726224356,0.08175559709590652,-0.17146832120075928,0.18130272991384366,0.25,0.12,0.25,0.17146832120075928,0.2914683212007593,0.17146832120075928,0.2914683212007593,192.76026522246988,731.3372234642696,1135.737489993906,192.76026522246988,1135.737489993906,False,,0.4813093181508774,0.6,0.8,0.19438552555730146,0.26357234260466633,-0.03824440290409348,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,901575206813.9999,2026-07-10,True,2679511417.9986324,0.982,336.47,bank,-0.07390944513631836,-0.06037831362177226,-0.15449981255713763,-0.020381340744591303,0.0,0.12,0.25,0.15449981255713763,0.2744998125571376,0.15449981255713763,0.2744998125571376,145.38342275996663,246.44017393305876,303.5509468395149,145.38342275996663,303.5509468395149,False,,-0.26757162917033095,0.6,0.8,0.08505923590627315,0.5899339399080994,-0.18037831362177226,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
BAC,Bank of America Corporation,Financial Services,Banks - Diversified,423453564145.0,2026-07-10,True,7096590650.99715,1.175,59.67,bank,-0.1007772960326877,-0.08492089738143827,-0.19238858870120734,-0.04087880066666694,0.0,0.12,0.75,0.19238858870120734,0.31238858870120734,0.19238858870120734,0.31238858870120734,20.50068023451456,38.28681377564667,48.43100587540626,20.50068023451456,48.43100587540626,False,,-0.35835740278788886,0.6,0.8,0.09375489401727019,0.5354501514449488,-0.20492089738143826,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
WFC,Wells Fargo & Company,Financial Services,Banks - Diversified,266726160400.0,2026-07-10,True,3060190000.0,0.917,87.16,bank,-0.054303112095917816,-0.037237064942764575,-0.15506865325349195,0.012330334755349837,0.0,0.12,0.25,0.15506865325349195,0.27506865325349195,0.15506865325349195,0.27506865325349195,37.53395549633714,72.09647522909067,92.6677195308406,37.53395549633714,92.6677195308406,False,,-0.17282612174058432,0.6,0.8,0.10169949400442088,0.5206073580861041,-0.15723706494276457,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
C,Citigroup Inc.,Financial Services,Banks - Diversified,241442178900.0,2026-07-10,True,1714910000.0,1.094,140.79,bank,-0.17738110797192838,-0.1461701119039689,-0.34175671831909193,-0.07542748976068381,0.0,0.12,1.0,0.34175671831909193,0.46175671831909193,0.34175671831909193,0.46175671831909193,17.398186619466088,63.88936540605179,95.12106241610351,17.398186619466088,95.12106241610351,False,,-0.546208072973565,0.6,0.8,0.15116461427920405,0.27231741165201934,-0.2661701119039689,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities,163482623260.0,2026-07-10,True,705914000.0,0.763,231.59,reit,-0.18426241579561922,-0.15938491240427988,-0.25889492596963726,-0.15938491240427988,0.0,0.12,1.0,0.25889492596963726,0.37889492596963725,0.25889492596963726,0.37889492596963725,51.774836518244896,97.20882767342542,97.20882767342542,51.774836518244896,97.20882767342542,False,,-0.5802546410750662,0.6,0.8,0.06775500678267868,0.5326145552560645,-0.2793849124042799,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
PGR,The Progressive Corporation,Financial Services,Insurance - Property & Casualty,134818232640.0,2026-07-10,True,584337000.0,0.246,230.72,insurance,-0.0683333479652514,-0.03875492798276792,-0.24117364637195082,0.045350110476481076,0.0,0.12,0.25,0.24117364637195082,0.3611736463719508,0.24117364637195082,0.3611736463719508,58.049337749186286,189.3458865430427,288.0010627887002,58.049337749186286,288.0010627887002,False,,-0.17932608121080662,0.6,0.8,0.16126187842421594,0.3065782880685413,-0.1587549279827679,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,131338454060.0,2026-07-10,True,932338000.0,1.34,140.87,reit,-0.08324784361088117,-0.06787196247780258,-0.12937548701011692,-0.06787196247780258,0.0,0.12,0.25,0.12937548701011692,0.24937548701011691,0.12937548701011692,0.24937548701011691,70.46492090224854,99.12800623269665,99.12800623269665,70.46492090224854,99.12800623269665,False,,-0.29631570786756123,0.6,0.8,0.04875176226615716,0.7108477571599356,-0.18787196247780258,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
BNY,Bank of New York Mellon Corp,Financial Services,Investment - Banking & Investment Services,104274697679.99998,2026-07-10,True,686379000.0,1.058,151.92,bank,-0.2088306879194978,-0.18887646065293717,-0.3234221887893042,-0.13414764158281267,0.0,0.12,1.0,0.3234221887893042,0.4434221887893042,0.3234221887893042,0.4434221887893042,21.537917315879465,53.339627350313,73.93229246311559,21.537917315879465,73.93229246311559,False,,-0.6488966077520207,0.6,0.8,0.11263727360324574,0.40378829747773026,-0.30887646065293717,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
PNC,"The PNC Financial Services Group, Inc.",Financial Services,Banks - Regional,101158239150.0,2026-07-10,True,401565000.0,0.897,251.91,bank,-0.06306309400979052,-0.047310555305790314,-0.15465651437896488,-0.002974751048616553,0.0,0.12,0.25,0.15465651437896488,0.2746565143789649,0.15465651437896488,0.2746565143789649,108.74554124232174,197.6979542575702,248.1853779806502,108.74554124232174,248.1853779806502,False,,-0.2152040242246429,0.6,0.8,0.09384088166517415,0.5500590112361149,-0.1673105553057903,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
USB,U.S. Bancorp,Financial Services,Banks - Diversified,97217929300.0,2026-07-10,True,1557730000.0,0.979,62.41,bank,-0.0450967717231682,-0.028310956816683053,-0.14451084054271124,0.020745667283404545,0.0,0.12,0.25,0.14451084054271124,0.26451084054271123,0.14451084054271124,0.26451084054271123,28.59741223275419,54.06182604082469,69.15791769097284,28.59741223275419,69.15791769097284,False,,-0.13376340264661601,0.6,0.8,0.10062825391305788,0.5289760691982344,-0.14831095681668305,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
MRSH,"Marsh & McLennan Companies, Inc.",Financial Services,Insurance - Brokers,85908866450.0,2026-07-10,True,481795000.0,0.603,178.31,insurance,-0.038834737219725246,-0.02037903733029922,-0.10154271766227418,-0.013038156556028357,0.0,0.12,0.25,0.10154271766227418,0.22154271766227418,0.10154271766227418,0.22154271766227418,104.39095383059384,160.86666174833078,166.9850206092289,104.39095383059384,166.9850206092289,False,,-0.09782591134355456,0.6,0.8,0.06225228055312291,0.6489284522725358,-0.14037903733029922,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
AMT,American Tower Corporation,Real Estate,REIT - Specialty,78544900870.0,2026-07-10,True,465893000.0,0.909,168.59,reit,-0.1109994024347358,-0.113772581429751,-0.1520773652052394,-0.0643750816742018,0.0,0.12,0.75,0.1520773652052394,0.2720773652052394,0.1520773652052394,0.2720773652052394,73.89464276535463,92.16323752897583,120.87617521825902,73.89464276535463,120.87617521825902,False,,-0.45332915636173066,0.6,0.8,0.06185114176551879,0.8017800236468732,-0.233772581429751,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
