scenario,probability,intrinsic_value_per_share,irr_5y,irr_3y,exit_value_per_share,total_return_5y,normalized_roe,terminal_growth,irr_5y_status,scenario_is_finite,ticker,model_family,price,affo_growth
bear,0.25,193.13934145692895,-0.17019934467701703,,193.13934145692895,-0.6065687367197063,0.054532922019239635,0.025,valid,True,BRK-B,insurance,490.91,
base,0.5,732.7754480925179,0.0834124105796481,,732.7754480925179,0.4926879633589005,0.13704863806039103,0.025,valid,True,BRK-B,insurance,490.91,
bull,0.25,1137.9709953822908,0.18311200947436168,,1137.9709953822908,1.3180847719180515,0.19900705839248375,0.025,valid,True,BRK-B,insurance,490.91,
bear,0.25,145.59230698807008,-0.15656553853366073,,145.59230698807008,-0.5731682586101727,0.10310767488802763,0.025,valid,True,JPM,bank,341.1,
base,0.5,246.79425464273274,-0.06267399723542866,,246.79425464273274,-0.2764753601796167,0.1574007140531622,0.025,valid,True,JPM,bank,341.1,
bull,0.25,303.98708325738784,-0.022774744958528714,,303.98708325738784,-0.10880362574791025,0.18808364611032238,0.025,valid,True,JPM,bank,341.1,
bear,0.25,20.526548600741073,-0.1964486958086783,,20.526548600741073,-0.6649820695162221,0.0654848946672089,0.025,valid,True,BAC,bank,61.27,
base,0.5,38.33512521258754,-0.0895212771141427,,38.33512521258754,-0.374324706828994,0.10060908248500378,0.025,valid,True,BAC,bank,61.27,
bull,0.25,48.492117554744304,-0.045700593355401664,,48.492117554744304,-0.208550390815337,0.12064190793004807,0.025,valid,True,BAC,bank,61.27,
bear,0.25,37.59052513536705,-0.15549127311422073,,37.59052513536705,-0.5704430906711571,0.06930626712072673,0.025,valid,True,WFC,bank,87.51,
base,0.5,72.20513608098081,-0.0377186221001542,,72.20513608098081,-0.17489274276104672,0.1101049575703439,0.025,valid,True,WFC,bank,87.51,
bull,0.25,92.80738451882983,0.011823984852800784,,92.80738451882983,0.060534619115870436,0.13438790438440948,0.025,valid,True,WFC,bank,87.51,
bear,0.25,17.421322505928142,-0.33033712547413985,,17.421322505928142,-0.865326820455101,0.03649441774981295,0.025,valid,True,C,bank,129.36,
base,0.5,63.974324668559824,-0.13135736720567315,,63.974324668559824,-0.5054551277940644,0.06720963206165122,0.025,valid,True,C,bank,129.36,
bull,0.25,95.24755319059301,-0.059387460311987494,,95.24755319059301,-0.26370166055509436,0.0878434015642418,0.025,valid,True,C,bank,129.36,
bear,0.25,51.89345011851577,-0.2658041263710753,,51.89345011851577,-0.7866661865631417,,0.025,valid,True,WELL,reit,243.25,0.039999999999999994
base,0.5,97.61985865724536,-0.16690013304423612,,97.61985865724536,-0.5986850620462678,,0.025,valid,True,WELL,reit,243.25,0.06
bull,0.25,97.61985865724536,-0.16690013304423612,,97.61985865724536,-0.5986850620462678,,0.025,valid,True,WELL,reit,243.25,0.06
bear,0.25,70.59042309040824,-0.13969471109783382,,70.59042309040824,-0.5287374117737617,,0.025,valid,True,PLD,reit,149.79,0.039999999999999994
base,0.5,99.37185456211883,-0.07879536409247156,,99.37185456211883,-0.336592198664004,,0.025,valid,True,PLD,reit,149.79,0.06
bull,0.25,99.37185456211883,-0.07879536409247156,,99.37185456211883,-0.336592198664004,,0.025,valid,True,PLD,reit,149.79,0.06
bear,0.25,58.1769187112724,-0.22489889119634243,,58.1769187112724,-0.720236024470919,0.07634698720976336,0.025,valid,True,PGR,insurance,207.95,
base,0.5,189.76203134863172,-0.018138843504356905,,189.76203134863172,-0.08746318178104484,0.19248409528036692,0.025,valid,True,PGR,insurance,207.95,
bull,0.25,288.6340321574665,0.06777001858781562,,288.6340321574665,0.3879972693314091,0.2797485890589154,0.025,valid,True,PGR,insurance,207.95,
bear,0.25,21.567260527481483,-0.32778658560920193,,21.567260527481483,-0.8627425664896489,0.050176013625909094,0.025,valid,True,BNY,bank,157.13,
base,0.5,53.412297142343405,-0.19410877087212075,,53.412297142343405,-0.6600757516556774,0.08734953757494074,0.025,valid,True,BNY,bank,157.13,
bull,0.25,74.03301765720705,-0.1397329906985555,,74.03301765720705,-0.5288422474562016,0.11142063088773126,0.025,valid,True,BNY,bank,157.13,
bear,0.25,108.91194604911949,-0.15503430569783738,,108.91194604911949,-0.5692796565327869,0.07128627375882023,0.025,valid,True,PNC,bank,252.86,
base,0.5,198.000475993236,-0.04773632046268694,,198.000475993236,-0.216956118036716,0.1091478328930633,0.025,valid,True,PNC,bank,252.86,
bull,0.25,248.5651566768716,-0.003420330260093807,,248.5651566768716,-0.016985064158539953,0.13063721709334689,0.025,valid,True,PNC,bank,252.86,
bear,0.25,28.638589212210995,-0.14625257168154226,,28.638589212210995,-0.5464271585015681,0.07247144988489887,0.025,valid,True,USB,bank,63.14,
base,0.5,54.1396688428993,-0.030289264835041685,,54.1396688428993,-0.14254563124961517,0.11474215025804672,0.025,valid,True,USB,bank,63.14,
bull,0.25,69.25749712609301,0.018667482546777192,,69.25749712609301,0.09688782271290797,0.13980152809248755,0.025,valid,True,USB,bank,63.14,
bear,0.25,104.59705640479048,-0.10503973640025188,,104.59705640479048,-0.42585873089916304,0.1969166916809465,0.025,valid,True,MRSH,insurance,182.18,
base,0.5,161.18426621377668,-0.024191965256775583,,161.18426621377668,-0.1152471939083507,0.2899239543726236,0.025,valid,True,MRSH,insurance,182.18,
bull,0.25,167.31470475653242,-0.01687965701246863,,167.31470475653242,-0.08159674631390701,0.3,0.025,valid,True,MRSH,insurance,182.18,
bear,0.25,73.96190194619146,-0.15339431750297627,,73.96190194619146,-0.5650834884970513,,0.025,valid,True,AMT,reit,170.06,-0.01891551106622445
base,0.5,92.26579437913502,-0.11511321346992409,,92.26579437913502,-0.4574515207624661,,0.025,valid,True,AMT,reit,170.06,0.0010844889337755514
bull,0.25,121.04918787267684,-0.06573099501985558,,121.04918787267684,-0.28819717821547197,,0.025,valid,True,AMT,reit,170.06,0.021084488933775552
bear,0.25,166.95873154325042,-0.14666165345095417,,166.95873154325042,-0.5475127878387707,0.07756251085655722,0.025,valid,True,TRV,insurance,368.98,
base,0.5,339.2955901743248,-0.01663425066226054,,339.2955901743248,-0.08044991551215575,0.1318181818181818,0.025,valid,True,TRV,insurance,368.98,
bull,0.25,448.8266693475984,0.03995648072257851,,448.8266693475984,0.2163983667071343,0.1663011255070791,0.025,valid,True,TRV,insurance,368.98,
bear,0.25,106.96042973985635,-0.14100349878429763,,106.96042973985635,-0.5323111948410304,,0.025,valid,True,SPG,reit,228.7,0.02271490465317973
base,0.5,140.59967039641546,-0.09271521563575968,,140.59967039641546,-0.38522225449752745,,0.025,valid,True,SPG,reit,228.7,0.04271490465317973
bull,0.25,190.5787138978246,-0.035812170139855604,,190.5787138978246,-0.16668686533526622,,0.025,valid,True,SPG,reit,228.7,0.06
bear,0.25,7.966818691210216,-0.3141563436226831,,7.966818691210216,-0.8482510725483768,0.03509051274573242,0.025,valid,True,TFC,bank,52.5,
base,0.5,44.53725932595362,-0.03236217409316233,,44.53725932595362,-0.15167125093421674,0.08140944024298578,0.025,valid,True,TFC,bank,52.5,
bull,0.25,71.46635268957225,0.0636248195341611,,71.46635268957225,0.36126386075375705,0.11551695170379128,0.025,valid,True,TFC,bank,52.5,
bear,0.25,53.374622038961085,-0.2679606573568233,,53.374622038961085,-0.7897809293463526,0.05234949313530288,0.025,valid,True,AJG,insurance,253.9,
base,0.5,126.80228906337776,-0.1296521144958822,,126.80228906337776,-0.5005817681631439,0.08997429305912596,0.025,valid,True,AJG,insurance,253.9,
bull,0.25,173.8912016829385,-0.07290768394020253,,173.8912016829385,-0.31511933169382245,0.11410294902408015,0.025,valid,True,AJG,insurance,253.9,
