ticker,name,sector,industry,market_cap,price_as_of,is_price_fresh,shares_outstanding,beta,price,model_family,expected_irr,median_irr,p10_irr,p90_irr,above_hurdle_weight,hurdle_rate,permanent_loss_weight,worst_case_shortfall,worst_case_hurdle_gap,expected_shortfall,hurdle_cvar,intrinsic_value_low,intrinsic_value_base,intrinsic_value_high,intrinsic_value_bear,intrinsic_value_bull,scenario_order_inversion,scenario_order_note,upside_to_base,model_confidence,data_confidence,model_uncertainty,business_quality,valuation_excess,evidence_confidence,valuation_status,invalid_reason,invalid_fields,assumption_flags,valuation_alerts,requires_manual_review,roic_status,catastrophic_tail_floor_applied,catastrophic_tail_scenarios,specialist_model_note
BRK-B,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,1058821045448.9999,2026-07-17,True,2156853691.0003867,0.607,490.91,insurance,0.04493437148916021,0.0834124105796481,-0.17019934467701703,0.18311200947436168,0.25,0.12,0.25,0.17019934467701703,0.290199344677017,0.17019934467701703,0.290199344677017,193.13934145692895,732.7754480925179,1137.9709953822908,193.13934145692895,1137.9709953822908,False,,0.4926879633589005,0.6,0.8,0.19465567707568934,0.2635723426046662,-0.036587589420351896,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,913980861000.0,2026-07-17,True,2679510000.0,0.982,341.1,bank,-0.07617206949076169,-0.06267399723542866,-0.15656553853366073,-0.022774744958528714,0.0,0.12,0.25,0.15656553853366073,0.2765655385336607,0.15656553853366073,0.2765655385336607,145.59230698807008,246.79425464273274,303.98708325738784,145.59230698807008,303.98708325738784,False,,-0.2764753601796167,0.6,0.8,0.084895396787566,0.5899339399080994,-0.18267399723542865,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
BAC,Bank of America Corporation,Financial Services,Banks - Diversified,434808069300.0,2026-07-17,True,7096590000.0,1.175,61.27,bank,-0.10529796084809134,-0.0895212771141427,-0.1964486958086783,-0.045700593355401664,0.0,0.12,0.75,0.1964486958086783,0.3164486958086783,0.1964486958086783,0.3164486958086783,20.526548600741073,38.33512521258754,48.492117554744304,20.526548600741073,48.492117554744304,False,,-0.374324706828994,0.6,0.8,0.0933740512266383,0.5354501514449488,-0.2095212771141427,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
WFC,Wells Fargo & Company,Financial Services,Banks - Diversified,267797231568.19983,2026-07-17,True,3060190053.3447585,0.917,87.51,bank,-0.054776133115432085,-0.0377186221001542,-0.15549127311422073,0.011823984852800784,0.0,0.12,0.25,0.15549127311422073,0.2754912731142207,0.15549127311422073,0.2754912731142207,37.59052513536705,72.20513608098081,92.80738451882983,37.59052513536705,92.80738451882983,False,,-0.17489274276104672,0.6,0.8,0.10165762898351074,0.5206073580861041,-0.1577186221001542,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
C,Citigroup Inc.,Financial Services,Banks - Diversified,221840749226.6473,2026-07-17,True,1714909935.2709284,1.094,129.36,bank,-0.1631098300493684,-0.13135736720567315,-0.33033712547413985,-0.059387460311987494,0.0,0.12,0.75,0.33033712547413985,0.45033712547413984,0.33033712547413985,0.45033712547413984,17.421322505928142,63.974324668559824,95.24755319059301,17.421322505928142,95.24755319059301,False,,-0.5054551277940644,0.6,0.8,0.15347483258107616,0.27231741165201934,-0.25135736720567314,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities,171713580500.0,2026-07-17,True,705914000.0,0.763,243.25,reit,-0.19162613137594592,-0.16690013304423612,-0.2658041263710753,-0.16690013304423612,0.0,0.12,1.0,0.2658041263710753,0.3858041263710753,0.2658041263710753,0.3858041263710753,51.89345011851577,97.61985865724536,97.61985865724536,51.89345011851577,97.61985865724536,False,,-0.5986850620462678,0.6,0.8,0.06745199666341958,0.5315870237091788,-0.2869001330442361,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,139654909020.0,2026-07-17,True,932338000.0,1.3394185,149.79,reit,-0.09402020084381213,-0.07879536409247156,-0.13969471109783382,-0.07879536409247156,0.0,0.12,1.0,0.13969471109783382,0.2596947110978338,0.13969471109783382,0.2596947110978338,70.59042309040824,99.37185456211883,99.37185456211883,70.59042309040824,99.37185456211883,False,,-0.336592198664004,0.6,0.8,0.048449673502681125,0.7103663648169222,-0.19879536409247156,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
PGR,The Progressive Corporation,Financial Services,Insurance - Property & Casualty,120902130000.0,2026-07-17,True,581400000.0,0.246,207.95,insurance,-0.048351639904310156,-0.018138843504356905,-0.22489889119634243,0.06777001858781562,0.0,0.12,0.25,0.22489889119634243,0.3448988911963424,0.22489889119634243,0.3448988911963424,58.1769187112724,189.76203134863172,288.6340321574665,58.1769187112724,288.6340321574665,False,,-0.08746318178104484,0.6,0.8,0.164334454892079,0.30657828806854137,-0.1381388435043569,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
BNY,Bank of New York Mellon Corp,Financial Services,Investment - Banking & Investment Services,107850739341.0,2026-07-17,True,686379045.0009546,1.058,157.13,bank,-0.21393427951299973,-0.19410877087212075,-0.32778658560920193,-0.1397329906985555,0.0,0.12,1.0,0.32778658560920193,0.4477865856092019,0.32778658560920193,0.4477865856092019,21.567260527481483,53.412297142343405,74.03301765720705,21.567260527481483,74.03301765720705,False,,-0.6600757516556774,0.6,0.8,0.11202679745532321,0.4037882974777303,-0.31410877087212075,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
PNC,"The PNC Financial Services Group, Inc.",Financial Services,Banks - Regional,101539725900.0,2026-07-17,True,401565000.0,0.897,252.86,bank,-0.06348181922082627,-0.04773632046268694,-0.15503430569783738,-0.003420330260093807,0.0,0.12,0.25,0.15503430569783738,0.2750343056978374,0.15503430569783738,0.2750343056978374,108.91194604911949,198.000475993236,248.5651566768716,108.91194604911949,248.5651566768716,False,,-0.216956118036716,0.6,0.8,0.09380698771887178,0.5500590112361149,-0.16773632046268694,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
