ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,cashflow_period_semantics,ttm_cashflow_status,revenue,revenue_cagr,revenue_volatility,gross_margin,current_operating_margin,reported_operating_income,one_off_items_latest,normalized_operating_margin,normalized_operating_income,normalized_nopat,normalized_fcf,normalized_fcf_per_share,margin_volatility,tax_rate,roic,incremental_roic,net_debt,total_debt,interest_expense_known,interest_coverage,net_debt_to_ebitda,sbc_intensity,margin_mad_z,ocf_margin_mad_z,one_off_suspected,dividends_paid,buybacks,net_share_change_cagr,ocf_to_net_income,shares_diluted,sec_status,sec_max_divergence,sec_confidence_penalty,model_family,analyst_growth,analyst_dispersion,has_estimates,risk_free,wacc,cost_of_debt_after_tax,roic_minus_wacc,filing_age_days,data_confidence
LLY,Eli Lilly and Company,NYSE,common_stock,False,1972-06-01,Healthcare,Drug Manufacturers - General,US,941741000.0000001,0.506,1110397395690.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,1179.09,2026-07-17,1110397395690.0,3601565974.5703125,True,8,2025,ttm,2026-04-30,discrete,ok,72249500000.0,0.17173452760489116,0.14539401856922307,0.8350604502453304,0.45865507719776605,33137600000.0,0.0,0.2985125860686211,21567385087.164837,18470271448.310722,9757548251.947643,10.891336367839763,0.06099756072839578,0.14360172206028196,0.4095918883332159,0.46811342852770665,38088000000.0,43370000000.0,True,37.502942507922135,1.0826359832635983,0.014333066179425301,5.913400554468737,2.238477338942517,True,5585700000.0,5264000000.0,-0.01941725719694465,0.8146504314793369,895900000.0,unchecked,,0.0,general_dcf,0.3341219404183031,0.061100746276238904,True,0.0455,0.07008624659739526,0.05181209581535294,0.33950564173582065,78,0.85
XOM,Exxon Mobil Corporation,NYSE,common_stock,False,1978-01-13,Energy,Oil & Gas Integrated,US,4144947161.9987793,0.162,610923762207.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,147.39,2026-07-17,610923762207.0,2549909334.45,True,8,2025,ttm,2026-05-04,discrete,ok,326008000000.0,0.02137513326454399,0.29228653601807575,0.2549231920689063,0.09011128561262301,29377000000.0,0.0,0.09579267470512298,31229178295.267735,22523632421.739574,26641311379.15494,6.368948453061186,0.09454531088381184,0.27876320635843754,0.07216371982550887,0.08643896132487533,39226000000.0,47661000000.0,True,42.39105339105339,0.6950158578288064,0.0,-0.131828998326252,-0.4585496721285695,False,17230000000.0,20337000000.0,-0.0017470058605750793,1.6336698337292161,4183000000.0,unchecked,,0.0,general_dcf,0.1960193453878667,0.24637042414385987,True,0.0455,0.0685557991457421,0.04363482601531453,0.0036079206797667712,74,1.0
JNJ,Johnson & Johnson,NYSE,common_stock,False,1962-01-02,Healthcare,Drug Manufacturers - General,US,2407220000.0,0.235,609122948800.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,253.04,2026-07-17,609122948800.0,1943911101.5321875,True,8,2025,annual,2026-02-11,annual,annual_anchor,94193000000.0,0.020747946632048597,0.035808695075814155,0.7278460182816133,0.27173993821196907,25596000000.0,0.0,0.26112666111616145,24596303590.514595,21182324552.49238,20030772406.312126,8.24515205660333,0.011060098176694946,0.13880049192996613,0.20153840099255396,0.12066491948116082,27831000000.0,47933000000.0,True,26.360453141091657,0.8408411130245627,0.013645063939219578,1.2181952896760884,-1.0455997836637998,False,12381000000.0,5953000000.0,-0.030248701557488267,0.9151619161319207,2429400000.0,unchecked,,0.0,general_dcf,0.07973036991006044,0.0073354480506995345,True,0.0455,0.06915788598005829,0.05210257023823705,0.13238051501249568,156,0.7
ABBV,AbbVie Inc.,NYSE,common_stock,False,2013-01-02,Healthcare,Drug Manufacturers - General,US,1766792820.9988604,0.283,449631105016.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,254.49,2026-07-17,449631105016.0,1745408925.72,True,8,2025,ttm,2026-05-08,discrete,ok,62819000000.0,0.09331472871090596,0.1391449717815021,0.7067766121714768,0.2760470558270587,17341000000.0,0.0,0.28007514501636444,17594040534.782997,15834636481.304697,23513896212.228527,13.2547329268481,0.07152304148331765,0.1,0.17156849812017677,,63467000000.0,72858000000.0,True,5.959106529209622,2.5009654411474957,0.015614780902550687,-0.05802798750553761,-2.4054711484179303,False,11818000000.0,1500000000.0,-0.000750469325035974,4.503076194983436,1774000000.0,unchecked,,0.0,general_dcf,0.1042124910671034,0.010546642892887103,True,0.0455,0.06826192290179106,0.05445,0.10330657521838571,70,1.0
CAT,Caterpillar Inc.,NYSE,common_stock,False,1929-12-02,Industrials,Agricultural - Machinery,US,460637000.0,1.565,405489538360.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,880.28,2026-07-17,405489538360.0,2944201462.6496873,True,8,2025,ttm,2026-05-06,discrete,ok,70755000000.0,0.030628169211895928,0.13874902481947812,0.32520669917320333,0.16558547099144938,11716000000.0,0.0,0.15281852143765806,10812674484.321497,8438643189.110601,6539463486.461416,14.039208858869507,0.029106358546240153,0.21956004489483788,0.1585949719709314,0.35038510576386805,38994000000.0,43066000000.0,True,11.00093896713615,2.778735836955747,0.0034408801246740423,0.4568991324151436,0.8417401362263723,False,2778000000.0,6494000000.0,-0.04236798600512226,1.2467343976777938,465800000.0,unchecked,,0.0,general_dcf,0.16032280170703883,0.046445251686882884,True,0.0455,0.11640199874222062,0.04721661728386231,0.04219297322871077,72,1.0
UNH,UnitedHealth Group Incorporated,NYSE,common_stock,False,1984-10-17,Healthcare,Medical - Healthcare Plans,US,908144403.9991552,0.633,386951249100.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,426.09,2026-07-17,386951249100.0,2811718856.7221875,True,8,2025,ttm,2026-07-16,discrete,ok,450129000000.0,0.10236402697783231,0.03015057603745994,0.22485554141146205,0.0481550844313519,21676000000.0,0.0,0.08231835080659637,37053876930.22242,29186659494.20647,29499664491.251514,32.56033608305907,0.014040979061147749,0.2123183344844322,0.11664574601678894,-0.07804786860320123,41860000000.0,73328000000.0,True,5.566512583461736,1.6797078768909754,0.0025432324534448558,-3.416326637524447,-1.6945990753617155,True,6009000000.0,0.0,-0.015683275784179607,1.633792302587923,906000000.0,unchecked,,0.0,general_dcf,-0.006086396805952243,0.026250563316608664,True,0.0455,0.07245105175606101,0.047654740763691854,0.04419469426072793,1,0.85
CVX,Chevron Corporation,NYSE,common_stock,False,1921-06-24,Energy,Oil & Gas Integrated,US,1991600006.4901793,0.488,373146176000.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,187.36,2026-07-17,373146177216.0,1800181312.7875,True,8,2025,ttm,2026-05-07,discrete,ok,185887000000.0,0.02151287461971707,0.3378424505974167,0.2543050347791938,0.08401340599396408,15617000000.0,0.0,0.09720176629979874,18068544732.17069,12952142787.436766,17846097331.851788,8.986402805706122,0.08021670221770562,0.2831662439102951,0.05001694562082441,0.006594393908605934,40105000000.0,45428000000.0,True,11.568148148148149,1.071352246620719,0.0,-0.14172743005863106,-1.5535461710219343,False,13293000000.0,10510000000.0,0.0077772420189685665,1.7831379876564182,1985900000.0,unchecked,,0.0,general_dcf,0.21925070950306513,0.22877870708215017,True,0.0455,0.06755540266730417,0.04336844224342715,-0.017538457046479758,71,1.0
KO,The Coca-Cola Company,NYSE,common_stock,False,1962-01-02,Consumer Defensive,Beverages - Non-Alcoholic,US,4302480000.0,0.349,350910268800.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,81.56,2026-07-17,350910268800.0,1441686189.490625,True,8,2025,ttm,2026-04-30,discrete,ok,49284000000.0,0.04899466931403018,0.08312406219604142,0.6174417660904148,0.29344209073938804,14462000000.0,0.0,0.2667444120505345,13146231603.498543,10732482562.24219,10371845762.832718,2.404229430420194,0.021122148656035154,0.1836076766374627,0.1777041809221706,0.3070694854507463,32807000000.0,43890000000.0,True,8.807551766138856,2.115352376039719,0.0058196533238772654,1.9109302299516113,0.7475380640386262,False,10971000000.0,853000000.0,-0.0027662658604344914,0.640109114852789,4314000000.0,unchecked,,0.0,general_dcf,0.016280089259032016,0.041776515919526386,True,0.0455,0.06815339134915782,0.04939173556343351,0.10955078957301279,78,1.0
PG,The Procter & Gamble Company,NYSE,common_stock,False,1978-01-13,Consumer Defensive,Household & Personal Products,US,2328598978.0008,0.38,349196702741.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,149.98,2026-07-17,349243274720.56,1300132956.9990625,True,8,2025,ttm,2026-04-24,discrete,ok,86718000000.0,0.03369968261776646,0.02305581143345163,0.5032865149103992,0.23239696487465117,20153000000.0,0.0,0.22124866058976383,19186241349.02314,15360260829.57042,14340628338.986181,5.9344623790549065,0.048534720736036735,0.1994127171577313,0.2036508111217449,0.2194914528090526,24720000000.0,37026000000.0,True,48.91504854368932,1.0644161212538752,0.0066458551813281955,0.9436476302058143,0.00026934998045046485,False,10176000000.0,4853000000.0,-0.01636116975751145,1.1497986760390364,2416500000.0,unchecked,,0.0,general_dcf,0.035035631309887405,0.017219607390562372,True,0.0455,0.06838500122316826,0.04843553061195725,0.13526580989857664,84,1.0
HD,"The Home Depot, Inc.",NYSE,common_stock,False,1981-09-22,Consumer Cyclical,Home Improvement,US,997116681.9989966,0.951,337892930029.0,2026-07-17,fmp:company-screener,2026-07-18T01:44:23.956560+00:00,338.87,2026-07-17,337892930029.0,1550846341.2296875,True,8,2025,ttm,2026-05-27,discrete,ok,166592000000.0,0.06183856728649273,0.07301095723835462,0.3312704091432962,0.12448376872839031,20738000000.0,0.0,0.14279601693997807,23788674054.064827,18103104534.44652,16194534886.056755,16.25957317877184,0.008072344591178457,0.23900321248240392,0.22465481408068422,-0.04736403118234224,56374000000.0,57975000000.0,True,8.612126245847175,2.259841257115369,0.002770916659352784,-1.831224821158775,-0.6820788845592142,False,9186000000.0,0.0,-0.009521261005304371,1.3379710928002162,996000000.0,unchecked,,0.0,general_dcf,0.03612592257486469,0.006924618842385543,True,0.0455,0.08616541344093667,0.04604030564481456,0.13848940063974755,51,1.0
