ticker,name,sector,industry,market_cap,price_as_of,is_price_fresh,shares_outstanding,beta,price,model_family,expected_irr,median_irr,p10_irr,p90_irr,above_hurdle_weight,hurdle_rate,permanent_loss_weight,worst_case_shortfall,worst_case_hurdle_gap,expected_shortfall,hurdle_cvar,intrinsic_value_low,intrinsic_value_base,intrinsic_value_high,intrinsic_value_bear,intrinsic_value_bull,scenario_order_inversion,scenario_order_note,upside_to_base,model_confidence,data_confidence,model_uncertainty,business_quality,valuation_excess,evidence_confidence,valuation_status,invalid_reason,invalid_fields,assumption_flags,valuation_alerts,requires_manual_review,roic_status,catastrophic_tail_floor_applied,catastrophic_tail_scenarios,specialist_model_note
BRK-B,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,1069411149473.0,2026-08-21,True,2156853595.0002017,0.615,495.82,insurance,0.03367049529972388,0.07173376014203581,-0.1791441857105749,0.1703586466253988,0.25,0.12,0.25,0.1791441857105749,0.2991441857105749,0.1791441857105749,0.2991441857105749,184.78147719820956,701.0655039605746,1088.7267190063874,184.78147719820956,1088.7267190063874,False,,0.41395164366216486,0.6,0.8,0.19275141616798683,0.2635723426046662,-0.04826623985796419,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,942062125800.0,2026-08-21,True,2679510000.0,0.977,351.58,bank,-0.08603940013486813,-0.0726854996864299,-0.16557419310349464,-0.03321240806311809,0.0,0.12,0.75,0.16557419310349464,0.28557419310349463,0.16557419310349464,0.28557419310349463,142.22069566834634,241.0790192720589,296.9473823819535,142.22069566834634,296.9473823819535,False,,-0.3142982556685281,0.6,0.8,0.08418089252018826,0.5899339399080994,-0.1926854996864299,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
BAC,Bank of America Corporation,Financial Services,Banks - Diversified,437788637100.0,2026-08-21,True,7096590000.0,1.168,61.69,bank,-0.10997412810714818,-0.09427990133507602,-0.20064846303307593,-0.05068824672536476,0.0,0.12,0.75,0.20064846303307593,0.3206484630330759,0.20064846303307593,0.3206484630330759,20.132784363969435,37.599736053187655,47.56188510165206,20.132784363969435,47.56188510165206,False,,-0.39050517015419584,0.6,0.8,0.09298010815385557,0.5354501514449489,-0.21427990133507602,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
WFC,Wells Fargo & Company,Financial Services,Banks - Diversified,253532160000.0,2026-08-21,True,3024000000.0,0.92,83.84,bank,-0.05242645571987806,-0.03532654242355204,-0.15339195766585834,0.014339219633450195,0.0,0.12,0.25,0.15339195766585834,0.27339195766585833,0.15339195766585834,0.27339195766585833,36.46390851946788,70.04109325984028,90.02587664947892,36.46390851946788,90.02587664947892,False,,-0.16458619680534015,0.6,0.8,0.10186558864965425,0.520607358086104,-0.15532654242355204,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
C,Citigroup Inc.,Financial Services,Banks - Diversified,225767901500.0,2026-08-21,True,1714910000.0,1.102,131.65,bank,-0.17105155155942903,-0.13960040569401544,-0.33669193312521406,-0.06831346172447117,0.0,0.12,0.75,0.33669193312521406,0.45669193312521406,0.33669193312521406,0.45669193312521406,16.90430261220382,62.075731807428376,92.42085161203347,16.90430261220382,92.42085161203347,False,,-0.5284790595713758,0.6,0.8,0.15218923570037143,0.2723174116520193,-0.25960040569401543,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities,172375236471.1201,2026-08-21,True,720572010.9987463,0.763,239.22,reit,-0.2000977364468543,-0.1769311117268747,-0.2695976106067931,-0.1769311117268747,0.0,0.12,1.0,0.2695976106067931,0.3895976106067931,0.2695976106067931,0.3895976106067931,49.72884956472476,90.36045625220554,90.36045625220554,49.72884956472476,90.36045625220554,False,,-0.6222704780026522,0.6,0.8,0.06433324943995919,0.5503386285027857,-0.2969311117268747,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,132310176800.0,2026-08-21,True,933075999.9999999,1.324,141.8,reit,-0.08767223469579105,-0.07259759248832609,-0.13289616131818593,-0.07259759248832609,0.0,0.12,1.0,0.13289616131818593,0.25289616131818593,0.13289616131818593,0.25289616131818593,69.5075170856419,97.27860313134038,97.27860313134038,69.5075170856419,97.27860313134038,False,,-0.31397317960972937,0.6,0.8,0.04814928441492992,0.7145200984413453,-0.19259759248832609,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
PGR,The Progressive Corporation,Financial Services,Insurance - Property & Casualty,127489392000.0,2026-08-21,True,581400000.0,0.257,219.28,insurance,-0.06606834671189035,-0.036418017792678836,-0.23932884207601812,0.047891490813814386,0.0,0.12,0.25,0.23932884207601812,0.3593288420760181,0.23932884207601812,0.3593288420760181,55.84493251820452,182.15553642115495,277.06431356887606,55.84493251820452,277.06431356887606,False,,-0.16930163981596613,0.6,0.8,0.16161016644491624,0.30657828806854137,-0.15641801779267883,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
BNY,Bank of New York Mellon Corp,Financial Services,Investment - Banking & Investment Services,108784207710.0,2026-08-21,True,686379000.0,1.049,158.49,bank,-0.21835211406017255,-0.19863802843992173,-0.33156454916589895,-0.14456785019494778,0.0,0.12,1.0,0.33156454916589895,0.45156454916589894,0.33156454916589895,0.45156454916589894,21.14945788533254,52.37758998327329,72.59884430245822,21.14945788533254,72.59884430245822,False,,-0.6695211686335207,0.6,0.8,0.11149834948547557,0.4037882974777303,-0.3186380284399217,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
PNC,"The PNC Financial Services Group, Inc.",Financial Services,Banks - Regional,97008870000.0,2026-08-21,True,399000000.0,0.898,243.13,bank,-0.06163751853404942,-0.045861011905727445,-0.15337030083142056,-0.0014577494933222246,0.0,0.12,0.25,0.15337030083142056,0.27337030083142055,0.15337030083142056,0.27337030083142055,105.75625073268883,192.26346368733982,241.36304589648677,105.75625073268883,241.36304589648677,False,,-0.2092153840030444,0.6,0.8,0.09395627566904916,0.5500590112361149,-0.16586101190572744,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
