scenario,probability,intrinsic_value_per_share,irr_5y,irr_3y,exit_value_per_share,total_return_5y,normalized_roe,terminal_growth,irr_5y_status,scenario_is_finite,ticker,model_family,price,affo_growth
bear,0.25,184.78147719820956,-0.1791441857105749,,184.78147719820956,-0.6273214529502449,0.054532922019239635,0.025,valid,True,BRK-B,insurance,495.82,
base,0.5,701.0655039605746,0.07173376014203581,,701.0655039605746,0.41395164366216486,0.13704863806039103,0.025,valid,True,BRK-B,insurance,495.82,
bull,0.25,1088.7267190063874,0.1703586466253988,,1088.7267190063874,1.1958104130660066,0.19900705839248375,0.025,valid,True,BRK-B,insurance,495.82,
bear,0.25,142.22069566834634,-0.16557419310349464,,142.22069566834634,-0.5954812683646784,0.10310767488802763,0.025,valid,True,JPM,bank,351.58,
base,0.5,241.0790192720589,-0.0726854996864299,,241.0790192720589,-0.3142982556685281,0.1574007140531622,0.025,valid,True,JPM,bank,351.58,
bull,0.25,296.9473823819535,-0.03321240806311809,,296.9473823819535,-0.1553917106150705,0.18808364611032238,0.025,valid,True,JPM,bank,351.58,
bear,0.25,20.132784363969435,-0.20064846303307593,,20.132784363969435,-0.6736459010541509,0.0654848946672089,0.025,valid,True,BAC,bank,61.69,
base,0.5,37.599736053187655,-0.09427990133507602,,37.599736053187655,-0.39050517015419584,0.10060908248500378,0.025,valid,True,BAC,bank,61.69,
bull,0.25,47.56188510165206,-0.05068824672536476,,47.56188510165206,-0.22901791049356357,0.12064190793004807,0.025,valid,True,BAC,bank,61.69,
bear,0.25,36.46390851946788,-0.15339195766585834,,36.46390851946788,-0.5650774270101637,0.06930626712072673,0.025,valid,True,WFC,bank,83.84,
base,0.5,70.04109325984028,-0.03532654242355204,,70.04109325984028,-0.16458619680534015,0.1101049575703439,0.025,valid,True,WFC,bank,83.84,
bull,0.25,90.02587664947892,0.014339219633450195,,90.02587664947892,0.07378192568557873,0.13438790438440948,0.025,valid,True,WFC,bank,83.84,
bear,0.25,16.90430261220382,-0.33669193312521406,,16.90430261220382,-0.8715966379627511,0.03649441774981295,0.025,valid,True,C,bank,131.65,
base,0.5,62.075731807428376,-0.13960040569401544,,62.075731807428376,-0.5284790595713758,0.06720963206165122,0.025,valid,True,C,bank,131.65,
bull,0.25,92.42085161203347,-0.06831346172447117,,92.42085161203347,-0.29798061821470967,0.0878434015642418,0.025,valid,True,C,bank,131.65,
bear,0.25,49.72884956472476,-0.2695976106067931,,49.72884956472476,-0.7921208529189668,,0.025,valid,True,WELL,reit,239.22,0.039999999999999994
base,0.5,90.36045625220554,-0.1769311117268747,,90.36045625220554,-0.6222704780026522,,0.025,valid,True,WELL,reit,239.22,0.06
bull,0.25,90.36045625220554,-0.1769311117268747,,90.36045625220554,-0.6222704780026522,,0.025,valid,True,WELL,reit,239.22,0.06
bear,0.25,69.5075170856419,-0.13289616131818593,,69.5075170856419,-0.5098200487613407,,0.025,valid,True,PLD,reit,141.8,0.039999999999999994
base,0.5,97.27860313134038,-0.07259759248832609,,97.27860313134038,-0.31397317960972937,,0.025,valid,True,PLD,reit,141.8,0.06
bull,0.25,97.27860313134038,-0.07259759248832609,,97.27860313134038,-0.31397317960972937,,0.025,valid,True,PLD,reit,141.8,0.06
bear,0.25,55.84493251820452,-0.23932884207601812,,55.84493251820452,-0.7453259188334342,0.07634698720976336,0.025,valid,True,PGR,insurance,219.28,
base,0.5,182.15553642115495,-0.036418017792678836,,182.15553642115495,-0.16930163981596613,0.19248409528036692,0.025,valid,True,PGR,insurance,219.28,
bull,0.25,277.06431356887606,0.047891490813814386,,277.06431356887606,0.2635183946045059,0.2797485890589154,0.025,valid,True,PGR,insurance,219.28,
bear,0.25,21.14945788533254,-0.33156454916589895,,21.14945788533254,-0.8665565153300995,0.050176013625909094,0.025,valid,True,BNY,bank,158.49,
