rank,ticker,price,expected_irr,median_irr,p10_irr,p90_irr,above_hurdle_weight,hurdle_rate,permanent_loss_weight,worst_case_shortfall,worst_case_hurdle_gap,expected_shortfall,hurdle_cvar,intrinsic_value_low,intrinsic_value_base,intrinsic_value_high,intrinsic_value_bear,intrinsic_value_bull,scenario_order_inversion,scenario_order_note,upside_to_base,model_confidence,data_confidence,model_uncertainty,business_quality,valuation_excess,evidence_confidence,valuation_status,invalid_reason,invalid_fields,assumption_flags,valuation_alerts,requires_manual_review,roic_status,catastrophic_tail_floor_applied,catastrophic_tail_scenarios,name,sector,industry,model_family,market_cap,financial_persistence_score,roic,incremental_roic,wacc,roic_minus_wacc,normalized_operating_margin,current_operating_margin,revenue_cagr,net_debt_to_ebitda,sbc_intensity,net_share_change_cagr,risk_flags,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,price_as_of,is_price_fresh,shares_outstanding,beta,specialist_model_note,downside_penalty,ambiguity_penalty,permanent_loss_penalty,hurdle_penalty,robust_return,ineligible_reasons,eligible
24,EOG,129.73,0.24283312837360432,0.26081142142065805,-0.01010927601018918,0.4598189466632904,0.75,0.12,0.0,0.01010927601018918,0.13010927601018918,0.01010927601018918,0.13010927601018918,93.15163353138344,283.357599944843,618.414093051425,93.15163353138344,618.414093051425,False,,1.1842102824700764,0.40392,1.0,0.2528465113367398,0.8322,0.14081142142065806,0.40392,valid,,,reinvestment_cap_hit;intrinsic_2x_price,,False,ok,False,,"EOG Resources, Inc.",Energy,Oil & Gas Exploration & Production,general_dcf,69097960170.0,0.8322,0.1921508373909426,0.11979666979573474,0.06733942186842494,0.12481141552251766,0.3240782636756039,0.3692076821530469,0.03975957813758413,0.36241358830596976,0.00851227649927282,-0.03044624297727938,cyclical_revenue,8.0,2025.0,ttm,2026-05-05,2026-06-30,True,,,,0.01010927601018918,0.1264232556683699,0.0,0.13010927601018918,-0.07323272666995698,robust_return<=0,False
134,FISV,49.05,0.2412228890054394,0.3193213952705265,-0.2275748483138159,0.5538236137945205,0.75,0.12,0.25,0.2275748483138159,0.3475748483138159,0.2275748483138159,0.3475748483138159,11.439061740596417,123.54763671804095,274.10510917119666,11.439061740596417,274.10510917119666,False,,1.5188101267694383,0.368388,1.0,0.4096475910541682,0.6673,0.1993213952705265,0.368388,valid,,,forward_roic_cap_hit;share_change_floor_hit;intrinsic_2x_price,,False,ok,False,,"Fiserv, Inc.",Technology,Information Technology Services,general_dcf,26156108700.0,0.6673,0.0767878766895658,1.0079318519076124,0.07642516225063012,0.00036271443893567956,0.2367339951540479,0.24376481744902798,0.20267803207389457,3.4091943014485815,0.01791232388833604,-0.06159539790027424,elevated_leverage;thin_interest_coverage;cyclical_revenue,8.0,2025.0,ttm,2026-05-06,2026-06-30,True,,,,0.2275748483138159,0.2048237955270841,0.125,0.3475748483138159,-0.2741472381528972,robust_return<=0,False
18,IT,129.62,0.20012019830028296,0.21992268727626657,0.022895071841776398,0.3377403468068223,0.75,0.12,0.0,0.0,0.0971049281582236,0.0,0.0971049281582236,100.0623858248142,211.90441342375075,318.5515120411686,100.0623858248142,318.5515120411686,False,,0.6348126324930623,0.741,1.0,0.16519263748252294,0.9097,0.09992268727626658,0.741,valid,,,,,False,ok,False,,"Gartner, Inc.",Industrials,Consulting Services,general_dcf,8678305148.147429,0.9097,0.5156024176736608,,0.07954494677366607,0.4360574708999947,0.17117715207499506,0.1643040718597466,0.07269833519446389,1.2645148373893313,0.02399120490250038,-0.04790800813604068,,8.0,2025.0,ttm,2026-05-05,2026-06-30,True,,,,0.0,0.08259631874126147,0.0,0.0971049281582236,-0.023062216886510056,robust_return<=0,False
27,LDOS,102.97,0.18606939112942206,0.2175851955951658,-0.03857649721321647,0.34768367054057314,0.75,0.12,0.0,0.03857649721321647,0.15857649721321646,0.03857649721321647,0.15857649721321646,62.759260776536706,185.42903981016724,301.788012788041,62.759260776536706,301.788012788041,False,,0.8008064466365663,0.6343920000000001,1.0,0.2040983238768948,0.792,0.09758519559516579,0.6343920000000001,valid,,,forward_roic_cap_hit;wacc_floor_hit,,False,ok,False,,"Leidos Holdings, Inc.",Technology,Information Technology Services,general_dcf,12952129434.399633,0.792,0.14105264323409952,1.803534724862237,0.065,0.07605264323409952,0.08168230208944804,0.12032915921288015,0.07736031877777316,2.727711564790613,0.005101428399951986,-0.024762720249560388,,8.0,2025.0,ttm,2026-05-05,2026-06-30,True,,,,0.03857649721321647,0.1020491619384474,0.0,0.15857649721321646,-0.09666922980920803,robust_return<=0,False
17,UDR,39.92,0.17304559299110195,0.21277898060768585,0.05384543014135024,0.21277898060768585,0.75,0.12,0.0,0.0,0.06615456985864976,0.0,0.06615456985864976,51.88897784396521,104.73668868730988,104.73668868730988,51.88897784396521,104.73668868730988,False,,1.6236645462752977,0.6,0.8,0.0974667752331678,0.49542312721838216,0.09277898060768586,0.48,valid,,,specialist_model_v1,,False,specialist,False,,"UDR, Inc.",Real Estate,REIT - Residential,reit,12970646720.0,,,,,,,,,,,,,,,,,2026-06-30,True,324916000.0,0.712,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail,0.0,0.0487333876165839,0.0,0.06615456985864976,-0.02162065916696055,robust_return<=0,False
14,ADBE,205.02,0.16741113043972297,0.17841574845078872,0.06995414749253545,0.24285887736477896,0.75,0.12,0.0,0.0,0.050045852507464544,0.0,0.050045852507464544,174.61431614485707,257.76350045571013,322.7956602812045,174.61431614485707,322.7956602812045,False,,0.25726026951375536,0.78426,1.0,0.09292456493612175,0.9778,0.05841574845078873,0.78426,valid,,,share_change_floor_hit,,False,ok,False,,Adobe Inc.,Technology,Software - Application,general_dcf,81495450000.0,0.9778,0.5828394717436669,,0.10978911384687147,0.47305035789679545,0.33594547644152983,0.36074291610445275,0.14827553206887933,0.14610620367550006,0.08746803069053709,-0.05143219139045718,heavy_sbc,8.0,2025.0,ttm,2026-06-15,2026-06-30,True,,,,0.0,0.046462282468060875,0.0,0.050045852507464544,-0.004232717627448979,robust_return<=0,False
19,EQR,67.93,0.15720577694139587,0.16635273479588264,0.052831831744177826,0.24328580642964037,0.75,0.12,0.0,0.0,0.06716816825582217,0.0,0.06716816825582217,87.87324210704504,146.6260633303947,201.79783058299518,87.87324210704504,201.79783058299518,False,,1.1584876097511358,0.6,0.8,0.11322698734273126,0.5993016528653502,0.046352734795882644,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Equity Residential,Real Estate,REIT - Residential,reit,25451468960.000004,,,,,,,,,,,,,,,,,2026-06-30,True,374672000.0,0.764,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail,0.0,0.05661349367136563,0.0,0.06716816825582217,-0.0449188555537985,robust_return<=0,False
22,MO,71.95,0.15514033634390217,0.17455113917822018,0.006915821507573156,0.2645432455115952,0.75,0.12,0.0,0.0,0.11308417849242684,0.0,0.11308417849242684,54.91664548212606,109.64981969583317,154.10255373890456,54.91664548212606,154.10255373890456,False,,0.5239724766620315,0.8869,1.0,0.13220671200201103,0.9577,0.05455113917822019,0.8869,valid,,,,,False,ok,False,,"Altria Group, Inc.",Consumer Defensive,Tobacco,general_dcf,120148674358.35056,0.9577,0.4597417918845177,,0.0655189938936029,0.3942227979909148,0.5487126521180992,0.5073114829245932,0.003685641666252071,1.8617246863403427,0.0,-0.024816219778510784,,8.0,2025.0,ttm,2026-04-30,2026-06-30,True,,,,0.0,0.06610335600100552,0.0,0.11308417849242684,-0.06470277315526335,robust_return<=0,False
20,HUM,397.22,0.14533247339604716,0.15201094693475173,0.041089317780279126,0.2362186819344061,0.75,0.12,0.0,0.0,0.07891068221972086,0.0,0.07891068221972086,334.89625088407354,554.5789490038088,792.1297349288928,334.89625088407354,792.1297349288928,False,,0.3961506193137525,0.60102,1.0,0.10953408207706349,0.6588,0.03201094693475173,0.60102,valid,,,forward_roic_floor_hit;reinvestment_cap_hit,,False,ok,False,,Humana Inc.,Healthcare,Medical - Healthcare Plans,general_dcf,47690829030.0,0.6588,0.1021763675998857,-3.1877500630455566,0.07950751022102676,0.022668857378858945,0.03738824841318843,0.010087463556851311,0.12474239016717803,-3.6451760402377684,0.0017570515486669326,-0.017189413989020408,thin_interest_coverage;incremental_roic_below_wacc,8.0,2025.0,ttm,2026-04-29,2026-06-30,True,,,,0.0,0.05476704103853174,0.0,0.07891068221972086,-0.05967146289299638,robust_return<=0,False
15,ELV,386.73,0.136722985040251,0.12581660187570387,0.10765874106436972,0.18759999534522653,0.75,0.12,0.0,0.0,0.012341258935630275,0.0,0.012341258935630275,452.8294710010512,503.94224964448586,662.4088733470079,452.8294710010512,662.4088733470079,False,,0.30308548507870037,0.669789,1.0,0.049876957140428405,0.8355,0.005816601875703875,0.669789,valid,,,forward_roic_floor_hit;reinvestment_cap_hit,,False,ok,False,,Elevance Health Inc.,Healthcare,Medical - Healthcare Plans,general_dcf,83983207217.21416,0.8355,0.14661352873315672,-0.055718693137273054,0.06989938394689472,0.076714144786262,0.05862056864328994,0.038080981962427964,0.11643811436572027,-0.4061578774975434,0.0013860640301318267,-0.03174970957167689,incremental_roic_below_wacc,8.0,2025.0,ttm,2026-04-22,2026-06-30,True,,,,0.0,0.024938478570214202,0.0,0.012341258935630275,-0.008445362981904453,robust_return<=0,False
