ticker,name,sector,industry,market_cap,price_as_of,is_price_fresh,shares_outstanding,beta,price,model_family,expected_irr,median_irr,p10_irr,p90_irr,above_hurdle_weight,hurdle_rate,permanent_loss_weight,worst_case_shortfall,worst_case_hurdle_gap,expected_shortfall,hurdle_cvar,intrinsic_value_low,intrinsic_value_base,intrinsic_value_high,intrinsic_value_bear,intrinsic_value_bull,scenario_order_inversion,scenario_order_note,upside_to_base,model_confidence,data_confidence,model_uncertainty,business_quality,valuation_excess,evidence_confidence,valuation_status,invalid_reason,invalid_fields,assumption_flags,valuation_alerts,requires_manual_review,roic_status,catastrophic_tail_floor_applied,catastrophic_tail_scenarios,specialist_model_note
BRK-B,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,1079268080988.4,2026-06-30,True,2156853816.00032,0.617,500.39,insurance,0.04176549252764103,0.08012684271222126,-0.17271580686895394,0.17952409155507554,0.25,0.12,0.25,0.17271580686895394,0.29271580686895393,0.17271580686895394,0.29271580686895393,193.90198446366904,735.6689345608003,1142.4644642683015,193.90198446366904,1142.4644642683015,False,,0.47019112004796315,0.6,0.8,0.19411994921201473,0.2635723426046662,-0.03987315728777874,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,877084472453.6852,2026-06-30,True,2679511417.999222,1.0,327.33,bank,-0.06906140974843564,-0.05545944347148313,-0.1500736635076121,-0.015253088543164206,0.0,0.12,0.25,0.1500736635076121,0.2700736635076121,0.1500736635076121,0.2700736635076121,145.1751370540068,246.08710778129222,303.1160600961918,145.1751370540068,303.1160600961918,False,,-0.24819873588949304,0.6,0.8,0.08541028748222393,0.5899339399080993,-0.17545944347148312,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
BAC,Bank of America Corporation,Financial Services,Banks - Diversified,404363735293.6285,2026-06-30,True,7096590650.993832,1.196,56.98,bank,-0.09301364199663756,-0.07702034333959107,-0.18541588264604758,-0.032597998661320515,0.0,0.12,0.75,0.18541588264604758,0.3054158826460476,0.18541588264604758,0.3054158826460476,20.436293675989074,38.16656624494426,48.278898444893045,20.436293675989074,48.278898444893045,False,,-0.3301760925773207,0.6,0.8,0.09440894199236352,0.5354501514449487,-0.19702034333959106,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
WFC,Wells Fargo & Company,Financial Services,Banks - Diversified,252894101600.0,2026-06-30,True,3060190000.0,0.93,82.64,bank,-0.04374518743387332,-0.026488611959831543,-0.14563569263191256,0.02363216681608238,0.0,0.12,0.25,0.14563569263191256,0.26563569263191256,0.14563569263191256,0.26563569263191256,37.61887394768632,72.25958942644154,92.87737500489226,37.61887394768632,92.87737500489226,False,,-0.12561000210017503,0.6,0.8,0.10263392972399746,0.5206073580861041,-0.14648861195983154,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
C,Citigroup Inc.,Financial Services,Banks - Diversified,240018803600.0,2026-06-30,True,1714910000.0,1.115,139.96,bank,-0.17695353169111563,-0.14572631294489224,-0.3414145802804709,-0.07494692059420716,0.0,0.12,1.0,0.3414145802804709,0.4614145802804709,0.3414145802804709,0.4614145802804709,17.34061485699267,63.6779512253567,94.80630046237717,17.34061485699267,94.80630046237717,False,,-0.5450274991043391,0.6,0.8,0.15123382984313186,0.27231741165201934,-0.26572631294489224,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities,160221300580.0,2026-06-30,True,705914000.0,0.78,226.97,reit,-0.18127692684688892,-0.15634520158140275,-0.25607210264334745,-0.15634520158140275,0.0,0.12,1.0,0.25607210264334745,0.37607210264334745,0.25607210264334745,0.37607210264334745,51.71573282358934,97.00460744722065,97.00460744722065,51.71573282358934,97.00460744722065,False,,-0.5726104443440955,0.6,0.8,0.06786345053097234,0.5331265615576808,-0.27634520158140274,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
PGR,The Progressive Corporation,Financial Services,Insurance - Property & Casualty,127648417650.0,2026-06-30,True,584337000.0,0.27,218.45,insurance,-0.05475463775882189,-0.02474512282147545,-0.23011402206274822,0.06058571667041157,0.0,0.12,0.25,0.23011402206274822,0.3501140220627482,0.23011402206274822,0.3501140220627482,59.08593306613604,192.72706308845412,293.14393890992693,59.08593306613604,293.14393890992693,False,,-0.1177520572741857,0.6,0.8,0.1633498693665799,0.3065782880685414,-0.14474512282147545,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,126303828859.99998,2026-06-30,True,932337999.9999999,1.334,135.47,reit,-0.07239776276812754,-0.05657723617569954,-0.11985934254541153,-0.05657723617569954,0.0,0.12,0.25,0.11985934254541153,0.23985934254541152,0.11985934254541153,0.23985934254541152,71.54899660843697,101.24530345320083,101.24530345320083,71.54899660843697,101.24530345320083,False,,-0.25263672065253684,0.6,0.8,0.04964105318485599,0.7066895368782162,-0.17657723617569954,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
PNC,"The PNC Financial Services Group, Inc.",Financial Services,Banks - Regional,98873334300.0,2026-06-30,True,401565000.0,0.918,246.22,bank,-0.05948956458457272,-0.043676944822583774,-0.15143232734889978,0.0008279586557764507,0.0,0.12,0.25,0.15143232734889978,0.27143232734889977,0.15143232734889978,0.27143232734889977,108.33174542328702,196.94567893695537,247.2409891755488,108.33174542328702,247.2409891755488,False,,-0.20012314622307137,0.6,0.8,0.0941301430023381,0.5500590112361149,-0.16367694482258377,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
BNY,Bank of New York Mellon Corp,Financial Services,Investment - Banking & Investment Services,99257267190.00002,2026-06-30,True,686379000.0,1.065,144.61,bank,-0.20000700835586038,-0.17983023743821058,-0.31587651466515043,-0.12449104388186993,0.0,0.12,1.0,0.31587651466515043,0.4358765146651504,0.31587651466515043,0.4358765146651504,21.670594424601514,53.66820821694738,74.3877275296235,21.670594424601514,74.3877275296235,False,,-0.628876231125459,0.6,0.8,0.11369273539164024,0.40378829747773026,-0.2998302374382106,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
