ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh,model_family,watchlist_reason,event_flags,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,revenue,revenue_cagr,revenue_volatility,gross_margin,current_operating_margin,reported_operating_income,one_off_items_latest,normalized_operating_margin,normalized_operating_income,normalized_nopat,normalized_fcf,normalized_fcf_per_share,margin_volatility,tax_rate,roic,incremental_roic,net_debt,total_debt,interest_expense_known,interest_coverage,net_debt_to_ebitda,sbc_intensity,dividends_paid,buybacks,net_share_change_cagr,ocf_to_net_income,shares_diluted,analyst_growth,analyst_dispersion,has_estimates,risk_free,wacc,cost_of_debt_after_tax,roic_minus_wacc,filing_age_days,data_confidence,financial_persistence_score,roic_above_wacc_years,cyclicality,model_confidence,risk_flags
APO,"Apollo Global Management, Inc.",NYSE,common_stock,False,2011-03-30,Financial Services,Asset Management,US,576517512.9967135,1.488,77184164640.44,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,133.88,2026-06-12,77184164640.0,497868228.01096773,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AON,Aon plc,NYSE,common_stock,False,1980-06-02,Financial Services,Insurance - Brokers,US,213576948.99943337,0.714,71614486769.19,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,335.31,2026-06-12,71614486769.0,466563895.16516125,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPG,"Simon Property Group, Inc.",NYSE,common_stock,False,1993-12-14,Real Estate,REIT - Retail,US,324282000.0,1.346,69675230520.0,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,219.04,2026-06-12,71030729280.0,332667351.4077419,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRV,"The Travelers Companies, Inc.",NYSE,common_stock,False,1975-11-17,Financial Services,Insurance - Property & Casualty,US,212644693.00072262,0.495,64507894068.48,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,304.46,2026-06-12,64741803231.0,457005501.66129035,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLR,"Digital Realty Trust, Inc.",NYSE,common_stock,False,2004-10-29,Real Estate,REIT - Specialty,US,351406000.0,1.046,64542740019.99999,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,184.2,2026-06-12,64728985199.99999,390809024.4029032,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFC,Truist Financial Corporation,NYSE,common_stock,False,1980-03-18,Financial Services,Banks - Regional,US,1245879274.9903214,0.884,63141161657.0,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,51.66,2026-06-12,64362123346.0,427596733.06741935,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFL,Aflac Incorporated,NYSE,common_stock,False,1980-03-17,Financial Services,Insurance - Life,US,508985000.0,0.61,59749749150.0,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,117.8,2026-06-12,59958433000.0,294668556.4387097,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,Realty Income Corporation,NYSE,common_stock,False,1994-10-18,Real Estate,REIT - Retail,US,932492530.0063776,0.734,58485931481.6,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,62.72,2026-06-12,58485931482.0,367785209.26,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSA,Public Storage,NYSE,common_stock,False,1980-11-18,Real Estate,REIT - Industrial,US,175545747.99963182,0.963,56950200474.664,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,325.94,2026-06-12,57217381102.99999,304527337.7725807,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MET,"MetLife, Inc.",NYSE,common_stock,False,2000-04-05,Financial Services,Insurance - Life,US,643437000.0,0.783,57162943080.0,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,88.84,2026-06-12,57162943080.0,284603699.2725807,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALL,The Allstate Corporation,NYSE,common_stock,False,1993-06-03,Financial Services,Insurance - Property & Casualty,US,257421000.0,0.192,57492406140.0,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,221.63,2026-06-12,57052216230.0,344597033.91935486,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJG,Arthur J. Gallagher & Co.,NYSE,common_stock,False,1984-06-20,Financial Services,Insurance - Brokers,US,256942000.0,0.533,56758487800.0,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,218.69,2026-06-12,56190645980.0,412190342.29193544,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STT,State Street Corporation,NYSE,common_stock,False,1980-03-17,Financial Services,Asset Management,US,276767033.0012528,1.451,45625045390.049995,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,167.63,2026-06-12,46394457742.0,314827528.1993548,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARES,Ares Management Corporation,NYSE,common_stock,False,2014-05-02,Financial Services,Asset Management,US,328414955.99703485,1.516,44680854764.0,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,134.9,2026-06-12,44303177564.0,381877029.52774197,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI,MSCI Inc.,NYSE,common_stock,False,2007-11-15,Financial Services,Financial - Data & Stock Exchanges,US,72800000.0,1.226,43563520000.0,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,599.12,2026-06-12,43615936000.0,362024431.28806454,True,financial_other,financial_sector_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMP,"Ameriprise Financial, Inc.",NYSE,common_stock,False,2005-09-15,Financial Services,Asset Management,US,89897100.0,1.166,41147700612.0,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,459.13,2026-06-12,41274455523.0,313696524.98806447,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VTR,"Ventas, Inc.",NYSE,common_stock,False,1997-05-05,Real Estate,REIT - Healthcare Facilities,US,486169723.0023641,0.734,41061894804.579994,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,84.6,2026-06-12,41129958566.0,359627191.0093549,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCI,Crown Castle Inc.,NYSE,common_stock,False,1998-08-18,Real Estate,REIT - Specialty,US,436451982.99696183,0.948,40171040515.32,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,92.16,2026-06-12,40223414753.0,325638813.37387097,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIG,"American International Group, Inc.",NYSE,common_stock,False,1973-01-02,Financial Services,Insurance - Diversified,US,530206221.0060734,0.541,39935132565.71999,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,75.74,2026-06-12,40157819179.0,316666864.54,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRM,Iron Mountain Incorporated,NYSE,common_stock,False,1996-02-01,Real Estate,REIT - Specialty,US,297524680.996542,1.218,37241164320.770004,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,127.24,2026-06-12,37857040410.0,177316324.78935486,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRU,"Prudential Financial, Inc.",NYSE,common_stock,False,2001-12-13,Financial Services,Insurance - Life,US,347325107.0046083,0.855,37684774109.5,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,108.5,2026-06-12,37684774110.0,222884004.9864516,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIG,"The Hartford Financial Services Group, Inc.",NYSE,common_stock,False,1995-12-15,Financial Services,Insurance - Property & Casualty,US,274130819.996914,0.475,35505423806.4,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,129.62,2026-06-12,35532836888.0,223556971.0919355,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTB,M&T Bank Corporation,NYSE,common_stock,False,1980-03-17,Financial Services,Banks - Regional,US,146445060.0008625,0.587,33957680512.8,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,231.88,2026-06-12,33957680512.999996,249543413.85741934,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICI,VICI Properties Inc.,NYSE,common_stock,False,2018-01-02,Real Estate,REIT - Specialty,US,1076780186.9915848,0.676,30774377744.46,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,28.52,2026-06-12,30709770932.999996,227843775.0419355,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJF,"Raymond James Financial, Inc.",NYSE,common_stock,False,1983-07-01,Financial Services,Financial - Capital Markets,US,194883034.00259066,0.951,29314305974.28,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,154.4,2026-06-12,30089940450.0,221579900.52451614,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFG,"Citizens Financial Group, Inc.",NYSE,common_stock,False,2014-09-24,Financial Services,Banks - Regional,US,422881999.99999994,1.021,27470414719.999996,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,67.65,2026-06-12,28607967300.0,291487378.54483867,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVB,"AvalonBay Communities, Inc.",NYSE,common_stock,False,1994-03-11,Real Estate,REIT - Residential,US,141872000.0,0.789,26155521920.000004,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,187.03,2026-06-12,26534320160.0,205460835.3554839,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WRB,W. R. Berkley Corporation,NYSE,common_stock,False,1973-10-23,Financial Services,Insurance - Property & Casualty,US,372277000.0,0.311,25143588580.000004,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,68.27,2026-06-12,25415350790.0,159458054.38,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQR,Equity Residential,NYSE,common_stock,False,1993-08-12,Real Estate,REIT - Residential,US,374672000.0,0.764,25230412480.0,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,67.34,2026-06-12,25230412480.0,197545866.06419355,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RF,Regions Financial Corporation,NYSE,common_stock,False,1980-03-17,Financial Services,Banks - Regional,US,853380000.0,1.027,24654148200.0,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,29.27,2026-06-12,24978432600.0,327193978.6364516,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYF,Synchrony Financial,NYSE,common_stock,False,2014-07-31,Financial Services,Financial - Credit Services,US,336370241.9983642,1.321,23434914760.14,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,73.36,2026-06-12,24676120953.0,274103594.4190323,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEY,KeyCorp,NYSE,common_stock,False,1987-11-05,Financial Services,Banks - Regional,US,1084230000.0,1.041,23831375400.0,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,22.7,2026-06-12,24612021000.0,274369266.60580647,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L,Loews Corporation,NYSE,common_stock,False,1980-03-17,Financial Services,Insurance - Property & Casualty,US,205768873.00221974,0.535,22093403894.010002,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,108.12,2026-06-12,22247730549.0,85316826.22903225,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRO,"Brown & Brown, Inc.",NYSE,common_stock,False,1981-02-11,Financial Services,Insurance - Brokers,US,338948000.0,0.624,20455511800.0,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,59.99,2026-06-12,20333490520.0,206824702.91290322,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESS,"Essex Property Trust, Inc.",NYSE,common_stock,False,1994-06-07,Real Estate,REIT - Residential,US,64262900.0,0.729,18234597875.0,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,283.75,2026-06-12,18234597875.0,129969870.7567742,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INVH,Invitation Homes Inc.,NYSE,common_stock,False,2017-02-01,Real Estate,REIT - Residential,US,594042000.0,0.853,17732153700.0,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,29.68,2026-06-12,17631166560.0,157080687.81709677,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIM,Kimco Realty Corporation,NYSE,common_stock,False,1991-11-22,Real Estate,REIT - Retail,US,674390000.0,0.981,17365542500.0,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,25.91,2026-06-12,17473444900.0,115114445.0003226,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN,"Franklin Resources, Inc.",NYSE,common_stock,False,1983-09-23,Financial Services,Asset Management,US,519637161.9981325,1.593,16695942015.060001,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,32.13,2026-06-12,16695942015.0,144106043.61580646,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAA,"Mid-America Apartment Communities, Inc.",NYSE,common_stock,False,1994-01-28,Real Estate,REIT - Residential,US,116384802.00100769,0.744,16328787720.6,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,138.93,2026-06-12,16169340542.0,127255026.95387097,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPN,Global Payments Inc.,NYSE,common_stock,False,2001-01-16,Financial Services,Financial - Credit Services,US,236695114.00088614,0.767,16026626169.0,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,67.71,2026-06-12,16026626169.0,235263829.54903227,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOC,"Healthpeak Properties, Inc.",NYSE,common_stock,False,1985-05-23,Real Estate,REIT - Healthcare Facilities,US,689420000.0,1.029,14219287500.0,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,20.69,2026-06-12,14264099800.0,181176406.2283871,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG,"Everest Re Group, Ltd.",NYSE,common_stock,False,1995-10-03,Financial Services,Insurance - Reinsurance,US,39571602.00058928,0.305,13430601718.8,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,339.4,2026-06-12,13430601719.000002,128678310.15612903,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GL,Globe Life Inc.,NYSE,common_stock,False,1980-10-01,Financial Services,Insurance - Life,US,77644800.0,0.499,12819156480.0,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,166.76,2026-06-12,12948046848.0,84464816.68580644,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIZ,"Assurant, Inc.",NYSE,common_stock,False,2004-02-05,Financial Services,Insurance - Specialty,US,49547637.001417674,0.569,12869998710.75,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,260.99,2026-06-12,12931437781.0,95028884.57258065,True,insurance,insurance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IVZ,Invesco Ltd.,NYSE,common_stock,False,1995-08-25,Financial Services,Asset Management,US,443296629.011065,1.589,12820138510.68,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,28.92,2026-06-12,12820138511.0,137128414.69451612,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UDR,"UDR, Inc.",NYSE,common_stock,False,1980-03-17,Real Estate,REIT - Residential,US,324916000.0,0.712,12743205520.0,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,39.4,2026-06-12,12801690400.0,173688863.55,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPT,Camden Property Trust,NYSE,common_stock,False,1993-07-22,Real Estate,REIT - Residential,US,100520000.0,0.814,11503508800.0,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,114.98,2026-06-12,11557789600.0,131438628.48903225,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRT,Federal Realty Investment Trust,NYSE,common_stock,False,1973-05-03,Real Estate,REIT - Retail,US,86389196.99618563,0.94,10881151308.135,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,125.84,2026-06-12,10871216550.0,105375738.4932258,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXP,"BXP, Inc.",NYSE,common_stock,False,1997-06-18,Real Estate,REIT - Office,US,159477000.0,1.062,10570135560.0,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,66.28,2026-06-12,10570135560.0,105169879.33806452,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,"Alexandria Real Estate Equities, Inc.",NYSE,common_stock,False,1997-05-28,Real Estate,REIT - Office,US,174269000.0,1.202,9435795005.0,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,53.17,2026-06-12,9265882730.0,109564111.04548387,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDS,FactSet Research Systems Inc.,NYSE,common_stock,False,1996-06-28,Financial Services,Financial - Data & Stock Exchanges,US,36431126.99867308,0.707,8621061893.279999,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,241.16,2026-06-12,8785730587.0,231100569.3667742,True,financial_other,financial_sector_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBKR,"Interactive Brokers Group, Inc.",NASDAQ,common_stock,False,2007-05-04,Financial Services,Investment - Banking & Investment Services,US,1719878628.0035238,1.329,146912032403.76,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,90.81,2026-06-12,156182178209.0,396996242.04096776,True,bank,bank_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQIX,"Equinix, Inc.",NASDAQ,common_stock,False,2000-08-11,Real Estate,REIT - Specialty,US,98624200.00000001,0.97,102562757427.0,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,1055.85,2026-06-12,104132361570.0,629270837.4454839,True,reit,reit_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CME,CME Group Inc.,NASDAQ,common_stock,False,2002-12-06,Financial Services,Financial - Data & Stock Exchanges,US,362356000.00000006,0.244,95002496080.0,2026-06-12,fmp:company-screener,2026-06-13T10:24:26.283810+00:00,269.53,2026-06-12,97665812680.0,805166918.6967741,True,financial_other,financial_sector_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
