rank,ticker,price,expected_irr,median_irr,p10_irr,p90_irr,above_hurdle_weight,hurdle_rate,permanent_loss_weight,expected_shortfall,hurdle_cvar,intrinsic_value_low,intrinsic_value_base,intrinsic_value_high,upside_to_base,model_confidence,data_confidence,model_uncertainty,business_quality,valuation_excess,evidence_confidence,name,sector,industry,model_family,market_cap,financial_persistence_score,roic,incremental_roic,wacc,roic_minus_wacc,normalized_operating_margin,current_operating_margin,revenue_cagr,net_debt_to_ebitda,sbc_intensity,net_share_change_cagr,risk_flags,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,price_as_of,is_price_fresh,downside_penalty,ambiguity_penalty,permanent_loss_penalty,hurdle_penalty,robust_return
235,XPEL,45.13,0.0005655313783791173,0.007049755961634244,-0.08683680999092755,0.07499942358117553,0.0,0.12,0.25,0.08683680999092755,0.20683680999092754,19.516323438203077,29.863613261749556,40.667185193537925,-0.3382757974351971,0.6535,1.0,0.09131311678605154,0.8716,-0.11295024403836575,0.6535,"XPEL, Inc.",Consumer Cyclical,Auto - Parts,general_dcf,1243827253.0,0.8716,0.19634051767265542,0.12962199658847973,0.09948620621801274,0.09685431145464268,0.14387180935583427,0.13178179026399237,0.23298730904964726,-0.3096659015557256,0.005781184376312473,0.000603151006329572,cyclical_revenue,8,2025,ttm,2026-05-08,2026-06-12,True,0.08683680999092755,0.04565655839302577,0.125,0.20683680999092754,-0.20683680999092754
236,ADP,226.21,-0.0004046512061904317,0.011654865174205071,-0.09567840834206433,0.07075007316889245,0.0,0.12,0.25,0.09567840834206433,0.2156784083420643,104.32210160781212,165.66891950430772,212.11356060978127,-0.267632202359278,0.9055,1.0,0.0860492407554784,0.9696,-0.10834513482579493,0.9055,"Automatic Data Processing, Inc.",Industrials,Staffing & Employment Services,general_dcf,90423891931.0,0.9696,0.44951304447842705,1.6727003162548022,0.08532110355070817,0.3641919409277189,0.22604047931542276,0.19199092613596908,0.06389343834085914,0.1509027162085919,0.012680574505535709,-0.015108784872464032,,8,2025,ttm,2026-04-30,2026-06-12,True,0.09567840834206433,0.0430246203777392,0.125,0.2156784083420643,-0.2156784083420643
237,LMT,540.33,-0.0009635871585487333,-0.0021619112456391747,-0.05598009729437759,0.05644957115146101,0.0,0.12,0.0,0.05598009729437759,0.17598009729437758,305.86793366113716,376.3586467048638,491.96814930278606,-0.30346520329268445,0.8726,1.0,0.0600368342229193,0.9652,-0.12216191124563917,0.8726,Lockheed Martin Corporation,Industrials,Aerospace & Defense,general_dcf,124580434311.0,0.9652,0.24169910069956116,-0.22619799174616526,0.06715029456221919,0.17454880613734197,0.129345407397142,0.09880849364308061,0.04882312670059519,2.063995609220637,0.003921800772520756,-0.04412001399874721,incremental_roic_below_wacc,8,2025,ttm,2026-04-23,2026-06-12,True,0.05598009729437759,0.03001841711145965,0.0,0.17598009729437758,-0.17598009729437758
238,SENEA,175.37,-0.0009822127169172579,0.07667181398137474,-0.44501257793453985,0.28774009910412135,0.25,0.12,0.25,0.44501257793453985,0.5650125779345399,30.700196419162413,179.03019304504602,386.601766956393,0.020871261019820952,0.6758,1.0,0.3761023385193306,0.4628,-0.04332818601862526,0.6758,Seneca Foods Corporation,Consumer Defensive,Packaged Foods,general_dcf,1199004690.0,0.4628,0.11543961362481928,0.2677036913693718,0.06526225429100276,0.05017735933381652,0.051026385228925955,0.0894102761082742,0.04747079928159881,1.208249951920328,0.00014882431801406903,-0.04626928528758456,peak_cycle_margins,8,2026,ttm,2026-06-11,2026-06-12,True,0.44501257793453985,0.1880511692596653,0.125,0.5650125779345399,-0.5650125779345399
239,ABBV,227.73,-0.0011148572230012949,0.016464540929882806,-0.16640910111600532,0.12902059036423452,0.25,0.12,0.25,0.16640910111600532,0.2864091011160053,72.23296122807248,178.2201541638783,297.58544504439664,-0.21740590100611112,0.6379,1.0,0.15857784574011993,0.8471,-0.10353545907011719,0.6379,AbbVie Inc.,Healthcare,Drug Manufacturers - General,general_dcf,402351729126.0,0.8471,0.17156849812017677,,0.06734998526199934,0.10421851285817743,0.28007514501636444,0.2760470558270587,0.09331472871090596,2.5009654411474957,0.015614780902550687,-0.000750469325035974,,8,2025,ttm,2026-05-08,2026-06-12,True,0.16640910111600532,0.07928892287005997,0.125,0.2864091011160053,-0.2864091011160053
240,PM,184.3,-0.0012298422472667575,0.012231935586896753,-0.10810572396731001,0.07872248380444948,0.0,0.12,0.25,0.10810572396731001,0.22810572396731,79.85492364261306,143.2099932263179,194.6542204209282,-0.22295174592339728,0.8815,1.0,0.09696910388587975,0.9783,-0.10776806441310324,0.8815,Philip Morris International Inc.,Consumer Defensive,Tobacco,general_dcf,287242395318.0,0.9783,0.3218184560068495,0.0740186415125545,0.06628823131586181,0.2555302246909877,0.375011668771804,0.3683030872677319,0.046226778751697895,2.686503351051537,0.0,0.0023186132197321463,,8,2025,ttm,2026-04-24,2026-06-12,True,0.10810572396731001,0.04848455194293987,0.125,0.22810572396731,-0.22810572396731
241,APOG,40.14,-0.0017274250945774478,0.03243203358724717,-0.24615969929145642,0.1743859317386523,0.25,0.12,0.25,0.24615969929145642,0.3661596992914564,8.628495978154085,30.25019942134835,54.075346503446696,-0.24638267510342926,0.6856,1.0,0.21970481551505436,0.5759,-0.08756796641275283,0.6856,"Apogee Enterprises, Inc.",Industrials,Construction,general_dcf,857029341.0,0.5759,0.09893763476959759,0.24467864993544508,0.08836944397111082,0.010568190798486768,0.06172596439153899,0.07002113568913096,0.00021333886577878935,1.6639368019466294,0.0068605489850678434,-0.01451492175359248,,8,2026,ttm,2026-04-24,2026-06-12,True,0.24615969929145642,0.10985240775752718,0.125,0.3661596992914564,-0.3661596992914564
242,TOL,147.13,-0.0017694391754048203,0.02529895585612397,-0.2121730099286651,0.1544973415147979,0.25,0.12,0.25,0.2121730099286651,0.3321730099286651,45.68990162522383,105.9751431965924,167.98805411122405,-0.2797176429239965,0.6257,0.95,0.19606417572173152,0.4648,-0.09470104414387603,0.594415,"Toll Brothers, Inc.",Consumer Cyclical,Residential Construction,general_dcf,13752388230.0,0.4648,0.11852177996790493,0.21316200440554714,0.10452614809294405,0.013995631874960876,0.13147645009187384,0.14644124254031463,0.06315655126833652,1.0724477889115813,0.0027250584046450825,-0.06719580283712012,,8,2025,ttm,2026-05-29,2026-06-12,True,0.2121730099286651,0.09803208786086576,0.125,0.3321730099286651,-0.3321730099286651
243,NBIX,159.76,-0.0022581800687475687,0.009768760757287994,-0.1551696092879865,0.12659936749842024,0.25,0.12,0.25,0.1551696092879865,0.2751696092879865,57.89641141129442,130.43227049099963,220.67947319449164,-0.18357366993615654,0.5137,0.95,0.15697348839320338,0.8836,-0.110231239242712,0.48801500000000003,"Neurocrine Biosciences, Inc.",Healthcare,Biotechnology,general_dcf,16063865284.000002,0.8836,0.2421387170594009,0.36845805453882907,0.0696968455773266,0.1724418714820743,0.14440098376977267,0.2519017534811759,0.3019126214379009,-1.1216566005176876,0.08300428820107841,0.014942446383087171,heavy_sbc;cyclical_revenue;peak_cycle_margins,8,2025,ttm,2026-05-05,2026-06-12,True,0.1551696092879865,0.07848674419660169,0.125,0.2751696092879865,-0.2751696092879865
244,ORLY,91.02,-0.0028605324143427154,0.014178586209891394,-0.12245097403065297,0.08265167195349932,0.0,0.12,0.25,0.12245097403065297,0.24245097403065297,39.760742486972624,71.2696016306741,94.65744071536604,-0.21698965468387055,0.9176,1.0,0.10502332299207615,0.9852,-0.1058214137901086,0.9176,"O'Reilly Automotive, Inc.",Consumer Cyclical,Specialty Retail,general_dcf,75429646491.0,0.9852,0.37451865338884893,0.19740063058460058,0.06842554889313773,0.3060931044957112,0.19813277759802017,0.19558556877559755,0.09309116056016165,2.0754814848813536,0.0017398535945232336,-0.031709650607369966,,8,2025,ttm,2026-05-08,2026-06-12,True,0.12245097403065297,0.05251166149603807,0.125,0.24245097403065297,-0.24245097403065297
245,JNJ,240.87,-0.0028697629753878275,0.008461686337250314,-0.09244492520956551,0.06404250063351358,0.0,0.12,0.25,0.09244492520956551,0.2124449252095655,123.10884123285429,186.61312434901416,234.3691134215783,-0.22525377029512117,0.9219,1.0,0.08058671292153954,0.9873,-0.11153831366274969,0.9219,Johnson & Johnson,Healthcare,Drug Manufacturers - General,general_dcf,579826351805.0,0.9873,0.2911179275794676,0.12066491948116082,0.06926504268335881,0.22185288489610877,0.26112666111616145,0.2686951287852058,0.020747946632048597,-0.13652719540845154,0.013645063939219578,-0.02815093071096164,,8,2025,ttm,2026-04-22,2026-06-12,True,0.09244492520956551,0.04029335646076977,0.125,0.2124449252095655,-0.2124449252095655
246,ECVT,13.09,-0.0032798579311929324,0.01536216097883883,-0.20792029309086496,0.16407653940841557,0.25,0.12,0.25,0.20792029309086496,0.32792029309086496,4.314583519242827,9.407027590559796,16.4462079108889,-0.2813577088953555,0.4705,1.0,0.20188341624964026,0.3497,-0.10463783902116117,0.4705,Ecovyst Inc.,Basic Materials,Chemicals - Specialty,general_dcf,1432746106.0,0.3497,0.15158042622620946,,0.09685714828298082,0.054723277943228635,0.11898253209355958,0.11769056161675331,-0.10783393403825503,-0.7376055048142373,0.01993348408004054,-0.06114439660790005,thin_interest_coverage;cyclical_revenue,8,2025,ttm,2026-05-05,2026-06-12,True,0.20792029309086496,0.10094170812482013,0.125,0.32792029309086496,-0.32792029309086496
247,BWA,74.51,-0.004871822700079031,0.01433573449030521,-0.16877345551620235,0.12061469573527579,0.25,0.12,0.25,0.16877345551620235,0.28877345551620237,27.054282515438416,54.45498514653861,81.48189485838935,-0.26915870156303034,0.6195,1.0,0.15610907562573909,0.792,-0.10566426550969478,0.6195,BorgWarner Inc.,Consumer Cyclical,Auto - Parts,general_dcf,15283114254.0,0.792,0.139396248699493,,0.08682266248978981,0.05257358620970318,0.09291459650866038,0.0968327054555602,0.04482846214378666,1.1134429948950653,0.0,-0.04184480794355783,cyclical_revenue,8,2025,ttm,2026-05-06,2026-06-12,True,0.16877345551620235,0.07805453781286954,0.125,0.28877345551620237,-0.28877345551620237
248,CRH,106.48,-0.004912637325469375,0.013647174177458539,-0.15629664871376006,0.10935175105696547,0.0,0.12,0.25,0.15629664871376006,0.27629664871376003,38.94052729836088,73.00243853423025,106.42096057267545,-0.3144023428415642,0.7326,1.0,0.14084619988536276,0.6191,-0.10635282582254146,0.7326,CRH plc,Basic Materials,Construction Materials,general_dcf,71149959000.0,0.6191,0.14291346082639314,0.11322077026631924,0.09147116561668427,0.051442295209708874,0.11905688203751513,0.1318040296138568,0.06558452998339614,1.742115726471493,0.0036388109921342182,-0.043576135583205944,,8,2025,ttm,2026-04-30,2026-06-12,True,0.15629664871376006,0.07042309994268138,0.125,0.27629664871376003,-0.27629664871376003
249,MCD,284.81,-0.005761800454274605,0.013153008325025466,-0.14867934188077922,0.09932612341362987,0.0,0.12,0.25,0.14867934188077922,0.26867934188077924,105.21503151025998,221.11248857829725,324.0964953939196,-0.223649139502485,0.8183,1.0,0.12945373264720456,0.9395,-0.10684699167497452,0.8183,McDonald's Corporation,Consumer Cyclical,Restaurants,general_dcf,202359213860.0,0.9395,0.18972715134294454,0.1313843047272597,0.065,0.12472715134294454,0.43523389640373805,0.46012314642766056,0.03411765915312581,3.611066290170768,0.006635802469135803,-0.012660165475957386,elevated_leverage,8,2025,ttm,2026-05-07,2026-06-12,True,0.14867934188077922,0.06472686632360228,0.125,0.26867934188077924,-0.26867934188077924
250,DORM,127.86,-0.005892215551284566,0.00604260592954236,-0.13112712677684604,0.09547305271262306,0.0,0.12,0.25,0.13112712677684604,0.251127126776846,48.23171723018101,87.11562284985283,128.48565259477905,-0.31866398521935846,0.7137,1.0,0.12188908974473454,0.7601,-0.11395739407045763,0.7137,"Dorman Products, Inc.",Consumer Cyclical,Auto - Parts,general_dcf,3820814808.0,0.7601,0.13298073270743546,0.16334507141083446,0.08843775469050277,0.04454297801693269,0.12478822318071411,0.15577878002060985,0.11834008448215294,1.2535694283544188,0.007471641655845594,-0.011978609345190017,,8,2025,ttm,2026-05-04,2026-06-12,True,0.13112712677684604,0.06094454487236727,0.125,0.251127126776846,-0.251127126776846
251,COLM,66.99,-0.006162435033183977,-0.011006276874104487,-0.09515721509815189,0.09252002871362495,0.0,0.12,0.25,0.09515721509815189,0.2151572150981519,33.75253573475524,41.57117596159502,64.93259218596677,-0.37944206655329127,0.6156,0.95,0.10687062190588843,0.6827,-0.1310062768741045,0.58482,Columbia Sportswear Company,Consumer Cyclical,Apparel - Manufacturers,general_dcf,3425922192.0,0.6827,0.10330625972933499,-0.6215538189475892,0.0881784737872843,0.015127785942050692,0.1012277998231412,0.05976617383039081,0.02787405223449957,-0.24139641284915128,0.007135079315128941,-0.05760302959843322,incremental_roic_below_wacc,8,2025,ttm,2026-05-07,2026-06-12,True,0.09515721509815189,0.053435310952944216,0.125,0.2151572150981519,-0.2151572150981519
252,AMR,200.82,-0.0067727444333285924,0.04057810352824166,-0.49797561536106516,0.3897284305712675,0.25,0.12,0.25,0.49797561536106516,0.6179756153610652,20.249226411897347,167.4962618314074,635.4907007071026,-0.16593834363406335,0.396,1.0,0.46197202296616635,0.3375,-0.07942189647175833,0.396,"Alpha Metallurgical Resources, Inc.",Energy,Coal,general_dcf,2553350792.0,0.3375,-0.024486830263807702,-1.5831251829854867,0.07565318813976336,-0.10014001840357106,0.08622001275763003,-0.01489886271496355,0.006772699564470797,-2.2944190349271247,0.005478166408702844,-0.11106793180753194,thin_interest_coverage;cyclical_revenue;incremental_roic_below_wacc,8,2025,ttm,2026-05-08,2026-06-12,True,0.49797561536106516,0.23098601148308318,0.125,0.6179756153610652,-0.6179756153610652
253,GPOR,166.41,-0.006971582150435973,0.13418098275142254,-0.95,0.653751705895411,0.75,0.12,0.25,0.95,1.0699999999999998,-60.527492487717005,219.37377927771504,1481.259825207838,0.31827281580262623,0.4011,1.0,0.8198428529477054,0.5312,0.014180982751422544,0.4011,Gulfport Energy Corporation,Energy,Oil & Gas Exploration & Production,general_dcf,2990327959.0000005,0.5312,0.23954920784422326,-0.18180269474988384,0.06634763310495849,0.17320157473926479,0.2909381867808372,0.45236098782704043,-0.015696009518415655,0.8719457095255743,0.009184550069624571,-0.027831164775449335,cyclical_revenue;peak_cycle_margins;incremental_roic_below_wacc,8,2025,ttm,2026-05-06,2026-06-12,True,0.95,0.4099214264738527,0.125,1.0699999999999998,-1.0643120078184043
254,USLM,108.39,-0.008071070718870005,0.0014907418750226774,-0.11698481318890114,0.08171904656337577,0.0,0.12,0.25,0.11698481318890114,0.23698481318890113,45.57093876728716,78.88209347544034,112.02973124167748,-0.2722382740525847,0.7278,0.95,0.10901792987613845,0.8825,-0.11850925812497731,0.69141,"United States Lime & Minerals, Inc.",Basic Materials,Construction Materials,general_dcf,3108848050.0,0.8825,0.43720777915567544,1.0189343132982858,0.07998591600794337,0.3572218631477321,0.2386227962520368,0.41631488165672464,0.1450301318537759,-2.1152718639231334,0.011310560551665304,0.0042998941116205724,peak_cycle_margins,8,2025,ttm,2026-04-30,2026-06-12,True,0.11698481318890114,0.054508964938069226,0.125,0.23698481318890113,-0.23698481318890113
255,SWK,83.62,-0.009323911259707496,0.027473575389012718,-0.21345212988089765,0.12120933406404222,0.25,0.12,0.25,0.21345212988089765,0.3334521298808977,19.46915224809583,60.2988825822077,90.19013347632755,-0.2788940136067005,0.6687,1.0,0.17726973197246995,0.6511,-0.09252642461098728,0.6687,"Stanley Black & Decker, Inc.",Industrials,Manufacturing - Tools & Accessories,general_dcf,12999194262.0,0.6511,0.07053716551040634,,0.09537176721128798,-0.024834601700881642,0.11132867047083822,0.07787450269823137,0.011336139540656154,3.6586858365019013,0.0054724263733939614,-0.008945795663361622,elevated_leverage;thin_interest_coverage,8,2025,ttm,2026-04-29,2026-06-12,True,0.21345212988089765,0.08863486598623498,0.125,0.3334521298808977,-0.3334521298808977
256,COKE,187.89,-0.00992263287116655,0.0321712404402206,-0.28898706336331087,0.18495405099820347,0.25,0.12,0.25,0.28898706336331087,0.40898706336331087,45.89557469552021,157.92403256281625,281.8651584651627,-0.15948676053639754,0.7817,0.85,0.24801955718075716,0.8598,-0.0878287595597794,0.664445,"Coca-Cola Consolidated, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,general_dcf,14759022358.000002,0.8598,0.394557314652688,0.7998752912740991,0.06779781420245927,0.3267595004502287,0.09116388649021301,0.13366123414989647,0.06585101882344113,2.0590652516391352,0.0,-0.10856750403406223,,8,2025,ttm,2026-05-06,2026-06-12,True,0.28898706336331087,0.12400977859037858,0.125,0.40898706336331087,-0.40898706336331087
257,VZ,48.11,-0.009974260797025606,-0.0205612076562829,-0.05516157466918227,0.05638694679364565,0.0,0.12,0.0,0.05516157466918227,0.17516157466918225,25.388981114282327,26.339142728887666,42.60363749290632,-0.4525224957620523,0.9027,1.0,0.05869326073141397,0.7606,-0.14056120765628288,0.9027,Verizon Communications Inc.,Communication Services,Telecommunications Services,general_dcf,200886191600.0,0.7606,0.0784689418881008,-0.07161350908395321,0.065,0.0134689418881008,0.22817686263697068,0.2121728256651287,0.007814059039057186,3.891215473052898,0.0,0.0004755112461742872,elevated_leverage;thin_interest_coverage;incremental_roic_below_wacc,8,2025,ttm,2026-05-01,2026-06-12,True,0.05516157466918227,0.029346630365706984,0.0,0.17516157466918225,-0.17516157466918225
258,PLNT,51.01,-0.010051673473208178,-0.0159081087214872,-0.11822567952331148,0.10983520307345318,0.0,0.12,0.25,0.11822567952331148,0.23822567952331147,22.185945532614873,29.99069450881582,54.071997015441895,-0.4120624483666767,0.4899,1.0,0.12933344129838234,0.6871,-0.1359081087214872,0.4899,"Planet Fitness, Inc.",Consumer Cyclical,Leisure,general_dcf,4052376055.0,0.6871,-0.5639291653330558,,0.09334718246754513,-0.657276347800601,0.2645284745918769,0.2965210244974067,0.1271447734317941,-0.0722649480164616,0.007542817102129727,-0.019123192568514247,thin_interest_coverage;cyclical_revenue,8,2025,ttm,2026-05-07,2026-06-12,True,0.11822567952331148,0.06466672064919117,0.125,0.23822567952331147,-0.23822567952331147
259,CNM,48.33,-0.010232164364424513,0.026054387923795757,-0.2730689744814299,0.18003154117614034,0.25,0.12,0.25,0.2730689744814299,0.3930689744814299,11.68509574364766,36.6373653912889,66.8954885711502,-0.24193326316389607,0.5758,1.0,0.23927625782878512,0.5803,-0.09394561207620424,0.5758,"Core & Main, Inc.",Industrials,Industrial - Distribution,general_dcf,9047029522.0,0.5803,0.13614168625272374,0.19382717532811927,0.08124526308956564,0.0548964231631581,0.09006639333492014,0.09521318336385037,0.13244656029909163,2.496191512513602,0.0018814675446848542,-0.07371488260510295,,8,2025,ttm,2026-06-10,2026-06-12,True,0.2730689744814299,0.11963812891439256,0.125,0.3930689744814299,-0.3930689744814299
260,KVUE,18.14,-0.01042717304080723,0.015027509606443373,-0.21656654723919927,0.1448028358630836,0.25,0.12,0.25,0.21656654723919927,0.33656654723919927,4.544300879320831,14.265087779222089,25.41640775649757,-0.21361147854343498,0.7412,0.95,0.1899486915511414,0.5196,-0.10497249039355662,0.70414,Kenvue Inc.,Consumer Defensive,Household & Personal Products,general_dcf,34828957238.0,0.5196,0.12068022198095033,,0.065,0.05568022198095032,0.16265216265216265,0.1962464033481559,0.009098884434247001,2.1279102384291724,0.012173012173012173,0.0012354431745782435,,7,2025,ttm,2026-05-07,2026-06-12,True,0.21656654723919927,0.0949743457755707,0.125,0.33656654723919927,-0.33656654723919927
261,CPA,141.69,-0.010664338705828363,0.16742174056125808,-0.95,0.5724991640541703,0.75,0.12,0.25,0.95,1.0699999999999998,-16.38892524891557,187.58466931968456,781.7588642720735,0.3239090219470997,0.43,1.0,0.7783495820270852,0.6203,0.047421740561258086,0.43,"Copa Holdings, S.A.",Industrials,"Airlines, Airports & Air Services",general_dcf,5842011605.0,0.6203,0.18373619440634295,0.2655426775856456,0.08157427279314035,0.1021619216132026,0.13987624964509954,0.2290533918278767,0.043929130699112084,0.9483970286042351,0.001260918413747858,-0.04548888645500426,cyclical_revenue;peak_cycle_margins,8,2025,ttm,2026-05-14,2026-06-12,True,0.95,0.3891747910135426,0.125,1.0699999999999998,-1.049608651558659
262,TPB,82.55,-0.010725699001341099,0.004705918126273927,-0.1715645535034127,0.11924992124550046,0.0,0.12,0.25,0.1715645535034127,0.2915645535034127,27.44804755319483,64.13570314156932,106.0726752719853,-0.2230684053110924,0.5852,1.0,0.1578512373744566,0.7516,-0.11529408187372607,0.5852,"Turning Point Brands, Inc.",Consumer Defensive,Tobacco,general_dcf,1598787125.0,0.7516,0.13746543801411962,0.55698752922506,0.08680149822279108,0.050663939791328536,0.20430811051491798,0.1767878828206877,0.04837222113850914,1.2050886496330815,0.020082626296234682,0.025555000691828367,thin_interest_coverage;cyclical_revenue,8,2025,ttm,2026-05-08,2026-06-12,True,0.1715645535034127,0.0789256186872283,0.125,0.2915645535034127,-0.2915645535034127
263,OC,121.44,-0.011248808042728327,0.02783328478108163,-0.22881684589083306,0.1281550441577565,0.25,0.12,0.25,0.22881684589083306,0.34881684589083306,28.105522617812024,83.53313182920608,124.53611965999515,-0.31214483012840843,0.7068,1.0,0.18728194502429477,0.6956,-0.09216671521891837,0.7068,Owens Corning,Industrials,Construction,general_dcf,9779359059.0,0.6956,0.055445280098399864,0.0818597082810539,0.09368751623445751,-0.03824223613605764,0.16573043241806382,0.07074608660296808,0.05259538659424767,4.093238434163701,0.007027615559734733,-0.06367503824146103,elevated_leverage;thin_interest_coverage;incremental_roic_below_wacc,8,2025,ttm,2026-05-06,2026-06-12,True,0.22881684589083306,0.09364097251214738,0.125,0.34881684589083306,-0.34881684589083306
264,MSM,116.69,-0.013154259747534494,-0.004502758319722459,-0.10794983056257476,0.0643383082118817,0.0,0.12,0.25,0.10794983056257476,0.22794983056257476,48.19367748425976,77.7661211537458,106.03213442407213,-0.333566533946818,0.8,1.0,0.09214406938722824,0.7874,-0.12450275831972246,0.8,"MSC Industrial Direct Co., Inc.",Industrials,Industrial - Distribution,general_dcf,6515304467.0,0.7874,0.12867779390890682,,0.083088688518997,0.04558910538990982,0.11895971743473244,0.08448389131851623,0.02349840681710269,1.2243357451860486,0.0,-0.0008631470447643119,,8,2025,ttm,2026-04-01,2026-06-12,True,0.10794983056257476,0.04607203469361412,0.125,0.22794983056257476,-0.22794983056257476
265,CHE,419.31,-0.015085023005667579,-0.011760996076918643,-0.0632975028347573,0.026479402965924263,0.0,0.12,0.0,0.0632975028347573,0.1832975028347573,235.63361576957493,288.0781520451006,337.1381724467373,-0.3129709474014438,0.8928,1.0,0.04810445290034078,0.9659,-0.13176099607691863,0.8928,Chemed Corporation,Healthcare,Medical - Care Facilities,general_dcf,5565964548.0,0.9659,0.23718364555676089,-0.025391880827413636,0.07075380351296913,0.16642984204379174,0.15057031488807165,0.129131982548647,0.0512877227709172,0.5589098010732344,0.013175326483463284,-0.03248052271304769,incremental_roic_below_wacc,8,2025,ttm,2026-04-28,2026-06-12,True,0.0632975028347573,0.02405222645017039,0.0,0.1832975028347573,-0.1832975028347573
266,ARW,226.78,-0.015951562054397045,0.0005066030484158825,-0.20747660198539958,0.14265714767097964,0.25,0.12,0.25,0.20747660198539958,0.3274766019853996,48.64807405914887,132.0857110470764,253.77040569876593,-0.4175601417802435,0.598,1.0,0.1871268748281896,0.6278,-0.11949339695158412,0.598,"Arrow Electronics, Inc.",Technology,Technology Distributors,general_dcf,11596156274.0,0.6278,0.09657990267552159,-0.2881828475682196,0.09473651873476469,0.001843383940756907,0.03493179933137719,0.03291834745912163,0.005567924463307339,1.7558090443839995,0.0012402176760904252,-0.07557163811281309,weak_cash_conversion;incremental_roic_below_wacc,8,2025,ttm,2026-05-07,2026-06-12,True,0.20747660198539958,0.0935634374140948,0.125,0.3274766019853996,-0.3274766019853996
267,AGCO,112.49,-0.016145371919264986,-0.02494400520226915,-0.07911529275588688,0.06442181548336524,0.0,0.12,0.25,0.07911529275588688,0.19911529275588688,55.99909607641909,62.593398767236295,96.45067606393305,-0.44356477227099034,0.6001,1.0,0.08376555411962608,0.6784,-0.14494400520226913,0.6001,AGCO Corporation,Industrials,Agricultural - Machinery,general_dcf,8145232165.0,0.6784,0.13895131291736182,-0.1210429051138225,0.0981389986847245,0.040812314232637315,0.07654798088936313,0.06990283775447255,0.010795199544205492,-0.4095247870265832,0.0028169014084507044,-0.009888288177335114,incremental_roic_below_wacc,8,2025,ttm,2026-05-05,2026-06-12,True,0.07911529275588688,0.04188277705981304,0.125,0.19911529275588688,-0.19911529275588688
268,HSY,181.66,-0.016720647291367612,-0.01851018307497722,-0.07489756802679037,0.04503534501127436,0.0,0.12,0.25,0.07489756802679037,0.19489756802679037,91.35215925528496,116.24284271567917,161.1906550239256,-0.3601076587268569,0.81,1.0,0.06566645651903237,0.8434,-0.1385101830749772,0.81,The Hershey Company,Consumer Defensive,Food Confectioners,general_dcf,36848526413.0,0.8434,0.15424605174584108,-0.4027921326222956,0.06732971139208165,0.08691634035375943,0.21786215855119656,0.14080405132911095,0.05971136737461946,2.0316431256338023,0.005598424162477114,-0.003725755580062051,incremental_roic_below_wacc,8,2025,ttm,2026-04-30,2026-06-12,True,0.07489756802679037,0.032833228259516185,0.125,0.19489756802679037,-0.19489756802679037
269,URBN,77.0,-0.01702989889308807,-0.0002332673931959736,-0.18404061885084952,0.11638755806488918,0.0,0.12,0.25,0.18404061885084952,0.30404061885084954,23.330176309632854,49.69230646638692,81.06138690017308,-0.35464537056640366,0.6122,1.0,0.16184808845786935,0.7055,-0.12023326739319597,0.6122,"Urban Outfitters, Inc.",Consumer Cyclical,Apparel - Retail,general_dcf,6593902700.0,0.7055,0.138442336953795,0.17477568898062282,0.09631548977127338,0.042126847182521604,0.08032974084177472,0.09799832837862224,0.06564714479896172,1.0492520431071406,0.0055919415796230575,-0.019284542647847958,,8,2026,ttm,2026-06-09,2026-06-12,True,0.18404061885084952,0.08092404422893468,0.125,0.30404061885084954,-0.30404061885084954
270,MSFT,390.74,-0.01744972553169643,-0.009780221438268172,-0.08981729160732355,0.03957883235707417,0.0,0.12,0.25,0.08981729160732355,0.20981729160732354,165.43704698865665,241.6470179932031,301.6541396308065,-0.3815657009950272,0.8866,1.0,0.06810006198219885,0.9665,-0.12978022143826817,0.8866,Microsoft Corporation,Technology,Software - Infrastructure,general_dcf,2902584738200.0,0.9665,0.314282938036682,0.18198460153252746,0.09898073448768602,0.21530220354899599,0.416838797545377,0.4680164512855316,0.14325890661039442,-0.1106362871652145,0.04379043904667879,-0.004217586191098577,,8,2025,ttm,2026-04-29,2026-06-12,True,0.08981729160732355,0.03405003099109943,0.125,0.20981729160732354,-0.20981729160732354
271,PGNY,26.63,-0.018046324839815463,-0.0023781435564160062,-0.23890691555570806,0.17147790330927823,0.25,0.12,0.25,0.23890691555570806,0.3589069155557081,7.579993704763297,17.92763709453038,34.20336578680989,-0.3267879423758776,0.4571,0.95,0.22297940943249314,0.7582,-0.122378143556416,0.434245,"Progyny, Inc.",Healthcare,Medical - Healthcare Information Services,general_dcf,2085991012.9999998,0.7582,0.36110930911449884,0.535956307512318,0.096634334878704,0.26447497423579486,0.04962749850650054,0.07461448102158566,0.42997451104316897,-1.9533636515435766,0.10977355616459951,-0.05350664643447711,heavy_sbc;cyclical_revenue;peak_cycle_margins,8,2025,ttm,2026-05-08,2026-06-12,True,0.23890691555570806,0.11148970471624657,0.125,0.3589069155557081,-0.3589069155557081
