scenario,probability,intrinsic_value_per_share,irr_5y,irr_3y,exit_value_per_share,total_return_5y,normalized_roe,terminal_growth,irr_5y_status,scenario_is_finite,ticker,model_family,price,affo_growth
bear,0.25,184.26145427926522,-0.1829443341401037,,184.26145427926522,-0.6358685171249427,0.054532922019239635,0.025,valid,True,BRK-B,insurance,506.03,
base,0.5,699.0925241182839,0.06677217335105667,,699.0925241182839,0.3815238703600259,0.13704863806039103,0.025,valid,True,BRK-B,insurance,506.03,
bull,0.25,1085.6627601348869,0.16494047635050202,,1085.6627601348869,1.1454513766671677,0.19900705839248375,0.025,valid,True,BRK-B,insurance,506.03,
bear,0.25,141.4267210937847,-0.16981563620794515,,141.4267210937847,-0.6056582615051731,0.10310767488802763,0.025,valid,True,JPM,bank,358.64,
base,0.5,239.73314896209618,-0.07739910233450786,,239.73314896209618,-0.3315493281226406,0.1574007140531622,0.025,valid,True,JPM,bank,358.64,
bull,0.25,295.2896161160388,-0.03812665511947455,,295.2896161160388,-0.1766405974904115,0.18808364611032238,0.025,valid,True,JPM,bank,358.64,
bear,0.25,20.033608086314416,-0.20397622857430975,,20.033608086314416,-0.6803827682464196,0.0654848946672089,0.025,valid,True,BAC,bank,62.68,
base,0.5,37.41451567854142,-0.09805048786046955,,37.41451567854142,-0.4030868589894476,0.10060908248500378,0.025,valid,True,BAC,bank,62.68,
bull,0.25,47.327590101151316,-0.05464030885865667,,47.327590101151316,-0.24493315090696688,0.12064190793004807,0.025,valid,True,BAC,bank,62.68,
bear,0.25,36.25190905133145,-0.16621075862123347,,36.25190905133145,-0.5970219091670581,0.06930626712072673,0.025,valid,True,WFC,bank,89.96,
base,0.5,69.63387760135285,-0.04993301486564283,,69.63387760135285,-0.22594622497384553,0.1101049575703439,0.025,valid,True,WFC,bank,89.96,
bull,0.25,89.50247038988894,-0.001019260214984663,,89.50247038988894,-0.005085922744676008,0.13438790438440948,0.025,valid,True,WFC,bank,89.96,
bear,0.25,17.005542574399033,-0.34185938030945784,,17.005542574399033,-0.8765208933023596,0.036622939212533706,0.025,valid,True,C,bank,137.72,
base,0.5,62.01888067075891,-0.14747841847008436,,62.01888067075891,-0.549674116535297,0.06738863164241536,0.025,valid,True,C,bank,137.72,
bull,0.25,92.24275514517437,-0.07703113618737667,,92.24275514517437,-0.33021525453692735,0.08804602932593471,0.025,valid,True,C,bank,137.72,
bear,0.25,49.29595424751282,-0.2690001132744392,,49.29595424751282,-0.7912691948701663,,0.025,valid,True,WELL,reit,236.17,0.039999999999999994
base,0.5,88.9676168494741,-0.17737586799445892,,88.9676168494741,-0.6232899316192824,,0.025,valid,True,WELL,reit,236.17,0.06
bull,0.25,88.9676168494741,-0.17737586799445892,,88.9676168494741,-0.6232899316192824,,0.025,valid,True,WELL,reit,236.17,0.06
bear,0.25,69.13180077707085,-0.1282816957834525,,69.13180077707085,-0.4966375362088914,,0.025,valid,True,PLD,reit,137.34,0.039999999999999994
base,0.5,96.55802088592301,-0.06803787596030941,,96.55802088592301,-0.2969417439498834,,0.025,valid,True,PLD,reit,137.34,0.06
bull,0.25,96.55802088592301,-0.06803787596030941,,96.55802088592301,-0.2969417439498834,,0.025,valid,True,PLD,reit,137.34,0.06
bear,0.25,55.377610907173526,-0.24037744200742794,,55.377610907173526,-0.7470764516685384,0.07634698720976336,0.025,valid,True,PGR,insurance,218.95,
base,0.5,180.63122230884403,-0.03774633422734941,,180.63122230884403,-0.17501154460450308,0.19248409528036692,0.025,valid,True,PGR,insurance,218.95,
bull,0.25,274.745783748216,0.046446952087788373,,274.745783748216,0.25483344940952746,0.2797485890589154,0.025,valid,True,PGR,insurance,218.95,
bear,0.25,21.037035517835754,-0.337502281693844,,21.037035517835754,-0.8723790614059952,0.050176013625909094,0.025,valid,True,BNY,bank,164.84,
base,0.5,52.09917090030572,-0.2057565513118803,,52.09917090030572,-0.6839409676030956,0.08734953757494074,0.025,valid,True,BNY,bank,164.84,
bull,0.25,72.2129368244385,-0.1521666801118967,,72.2129368244385,-0.5619210335814213,0.11142063088773126,0.025,valid,True,BNY,bank,164.84,
bear,0.25,27.75924662649063,-0.1521777816791644,,27.75924662649063,-0.5619497139578565,0.07247144988489887,0.025,valid,True,USB,bank,63.37,
base,0.5,52.47732032294984,-0.03701928773434082,,52.47732032294984,-0.17189016375335575,0.11474215025804672,0.025,valid,True,USB,bank,63.37,
bull,0.25,67.13095848439859,0.01159768818882867,,67.13095848439859,0.05934919495658186,0.13980152809248755,0.025,valid,True,USB,bank,63.37,
bear,0.25,105.13139843884723,-0.1560809007549533,,105.13139843884723,-0.5719405601024136,0.07128627375882023,0.025,valid,True,PNC,bank,245.6,
base,0.5,191.12749048977795,-0.04891581741362272,,191.12749048977795,-0.2217936054976467,0.1091478328930633,0.025,valid,True,PNC,bank,245.6,
bull,0.25,239.9369717700673,-0.004654718074185382,,239.9369717700673,-0.023057932532299263,0.13063721709334689,0.025,valid,True,PNC,bank,245.6,
bear,0.25,102.37373733145192,-0.11231961501856447,,102.37373733145192,-0.448833114399419,0.1969166916809465,0.025,valid,True,MRSH,insurance,185.74,
base,0.5,157.758127221793,-0.03212948420217754,,157.758127221793,-0.15065076331542493,0.2899239543726236,0.025,valid,True,MRSH,insurance,185.74,
bull,0.25,163.75825692595876,-0.02487665649416182,,163.75825692595876,-0.11834684545085195,0.3,0.025,valid,True,MRSH,insurance,185.74,
bear,0.25,72.93295232401135,-0.16139724601683814,,72.93295232401135,-0.5852547493658723,,0.025,valid,True,AMT,reit,175.85,-0.01891551106622445
base,0.5,90.70137736040768,-0.12401977561579114,,90.70137736040768,-0.4842116726732575,,0.025,valid,True,AMT,reit,175.85,0.0010844889337755514
bull,0.25,118.42194011653237,-0.0760298099575819,,118.42194011653237,-0.32657412501261085,,0.025,valid,True,AMT,reit,175.85,0.021084488933775552
bear,0.25,158.92515241041622,-0.15520583281590172,,158.92515241041622,-0.5697166578843476,0.07756251085655722,0.025,valid,True,TRV,insurance,369.35,
base,0.5,322.96965173497443,-0.026480349079923582,,322.96965173497443,-0.12557289363754054,0.1318181818181818,0.025,valid,True,TRV,insurance,369.35,
bull,0.25,427.2304070149734,0.029543759040765893,,427.2304070149734,0.15670883177195982,0.1663011255070791,0.025,valid,True,TRV,insurance,369.35,
bear,0.25,110.97504041375475,-0.10043304580365464,,110.97504041375475,-0.41092924033252953,,0.025,valid,True,DLR,reit,188.39,0.039999999999999994
