rank,ticker,price,expected_irr,median_irr,p10_irr,p90_irr,above_hurdle_weight,hurdle_rate,permanent_loss_weight,worst_case_shortfall,worst_case_hurdle_gap,expected_shortfall,hurdle_cvar,intrinsic_value_low,intrinsic_value_base,intrinsic_value_high,intrinsic_value_bear,intrinsic_value_bull,scenario_order_inversion,scenario_order_note,upside_to_base,model_confidence,data_confidence,model_uncertainty,business_quality,valuation_excess,evidence_confidence,valuation_status,invalid_reason,invalid_fields,assumption_flags,valuation_alerts,requires_manual_review,roic_status,catastrophic_tail_floor_applied,catastrophic_tail_scenarios,name,sector,industry,model_family,market_cap,financial_persistence_score,roic,incremental_roic,wacc,roic_minus_wacc,normalized_operating_margin,current_operating_margin,revenue_cagr,net_debt_to_ebitda,sbc_intensity,net_share_change_cagr,risk_flags,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,price_as_of,is_price_fresh,shares_outstanding,beta,specialist_model_note,downside_penalty,ambiguity_penalty,permanent_loss_penalty,hurdle_penalty,robust_return,ineligible_reasons,eligible
31,CI,282.52,0.31072816489977423,0.3473159064538778,-0.09884677230438678,0.6471276189957281,0.75,0.12,0.25,0.09884677230438678,0.21884677230438676,0.09884677230438678,0.21884677230438676,132.06889375467352,873.830107668254,2586.6124262391886,132.06889375467352,2586.6124262391886,False,,2.0929849485638328,0.36506700000000003,1.0,0.39203518565005746,0.7323,0.22731590645387778,0.36506700000000003,valid,,,share_change_floor_hit;reinvestment_cap_hit,intrinsic_3x_price;bull_return_extreme,True,ok,False,,Cigna Corporation,Healthcare,Medical - Healthcare Plans,general_dcf,74653222105.0,0.7323,0.11300800421130497,,0.06585504506509737,0.047152959146207596,0.046214788416645225,0.03456310954664249,0.28071776602947707,2.049022749118872,0.0,-0.05528176607441315,cyclical_revenue,8.0,2025.0,ttm,2026-07-30,2026-09-04,True,,,,0.09884677230438678,0.19601759282502873,0.125,0.21884677230438676,-0.13586123628298896,robust_return<=0,False
15,CF,133.35,0.2670466672847397,0.29347764175035995,0.005238898925017594,0.47599248671322125,0.75,0.12,0.0,0.0,0.1147611010749824,0.0,0.1147611010749824,101.9729606948905,304.4950692967391,617.3559688295082,101.9729606948905,617.3559688295082,False,,1.2834275912766335,0.36486,1.0,0.25443099389410184,0.8943,0.17347764175035996,0.36486,valid,,,share_change_floor_hit;intrinsic_2x_price,,False,ok,False,,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,general_dcf,20486427150.0,0.8943,0.3503059009230228,0.12291746992958627,0.06957882012294728,0.28072708080007547,0.31057439237664275,0.3811861997674118,0.0693970500262917,0.295205836373111,0.006064690026954178,-0.08995899643941663,cyclical_revenue,8.0,2025.0,ttm,2026-08-06,2026-09-04,True,,,,0.0,0.12721549694705092,0.0,0.1147611010749824,-0.051466048705946066,robust_return<=0,False
21,EOG,145.19,0.23234621324736515,0.25327145042247146,-0.009820121779921438,0.4326620739244391,0.75,0.12,0.0,0.009820121779921438,0.12982012177992144,0.009820121779921438,0.12982012177992144,103.63970635508788,295.7028384088799,604.725459037672,103.63970635508788,604.725459037672,False,,1.0366611916032782,0.41426999999999997,1.0,0.23881299785218027,0.8742,0.13327145042247146,0.41426999999999997,valid,,,reinvestment_cap_hit;intrinsic_2x_price,,False,ok,False,,"EOG Resources, Inc.",Energy,Oil & Gas Exploration & Production,general_dcf,77332404510.0,0.8742,0.2326616405599142,0.11979666979573474,0.07052703327997284,0.16213460727994136,0.3240782636756039,0.3907246896964259,0.03975957813758413,0.23401999733428613,0.00851227649927282,-0.034084377593526116,cyclical_revenue,8.0,2025.0,ttm,2026-08-04,2026-09-04,True,,,,0.009820121779921438,0.11940649892609013,0.0,0.12982012177992144,-0.07460975801340419,robust_return<=0,False
10,UDR,36.38,0.17575079518967623,0.21315909068693073,0.06352590869791275,0.21315909068693073,0.75,0.12,0.0,0.0,0.05647409130208725,0.0,0.05647409130208725,49.49975690427849,95.5985883320412,95.5985883320412,49.49975690427849,95.5985883320412,False,,1.6277786787257065,0.6,0.8,0.09281659099450898,0.5177875297943909,0.09315909068693073,0.48,valid,,,specialist_model_v1,,False,specialist,False,,"UDR, Inc.",Real Estate,REIT - Residential,reit,11687592396.0,,,,,,,,,,,,,,,,,2026-09-04,True,321264221.99010444,0.691,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail,0.0,0.04640829549725449,0.0,0.05647409130208725,-0.011757727772360498,robust_return<=0,False
11,VMRK,65.35,0.16642556927775348,0.18432042122891623,0.06615206505209659,0.23090936960108488,0.75,0.12,0.0,0.0,0.05384793494790341,0.0,0.05384793494790341,90.02048617856401,152.26205303101153,184.66133864433917,90.02048617856401,184.66133864433917,False,,1.3299472537262669,0.6,0.8,0.10037865227449413,0.5912207564955752,0.06432042122891624,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Vivmark Residential,Real Estate,REIT - Residential,reit,24502590400.0,,,,,,,,,,,,,,,,,2026-09-04,True,374944000.00000006,0.7466878,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail,0.0,0.05018932613724707,0.0,0.05384793494790341,-0.022974132758023617,robust_return<=0,False
252,FISV,53.0,0.16362079922982958,0.26200990565121174,-0.3688046612194739,0.4992680468363687,0.75,0.12,0.25,0.3688046612194739,0.4888046612194739,0.3688046612194739,0.4888046612194739,5.189395567458573,107.31134451778631,247.60080395594875,5.189395567458573,247.60080395594875,False,,1.0247423493921946,0.36126,1.0,0.4531985540279213,0.6104,0.14200990565121174,0.36126,valid,,,forward_roic_cap_hit;share_change_floor_hit;intrinsic_2x_price,,False,ok,False,,"Fiserv, Inc.",Technology,Information Technology Services,general_dcf,28262462000.0,0.6104,0.06724961820968274,1.0079318519076124,0.0797563469353475,-0.012506728725664759,0.2367339951540479,0.21374484807821337,0.20267803207389457,3.5277598032871746,0.01791232388833604,-0.061304866372050126,elevated_leverage;thin_interest_coverage;cyclical_revenue,8.0,2025.0,ttm,2026-08-07,2026-09-04,True,,,,0.3688046612194739,0.22659927701396065,0.125,0.4888046612194739,-0.4375021627039172,robust_return<=0,False
302,CHTR,151.99,0.15779151844035375,0.45641513862647126,-0.95,0.6683357965084724,0.75,0.12,0.25,0.95,1.0699999999999998,0.95,1.0699999999999998,-33.2374237416066,600.4870828417271,1204.2319641497895,-33.2374237416066,1204.2319641497895,False,,2.9508328366453522,0.71496,1.0,0.8177190982542362,0.5543,0.33641513862647127,0.71496,valid,,,share_change_floor_hit,intrinsic_3x_price;bull_return_extreme,True,ok,True,bear,"Charter Communications, Inc.",Communication Services,Telecommunications Services,general_dcf,20484829793.0,0.5543,0.09121231933124772,0.26677679637638607,0.07236100819337238,0.018851311137875346,0.21833216645863085,0.2366901978086624,0.033016031528634304,4.44613393723714,0.012286851425858985,-0.09655052047411605,elevated_leverage;thin_interest_coverage,8.0,2025.0,ttm,2026-07-24,2026-09-04,True,,,,0.95,0.4088595491271181,0.125,1.0699999999999998,-0.8294766324876179,robust_return<=0,False
13,HUM,401.54,0.15749924050032865,0.16297030957503017,0.06299083737249024,0.241065505478764,0.75,0.12,0.0,0.0,0.057009162627509755,0.0,0.057009162627509755,372.93836971086364,583.4877671758106,810.3025016420319,372.93836971086364,810.3025016420319,False,,0.4531248871240987,0.6177870000000001,1.0,0.10050372405313687,0.7611,0.042970309575030174,0.6177870000000001,valid,,,forward_roic_floor_hit;reinvestment_cap_hit,,False,ok,False,,Humana Inc.,Healthcare,Medical - Healthcare Plans,general_dcf,48216923200.0,0.7611,0.16514130525916965,-3.1877500630455566,0.08114177389377936,0.08399953136539029,0.03738824841318843,0.0138798316847315,0.12474239016717803,-3.458138699245419,0.0017570515486669326,-0.016535467597649012,thin_interest_coverage;incremental_roic_below_wacc,8.0,2025.0,ttm,2026-07-29,2026-09-04,True,,,,0.0,0.050251862026568436,0.0,0.057009162627509755,-0.030462663986080586,robust_return<=0,False
14,MO,68.88,0.15431955612730236,0.17275797197362414,0.020613177609629954,0.2511491029523313,0.75,0.12,0.0,0.0,0.09938682239037004,0.0,0.09938682239037004,55.23332897641146,102.61003062039828,138.06783709521122,55.23332897641146,138.06783709521122,False,,0.48969266289776825,0.9241,1.0,0.11754496267135067,0.9791,0.05275797197362414,0.9241,valid,,,,,False,ok,False,,"Altria Group, Inc.",Consumer Defensive,Tobacco,general_dcf,115011964034.0,0.9791,0.46451580310557666,,0.06818589899931955,0.3963299041062571,0.5487126521180992,0.5594677397228954,0.003685641666252071,1.7829332905193866,0.0,-0.025010556925988414,,8.0,2025.0,ttm,2026-07-30,2026-09-04,True,,,,0.0,0.058772481335675336,0.0,0.09938682239037004,-0.050633180489543975,robust_return<=0,False
23,GIS,38.29,0.14945420685398858,0.17026731711812315,-0.0046907654148526205,0.26197295859456066,0.75,0.12,0.0,0.0046907654148526205,0.12469076541485262,0.0046907654148526205,0.12469076541485262,27.149570686612467,57.05079270361752,82.86615137904359,27.149570686612467,82.86615137904359,False,,0.48996585802082837,0.7850699999999999,0.85,0.14427976200470666,0.8056,0.050267317118123156,0.6673094999999999,valid,,,wacc_floor_hit,,False,ok,False,,"General Mills, Inc.",Consumer Defensive,Packaged Foods,general_dcf,20435679282.0,0.8056,0.1098375745945436,,0.065,0.0448375745945436,0.17023929762976736,0.1506192807442224,0.01271362544800514,3.9288352400684623,0.004705797830303901,-0.03070705768587223,elevated_leverage;thin_interest_coverage,8.0,2026.0,annual,2026-07-01,2026-09-04,True,,,,0.0046907654148526205,0.07213988100235333,0.0,0.12469076541485262,-0.09114690716241641,robust_return<=0,False
