ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh,rejection_reason
UBER,"Uber Technologies, Inc.",NYSE,common_stock,False,2019-05-10,Technology,Software - Application,US,2035599013.0015838,1.154,154216981225.0,2026-09-04,fmp:company-screener,2026-09-05T02:10:55.099962+00:00,75.76,2026-09-04,154216981225.0,1387932796.8448484,True,no_normalized_earnings
SNDK,Sandisk Corporation,NASDAQ,common_stock,False,1995-11-08,Technology,Computer Hardware,US,148089750.0,5.163,257676165000.0,2026-09-04,fmp:company-screener,2026-09-05T02:10:55.099962+00:00,1740.0,2026-09-04,257676165000.0,21956210202.319397,True,no_normalized_earnings
CRWD,"CrowdStrike Holdings, Inc.",NASDAQ,common_stock,False,2019-06-12,Technology,Software - Infrastructure,US,1018259280.0,1.234,216991052568.0,2026-09-04,fmp:company-screener,2026-09-05T02:10:55.099962+00:00,213.1,2026-09-04,216991052568.0,2036902380.3160605,True,no_normalized_earnings
MRVL,"Marvell Technology, Inc.",NASDAQ,common_stock,False,2000-06-27,Technology,Semiconductors,US,875766000.0,2.246,195777489300.0,2026-09-04,fmp:company-screener,2026-09-05T02:10:55.099962+00:00,223.55,2026-09-04,195777489300.0,8949124632.466667,True,no_normalized_earnings
DASH,"DoorDash, Inc.",NASDAQ,common_stock,False,2020-12-09,Communication Services,Internet Content & Information,US,435718712.00113356,1.77,92254722892.0,2026-09-04,fmp:company-screener,2026-09-05T02:10:55.099962+00:00,211.73,2026-09-04,92254722892.0,848762672.2484848,True,no_normalized_earnings
DDOG,"Datadog, Inc.",NASDAQ,common_stock,False,2019-09-19,Technology,Software - Application,US,355960174.0008453,1.509,75794599850.0,2026-09-04,fmp:company-screener,2026-09-05T02:10:55.099962+00:00,212.93,2026-09-04,75794599850.0,1107670357.2651515,True,no_normalized_earnings
WDAY,"Workday, Inc.",NASDAQ,common_stock,False,2012-10-12,Technology,Software - Application,US,261942107.00240055,1.054,51285645130.0,2026-09-04,fmp:company-screener,2026-09-05T02:10:55.099962+00:00,195.79,2026-09-04,51285645130.0,761361074.7593939,True,no_normalized_earnings
