ticker,scenario,probability,revenue_growth_y1,terminal_growth,operating_margin,forward_roic,terminal_roic,share_change_rate,sbc_fade_speed,reinvestment_rate_y1,intrinsic_value_per_share,irr_3y,irr_5y,exit_value_per_share,total_return_5y,irr_5y_status,scenario_is_finite
LLY,bear,0.25,0.15019984986055515,0.02,0.2428805385203756,0.33020778737176765,0.07090334006829048,0.0,0.5,0.37600530525543757,342.81587622988604,-0.32422391622458235,-0.17735865415888838,373.30148662463154,-0.6000421859545513,valid,True
LLY,base,0.5,0.25,0.025,0.2985125860686211,0.44027704982902355,0.4176344414206906,-0.021298123287512575,1.0,0.4656159117982856,781.4882142196612,-0.11162839022072145,-0.020243787772051266,1003.0044697636029,-0.09609106994086114,valid,True
LLY,bull,0.25,0.3298401201115559,0.030000000000000002,0.34692212159693625,0.4843047548119259,0.44027704982902355,-0.021298123287512575,1.5,0.5572361068270875,1233.8509039759215,0.02927039286005314,0.08136089769541288,1633.8030266882167,0.4716819633293583,valid,True
JNJ,bear,0.25,0.009615143507112706,0.02,0.23417508638314968,0.1082732958674564,0.07015097628812086,0.0,0.5,0.10798705915448585,108.55328373646583,-0.21195055076095737,-0.11453720161662201,114.41988351919528,-0.42820214858004013,valid,True
JNJ,base,0.5,0.050434777068535164,0.025,0.26112666111616145,0.14436439448994187,0.14088378517627648,-0.030939474359136535,1.0,0.3141205406987496,166.4263261434166,-0.09010600101610176,-0.02966805286414453,210.9752532271811,-0.13807308069325075,valid,True
JNJ,bull,0.25,0.08309048391767312,0.030000000000000002,0.2823243098714786,0.15880083393893607,0.14436439448994187,-0.030939474359136535,1.5,0.4563728371981121,211.61880216465795,-0.012486036302288965,0.02491729043249509,277.5991518985614,0.12938927889000196,valid,True
ABBV,bear,0.25,0.019258524480454203,0.02,0.22008992498224023,0.2218826091429747,0.06923744477825482,0.0,0.5,0.08746435630679902,78.0267135482055,-0.2896195346140303,-0.1651147414129809,80.59613416637566,-0.5622365828934912,valid,True
ABBV,base,0.5,0.10013326690258717,0.025,0.28007514501636444,0.2958434788572996,0.27848545664684476,-0.0036213566184068006,1.0,0.28767446168087074,196.3992659391641,-0.023079746920848236,0.021488302288344148,237.50828997384818,0.10703136972121685,valid,True
ABBV,bull,0.25,0.16483306084029353,0.030000000000000002,0.33264117445900515,0.3254278267430296,0.2958434788572996,-0.0036213566184068006,1.5,0.423646773086493,320.61627123706063,0.14203769944724629,0.13189242916123484,401.68352446425786,0.8190558566355743,valid,True
CAT,bear,0.25,-0.006103363553903701,0.02,0.12076380099689019,0.22370700475915783,0.11674914716627918,0.0,0.5,0.0,54.2711710844245,-0.5661705070750029,-0.37694053460872956,52.839634163378264,-0.8662248095802958,valid,True
CAT,base,0.5,0.10910221604349657,0.025,0.15281852143765806,0.2982760063455438,0.2504436789518076,-0.04529496429517514,1.0,0.30938382864054975,150.18464691670638,-0.38168441747984616,-0.21364588668657228,195.37605999637842,-0.6695298823475879,valid,True
CAT,bull,0.25,0.2012666797214168,0.030000000000000002,0.17654081199703764,0.3281036069800982,0.28674905078766055,-0.04529496429517514,1.5,0.5090262350796527,255.8875797994437,-0.269006952556083,-0.1196716207130521,356.28315177339334,-0.45207621884095184,valid,True
KO,bear,0.25,-0.02635329994141196,0.02,0.23337669049219623,0.1829613565722953,0.06928245253755891,0.0,0.5,0.0,25.093874009359286,-0.30778034819522876,-0.18551511528785342,25.034506436310547,-0.6063137095920936,valid,True
KO,base,0.5,0.039583795915406284,0.025,0.2667444120505345,0.24394847542972706,0.2317218538272753,-0.0036203561243647723,1.0,0.15030648036530775,48.11756274267098,-0.13028239110717543,-0.05691418885253367,56.07796707625308,-0.24249011935978781,valid,True
KO,bull,0.25,0.09233347260086087,0.030000000000000002,0.29331015110158415,0.2683433229726998,0.24394847542972706,-0.0036203561243647723,1.5,0.2976290864849059,68.37254202713517,-0.02586486862273884,0.01746761227259415,83.32794994913702,0.08660347802633694,valid,True
UNH,bear,0.25,-0.00598025779070159,0.02,0.06629881916584537,0.02,0.07323279592493506,0.0,0.5,0.0,264.70058954029275,-0.04176333178475031,-0.01962845889065644,323.1662938816434,-0.08727354443116031,valid,True
UNH,base,0.5,0.04880092962984045,0.025,0.08231835080659637,0.02,0.07323279592493506,-0.01878722843006455,1.0,1.2,310.73512069769305,0.027255977061577175,0.021920304745435742,500.42620298228115,0.11904328079315318,valid,True
UNH,bull,0.25,0.09262587956627408,0.030000000000000002,0.09427794138556603,0.022000000000000002,0.07323279592493506,-0.01878722843006455,1.5,1.2,425.3515619439533,0.12245675363810736,0.08461936458188575,672.9068843821517,0.522215840947382,valid,True
HD,bear,0.25,-0.0036514501419265474,0.02,0.12723192219682442,0.02568121679742428,0.08741053295759413,0.0,0.5,0.04200890849404633,110.47002658394227,-0.24257259646838059,-0.14753442322398772,137.9087126631939,-0.5156880638352084,valid,True
HD,base,0.5,0.04898224493067871,0.025,0.14279601693997807,0.0342416223965657,0.08741053295759413,-0.010824524077600583,1.0,1.2,113.5380743888478,-0.21048942764464296,-0.11385059719614216,202.87057170169172,-0.46661988268310906,valid,True
HD,bull,0.25,0.09108920098876291,0.030000000000000002,0.15539995025196598,0.03766578463622228,0.08741053295759413,-0.010824524077600583,1.5,1.2,145.33361273328615,-0.15066420740040481,-0.0719626970545505,266.1930126235906,-0.3243613683879837,valid,True
PG,bear,0.25,-0.005563906978381869,0.02,0.17731625538598095,0.15005831594061375,0.06945645654181641,0.0,0.5,0.0,65.42241856382248,-0.19456214630044993,-0.10337657420895992,66.29376649190687,-0.3891956789230684,valid,True
