ticker,name,sector,industry,market_cap,price_as_of,is_price_fresh,shares_outstanding,beta,price,model_family,expected_irr,median_irr,p10_irr,p90_irr,above_hurdle_weight,hurdle_rate,permanent_loss_weight,worst_case_shortfall,worst_case_hurdle_gap,expected_shortfall,hurdle_cvar,intrinsic_value_low,intrinsic_value_base,intrinsic_value_high,intrinsic_value_bear,intrinsic_value_bull,scenario_order_inversion,scenario_order_note,upside_to_base,model_confidence,data_confidence,model_uncertainty,business_quality,valuation_excess,evidence_confidence,valuation_status,invalid_reason,invalid_fields,assumption_flags,valuation_alerts,requires_manual_review,roic_status,catastrophic_tail_floor_applied,catastrophic_tail_scenarios,specialist_model_note
BRK-B,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,1125446205871.0,2026-08-07,True,2156853595.0,0.615,521.8,insurance,0.026666776350359966,0.06447214042984384,-0.1847059613899391,0.1624287859316913,0.25,0.12,0.25,0.1847059613899391,0.3047059613899391,0.1847059613899391,0.3047059613899391,187.96431603990118,713.1412734067851,1107.4799065108032,187.96431603990118,1107.4799065108032,False,,0.3666946596527121,0.6,0.8,0.1915673736608152,0.26357234260466633,-0.05552785957015616,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,957978415200.0,2026-08-07,True,2679510000.0,0.982,357.52,bank,-0.08742562093794934,-0.07409197459522054,-0.1668397820274793,-0.03467875253387698,0.0,0.12,0.75,0.1668397820274793,0.2868397820274793,0.1668397820274793,0.2868397820274793,143.53009300806903,243.29858531351547,299.68131720558335,143.53009300806903,299.68131720558335,False,,-0.31948258750974634,0.6,0.8,0.08408051474680114,0.5899339399080994,-0.19409197459522054,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
BAC,Bank of America Corporation,Financial Services,Banks - Diversified,448291590300.0,2026-08-07,True,7096590000.0,1.175,63.17,bank,-0.11297333824005432,-0.09733199789010694,-0.20334211869538454,-0.05388723848461885,0.0,0.12,0.75,0.20334211869538454,0.32334211869538454,0.20334211869538454,0.32334211869538454,20.270766063660187,37.857428948256235,47.88785440764469,20.270766063660187,47.88785440764469,False,,-0.4007055730844351,0.6,0.8,0.09272744010538284,0.5354501514449487,-0.21733199789010693,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
WFC,Wells Fargo & Company,Financial Services,Banks - Diversified,263844000000.0,2026-08-07,True,3024000000.0,0.917,87.25,bank,-0.057038863193597994,-0.040022185407976196,-0.1575129056232435,0.00940182366480391,0.0,0.12,0.25,0.1575129056232435,0.2775129056232435,0.1575129056232435,0.2775129056232435,37.03238816231036,71.13304794317852,91.42939811172022,37.03238816231036,91.42939811172022,False,,-0.1847215135452318,0.6,0.8,0.10145736464402369,0.5206073580861043,-0.1600221854079762,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
C,Citigroup Inc.,Financial Services,Banks - Diversified,231512849999.99997,2026-08-07,True,1714909999.9999998,1.094,135.0,bank,-0.17241180287400307,-0.1410122663246921,-0.3377803791819396,-0.06984229966468847,0.0,0.12,1.0,0.3377803791819396,0.4577803791819396,0.3377803791819396,0.4577803791819396,17.192696226322784,63.134766602043285,93.99758530095268,17.192696226322784,93.99758530095268,False,,-0.5323350622070868,0.6,0.8,0.15196903975862555,0.27231741165201934,-0.2610122663246921,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities,170717920846.0,2026-08-07,True,720572010.9994935,0.763,236.92,reit,-0.1933671322147531,-0.169403427955776,-0.2652582449916844,-0.169403427955776,0.0,0.12,1.0,0.2652582449916844,0.3852582449916844,0.2652582449916844,0.3852582449916844,50.731222792233226,93.65962098352342,93.65962098352342,50.731222792233226,93.65962098352342,False,,-0.6046782838784255,0.6,0.8,0.06592740851795417,0.5416552219569397,-0.289403427955776,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,130779932160.0,2026-08-07,True,933076000.0,1.34,140.16,reit,-0.08522762185584201,-0.07009014796734347,-0.13064004352133762,-0.07009014796734347,0.0,0.12,1.0,0.13064004352133762,0.2506400435213376,0.13064004352133762,0.2506400435213376,69.60208513609854,97.46043229607183,97.46043229607183,69.60208513609854,97.46043229607183,False,,-0.3046487421798528,0.6,0.8,0.04827494777699707,0.7141573610576306,-0.19009014796734347,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
PGR,The Progressive Corporation,Financial Services,Insurance - Property & Casualty,125192862000.0,2026-08-07,True,581400000.0,0.246,215.33,insurance,-0.05906620058609824,-0.029193568530421432,-0.23362571531860854,0.05574805003505845,0.0,0.12,0.25,0.23362571531860854,0.35362571531860854,0.23362571531860854,0.35362571531860854,56.92580217984718,185.68112744866116,282.42684867020915,56.92580217984718,282.42684867020915,False,,-0.1376903940525651,0.6,0.8,0.16268688267683348,0.30657828806854137,-0.14919356853042143,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
BNY,Bank of New York Mellon Corp,Financial Services,Investment - Banking & Investment Services,108180194190.00002,2026-08-07,True,686379000.0,1.058,157.61,bank,-0.21653689262010617,-0.19677702496483307,-0.33001224104419835,-0.1425812795065602,0.0,0.12,1.0,0.33001224104419835,0.45001224104419835,0.33001224104419835,0.45001224104419835,21.27737799350995,52.69438992268824,73.0379502155779,21.27737799350995,73.0379502155779,False,,-0.6656659480826836,0.6,0.8,0.11171548076881907,0.40378829747773026,-0.31677702496483306,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
PNC,"The PNC Financial Services Group, Inc.",Financial Services,Banks - Regional,100771440000.0,2026-08-07,True,399000000.0,0.897,252.56,bank,-0.06610025093503924,-0.05039877536208792,-0.1573967638078786,-0.006206689208102523,0.0,0.12,0.25,0.1573967638078786,0.2773967638078786,0.1573967638078786,0.2773967638078786,107.27046984641983,195.01629398881636,244.81888453404,107.27046984641983,244.81888453404,False,,-0.22784172478295706,0.6,0.8,0.09359503729988802,0.5500590112361149,-0.17039877536208792,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
