rank,ticker,price,expected_irr,median_irr,p10_irr,p90_irr,above_hurdle_weight,hurdle_rate,permanent_loss_weight,worst_case_shortfall,worst_case_hurdle_gap,expected_shortfall,hurdle_cvar,intrinsic_value_low,intrinsic_value_base,intrinsic_value_high,intrinsic_value_bear,intrinsic_value_bull,scenario_order_inversion,scenario_order_note,upside_to_base,model_confidence,data_confidence,model_uncertainty,business_quality,valuation_excess,evidence_confidence,valuation_status,invalid_reason,invalid_fields,assumption_flags,valuation_alerts,requires_manual_review,roic_status,catastrophic_tail_floor_applied,catastrophic_tail_scenarios,name,sector,industry,model_family,market_cap,financial_persistence_score,roic,incremental_roic,wacc,roic_minus_wacc,normalized_operating_margin,current_operating_margin,revenue_cagr,net_debt_to_ebitda,sbc_intensity,net_share_change_cagr,risk_flags,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,price_as_of,is_price_fresh,shares_outstanding,beta,specialist_model_note,downside_penalty,ambiguity_penalty,permanent_loss_penalty,hurdle_penalty,robust_return
1,WAT,406.86,1.0068860121874876,1.0277772532379457,0.8067240021764521,1.1652655400976073,1.0,0.12,0.0,0.0,0.0,0.0,0.0,53365.851101537606,94852.97412737749,130468.01476634553,53365.851101537606,130468.01476634553,False,,232.1341840617841,0.6139638000000001,0.85,0.19535185496057758,0.7389,0.9077772532379457,0.5218692300000001,valid,,,base_growth_cap_hit;share_change_floor_hit;reinvestment_cap_hit,intrinsic_3x_price;median_irr_extreme;bull_return_extreme,True,ok,False,,Waters Corporation,Healthcare,Medical - Diagnostics & Research,general_dcf,30429395466.0,0.7389,0.016040380758812558,0.029667878242803907,0.10194496221053295,-0.08590458145172039,0.28803615176012815,0.07960189042404918,0.03910304855053126,4.626059354366117,0.015112627252621108,-0.8823668975478685,elevated_leverage;thin_interest_coverage;incremental_roic_below_wacc,8.0,2025.0,ttm,2026-08-04,2026-08-07,True,,,,0.0,0.09767592748028879,0.0,0.0,0.47374101615880176
2,OMC,85.24,0.28013721518509554,0.2869098123628646,0.1927174434415065,0.3540117925731465,1.0,0.12,0.0,0.0,0.0,0.0,0.0,149.58624467918995,223.37577151217047,291.54503358476603,149.58624467918995,291.54503358476603,False,,1.620551050119316,0.6778890000000001,1.0,0.09031050456582002,0.8336,0.16690981236286462,0.6778890000000001,valid,,,base_growth_cap_hit;reinvestment_cap_hit;intrinsic_2x_price,,False,ok,False,,Omnicom Group Inc.,Communication Services,Advertising Agencies,general_dcf,23385253040.0,0.8336,0.1273900676923603,0.02465586598481794,0.06816550889048946,0.059224558801870844,0.14642359336986555,0.13922749236745294,0.017562263432874925,2.238764590091214,0.005825700645671198,-0.0033931429086506704,incremental_roic_below_wacc,8.0,2025.0,ttm,2026-07-29,2026-08-07,True,,,,0.0,0.04515525228291001,0.0,0.0,0.11314632579284994
3,VICI,26.74,0.26795316016328785,0.3105471614651587,0.1401711562576753,0.3105471614651587,1.0,0.12,0.0,0.0,0.0,0.0,0.0,51.52424701517272,103.37717822857034,103.37717822857034,51.52424701517272,103.37717822857034,False,,2.866012648787223,0.6,0.8,0.1031880026037417,0.4984102671215393,0.1905471614651587,0.48,valid,,,specialist_model_v1,,False,specialist,False,,VICI Properties Inc.,Real Estate,REIT - Diversified,reit,29442813634.000004,,,,,,,,,,,,,,,,,2026-08-07,True,1101077548.0179508,0.683,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail,0.0,0.05159400130187085,0.0,0.0,0.09146263750327618
4,UHS,173.54,0.2599562076764414,0.27773708480817727,0.10999466397915969,0.3743559971102513,0.75,0.12,0.0,0.0,0.010005336020840305,0.0,0.010005336020840305,181.0288856475364,334.7133987287998,473.1531260506803,181.0288856475364,473.1531260506803,False,,0.9287391882493938,0.76653,1.0,0.1391847665655458,0.7802,0.15773708480817727,0.76653,valid,,,share_change_floor_hit,,False,ok,False,,"Universal Health Services, Inc.",Healthcare,Medical - Care Facilities,general_dcf,10505478526.0,0.7802,0.12470256284496385,0.22875878037240152,0.0825062893976442,0.042196273447319646,0.10734202554714209,0.11363584295818038,0.0705902397892153,1.8978183169217218,0.006142007240454682,-0.06711856509068381,,8.0,2025.0,ttm,2026-08-07,2026-08-07,True,,,,0.0,0.0695923832827729,0.0,0.010005336020840305,0.11090487159717183
5,EOG,134.74,0.2572005776994047,0.27990492049138993,0.004899143910734011,0.46409332590410485,0.75,0.12,0.0,0.0,0.11510085608926598,0.0,0.11510085608926598,103.06025529631839,303.4737292302518,629.2673076209958,103.06025529631839,629.2673076209958,False,,1.252291296053524,0.40806000000000003,1.0,0.2473552909966854,0.8742,0.15990492049138993,0.40806000000000003,valid,,,reinvestment_cap_hit;intrinsic_2x_price,,False,ok,False,,"EOG Resources, Inc.",Energy,Oil & Gas Exploration & Production,general_dcf,71766431460.0,0.8742,0.2326616405599142,0.11979666979573474,0.0690979065162686,0.1635637340436456,0.3240782636756039,0.3907246896964259,0.03975957813758413,0.23401999733428613,0.00851227649927282,-0.034084377593526116,cyclical_revenue,8.0,2025.0,ttm,2026-08-04,2026-08-07,True,,,,0.0,0.1236776454983427,0.0,0.11510085608926598,-0.04985005423354941
6,ARE,49.74,0.24128436757783084,0.2645602616095448,0.1714566854826889,0.2645602616095448,1.0,0.12,0.0,0.0,0.0,0.0,0.0,109.73292533309808,160.843469142408,160.843469142408,109.73292533309808,160.843469142408,False,,2.2336845424689984,0.6,0.8,0.06455178806342796,0.6822342611619653,0.14456026160954483,0.48,valid,,,specialist_model_v1,,False,specialist,False,,"Alexandria Real Estate Equities, Inc.",Real Estate,REIT - Office,reit,8668140060.0,,,,,,,,,,,,,,,,,2026-08-07,True,174269000.0,1.183,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail,0.0,0.03227589403171398,0.0,0.0,0.06938892557258151
7,FOXA,64.03,0.240196785851731,0.2604023432824761,0.08668073158478366,0.35330172525718817,0.75,0.12,0.0,0.0,0.03331926841521633,0.0,0.03331926841521633,68.38756276524508,128.28815752826733,177.0169738034207,68.38756276524508,177.0169738034207,False,,1.0035632910864805,0.692307,1.0,0.14254128683620224,0.9099,0.14040234328247608,0.692307,valid,,,forward_roic_cap_hit;share_change_floor_hit;intrinsic_2x_price,,False,ok,False,,Fox Corporation,Communication Services,Entertainment,general_dcf,28077465097.0,0.9099,0.17612598679161487,3.3111584495556783,0.06855813283297438,0.10756785395864049,0.19670761064330844,0.19531706177741445,0.060010212762140025,0.6394141145139813,0.007707579119467477,-0.06145161573051794,,8.0,2026.0,ttm,2026-08-06,2026-08-07,True,,,,0.0,0.07127064341810112,0.0,0.03331926841521633,0.06388225665564484
8,ZTS,72.66,0.2120497590221931,0.22576956242555757,0.10466635229531682,0.29199355894234047,0.75,0.12,0.0,0.0,0.015333647704683179,0.0,0.015333647704683179,79.35757559905467,121.74435921052756,153.29376695267683,79.35757559905467,153.29376695267683,False,,0.6755348088429338,0.81279,1.0,0.09927990332351183,0.9836,0.10576956242555757,0.81279,valid,,,forward_roic_cap_hit,,False,ok,False,,Zoetis Inc.,Healthcare,Drug Manufacturers - General,general_dcf,30461106480.0,0.9836,1.7102132989112553,0.23669392751065474,0.08373736079435397,1.6264759381169014,0.359833772599066,0.36996952821267204,0.0718423707978999,-0.3604171719621635,0.007994814174589455,-0.03882233529173096,,8.0,2025.0,ttm,2026-08-06,2026-08-07,True,,,,0.0,0.049639951661755916,0.0,0.015333647704683179,0.07063479493918576
9,FISV,52.41,0.1947596770245582,0.27978060056921095,-0.2956170511664822,0.5150945581262931,0.75,0.12,0.25,0.2956170511664822,0.4156170511664822,0.2956170511664822,0.4156170511664822,7.776806509110926,113.65613100934141,258.38246948337616,7.776806509110926,258.38246948337616,False,,1.168596279514242,0.363204,1.0,0.42445968464638767,0.6104,0.15978060056921095,0.363204,valid,,,forward_roic_cap_hit;share_change_floor_hit;intrinsic_2x_price,,False,ok,False,,"Fiserv, Inc.",Technology,Information Technology Services,general_dcf,27947842140.0,0.6104,0.06722231376010052,1.0079318519076124,0.07905618548427895,-0.011833871724178435,0.2367339951540479,0.21374484807821337,0.20267803207389457,3.5277598032871746,0.01791232388833604,-0.061304866372050126,elevated_leverage;thin_interest_coverage;cyclical_revenue,8.0,2025.0,ttm,2026-08-07,2026-08-07,True,,,,0.2956170511664822,0.21222984232319383,0.125,0.4156170511664822,-0.35758409791734247
10,CMCSA,25.36,0.1803837975545321,0.1828412236180157,0.13032269696705046,0.2255300460150466,1.0,0.12,0.0,0.0,0.0,0.0,0.0,30.9071346258869,40.87139741013696,52.7980132162901,30.9071346258869,52.7980132162901,False,,0.6116481628602901,0.54233226,0.85,0.06583370672399806,0.7585,0.0628412236180157,0.460982421,valid,,,forward_roic_floor_hit;share_change_floor_hit;wacc_floor_hit;reinvestment_cap_hit,,False,ok,False,,Comcast Corporation,Communication Services,Telecommunications Services,general_dcf,89993424506.0,0.7585,0.08089660726288868,-0.010702595763399403,0.065,0.015896607262888676,0.1873066409912772,0.14662343380969536,0.039212419385326935,2.427728700143809,0.010207942618366071,-0.06941760974801958,thin_interest_coverage;incremental_roic_below_wacc,8.0,2025.0,ttm,2026-07-23,2026-08-07,True,,,,0.0,0.03291685336199903,0.0,0.0,0.028968699402035253
11,BXP,69.71,0.17740711040301788,0.2026161429049782,0.1017800128971369,0.2026161429049782,0.75,0.12,0.0,0.0,0.0182199871028631,0.0,0.0182199871028631,113.17995871167176,175.35987551012923,175.35987551012923,113.17995871167176,175.35987551012923,False,,1.515562695597895,0.6,0.8,0.06841806500392064,0.6454153687234695,0.08261614290497821,0.48,valid,,,specialist_model_v1,,False,specialist,False,,"BXP, Inc.",Real Estate,REIT - Office,reit,11117168927.0,,,,,,,,,,,,,,,,,2026-08-07,True,159477391.0055946,1.039,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail,0.0,0.03420903250196032,0.0,0.0182199871028631,0.021435761491526435
12,UDR,38.41,0.1735704503036709,0.21223035003815416,0.05759075110022116,0.21223035003815416,0.75,0.12,0.0,0.0,0.062409248899778835,0.0,0.062409248899778835,50.81975042172592,100.54722113981747,100.54722113981747,50.81975042172592,100.54722113981747,False,,1.617735515225657,0.6,0.8,0.09531979946896649,0.5054316752429959,0.09223035003815416,0.48,valid,,,specialist_model_v1,,False,specialist,False,,"UDR, Inc.",Real Estate,REIT - Residential,reit,12339758767.0,,,,,,,,,,,,,,,,,2026-08-07,True,321264221.99947935,0.695,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail,0.0,0.047659899734483244,0.0,0.062409248899778835,-0.018138680881464836
13,HUM,385.0,0.17322144651698185,0.17880561255005886,0.07545633054687645,0.25981823042093316,0.75,0.12,0.0,0.0,0.04454366945312355,0.0,0.04454366945312355,382.4503356451525,604.6457236871152,846.4585275463618,382.4503356451525,846.4585275463618,False,,0.5705083732132861,0.6142230000000001,1.0,0.10375425993702836,0.7648,0.05880561255005887,0.6142230000000001,valid,,,forward_roic_floor_hit;reinvestment_cap_hit,,False,ok,False,,Humana Inc.,Healthcare,Medical - Healthcare Plans,general_dcf,46230800000.0,0.7648,0.16514130525916965,-3.1877500630455566,0.07890895383424437,0.08623235142492527,0.03738824841318843,0.0138798316847315,0.12474239016717803,-3.458138699245419,0.0017570515486669326,-0.016535467597649012,thin_interest_coverage;incremental_roic_below_wacc,8.0,2025.0,ttm,2026-07-29,2026-08-07,True,,,,0.0,0.05187712996851418,0.0,0.04454366945312355,-0.008423909695788732
14,AVB,187.55,0.17274723664464475,0.20675953931911595,0.07071032862123117,0.20675953931911595,0.75,0.12,0.0,0.0,0.04928967137876883,0.0,0.04928967137876883,263.9228723404521,479.97738057993973,479.97738057993973,263.9228723404521,479.97738057993973,False,,1.5591969105835228,0.6,0.8,0.08602460534894238,0.5498652291105123,0.08675953931911595,0.48,valid,,,specialist_model_v1,,False,specialist,False,,"AvalonBay Communities, Inc.",Real Estate,REIT - Residential,reit,26781757961.0,,,,,,,,,,,,,,,,,2026-08-07,True,142797963.00186616,0.78,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail,0.0,0.04301230267447119,0.0,0.04928967137876883,-0.007645092505593171
15,CHTR,152.57,0.17008754244016022,0.47384427108336247,-0.95,0.6826616275939159,0.75,0.12,0.25,0.95,1.0699999999999998,0.95,1.0699999999999998,-14.063245604138627,634.9575400926678,1254.6553720511454,-14.063245604138627,1254.6553720511454,False,,3.1617456911100996,0.71532,1.0,0.8248712137969579,0.5573,0.35384427108336247,0.71532,valid,,,share_change_floor_hit,intrinsic_3x_price;bull_return_extreme,True,ok,True,bear,"Charter Communications, Inc.",Communication Services,Telecommunications Services,general_dcf,20563000734.000004,0.5573,0.09215296317156264,0.26677679637638607,0.07152940157772351,0.02062356159383913,0.21833216645863085,0.2366901978086624,0.033016031528634304,4.39275315431899,0.012286851425858985,-0.09655052047411605,elevated_leverage;thin_interest_coverage,8.0,2025.0,ttm,2026-07-24,2026-08-07,True,,,,0.95,0.41243560689847897,0.125,1.0699999999999998,-0.816888116008649
16,EQR,67.07,0.16740255061689419,0.18557866553290125,0.06460921848511192,0.23384365291666231,0.75,0.12,0.0,0.0,0.05539078151488808,0.0,0.05539078151488808,91.72324660161412,157.10144666932354,191.79132658714423,91.72324660161412,191.79132658714423,False,,1.3423504796380432,0.6,0.8,0.10261721721577519,0.5838472435882698,0.06557866553290126,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Equity Residential,Real Estate,REIT - Residential,reit,25147494080.0,,,,,,,,,,,,,,,,,2026-08-07,True,374944000.00000006,0.754,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail,0.0,0.05130860860788759,0.0,0.05539078151488808,-0.02391302205909547
17,MO,68.35,0.1628584426798625,0.18175663944566622,0.026991555455606452,0.26092893637251113,0.75,0.12,0.0,0.0,0.09300844454439354,0.0,0.09300844454439354,56.64915308294639,105.99936199913726,142.8473691996649,56.64915308294639,142.8473691996649,False,,0.5508319239083728,0.9259,1.0,0.11919169045845235,0.9791,0.06175663944566623,0.9259,valid,,,,,False,ok,False,,"Altria Group, Inc.",Consumer Defensive,Tobacco,general_dcf,114126999734.0,0.9791,0.46451580310557666,,0.06691590466550501,0.39759989844007165,0.5487126521180992,0.5594677397228954,0.003685641666252071,1.7829332905193866,0.0,-0.025010556925988414,,8.0,2025.0,ttm,2026-07-30,2026-08-07,True,,,,0.0,0.059595845229226174,0.0,0.09300844454439354,-0.035827972081651185
18,GIS,36.89,0.1597237946582027,0.18074747419450435,0.004580332338809995,0.27281989790499206,0.75,0.12,0.0,0.0,0.11541966766119,0.0,0.11541966766119,27.149570686612467,57.05079270361752,82.86615137904359,27.149570686612467,82.86615137904359,False,,0.5465110518736112,0.7850699999999999,0.85,0.14506768278309104,0.8056,0.06074747419450435,0.6673094999999999,valid,,,wacc_floor_hit,,False,ok,False,,"General Mills, Inc.",Consumer Defensive,Packaged Foods,general_dcf,19688488083.0,0.8056,0.1098375745945436,,0.065,0.0448375745945436,0.17023929762976736,0.1506192807442224,0.01271362544800514,3.9288352400684623,0.004705797830303901,-0.03070705768587223,elevated_leverage;thin_interest_coverage,8.0,2026.0,annual,2026-07-01,2026-08-07,True,,,,0.0,0.07253384139154552,0.0,0.11541966766119,-0.0748823010301924
19,CTSH,57.67,0.1432632131298306,0.15119905464816843,0.05646455127280208,0.21419019195018346,0.75,0.12,0.0,0.0,0.06353544872719791,0.0,0.06353544872719791,50.86804298840009,72.8453199143428,92.3658161795986,50.86804298840009,92.3658161795986,False,,0.26314062622408163,0.8703,1.0,0.08275382033869069,0.8543,0.03119905464816844,0.8703,valid,,,,,False,ok,False,,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,general_dcf,25977117533.0,0.8543,0.16557896623287383,0.1406886596808351,0.08623130464653324,0.07934766158634059,0.14961661544644123,0.15756399593383236,0.03921825270499446,0.2830393487109905,0.008867044993919741,-0.03526910615298384,,8.0,2025.0,ttm,2026-07-29,2026-08-07,True,,,,0.0,0.041376910169345346,0.0,0.06353544872719791,-0.036382911466896914
20,ELV,394.2,0.13651875462455793,0.12706829829548955,0.10452997935062742,0.18740844255662523,0.75,0.12,0.0,0.0,0.01547002064937257,0.0,0.01547002064937257,454.1002094811808,512.8148118066609,668.9910998715052,454.1002094811808,668.9910998715052,False,,0.30090008068660823,0.6701940000000001,1.0,0.051333411602998896,0.8245,0.00706829829548955,0.6701940000000001,valid,,,forward_roic_floor_hit;reinvestment_cap_hit,,False,ok,False,,Elevance Health Inc.,Healthcare,Medical - Healthcare Plans,general_dcf,85489874118.0,0.8245,0.14191121591929173,-0.055718693137273054,0.07181169886025807,0.07009951705903367,0.05862056864328994,0.03511458732155554,0.11643811436572027,-0.7545189504373178,0.0013860640301318267,-0.0354245980130079,incremental_roic_below_wacc,8.0,2025.0,ttm,2026-07-15,2026-08-07,True,,,,0.0,0.025666705801499448,0.0,0.01547002064937257,-0.010732889541525247
21,KDP,30.01,0.13116277355875355,0.15983476289547982,-0.10442302994197232,0.30940459838602696,0.75,0.12,0.25,0.10442302994197232,0.22442302994197233,0.10442302994197232,0.22442302994197233,10.792745256529605,45.19074325001365,86.02489917950852,10.792745256529605,86.02489917950852,False,,0.5058561562816943,0.4823064,1.0,0.22244462216399966,0.5562,0.039834762895479825,0.4823064,valid,,,base_growth_cap_hit;wacc_floor_hit;reinvestment_cap_hit,,False,ok,False,,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages - Non-Alcoholic,general_dcf,40830389725.0,0.5562,0.051341787149841875,0.19519455993230328,0.065,-0.013658212850158127,0.2147024553505525,0.2129367327667611,0.12146383175230757,6.794700405824779,0.006383948928408573,-0.01535533550693835,elevated_leverage;thin_interest_coverage;cyclical_revenue,8.0,2025.0,ttm,2026-04-23,2026-08-07,True,,,,0.10442302994197232,0.11122231108199983,0.125,0.22442302994197233,-0.20521046885499988
22,TSN,58.04,0.12242485785100146,0.12198538606753576,0.003094331501051811,0.24263432776788252,0.75,0.12,0.0,0.0,0.11690566849894818,0.0,0.11690566849894818,43.03277801141033,74.43290939418814,127.54283424530826,43.03277801141033,127.54283424530826,False,,0.28244158156767996,0.583767,1.0,0.13225698813341535,0.6055,0.0019853860675357604,0.583767,valid,,,forward_roic_floor_hit;reinvestment_cap_hit,,False,ok,False,,"Tyson Foods, Inc.",Consumer Defensive,Agricultural Farm Products,general_dcf,20576330295.0,0.6055,0.042512516462013414,-2.0474368084662204,0.07030824742632516,-0.027795730964311746,0.06748815026900128,0.024885984127554134,0.04482396796231858,2.6479591836734695,0.0018368509028122188,-0.012082967464748573,thin_interest_coverage;incremental_roic_below_wacc,8.0,2025.0,ttm,2026-08-03,2026-08-07,True,,,,0.0,0.06612849406670768,0.0,0.11690566849894818,-0.11574666563046103
23,LDOS,137.57,0.11626668527314911,0.14397996092448012,-0.08616768342326392,0.2632745026669001,0.75,0.12,0.25,0.08616768342326392,0.20616768342326391,0.08616768342326392,0.20616768342326391,66.9310293493051,185.94713351806806,298.33465417146135,66.9310293493051,298.33465417146135,False,,0.3516546741154907,0.7046100000000001,1.0,0.18358279304508202,0.7899,0.023979960924480126,0.7046100000000001,valid,,,forward_roic_cap_hit,,False,ok,False,,"Leidos Holdings, Inc.",Technology,Information Technology Services,general_dcf,17304242450.0,0.7899,0.14147188645366313,1.803534724862237,0.0666865068521173,0.07478537960154583,0.08168230208944804,0.11461857774753317,0.07736031877777316,2.5094869799378783,0.005101428399951986,-0.02730904327254713,,8.0,2025.0,ttm,2026-08-04,2026-08-07,True,,,,0.08616768342326392,0.09179139652254101,0.125,0.20616768342326391,-0.18927116315626596
24,INVH,30.37,0.11580917073924307,0.1455668207788816,0.026536220620327455,0.1455668207788816,0.75,0.12,0.0,0.0,0.09346377937967254,0.0,0.09346377937967254,34.61913248030576,59.91656742102589,59.91656742102589,34.61913248030576,59.91656742102589,False,,0.9728866454075036,0.6,0.8,0.07751530007927707,0.5777889817526034,0.025566820778881616,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Invitation Homes Inc.,Real Estate,REIT - Residential,reit,18041055540.0,,,,,,,,,,,,,,,,,2026-08-07,True,594042000.0,0.843,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail,0.0,0.03875765003963853,0.0,0.09346377937967254,-0.08119170540580936
25,HST,23.29,0.11335779947689412,0.1354486484713877,0.04708525249341333,0.1354486484713877,0.75,0.12,0.0,0.0,0.07291474750658666,0.0,0.07291474750658666,29.314311803961104,43.95486768340158,43.95486768340158,29.314311803961104,43.95486768340158,False,,0.8872850014341598,0.6,0.8,0.062181697988987185,0.6669184404127076,0.015448648471387716,0.48,valid,,,specialist_model_v1,,False,specialist,False,,"Host Hotels & Resorts, Inc.",Real Estate,REIT - Hotel & Motel,reit,15950831910.0,,,,,,,,,,,,,,,,,2026-08-07,True,684879000.0,1.119,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail,0.0,0.031090848994493592,0.0,0.07291474750658666,-0.06549939624032056
26,HCA,413.36,0.10995540710900971,0.1260666801565094,-0.010273400715959696,0.19796166883897973,0.75,0.12,0.0,0.010273400715959696,0.1302734007159597,0.010273400715959696,0.1302734007159597,250.37276603634294,461.6942383706728,625.8962622623295,250.37276603634294,625.8962622623295,False,,0.11693012959810534,0.81198,1.0,0.1097581347774697,0.9806,0.0060666801565094075,0.81198,valid,,,share_change_floor_hit,,False,ok,False,,"HCA Healthcare, Inc.",Healthcare,Medical - Care Facilities,general_dcf,89493060867.0,0.9806,0.23184631638352501,0.20581754978431388,0.08376063340229005,0.14808568298123498,0.1487826149175951,0.15475625857228922,0.07131449251891953,3.0331491712707184,0.0,-0.08894084167192495,elevated_leverage,8.0,2025.0,ttm,2026-07-28,2026-08-07,True,,,,0.010273400715959696,0.05487906738873485,0.0,0.1302734007159597,-0.12534737776247717
27,MKC,52.96,0.10848225443041887,0.128173899918329,-0.04484219141304491,0.22242340929806234,0.75,0.12,0.0,0.04484219141304491,0.1648421914130449,0.04484219141304491,0.1648421914130449,30.144029568614393,66.3048538883763,98.24587544687485,30.144029568614393,98.24587544687485,False,,0.25197986949351026,0.8501,1.0,0.13812980035555364,0.7373,0.008173899918329008,0.8501,valid,,,,,False,ok,False,,"McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods,general_dcf,14238378353.0,0.7373,0.07875956249661487,0.32789539622469666,0.07053652161675046,0.008223040879864404,0.1601489888335239,0.15342955400904437,0.03704045899573383,3.3107690094237823,0.007049689902880854,-0.0012351791227026565,elevated_leverage,8.0,2025.0,ttm,2026-06-25,2026-08-07,True,,,,0.04484219141304491,0.06906490017777682,0.0,0.1648421914130449,-0.1578935590924734
28,DECK,97.46,0.10588481957965998,0.1149543729319703,0.01098138929810378,0.18264914315659556,0.25,0.12,0.0,0.0,0.10901861070189621,0.0,0.10901861070189621,68.61318053588373,102.32472123587041,130.4376684293462,68.61318053588373,130.4376684293462,False,,0.04991505474933744,0.74772,1.0,0.0934022769292459,0.9553,-0.00504562706802969,0.74772,valid,,,forward_roic_cap_hit,,False,ok,False,,Deckers Outdoor Corporation,Consumer Cyclical,Apparel - Footwear & Accessories,general_dcf,13272297720.0,0.9553,0.8304912468216664,10.7962237500133,0.10288787194197252,0.727603374879694,0.18901089246657682,0.22667839514090904,0.1529693238163654,-0.8513918245654738,0.008193087508424252,-0.04705755910162279,,8.0,2026.0,ttm,2026-07-30,2026-08-07,True,,,,0.0,0.04670113846462295,0.0,0.10901861070189621,-0.10901861070189621
29,BMY,64.72,0.10510928580479234,0.12731455528410152,-0.09910664850613099,0.2649146811570973,0.75,0.12,0.25,0.09910664850613099,0.21910664850613099,0.09910664850613099,0.21910664850613099,30.31341527146612,82.08165855420164,142.2520256366147,30.31341527146612,142.2520256366147,False,,0.26825801227134805,0.5342,1.0,0.19598466483161414,0.9109,0.0073145552841015204,0.5342,valid,,,,,False,ok,False,,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - General,general_dcf,132204191200.0,0.9109,0.21115290149577984,,0.0664053627118956,0.14474753878388424,0.20325958745177736,0.2826559863378535,0.11453047601171651,1.876749224193454,0.011474219317356572,-0.015459895353295616,cyclical_revenue,8.0,2025.0,ttm,2026-07-30,2026-08-07,True,,,,0.09910664850613099,0.09799233241580707,0.125,0.21910664850613099,-0.21519921307336395
