scenario,probability,intrinsic_value_per_share,irr_5y,irr_3y,exit_value_per_share,total_return_5y,normalized_roe,terminal_growth,irr_5y_status,scenario_is_finite,ticker,model_family,price,affo_growth
bear,0.25,187.96431603990118,-0.1847059613899391,,187.96431603990118,-0.6397770869300475,0.054532922019239635,0.025,valid,True,BRK-B,insurance,521.8,
base,0.5,713.1412734067851,0.06447214042984384,,713.1412734067851,0.3666946596527121,0.13704863806039103,0.025,valid,True,BRK-B,insurance,521.8,
bull,0.25,1107.4799065108032,0.1624287859316913,,1107.4799065108032,1.122422204888469,0.19900705839248375,0.025,valid,True,BRK-B,insurance,521.8,
bear,0.25,143.53009300806903,-0.1668397820274793,,143.53009300806903,-0.5985396816735594,0.10310767488802763,0.025,valid,True,JPM,bank,357.52,
base,0.5,243.29858531351547,-0.07409197459522054,,243.29858531351547,-0.31948258750974634,0.1574007140531622,0.025,valid,True,JPM,bank,357.52,
bull,0.25,299.68131720558335,-0.03467875253387698,,299.68131720558335,-0.16177747481096616,0.18808364611032238,0.025,valid,True,JPM,bank,357.52,
bear,0.25,20.270766063660187,-0.20334211869538454,,20.270766063660187,-0.6791077083479471,0.0654848946672089,0.025,valid,True,BAC,bank,63.17,
base,0.5,37.857428948256235,-0.09733199789010694,,37.857428948256235,-0.4007055730844351,0.10060908248500378,0.025,valid,True,BAC,bank,63.17,
bull,0.25,47.88785440764469,-0.05388723848461885,,47.88785440764469,-0.24192093703269457,0.12064190793004807,0.025,valid,True,BAC,bank,63.17,
bear,0.25,37.03238816231036,-0.1575129056232435,,37.03238816231036,-0.5755600210623455,0.06930626712072673,0.025,valid,True,WFC,bank,87.25,
base,0.5,71.13304794317852,-0.040022185407976196,,71.13304794317852,-0.1847215135452318,0.1101049575703439,0.025,valid,True,WFC,bank,87.25,
bull,0.25,91.42939811172022,0.00940182366480391,,91.42939811172022,0.047901411022581275,0.13438790438440948,0.025,valid,True,WFC,bank,87.25,
bear,0.25,17.192696226322784,-0.3377803791819396,,17.192696226322784,-0.8726466946198312,0.03649441774981295,0.025,valid,True,C,bank,135.0,
base,0.5,63.134766602043285,-0.1410122663246921,,63.134766602043285,-0.5323350622070868,0.06720963206165122,0.025,valid,True,C,bank,135.0,
bull,0.25,93.99758530095268,-0.06984229966468847,,93.99758530095268,-0.3037215903633135,0.0878434015642418,0.025,valid,True,C,bank,135.0,
