scenario,probability,intrinsic_value_per_share,irr_5y,irr_3y,exit_value_per_share,total_return_5y,normalized_roe,terminal_growth,irr_5y_status,scenario_is_finite,ticker,model_family,price,affo_growth
bear,0.25,193.51991158787854,-0.16999766431445973,,193.51991158787854,-0.6060903932831001,0.054532922019239635,0.025,valid,True,BRK-B,insurance,491.28,
base,0.5,734.2193406010745,0.08367573045817922,,734.2193406010745,0.4945028102122506,0.13704863806039103,0.025,valid,True,BRK-B,insurance,491.28,
bull,0.25,1140.2133027623543,0.18339956101759824,,1140.2133027623543,1.3209031565753833,0.19900705839248375,0.025,valid,True,BRK-B,insurance,491.28,
bear,0.25,144.96744730142595,-0.15346416101159643,,144.96744730142595,-0.5652628582096024,0.10310767488802763,0.025,valid,True,JPM,bank,333.46,
base,0.5,245.7350518331072,-0.0592273728340893,,245.7350518331072,-0.2630748760477801,0.1574007140531622,0.025,valid,True,JPM,bank,333.46,
bull,0.25,302.6824176640083,-0.019181407742131285,,302.6824176640083,-0.09229767389189614,0.18808364611032238,0.025,valid,True,JPM,bank,333.46,
bear,0.25,20.41065215318357,-0.18432795329372065,,20.41065215318357,-0.6389412320328398,0.0654848946672089,0.025,valid,True,BAC,bank,56.53,
base,0.5,38.11867845793681,-0.07578764478987798,,38.11867845793681,-0.3256911647278117,0.10060908248500378,0.025,valid,True,BAC,bank,56.53,
bull,0.25,48.21832266265354,-0.031305971220158324,,48.21832266265354,-0.14703126370681863,0.12064190793004807,0.025,valid,True,BAC,bank,56.53,
bear,0.25,37.56221901704222,-0.14829130683759695,,37.56221901704222,-0.5518169786774583,0.06930626712072673,0.025,valid,True,WFC,bank,83.81,
base,0.5,72.1507647435704,-0.029514570147901265,,72.1507647435704,-0.13911508479214407,0.1101049575703439,0.025,valid,True,WFC,bank,83.81,
bull,0.25,92.73749944012587,0.020450418585088892,,92.73749944012587,0.1065206949066444,0.13438790438440948,0.025,valid,True,WFC,bank,83.81,
bear,0.25,17.31769269591271,-0.34512515313569725,,17.31769269591271,-0.8795542307976582,0.03649441774981295,0.025,valid,True,C,bank,143.78,
base,0.5,63.59377680205816,-0.1505394239844151,,63.59377680205816,-0.5577008151199182,0.06720963206165122,0.025,valid,True,C,bank,143.78,
bull,0.25,94.68097818813743,-0.08015881375690204,,94.68097818813743,-0.34148714572167593,0.0878434015642418,0.025,valid,True,C,bank,143.78,
bear,0.25,51.59792933196386,-0.24225790422555593,,51.59792933196386,-0.7501915791238738,,0.025,valid,True,WELL,reit,206.55,0.039999999999999994
base,0.5,96.59873042861308,-0.1410077533474905,,96.59873042861308,-0.5323227769130328,,0.025,valid,True,WELL,reit,206.55,0.06
bull,0.25,96.59873042861308,-0.1410077533474905,,96.59873042861308,-0.5323227769130328,,0.025,valid,True,WELL,reit,206.55,0.06
bear,0.25,71.44906784222407,-0.1270437875674686,,71.44906784222407,-0.49305330039574236,,0.025,valid,True,PLD,reit,140.94,0.039999999999999994
base,0.5,101.04909162480318,-0.06437971449248248,,101.04909162480318,-0.28303468408682286,,0.025,valid,True,PLD,reit,140.94,0.06
bull,0.25,101.04909162480318,-0.06437971449248248,,101.04909162480318,-0.28303468408682286,,0.025,valid,True,PLD,reit,140.94,0.06
bear,0.25,58.95433856042081,-0.22017262341843302,,58.95433856042081,-0.71160190509529,0.07634698720976336,0.025,valid,True,PGR,insurance,204.42,
base,0.5,192.29782686776716,-0.012151832656844608,,192.29782686776716,-0.05930032840344801,0.19248409528036692,0.025,valid,True,PGR,insurance,204.42,
bull,0.25,292.4910570860741,0.07428086856048366,,292.4910570860741,0.43083385718654776,0.2797485890589154,0.025,valid,True,PGR,insurance,204.42,
bear,0.25,108.1671075123094,-0.14237109350091748,,108.1671075123094,-0.5360223587169846,0.07128627375882023,0.025,valid,True,PNC,bank,233.13,
base,0.5,196.64636939449804,-0.03346507001699894,,196.64636939449804,-0.15649479091280383,0.1091478328930633,0.025,valid,True,PNC,bank,233.13,
bull,0.25,246.86524299139148,0.011515068791195793,,246.86524299139148,0.058916668774466885,0.13063721709334689,0.025,valid,True,PNC,bank,233.13,
