ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh,rejection_reason
UBER,"Uber Technologies, Inc.",NYSE,common_stock,False,2019-05-10,Technology,Software - Application,US,2035599013.0023975,1.12,149107627702.25,2026-06-17,fmp:company-screener,2026-06-18T10:14:52.789344+00:00,70.91,2026-06-17,144344326012.0,1209957601.2531428,True,no_normalized_earnings
MRVL,"Marvell Technology, Inc.",NASDAQ,common_stock,False,2000-06-30,Technology,Semiconductors,US,874799999.9999999,2.277,243780516000.0,2026-06-17,fmp:company-screener,2026-06-18T10:14:52.789344+00:00,289.54,2026-06-17,253289591999.99997,7641855628.004572,True,no_normalized_earnings
PANW,"Palo Alto Networks, Inc.",NASDAQ,common_stock,False,2012-07-20,Technology,Software - Infrastructure,US,681511323.9995747,0.942,190755019588.0,2026-06-17,fmp:company-screener,2026-06-18T10:14:52.789344+00:00,282.13,2026-06-17,192274789840.0,1671486500.0522857,True,no_normalized_earnings
CRWD,"CrowdStrike Holdings, Inc.",NASDAQ,common_stock,False,2019-06-12,Technology,Software - Infrastructure,US,254564819.99970713,1.244,173857589467.2,2026-06-17,fmp:company-screener,2026-06-18T10:14:52.789344+00:00,682.96,2026-06-17,173857589467.0,1745948939.4457142,True,no_normalized_earnings
DDOG,"Datadog, Inc.",NASDAQ,common_stock,False,2019-09-19,Technology,Software - Application,US,355960201.00163263,1.553,82970763251.09,2026-06-17,fmp:company-screener,2026-06-18T10:14:52.789344+00:00,226.63,2026-06-17,80671260353.0,955651029.8702856,True,no_normalized_earnings
DASH,"DoorDash, Inc.",NASDAQ,common_stock,False,2020-12-09,Communication Services,Internet Content & Information,US,435718716.998672,1.811,74124468136.04001,2026-06-17,fmp:company-screener,2026-06-18T10:14:52.789344+00:00,165.66,2026-06-17,72181162658.0,733242916.2119999,True,no_normalized_earnings
WDAY,"Workday, Inc.",NASDAQ,common_stock,False,2012-10-12,Technology,Software - Application,US,261942107.00155956,1.081,31912406895.81,2026-06-17,fmp:company-screener,2026-06-18T10:14:52.789344+00:00,121.83,2026-06-17,31912406896.0,646397753.7317142,True,no_normalized_earnings
