ticker,price,roic,incremental_roic,roic_status,watchlist_reason,data_confidence,model_confidence,name,sector,industry,model_family,market_cap,financial_persistence_score,wacc,roic_minus_wacc,normalized_operating_margin,current_operating_margin,revenue_cagr,net_debt_to_ebitda,sbc_intensity,net_share_change_cagr,risk_flags,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,price_as_of,is_price_fresh
BKNG,184.56,-1.296699045803743,,meaningless_capital,roic_not_meaningful:meaningless_capital,1.0,0.4338,Booking Holdings Inc.,Consumer Cyclical,Travel Services,general_dcf,143011564148.0,0.6131,0.09324201957368691,-1.38994106537743,0.30839491031182165,0.3427962581717051,0.09210498198705142,0.28600823045267487,0.024806927217411654,-0.07440976939684663,cyclical_revenue,8,2025,ttm,2026-04-28,2026-07-02,True
FTNT,156.25,-1.093144402578954,,meaningless_capital,roic_not_meaningful:meaningless_capital,1.0,0.6355,"Fortinet, Inc.",Technology,Software - Infrastructure,general_dcf,114476311094.0,0.2182,0.10014809713540229,-1.1932924997143564,0.21223779387210398,0.310598494971517,0.20864941060273168,-1.1152696400813105,0.043302327143288896,-0.02656998785497633,,8,2025,ttm,2026-05-08,2026-07-02,True
ABNB,148.93,-1.094858455930283,4.443422297746731,meaningless_capital,roic_not_meaningful:meaningless_capital,0.95,0.3602,"Airbnb, Inc.",Consumer Cyclical,Travel Services,general_dcf,88391984767.00002,0.1125,0.1010998930782811,-1.1959583490085641,0.1123329728199328,0.2049497904641417,0.18861479137930015,-3.61707779886148,0.12673392181588902,-0.03661867752640424,heavy_sbc;cyclical_revenue;peak_cycle_margins,8,2025,ttm,2026-05-07,2026-07-02,True
EXPE,268.69,-0.6796459880891328,,meaningless_capital,roic_not_meaningful:meaningless_capital,0.85,0.3969,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,general_dcf,30764736310.0,0.3937,0.09845718880962058,-0.7781031768987534,0.07764508327479386,0.16149232087535428,0.03964046576130609,-0.9973102211595936,0.03216761430017914,-0.09015895454406941,cyclical_revenue;peak_cycle_margins,8,2025,ttm,2026-05-08,2026-07-02,True
VRSN,256.43,-0.9411568628911792,,meaningless_capital,roic_not_meaningful:meaningless_capital,1.0,0.8512,"VeriSign, Inc.",Technology,Software - Infrastructure,general_dcf,23335130000.0,0.2933,0.07707063017009057,-1.0182274930612698,0.6581874834837056,0.6793013307984791,0.045288243162276975,1.0563945055882604,0.03998392605987543,-0.05273176281409042,,8,2025,ttm,2026-04-23,2026-07-02,True
CSGP,30.0,-0.0025122055024257867,-0.0800471048627112,meaningless_capital,roic_not_meaningful:meaningless_capital,1.0,0.7122,"CoStar Group, Inc.",Real Estate,Real Estate - Services,general_dcf,12250671450.0,0.4235,0.07945747038325,-0.08196967588567579,0.190487205124872,-0.007561769102259738,0.15393417399277043,-0.6459948320413437,0.034623217922606926,0.013435211585532514,thin_interest_coverage;incremental_roic_below_wacc,8,2025,ttm,2026-04-29,2026-07-02,True
