ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,revenue,revenue_cagr,revenue_volatility,gross_margin,current_operating_margin,reported_operating_income,one_off_items_latest,normalized_operating_margin,normalized_operating_income,normalized_nopat,normalized_fcf,normalized_fcf_per_share,margin_volatility,tax_rate,roic,incremental_roic,net_debt,total_debt,interest_expense_known,interest_coverage,net_debt_to_ebitda,sbc_intensity,dividends_paid,buybacks,net_share_change_cagr,ocf_to_net_income,shares_diluted,model_family,analyst_growth,analyst_dispersion,has_estimates,risk_free,wacc,cost_of_debt_after_tax,roic_minus_wacc,filing_age_days,data_confidence
LLY,Eli Lilly and Company,NYSE,common_stock,False,1972-06-01,Healthcare,Drug Manufacturers - General,US,941741000.0,0.517,1066992553000.0,2026-06-12,fmp:company-screener,2026-06-14T14:52:13.013200+00:00,1133.0,2026-06-12,1066992553000.0,3108587660.574412,True,8,2025,ttm,2026-04-30,72249500000.0,0.17173452760489116,0.14539401856922307,0.8350604502453304,0.45865507719776605,33137600000.0,0.0,0.2985125860686211,21567385087.164837,18470271448.310722,9757548251.947643,10.891336367839763,0.06099756072839578,0.14360172206028196,0.4095918883332159,0.46811342852770665,38088000000.0,43370000000.0,True,37.502942507922135,1.0826359832635983,0.014333066179425301,5585700000.0,5264000000.0,-0.01941725719694465,0.8146504314793369,895900000.0,general_dcf,0.33112536262083503,0.06039719626656503,True,0.044800000000000006,0.06989078914807557,0.051212617020795145,0.33970109918514035,43,1.0
XOM,Exxon Mobil Corporation,NYSE,common_stock,False,1978-01-13,Energy,Oil & Gas Integrated,US,4144950000.0,0.149,615649423500.0,2026-06-12,fmp:company-screener,2026-06-14T14:52:13.013200+00:00,147.01,2026-06-12,609349099500.0,2990735280.2738233,True,8,2025,ttm,2026-05-04,326008000000.0,0.02137513326454399,0.29228653601807575,0.2549231920689063,0.09011128561262301,29377000000.0,0.0,0.09579267470512298,31229178295.267735,22523632421.739574,26641311379.15494,6.368948453061186,0.09454531088381184,0.27876320635843754,0.07216371982550887,0.08643896132487533,39226000000.0,47661000000.0,True,42.39105339105339,0.6950158578288064,0.0,17230000000.0,20337000000.0,-0.0017470058605750793,1.6336698337292161,4183000000.0,general_dcf,0.2263741902626255,0.24205298013225554,True,0.044800000000000006,0.06786529493986976,0.04312996025976544,0.004298424885639113,39,1.0
JNJ,Johnson & Johnson,NYSE,common_stock,False,1943-01-02,Healthcare,Drug Manufacturers - General,US,2407216971.0009546,0.256,579826351804.77,2026-06-12,fmp:company-screener,2026-06-14T14:52:13.013200+00:00,240.87,2026-06-12,579826351805.0,1786974718.4235294,True,8,2025,ttm,2026-04-22,96362000000.0,0.020747946632048597,0.035808695075814155,0.6911853220149021,0.2686951287852058,25892000000.0,0.0,0.26112666111616145,25162687318.47555,21670093940.391224,20492024785.462284,8.38051070892454,0.011060098176694946,0.13880049192996613,0.195388949220565,0.12066491948116082,32936000000.0,54987000000.0,True,24.920115495668913,0.979451036369584,0.013645063939219578,12523000000.0,7854000000.0,-0.02815093071096164,0.9151619161319207,2445200000.0,general_dcf,0.07628133841149265,0.004463842876141914,True,0.044800000000000006,0.0682148460148262,0.051499730582588034,0.1271741032057388,51,1.0
CAT,Caterpillar Inc.,NYSE,common_stock,False,1929-12-02,Industrials,Agricultural - Machinery,US,460637000.0,1.603,419442233090.0,2026-06-12,fmp:company-screener,2026-06-14T14:52:13.013200+00:00,910.57,2026-06-12,419442233090.0,2122691729.285,True,8,2025,ttm,2026-05-06,70755000000.0,0.030628169211895928,0.13874902481947812,0.32520669917320333,0.16558547099144938,11716000000.0,0.0,0.15281852143765806,10812674484.321497,8438643189.110601,6539463486.461416,14.039208858869507,0.029106358546240153,0.21956004489483788,0.1585949719709314,0.35038510576386805,38994000000.0,43066000000.0,True,8.309219858156029,2.778735836955747,0.0034408801246740423,2778000000.0,6494000000.0,-0.04236798600512226,1.2467343976777938,465800000.0,general_dcf,0.1533617582861171,0.0278285863495556,True,0.044800000000000006,0.1176610634625789,0.046670309315288705,0.04093390850835249,37,1.0
ABBV,AbbVie Inc.,NYSE,common_stock,False,2013-01-02,Healthcare,Drug Manufacturers - General,US,1766792820.998551,0.309,402351729126.32996,2026-06-12,fmp:company-screener,2026-06-14T14:52:13.013200+00:00,227.73,2026-06-12,402351729126.0,1265066948.993235,True,8,2025,ttm,2026-05-08,62819000000.0,0.09331472871090596,0.1391449717815021,0.7067766121714768,0.2760470558270587,17341000000.0,0.0,0.28007514501636444,17594040534.782997,15834636481.304697,23513896212.228527,13.2547329268481,0.07152304148331765,0.1,0.17156849812017677,,63467000000.0,72858000000.0,True,5.959106529209622,2.5009654411474957,0.015614780902550687,11818000000.0,1500000000.0,-0.000750469325035974,4.503076194983436,1774000000.0,general_dcf,0.10383080994872174,0.009209744506868553,True,0.044800000000000006,0.06734998526199934,0.05382000000000001,0.10421851285817743,35,1.0
CVX,Chevron Corporation,NYSE,common_stock,False,1921-06-24,Energy,Oil & Gas Integrated,US,1991600000.0,0.472,373544496000.0,2026-06-12,fmp:company-screener,2026-06-14T14:52:13.013200+00:00,187.22,2026-06-12,372867352000.0,2026480541.1805882,True,8,2025,ttm,2026-05-07,185887000000.0,0.02151287461971707,0.3378424505974167,0.2543050347791938,0.08401340599396408,15617000000.0,0.0,0.09720176629979874,18068544732.17069,12952142787.436766,17846097331.851788,8.986402805706122,0.08021670221770562,0.2831662439102951,0.05001694562082441,0.006594393908605934,40105000000.0,45428000000.0,True,11.568148148148149,1.071352246620719,0.0,13293000000.0,10510000000.0,0.0077772420189685665,1.7831379876564182,1985900000.0,general_dcf,0.24520868133233442,0.2877886002900017,True,0.044800000000000006,0.06687496670325005,0.04286665861416436,-0.016858021082425637,36,1.0
UNH,UnitedHealth Group Incorporated,NYSE,common_stock,False,1984-10-17,Healthcare,Medical - Healthcare Plans,US,908144403.9998043,0.65,370995151922.07996,2026-06-12,fmp:company-screener,2026-06-14T14:52:13.013200+00:00,408.52,2026-06-12,370995151922.0,2602413420.040882,True,8,2025,ttm,2026-05-05,449713000000.0,0.10236402697783231,0.03015057603745994,0.1880132440022859,0.041882267134817096,18835000000.0,0.0,0.08231835080659637,37019632496.28687,29159685781.449482,29472401505.688797,32.38725440185582,0.014040979061147749,0.2123183344844322,0.09852363261447654,-0.07804786860320123,46688000000.0,77917000000.0,True,4.757514523869664,2.0155413572785355,0.0025432324534448558,8009000000.0,2545000000.0,-0.014236812683171118,1.633792302587923,910000000.0,general_dcf,-0.009213248143764119,0.02625647960134685,True,0.044800000000000006,0.07205881570932253,0.04710336359783096,0.02646481690515401,38,1.0
KO,The Coca-Cola Company,NYSE,common_stock,False,1919-09-05,Consumer Defensive,Beverages - Non-Alcoholic,US,4302482417.998063,0.354,355471097375.16003,2026-06-12,fmp:company-screener,2026-06-14T14:52:13.013200+00:00,82.62,2026-06-12,355471097375.0,1163746954.3061767,True,8,2025,ttm,2026-04-30,49284000000.0,0.04899466931403018,0.08312406219604142,0.6174417660904148,0.29344209073938804,14462000000.0,0.0,0.2667444120505345,13146231603.498543,10732482562.24219,10371845762.832718,2.404229430420194,0.021122148656035154,0.1836076766374627,0.1777041809221706,0.3070694854507463,32807000000.0,43890000000.0,True,8.807551766138856,2.115352376039719,0.0058196533238772654,10971000000.0,853000000.0,-0.0027662658604344914,0.640109114852789,4314000000.0,general_dcf,0.017400585822281434,0.04175957836481429,True,0.044800000000000006,0.06749431536140102,0.04882026093707974,0.11020986556076959,43,1.0
PG,The Procter & Gamble Company,NYSE,common_stock,False,1978-01-13,Consumer Defensive,Household & Personal Products,US,2328598978.002807,0.385,348381693098.58,2026-06-12,fmp:company-screener,2026-06-14T14:52:13.013200+00:00,149.61,2026-06-12,348381693099.0,1268611742.0729413,True,8,2025,ttm,2026-04-24,86718000000.0,0.03369968261776646,0.02305581143345163,0.5032865149103992,0.23239696487465117,20153000000.0,0.0,0.22124866058976383,19186241349.02314,15360260829.57042,14340628338.986181,5.9344623790549065,0.048534720736036735,0.1994127171577313,0.2036508111217449,0.2194914528090526,24720000000.0,37026000000.0,True,48.91504854368932,1.0644161212538752,0.0066458551813281955,10176000000.0,4853000000.0,-0.01636116975751145,1.1497986760390364,2416500000.0,general_dcf,0.035186050466831986,0.017211703961140083,True,0.044800000000000006,0.06769368339186912,0.04787511951396767,0.13595712772987578,49,1.0
HD,"The Home Depot, Inc.",NYSE,common_stock,False,1981-09-22,Consumer Cyclical,Home Improvement,US,997116682.0000609,0.974,327443147201.98,2026-06-12,fmp:company-screener,2026-06-14T14:52:13.013200+00:00,328.39,2026-06-12,327443147202.0,1451747397.8152943,True,8,2025,ttm,2026-05-27,166592000000.0,0.06183856728649273,0.07301095723835462,0.3312704091432962,0.12448376872839031,20738000000.0,0.0,0.14279601693997807,23788674054.064827,18103104534.44652,16194534886.056755,16.25957317877184,0.008072344591178457,0.23900321248240392,0.22465481408068422,-0.04736403118234224,56374000000.0,57975000000.0,True,8.612126245847175,2.259841257115369,0.002770916659352784,9186000000.0,0.0,-0.009521261005304371,1.3379710928002162,996000000.0,general_dcf,0.03612592257486469,0.006924618842385543,True,0.044800000000000006,0.08628093428508685,0.045507607893552245,0.13837387979559737,16,1.0
