ticker,event_triggers,weekly_drop,drawdown_from_high,event_detected_as_of,latest_filing_date,price_as_of,status,reason_unrankable,evidence_needed
ORCL,weekly_drop,-0.26,,2026-06-12,,2026-06-12 00:00:00,awaiting_new_evidence,price already reflects the event; pre-event earning power is stale,a post-event 10-Q/10-K or updated guidance reflecting the event
ADBE,weekly_drop,-0.26,,2026-06-12,,2026-06-12 00:00:00,awaiting_new_evidence,price already reflects the event; pre-event earning power is stale,a post-event 10-Q/10-K or updated guidance reflecting the event
CHTR,drawdown_from_high,,-0.4,2026-06-12,,2026-06-12 00:00:00,awaiting_new_evidence,price already reflects the event; pre-event earning power is stale,a post-event 10-Q/10-K or updated guidance reflecting the event
SMCI,weekly_drop,-0.35,,2026-06-12,,2026-06-12 00:00:00,awaiting_new_evidence,price already reflects the event; pre-event earning power is stale,a post-event 10-Q/10-K or updated guidance reflecting the event
