ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh,rejection_reason
UBER,"Uber Technologies, Inc.",NYSE,common_stock,False,2019-05-10,Technology,Software - Application,US,2035599012.999138,1.159,141718403285.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,69.62,2026-09-25,141718403285.0,1350965753.871212,True,no_normalized_earnings
P,"Everpure, Inc.",NYSE,common_stock,False,2015-10-06,Technology,Computer Hardware,US,332405000.0,1.434,41893002150.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,126.0,2026-09-25,41883030000.0,304047381.3675757,True,no_normalized_earnings
COST,Costco Wholesale Corporation,NASDAQ,common_stock,False,1986-07-09,Consumer Defensive,Discount Stores,US,443479000.0,0.855,409226899435.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,922.77,2026-09-25,409229116830.0,2019477728.0024242,True,normalization_failed
SNDK,Sandisk Corporation,NASDAQ,common_stock,False,1995-11-08,Technology,Computer Hardware,US,148089750.0,5.163,263273957550.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,1777.8,2026-09-25,263273957550.0,20807412086.930603,True,no_normalized_earnings
CRWD,"CrowdStrike Holdings, Inc.",NASDAQ,common_stock,False,2019-06-12,Technology,Software - Infrastructure,US,1018259279.9984136,1.255,256733712266.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,252.13,2026-09-25,256733712266.0,2050509550.4642425,True,no_normalized_earnings
MRVL,"Marvell Technology, Inc.",NASDAQ,common_stock,False,2000-06-27,Technology,Semiconductors,US,875766000.0,2.253,229393767210.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,261.94,2026-09-25,229398146040.0,5052624196.299697,True,no_normalized_earnings
DDOG,"Datadog, Inc.",NASDAQ,common_stock,False,2019-09-19,Technology,Software - Application,US,355960174.0014172,1.488,95443601455.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,268.13,2026-09-25,95443601455.0,998050912.0030303,True,no_normalized_earnings
DASH,"DoorDash, Inc.",NASDAQ,common_stock,False,2020-12-09,Communication Services,Internet Content & Information,US,435718711.998345,1.788,84250570152.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,193.36,2026-09-25,84250570152.0,795111173.4563637,True,no_normalized_earnings
WDAY,"Workday, Inc.",NASDAQ,common_stock,False,2012-10-12,Technology,Software - Application,US,261942106.99920824,1.082,49624932171.0,2026-09-25,fmp:company-screener,2026-09-26T02:43:41.946536+00:00,189.45,2026-09-25,49624932171.0,748015038.6412121,True,no_normalized_earnings
