ticker,price,expected_irr,median_irr,p10_irr,p90_irr,above_hurdle_weight,hurdle_rate,permanent_loss_weight,worst_case_shortfall,worst_case_hurdle_gap,expected_shortfall,hurdle_cvar,intrinsic_value_low,intrinsic_value_base,intrinsic_value_high,intrinsic_value_bear,intrinsic_value_bull,scenario_order_inversion,scenario_order_note,upside_to_base,model_confidence,data_confidence,model_uncertainty,business_quality,valuation_excess,evidence_confidence,valuation_status,invalid_reason,invalid_fields,assumption_flags,valuation_alerts,requires_manual_review,roic_status,catastrophic_tail_floor_applied,catastrophic_tail_scenarios,name,sector,industry,model_family,market_cap,financial_persistence_score,roic,incremental_roic,wacc,roic_minus_wacc,normalized_operating_margin,current_operating_margin,revenue_cagr,net_debt_to_ebitda,sbc_intensity,net_share_change_cagr,risk_flags,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,price_as_of,is_price_fresh,watchlist_reason
GM,82.63,-0.7421682942454935,-0.95,-0.95,-0.11867317698197435,0.0,0.12,1.0,0.95,1.0699999999999998,0.95,1.0699999999999998,-72.17432165702583,-41.488819420475465,7.357626910184069,-72.17432165702583,7.357626910184069,False,,-1.5021035873227093,0.41742540000000006,1.0,0.4331406495090128,0.2487,-1.0699999999999998,0.41742540000000006,invalid,irr_below_solver_bound,irr_5y[base],forward_roic_floor_hit;share_change_floor_hit;reinvestment_cap_hit,,False,ok,True,bear;base,General Motors Company,Consumer Cyclical,Auto - Manufacturers,general_dcf,74734830833.0,0.2487,0.009503743709599695,-0.24899975272828603,0.09346979178835718,-0.08396604807875749,0.054134788670623685,0.009777552593423059,0.03335752810947534,6.218478260869565,0.0,-0.14167131736471228,elevated_leverage;thin_interest_coverage;incremental_roic_below_wacc,8,2025,ttm,2026-07-21,2026-09-25,True,irr_below_solver_bound
LHX,237.69,-0.5465264634964113,-0.95,-0.95,-0.14305292699282282,0.0,0.12,0.5,0.95,1.0699999999999998,0.95,1.0699999999999998,,61.10395446693378,,,,True,"growth destroys value: forward ROIC 2.5% at/below WACC 8.2%, so higher-growth scenarios reinvest below the cost of capital and are worth less than the bear case",-0.7429258510373438,,1.0,,0.3876,-1.0699999999999998,,invalid,invalid_valuation_output,irr_5y[bear];irr_5y[bull];scenario[bear];scenario[bull],reinvestment_cap_hit,,False,ok,False,,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,general_dcf,44261443350.0,0.3876,0.06329029891152879,0.009203348926480491,0.08235050817645088,-0.019060209264922093,0.09833066544706151,0.10042735042735043,0.18155465427374273,2.7134268537074147,0.01647870642154591,-0.009152778754501045,thin_interest_coverage;incremental_roic_below_wacc,8,2025,ttm,2026-07-30,2026-09-25,True,invalid_valuation_output
