ticker,name,sector,industry,market_cap,price_as_of,is_price_fresh,shares_outstanding,beta,price,model_family,expected_irr,median_irr,p10_irr,p90_irr,above_hurdle_weight,hurdle_rate,permanent_loss_weight,worst_case_shortfall,worst_case_hurdle_gap,expected_shortfall,hurdle_cvar,intrinsic_value_low,intrinsic_value_base,intrinsic_value_high,intrinsic_value_bear,intrinsic_value_bull,scenario_order_inversion,scenario_order_note,upside_to_base,model_confidence,data_confidence,model_uncertainty,business_quality,valuation_excess,evidence_confidence,valuation_status,invalid_reason,invalid_fields,assumption_flags,valuation_alerts,requires_manual_review,roic_status,catastrophic_tail_floor_applied,catastrophic_tail_scenarios,specialist_model_note
BRK-B,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,1090246355200.9999,2026-09-25,True,2156853595.000791,0.61,505.48,insurance,0.014676450408937142,0.052040289888532154,-0.19422768887369435,0.1488529107323786,0.25,0.12,0.25,0.19422768887369435,0.31422768887369434,0.19422768887369435,0.31422768887369434,171.69817330567898,651.4271247465829,1011.6402992165995,171.69817330567898,1011.6402992165995,False,,0.2887297712008048,0.6,0.8,0.18954029980303647,0.2635723426046662,-0.06795971011146784,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,919232700600.0,2026-09-25,True,2679510000.0,0.975,343.06,bank,-0.09200508858105758,-0.07873835295091525,-0.17102073466791134,-0.039522913754488465,0.0,0.12,0.75,0.17102073466791134,0.29102073466791134,0.17102073466791134,0.29102073466791134,134.30383785778236,227.6591136266958,280.4175082135744,134.30383785778236,280.4175082135744,False,,-0.33638688967907715,0.6,0.8,0.08374891045671143,0.5899339399080995,-0.19873835295091524,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
BAC,Bank of America Corporation,Financial Services,Banks - Diversified,402376653000.0,2026-09-25,True,7096590000.0,1.164,56.7,bank,-0.10374888786787648,-0.08794488863287808,-0.19505743977139567,-0.044048334434354075,0.0,0.12,0.75,0.19505743977139567,0.31505743977139566,0.19505743977139567,0.31505743977139566,19.160529759820147,35.78396552529521,45.265021392385,19.160529759820147,45.265021392385,False,,-0.3688894969083738,0.6,0.8,0.09350455266852079,0.5354501514449488,-0.20794488863287808,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
WFC,Wells Fargo & Company,Financial Services,Banks - Diversified,250901280000.0,2026-09-25,True,3024000000.0,0.916,82.97,bank,-0.061438831697466195,-0.044501555748648336,-0.16144405032845122,0.004691835035883107,0.0,0.12,0.25,0.16144405032845122,0.2814440503284512,0.16144405032845122,0.2814440503284512,34.401811623884186,66.0801486754907,84.93475810792218,34.401811623884186,84.93475810792218,False,,-0.20356576261913095,0.6,0.8,0.10106794268216715,0.520607358086104,-0.16450155574864833,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
C,Citigroup Inc.,Financial Services,Banks - Diversified,230278114800.0,2026-09-25,True,1714910000.0,1.097,134.28,bank,-0.18182241628906168,-0.15096573694821214,-0.3445515654622776,-0.08080662579754483,0.0,0.12,1.0,0.3445515654622776,0.4645515654622776,0.3445515654622776,0.4645515654622776,16.244411606936662,59.24305094116639,88.1141707640599,16.244411606936662,88.1141707640599,False,,-0.5588095699942925,0.6,0.8,0.14987246983236638,0.27419944362873555,-0.27096573694821213,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities,166718746184.7598,2026-09-25,True,720572010.9986593,0.76,231.37,reit,-0.21634759092639855,-0.19599052882481938,-0.27741877723113606,-0.19599052882481938,0.0,0.12,1.0,0.27741877723113606,0.39741877723113606,0.27741877723113606,0.39741877723113606,45.576440597046556,77.73433189373242,77.73433189373242,45.576440597046556,77.73433189373242,False,,-0.6640258810834057,0.6,0.8,0.05871412420315834,0.5863103147184996,-0.31599052882481937,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,124145761800.00002,2026-09-25,True,933076000.0,1.316,133.05,reit,-0.08805839313001079,-0.07381044629460676,-0.1308022336362229,-0.07381044629460676,0.0,0.12,1.0,0.1308022336362229,0.2508022336362229,0.1308022336362229,0.2508022336362229,66.00971945165476,90.68057613634511,90.68057613634511,66.00971945165476,90.68057613634511,False,,-0.31844737965918746,0.6,0.8,0.046495893670808065,0.7279367011564213,-0.19381044629460675,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
PGR,The Progressive Corporation,Financial Services,Insurance - Property & Casualty,119477700000.0,2026-09-25,True,581400000.0,0.259,205.5,insurance,-0.07015599804019165,-0.0406354432923175,-0.24265816329362677,0.043305057717495155,0.0,0.12,0.25,0.24265816329362677,0.36265816329362677,0.24265816329362677,0.36265816329362677,51.20018958148733,167.0052693687185,254.02027975173556,51.20018958148733,254.02027975173556,False,,-0.18732229017655233,0.6,0.8,0.16098161050556095,0.30657828806854137,-0.1606354432923175,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
BNY,Bank of New York Mellon Corp,Financial Services,Investment - Banking & Investment Services,103059806850.0,2026-09-25,True,686379000.0,1.048,150.15,bank,-0.21853500740923837,-0.19882553457590568,-0.33172095258032175,-0.14476800790482036,0.0,0.12,1.0,0.33172095258032175,0.45172095258032174,0.33172095258032175,0.45172095258032174,20.013109010330478,49.563370546751024,68.69814786395698,20.013109010330478,68.69814786395698,False,,-0.6699076220662603,0.6,0.8,0.11147647233775068,0.40378829747773026,-0.3188255345759057,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
USB,U.S. Bancorp,Financial Services,Banks - Diversified,92420223422.0,2026-09-25,True,1557731727.995955,0.971,59.33,bank,-0.05045958449857102,-0.03376804006888434,-0.1493153359697872,0.015013078113271794,0.0,0.12,0.25,0.1493153359697872,0.2693153359697872,0.1493153359697872,0.2693153359697872,26.431229512133605,49.96677742377882,63.91937774627454,26.431229512133605,63.91937774627454,False,,-0.15781598813789277,0.6,0.8,0.10016420704152948,0.5289760691982345,-0.15376804006888434,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
