scenario,probability,intrinsic_value_per_share,irr_5y,irr_3y,exit_value_per_share,total_return_5y,normalized_roe,terminal_growth,irr_5y_status,scenario_is_finite,ticker,model_family,price,affo_growth
bear,0.25,171.69817330567898,-0.19422768887369435,,171.69817330567898,-0.6603264752202284,0.054532922019239635,0.025,valid,True,BRK-B,insurance,505.48,
base,0.5,651.4271247465829,0.052040289888532154,,651.4271247465829,0.2887297712008048,0.13704863806039103,0.025,valid,True,BRK-B,insurance,505.48,
bull,0.25,1011.6402992165995,0.1488529107323786,,1011.6402992165995,1.001345847939779,0.19900705839248375,0.025,valid,True,BRK-B,insurance,505.48,
bear,0.25,134.30383785778236,-0.17102073466791134,,134.30383785778236,-0.6085121032537097,0.10310767488802763,0.025,valid,True,JPM,bank,343.06,
base,0.5,227.6591136266958,-0.07873835295091525,,227.6591136266958,-0.33638688967907715,0.1574007140531622,0.025,valid,True,JPM,bank,343.06,
bull,0.25,280.4175082135744,-0.039522913754488465,,280.4175082135744,-0.1825992298327569,0.18808364611032238,0.025,valid,True,JPM,bank,343.06,
bear,0.25,19.160529759820147,-0.19505743977139567,,19.160529759820147,-0.6620717855410909,0.0654848946672089,0.025,valid,True,BAC,bank,56.7,
base,0.5,35.78396552529521,-0.08794488863287808,,35.78396552529521,-0.3688894969083738,0.10060908248500378,0.025,valid,True,BAC,bank,56.7,
bull,0.25,45.265021392385,-0.044048334434354075,,45.265021392385,-0.20167510771807762,0.12064190793004807,0.025,valid,True,BAC,bank,56.7,
bear,0.25,34.401811623884186,-0.16144405032845122,,34.401811623884186,-0.5853704757878246,0.06930626712072673,0.025,valid,True,WFC,bank,82.97,
base,0.5,66.0801486754907,-0.044501555748648336,,66.0801486754907,-0.20356576261913095,0.1101049575703439,0.025,valid,True,WFC,bank,82.97,
bull,0.25,84.93475810792218,0.004691835035883107,,84.93475810792218,0.023680343593132314,0.13438790438440948,0.025,valid,True,WFC,bank,82.97,
bear,0.25,16.244411606936662,-0.3445515654622776,,16.244411606936662,-0.8790258295581125,0.036622939212533706,0.025,valid,True,C,bank,134.28,
base,0.5,59.24305094116639,-0.15096573694821214,,59.24305094116639,-0.5588095699942925,0.06738863164241536,0.025,valid,True,C,bank,134.28,
bull,0.25,88.1141707640599,-0.08080662579754483,,88.1141707640599,-0.34380271995784994,0.08804602932593471,0.025,valid,True,C,bank,134.28,
bear,0.25,45.576440597046556,-0.27741877723113606,,45.576440597046556,-0.803014908600741,,0.025,valid,True,WELL,reit,231.37,0.039999999999999994
base,0.5,77.73433189373242,-0.19599052882481938,,77.73433189373242,-0.6640258810834057,,0.025,valid,True,WELL,reit,231.37,0.06
bull,0.25,77.73433189373242,-0.19599052882481938,,77.73433189373242,-0.6640258810834057,,0.025,valid,True,WELL,reit,231.37,0.06
bear,0.25,66.00971945165476,-0.1308022336362229,,66.00971945165476,-0.5038728338845941,,0.025,valid,True,PLD,reit,133.05,0.039999999999999994
base,0.5,90.68057613634511,-0.07381044629460676,,90.68057613634511,-0.31844737965918746,,0.025,valid,True,PLD,reit,133.05,0.06
bull,0.25,90.68057613634511,-0.07381044629460676,,90.68057613634511,-0.31844737965918746,,0.025,valid,True,PLD,reit,133.05,0.06
bear,0.25,51.20018958148733,-0.24265816329362677,,51.20018958148733,-0.7508506589708646,0.07634698720976336,0.025,valid,True,PGR,insurance,205.5,
base,0.5,167.0052693687185,-0.0406354432923175,,167.0052693687185,-0.18732229017655233,0.19248409528036692,0.025,valid,True,PGR,insurance,205.5,
bull,0.25,254.02027975173556,0.043305057717495155,,254.02027975173556,0.23610841728338472,0.2797485890589154,0.025,valid,True,PGR,insurance,205.5,
bear,0.25,20.013109010330478,-0.33172095258032175,,20.013109010330478,-0.8667125607037598,0.050176013625909094,0.025,valid,True,BNY,bank,150.15,
base,0.5,49.563370546751024,-0.19882553457590568,,49.563370546751024,-0.6699076220662603,0.08734953757494074,0.025,valid,True,BNY,bank,150.15,
bull,0.25,68.69814786395698,-0.14476800790482036,,68.69814786395698,-0.5424698776959243,0.11142063088773126,0.025,valid,True,BNY,bank,150.15,
bear,0.25,26.431229512133605,-0.1493153359697872,,26.431229512133605,-0.5545048118635832,0.07247144988489887,0.025,valid,True,USB,bank,59.33,
base,0.5,49.96677742377882,-0.03376804006888434,,49.96677742377882,-0.15781598813789277,0.11474215025804672,0.025,valid,True,USB,bank,59.33,
bull,0.25,63.91937774627454,0.015013078113271794,,63.91937774627454,0.07735340883658415,0.13980152809248755,0.025,valid,True,USB,bank,59.33,
bear,0.25,100.03367075628896,-0.1501426731906368,,100.03367075628896,-0.5566669439980103,0.07128627375882023,0.025,valid,True,PNC,bank,225.64,
base,0.5,181.8598890535203,-0.042223523905782656,,181.8598890535203,-0.19402637363268782,0.1091478328930633,0.025,valid,True,PNC,bank,225.64,
bull,0.25,228.30264214804723,0.002349018177822293,,228.30264214804723,0.011800399521570748,0.13063721709334689,0.025,valid,True,PNC,bank,225.64,
bear,0.25,95.37067339158664,-0.11034255897709744,,95.37067339158664,-0.4426678740557116,0.1969166916809465,0.025,valid,True,MRSH,insurance,171.12,
base,0.5,146.9663921463148,-0.029973827410621934,,146.9663921463148,-0.14115011602200322,0.2899239543726236,0.025,valid,True,MRSH,insurance,171.12,
bull,0.25,152.55607193372398,-0.022704846087993946,,152.55607193372398,-0.10848485312223011,0.3,0.025,valid,True,MRSH,insurance,171.12,
bear,0.25,70.43580080084536,-0.16060585992186716,,70.43580080084536,-0.5832940850686543,,0.025,valid,True,AMT,reit,169.03,-0.01891551106622445
base,0.5,86.94456384818501,-0.12450085085776885,,86.94456384818501,-0.4856264340756965,,0.025,valid,True,AMT,reit,169.03,0.0010844889337755514
