scenario,probability,intrinsic_value_per_share,irr_5y,irr_3y,exit_value_per_share,total_return_5y,normalized_roe,terminal_growth,irr_5y_status,scenario_is_finite,ticker,model_family,price,affo_growth
bear,0.25,187.96431603990118,-0.17603962628632053,,187.96431603990118,-0.6202204028046366,0.054532922019239635,0.025,valid,True,BRK-B,insurance,494.93,
base,0.5,713.1412734067851,0.07578716524366214,,713.1412734067851,0.4408932039011275,0.13704863806039103,0.025,valid,True,BRK-B,insurance,494.93,
bull,0.25,1107.4799065108032,0.17478506098817403,,1107.4799065108032,1.2376495797603764,0.19900705839248375,0.025,valid,True,BRK-B,insurance,494.93,
bear,0.25,142.72147276577007,-0.1657595080767993,,142.72147276577007,-0.59593026028207,0.10310767488802763,0.025,valid,True,JPM,bank,353.21,
base,0.5,241.9278890582281,-0.07289144401419445,,241.9278890582281,-0.31505934413457126,0.1574007140531622,0.025,valid,True,JPM,bank,353.21,
bull,0.25,297.9929717565379,-0.033427118844244874,,297.9929717565379,-0.15632917596744744,0.18808364611032238,0.025,valid,True,JPM,bank,353.21,
bear,0.25,20.170229096202483,-0.20128137987997363,,20.170229096202483,-0.6749358727445208,0.0654848946672089,0.025,valid,True,BAC,bank,62.05,
base,0.5,37.669667366367804,-0.09499703951835137,,37.669667366367804,-0.39291430513508774,0.10060908248500378,0.025,valid,True,BAC,bank,62.05,
bull,0.25,47.65034490035322,-0.05143990025177858,,47.65034490035322,-0.23206535212968216,0.12064190793004807,0.025,valid,True,BAC,bank,62.05,
bear,0.25,36.813746756186035,-0.15686085007371597,,36.813746756186035,-0.5739149680996987,0.06930626712072673,0.025,valid,True,WFC,bank,86.4,
base,0.5,70.71307422838488,-0.03927919614961717,,70.71307422838488,-0.181561640875175,0.1101049575703439,0.025,valid,True,WFC,bank,86.4,
bull,0.25,90.889593547223,0.010183065377842526,,90.889593547223,0.05196288827804385,0.13438790438440948,0.025,valid,True,WFC,bank,86.4,
bear,0.25,17.10291713375713,-0.33571475244770366,,17.10291713375713,-0.8706480325687708,0.03649441774981295,0.025,valid,True,C,bank,132.22,
base,0.5,62.80508113675848,-0.13833287119461635,,62.80508113675848,-0.5249956047741757,0.06720963206165122,0.025,valid,True,C,bank,132.22,
bull,0.25,93.50673629154825,-0.06694090781149242,,93.50673629154825,-0.29279431030443015,0.0878434015642418,0.025,valid,True,C,bank,132.22,
bear,0.25,50.28077908264624,-0.2756037934364397,,50.28077908264624,-0.8005285076262695,,0.025,valid,True,WELL,reit,252.07,0.039999999999999994
base,0.5,92.16405817340724,-0.18227347463569354,,92.16405817340724,-0.6343711739857689,,0.025,valid,True,WELL,reit,252.07,0.06
bull,0.25,92.16405817340724,-0.18227347463569354,,92.16405817340724,-0.6343711739857689,,0.025,valid,True,WELL,reit,252.07,0.06
