ticker,name,sector,industry,market_cap,price_as_of,is_price_fresh,shares_outstanding,beta,price,model_family,expected_irr,median_irr,p10_irr,p90_irr,above_hurdle_weight,hurdle_rate,permanent_loss_weight,worst_case_shortfall,worst_case_hurdle_gap,expected_shortfall,hurdle_cvar,intrinsic_value_low,intrinsic_value_base,intrinsic_value_high,intrinsic_value_bear,intrinsic_value_bull,scenario_order_inversion,scenario_order_note,upside_to_base,model_confidence,data_confidence,model_uncertainty,business_quality,valuation_excess,evidence_confidence,valuation_status,invalid_reason,invalid_fields,assumption_flags,valuation_alerts,requires_manual_review,roic_status,catastrophic_tail_floor_applied,catastrophic_tail_scenarios,specialist_model_note
BRK-B,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,1067491586398.0001,2026-07-24,True,2156853668.9996567,0.607,494.93,insurance,0.037579941297294445,0.07578716524366214,-0.17603962628632053,0.17478506098817403,0.25,0.12,0.25,0.17603962628632053,0.2960396262863205,0.17603962628632053,0.2960396262863205,187.96431603990118,713.1412734067851,1107.4799065108032,187.96431603990118,1107.4799065108032,False,,0.4408932039011275,0.6,0.8,0.19341234363724727,0.26357234260466633,-0.04421283475633786,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,946429727100.0,2026-07-24,True,2679510000.0,0.982,353.21,bank,-0.08624237873735827,-0.07289144401419445,-0.1657595080767993,-0.033427118844244874,0.0,0.12,0.75,0.1657595080767993,0.2857595080767993,0.1657595080767993,0.2857595080767993,142.72147276577007,241.9278890582281,297.9929717565379,142.72147276577007,297.9929717565379,False,,-0.31505934413457126,0.6,0.8,0.0841661946162772,0.5899339399080994,-0.19289144401419445,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
BAC,Bank of America Corporation,Financial Services,Banks - Diversified,440343409500.0,2026-07-24,True,7096590000.0,1.175,62.05,bank,-0.11067883979211374,-0.09499703951835137,-0.20128137987997363,-0.05143990025177858,0.0,0.12,0.75,0.20128137987997363,0.3212813798799736,0.20128137987997363,0.3212813798799736,20.170229096202483,37.669667366367804,47.65034490035322,20.170229096202483,47.65034490035322,False,,-0.39291430513508774,0.6,0.8,0.09292073981409751,0.5354501514449487,-0.21499703951835136,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
WFC,Wells Fargo & Company,Financial Services,Banks - Diversified,264400416000.00003,2026-07-24,True,3060190000.0,0.917,86.4,bank,-0.056309044248776946,-0.03927919614961717,-0.15686085007371597,0.010183065377842526,0.0,0.12,0.25,0.15686085007371597,0.27686085007371597,0.15686085007371597,0.27686085007371597,36.813746756186035,70.71307422838488,90.889593547223,36.813746756186035,90.889593547223,False,,-0.181561640875175,0.6,0.8,0.10152195772577924,0.5206073580861041,-0.15927919614961716,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
C,Citigroup Inc.,Financial Services,Banks - Diversified,226745400200.0,2026-07-24,True,1714910000.0,1.094,132.22,bank,-0.1698303506621072,-0.13833287119461635,-0.33571475244770366,-0.06694090781149242,0.0,0.12,0.75,0.33571475244770366,0.45571475244770365,0.33571475244770366,0.45571475244770365,17.10291713375713,62.80508113675848,93.50673629154825,17.10291713375713,93.50673629154825,False,,-0.5249956047741757,0.6,0.8,0.1523869223181056,0.2723174116520193,-0.25833287119461634,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities,177939741980.0,2026-07-24,True,705914000.0,0.763,252.07,reit,-0.20560605433588008,-0.18227347463569354,-0.2756037934364397,-0.18227347463569354,0.0,0.12,1.0,0.2756037934364397,0.3956037934364397,0.2756037934364397,0.3956037934364397,50.28077908264624,92.16405817340724,92.16405817340724,50.28077908264624,92.16405817340724,False,,-0.6343711739857689,0.6,0.8,0.06466515940037307,0.5455573471823761,-0.30227347463569354,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,137641058940.0,2026-07-24,True,932338000.0,1.34,147.63,reit,-0.0959391530945077,-0.08106721529634231,-0.1405549664890039,-0.08106721529634231,0.0,0.12,1.0,0.1405549664890039,0.2605549664890039,0.1405549664890039,0.2605549664890039,69.22534854537543,96.7371637818153,96.7371637818153,69.22534854537543,96.7371637818153,False,,-0.34473234585236534,0.6,0.8,0.04774387559633079,0.7156024204049327,-0.2010672152963423,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
PGR,The Progressive Corporation,Financial Services,Insurance - Property & Casualty,124320762000.0,2026-07-24,True,581400000.0,0.246,213.83,insurance,-0.05936253574127798,-0.029499311691840724,-0.23386707517061756,0.05541555558918709,0.0,0.12,0.25,0.23386707517061756,0.35386707517061755,0.23386707517061756,0.35386707517061755,56.44029427212994,184.09749309941884,280.01809089903463,56.44029427212994,280.01809089903463,False,,-0.1390474063535574,0.6,0.8,0.1626413153799023,0.30657828806854137,-0.14949931169184072,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
BNY,Bank of New York Mellon Corp,Financial Services,Investment - Banking & Investment Services,109072486890.0,2026-07-24,True,686379000.0,1.058,158.91,bank,-0.2186613163280034,-0.198955029155227,-0.33182896714874544,-0.14490623985281414,0.0,0.12,1.0,0.33182896714874544,0.45182896714874543,0.33182896714874544,0.45182896714874543,21.163595223491185,52.412601741283495,72.64737294169782,21.163595223491185,72.64737294169782,False,,-0.670174301546262,0.6,0.8,0.11146136364796563,0.4037882974777303,-0.318955029155227,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
PNC,"The PNC Financial Services Group, Inc.",Financial Services,Banks - Regional,100145012510.0,2026-07-24,True,399000010.0003984,0.897,250.99,bank,-0.06605818526642415,-0.05035600245153504,-0.1573588104102649,-0.00616192575236163,0.0,0.12,0.25,0.1573588104102649,0.2773588104102649,0.1573588104102649,0.2773588104102649,106.62765055146004,193.84765702109317,243.35180507615817,106.62765055146004,243.35180507615817,False,,-0.22766780739832992,0.6,0.8,0.09359844232895162,0.5500590112361149,-0.17035600245153504,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
