as_of,ticker,rank,entry_price,robust_return,expected_irr,median_irr,p10_irr,p90_irr,business_quality,evidence_confidence
2026-07-24,UHS,1,155.75,0.1349599824732118,0.2776938464594423,0.29585966469021513,0.12606785278185276,0.39298820367548615,0.7805,0.7674300000000001
2026-07-24,CMCSA,2,22.3,0.1270402203795659,0.34352406640537086,0.33888183413073425,0.30072017870843415,0.3672471263911575,0.8667,0.5804055
2026-07-24,FOXA,3,55.31,0.11712059101729966,0.27845208697253837,0.3002555333427153,0.11389069820288575,0.3994065830018371,0.896,0.68364
2026-07-24,VICI,4,26.73,0.08910039942625933,0.26372576427990146,0.3056258321380403,0.138025560705485,0.3056258321380403,0.5031140119044883,0.48
2026-07-24,TTD,5,17.29,0.08555572255962535,0.2578678481397219,0.28687349171377724,0.08657492296770217,0.371149486163631,0.9118,0.713
2026-07-24,CTSH,6,45.45,0.08225146547958448,0.2060121630318463,0.21432964662089948,0.11998658066149803,0.2754027782240882,0.8631,0.8721
2026-07-24,ARE,7,50.94,0.0654486714644088,0.23338083506648316,0.256351398884185,0.1644691436133776,0.256351398884185,0.6840443917558168,0.48
2026-07-24,OMC,8,79.66,0.05956967087426577,0.238553414537455,0.24535633925115696,0.15445921341888608,0.30904176622861995,0.7996,0.4752027
2026-07-24,HCA,9,382.19,0.02966193424079608,0.18750404994279968,0.19978595071006575,0.08484143430541735,0.2656028640456498,0.9838,0.81243
2026-07-24,BXP,10,69.11,0.021640992072815356,0.17720009808901588,0.20220611122351118,0.10218205868552999,0.20220611122351118,0.6476972154983087,0.48
2026-07-24,CPT,11,113.73,0.010628659540727753,0.18358697785877864,0.2167139888469789,0.08420594489417788,0.2167139888469789,0.5618448637316563,0.48
2026-07-24,ELV,12,377.68,0.005814335104489608,0.14600426796969262,0.1360491259445553,0.11505960717040582,0.1968592128192541,0.8244,0.6701130000000001
