ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh,model_family,watchlist_reason,event_flags,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,cashflow_period_semantics,ttm_cashflow_status,revenue,revenue_cagr,revenue_volatility,gross_margin,current_operating_margin,reported_operating_income,one_off_items_latest,normalized_operating_margin,normalized_operating_income,normalized_nopat,normalized_fcf,normalized_fcf_per_share,margin_volatility,tax_rate,roic,incremental_roic,net_debt,total_debt,interest_expense_known,interest_coverage,net_debt_to_ebitda,sbc_intensity,margin_mad_z,ocf_margin_mad_z,one_off_suspected,dividends_paid,buybacks,net_share_change_cagr,ocf_to_net_income,shares_diluted,sec_status,sec_max_divergence,sec_confidence_penalty,analyst_growth,analyst_dispersion,has_estimates,risk_free,wacc,cost_of_debt_after_tax,roic_minus_wacc,filing_age_days,data_confidence,financial_persistence_score,roic_above_wacc_years,cyclicality,model_confidence,risk_flags,expected_irr,median_irr,p10_irr,p90_irr,above_hurdle_weight,hurdle_rate,permanent_loss_weight,worst_case_shortfall,worst_case_hurdle_gap,expected_shortfall,hurdle_cvar,intrinsic_value_low,intrinsic_value_base,intrinsic_value_high,intrinsic_value_bear,intrinsic_value_bull,scenario_order_inversion,scenario_order_note,upside_to_base,model_uncertainty,business_quality,valuation_excess,evidence_confidence,valuation_status,invalid_reason,invalid_fields,assumption_flags,valuation_alerts,requires_manual_review,roic_status,catastrophic_tail_floor_applied,catastrophic_tail_scenarios
V,Visa Inc.,NYSE,common_stock,False,2008-03-19,Financial Services,Financial - Credit Services,US,1916826360.9996064,0.754,681891809662.0,2026-07-24,fmp:company-screener,2026-07-25T01:54:04.684692+00:00,355.74,2026-07-24,681891809662.0,2675771260.147742,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Mastercard Incorporated,NYSE,common_stock,False,2006-05-25,Financial Services,Financial - Credit Services,US,883573404.0006671,0.729,476829223203.0,2026-07-24,fmp:company-screener,2026-07-25T01:54:04.684692+00:00,539.66,2026-07-24,476829223203.0,1802072453.2861292,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS,Morgan Stanley,NYSE,common_stock,False,1993-02-23,Financial Services,Financial - Capital Markets,US,1577280000.0,1.218,338200377600.0,2026-07-24,fmp:company-screener,2026-07-25T01:54:04.684692+00:00,214.42,2026-07-24,338200377600.0,1207910338.389355,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS,"The Goldman Sachs Group, Inc.",NYSE,common_stock,False,1999-05-04,Financial Services,Financial - Capital Markets,US,295007000.0,1.292,313070278610.0,2026-07-24,fmp:company-screener,2026-07-25T01:54:04.684692+00:00,1061.23,2026-07-24,313070278610.0,2126442943.0974193,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXP,American Express Company,NYSE,common_stock,False,1972-06-01,Financial Services,Financial - Credit Services,US,682326442.9990495,1.045,222554415913.0,2026-07-24,fmp:company-screener,2026-07-25T01:54:04.684692+00:00,326.17,2026-07-24,222554415913.0,1069867523.2393547,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHW,The Charles Schwab Corporation,NYSE,common_stock,False,1987-09-22,Financial Services,Financial - Capital Markets,US,1739140000.0,0.762,177340105800.0,2026-07-24,fmp:company-screener,2026-07-25T01:54:04.684692+00:00,101.97,2026-07-24,177340105800.0,994647892.6832259,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLK,"BlackRock, Inc.",NYSE,common_stock,False,1999-10-01,Financial Services,Asset Management,US,154995000.0,1.443,163623571650.0,2026-07-24,fmp:company-screener,2026-07-25T01:54:04.684692+00:00,1055.67,2026-07-24,163623571650.0,749325407.827742,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BX,Blackstone Inc.,NYSE,common_stock,False,2007-06-22,Financial Services,Asset Management,US,1201264408.0018466,1.58,156128335108.0,2026-07-24,fmp:company-screener,2026-07-25T01:54:04.684692+00:00,130.0,2026-07-24,156164373040.24005,585020992.4412904,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPGI,S&P Global Inc.,NYSE,common_stock,False,1973-02-21,Financial Services,Financial - Data & Stock Exchanges,US,296000000.0,1.079,126214400000.0,2026-07-24,fmp:company-screener,2026-07-25T01:54:04.684692+00:00,426.4,2026-07-24,126214400000.0,912515404.5838709,True,financial_other,financial_sector_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COF,Capital One Financial Corporation,NYSE,common_stock,False,1994-11-16,Financial Services,Financial - Credit Services,US,613500000.0,1.022,124442340000.0,2026-07-24,fmp:company-screener,2026-07-25T01:54:04.684692+00:00,202.84,2026-07-24,124442340000.0,945527002.8148386,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
