ticker,name,sector,industry,market_cap,price_as_of,is_price_fresh,shares_outstanding,beta,price,model_family,expected_irr,median_irr,p10_irr,p90_irr,above_hurdle_weight,hurdle_rate,permanent_loss_weight,worst_case_shortfall,worst_case_hurdle_gap,expected_shortfall,hurdle_cvar,intrinsic_value_low,intrinsic_value_base,intrinsic_value_high,intrinsic_value_bear,intrinsic_value_bull,scenario_order_inversion,scenario_order_note,upside_to_base,model_confidence,data_confidence,model_uncertainty,business_quality,valuation_excess,evidence_confidence,valuation_status,invalid_reason,invalid_fields,assumption_flags,valuation_alerts,requires_manual_review,roic_status,catastrophic_tail_floor_applied,catastrophic_tail_scenarios,specialist_model_note
BRK-B,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,1100793369280.0,2026-09-11,True,2156853594.9997063,0.61,510.37,insurance,0.02032900994525269,0.05790099590058251,-0.1897388925095721,0.15525294048941785,0.25,0.12,0.25,0.1897388925095721,0.3097388925095721,0.1897388925095721,0.3097388925095721,178.24202383094078,676.2546558167792,1050.1964630705895,178.24202383094078,1050.1964630705895,False,,0.3250282262217199,0.6,0.8,0.19049591649949496,0.2635723426046663,-0.06209900409941749,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,954521847300.0,2026-09-11,True,2679510000.0,0.975,356.23,bank,-0.09371840916700719,-0.08047670690541964,-0.17258495845678634,-0.04133526440040314,0.0,0.12,0.75,0.17258495845678634,0.29258495845678634,0.17258495845678634,0.29258495845678634,138.14893751015236,234.17696146058893,288.44582133216346,138.14893751015236,288.44582133216346,False,,-0.34262425550742803,0.6,0.8,0.08362484702819159,0.5899339399080994,-0.20047670690541963,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
BAC,Bank of America Corporation,Financial Services,Banks - Diversified,444885227100.0,2026-09-11,True,7096590000.0,1.164,62.69,bank,-0.11715972761880489,-0.10159220775693678,-0.20710200578398041,-0.058352489177365574,0.0,0.12,0.75,0.20710200578398041,0.3271020057839804,0.20710200578398041,0.3271020057839804,19.646485224743117,36.691529868328054,46.41304729726433,19.646485224743117,46.41304729726433,False,,-0.41471478914774196,0.6,0.8,0.09237475830330741,0.5354501514449488,-0.22159220775693678,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
WFC,Wells Fargo & Company,Financial Services,Banks - Diversified,272946240000.00003,2026-09-11,True,3024000000.0,0.916,90.26,bank,-0.07167338121076011,-0.05492079795451554,-0.170588091949204,-0.006263836984805371,0.0,0.12,0.25,0.170588091949204,0.290588091949204,0.170588091949204,0.290588091949204,35.42800202743754,68.05128947404936,87.46832333557326,35.42800202743754,87.46832333557326,False,,-0.24605263157490198,0.6,0.8,0.1001621274821993,0.5206073580861041,-0.17492079795451554,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
C,Citigroup Inc.,Financial Services,Banks - Diversified,238063806200.0,2026-09-11,True,1714910000.0,1.097,138.82,bank,-0.18299362015352905,-0.15218111149494717,-0.34548982599981015,-0.08212243162441168,0.0,0.12,1.0,0.34548982599981015,0.46548982599981015,0.34548982599981015,0.46548982599981015,16.673779314609,60.8089465607567,90.44317968293375,16.673779314609,90.44317968293375,False,,-0.561958316087331,0.6,0.8,0.14968369718769922,0.27419944362873555,-0.27218111149494717,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities,169781177231.99008,2026-09-11,True,720572011.0007218,0.76,235.62,reit,-0.20875775628345647,-0.18707661446279322,-0.2738011817454462,-0.18707661446279322,0.0,0.12,1.0,0.2738011817454462,0.3938011817454462,0.2738011817454462,0.3938011817454462,47.58716591750448,83.64890062477724,83.64890062477724,47.58716591750448,83.64890062477724,False,,-0.6449838696851827,0.6,0.8,0.06136228364132649,0.5688917076264468,-0.3070766144627932,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,126665067000.00002,2026-09-11,True,933076000.0000001,1.316,135.75,reit,-0.08535550281696017,-0.07063459422236029,-0.1295182286007598,-0.07063459422236029,0.0,0.12,1.0,0.1295182286007598,0.24951822860075978,0.1295182286007598,0.24951822860075978,67.84818643903506,94.11792649530405,94.11792649530405,67.84818643903506,94.11792649530405,False,,-0.3066819411027326,0.6,0.8,0.04744181718919974,0.7208848405985687,-0.1906345942223603,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
PGR,The Progressive Corporation,Financial Services,Insurance - Property & Casualty,126524268000.0,2026-09-11,True,581400000.0,0.259,217.62,insurance,-0.07309660827497619,-0.04366941160140825,-0.24505323940484047,0.040005629507752216,0.0,0.12,0.25,0.24505323940484047,0.36505323940484047,0.24505323940484047,0.36505323940484047,53.367939543606745,174.07605698311986,264.7751706283211,53.367939543606745,264.7751706283211,False,,-0.20009164147082137,0.6,0.8,0.16052943445629633,0.30657828806854137,-0.16366941160140824,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
BNY,Bank of New York Mellon Corp,Financial Services,Investment - Banking & Investment Services,111646408140.0,2026-09-11,True,686379000.0,1.048,162.66,bank,-0.22679332779894745,-0.20729213958861537,-0.3387831531083644,-0.1538058789101947,0.0,0.12,1.0,0.3387831531083644,0.45878315310836437,0.3387831531083644,0.45878315310836437,20.55892107424858,50.91509883438968,70.57173371479216,20.55892107424858,70.57173371479216,False,,-0.6869845147277163,0.6,0.8,0.11048863709908482,0.4037882974777303,-0.32729213958861536,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
USB,U.S. Bancorp,Financial Services,Banks - Diversified,97887861788.0,2026-09-11,True,1557731728.0076385,0.971,62.84,bank,-0.05598363387559785,-0.039389194228501956,-0.15426428180891816,0.009108134763530673,0.0,0.12,0.25,0.15426428180891816,0.27426428180891815,0.15426428180891816,0.27426428180891815,27.190020789993905,51.4012303641744,65.75438380597623,27.190020789993905,65.75438380597623,False,,-0.18203007058920428,0.6,0.8,0.0996862082862244,0.5289760691982344,-0.15938919422850195,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
