ticker,price,roic,incremental_roic,roic_status,watchlist_reason,data_confidence,model_confidence,name,sector,industry,model_family,market_cap,financial_persistence_score,wacc,roic_minus_wacc,normalized_operating_margin,current_operating_margin,revenue_cagr,net_debt_to_ebitda,sbc_intensity,net_share_change_cagr,risk_flags,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,price_as_of,is_price_fresh
BKNG,212.06,-1.057868498163197,,meaningless_capital,roic_not_meaningful:meaningless_capital,1.0,0.4363,Booking Holdings Inc.,Consumer Cyclical,Travel Services,general_dcf,164320628680.0,0.6131,0.09447478627854963,-1.1523432844417465,0.30839491031182165,0.34492404659891646,0.09210498198705142,0.3349052064286402,0.024806927217411654,-0.08383118913968124,cyclical_revenue,8,2025,ttm,2026-08-04,2026-08-14,True
FTNT,160.01,-1.0808628593797538,,meaningless_capital,roic_not_meaningful:meaningless_capital,1.0,0.6444,"Fortinet, Inc.",Technology,Software - Infrastructure,general_dcf,117401521617.0,0.2182,0.1003593930426942,-1.181222252422448,0.21223779387210398,0.32425538698621037,0.20864941060273168,-1.3280425247193517,0.043302327143288896,-0.027225673094557923,peak_cycle_margins,8,2025,ttm,2026-07-30,2026-08-14,True
ABNB,184.06,-1.2354125883776534,2.8939211887888967,meaningless_capital,roic_not_meaningful:meaningless_capital,1.0,0.3602,"Airbnb, Inc.",Consumer Cyclical,Travel Services,general_dcf,109242118554.00002,0.1125,0.1027329746835324,-1.3381455630611858,0.1123329728199328,0.2080705220761456,0.18861479137930015,-3.4684782608695652,0.12673392181588902,-0.04246393699696105,heavy_sbc;cyclical_revenue;peak_cycle_margins,8,2025,ttm,2026-08-06,2026-08-14,True
EXPE,332.69,-9.697263012501677,,meaningless_capital,roic_not_meaningful:meaningless_capital,0.85,0.4021,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,general_dcf,38092547551.0,0.3937,0.10107897660100502,-9.798341989102683,0.07764508327479386,0.18789808917197454,0.03964046576130609,-0.37444819527395484,0.03216761430017914,-0.08536471589010186,cyclical_revenue;peak_cycle_margins,8,2025,ttm,2026-08-06,2026-08-14,True
VRSN,284.24,-0.9814731674052515,,meaningless_capital,roic_not_meaningful:meaningless_capital,1.0,0.8496,"VeriSign, Inc.",Technology,Software - Infrastructure,general_dcf,25695296000.0,0.2933,0.07925016394009542,-1.0607233313453468,0.6581874834837056,0.6786111599039757,0.045288243162276975,1.1013490725126476,0.03998392605987543,-0.055145634820722766,,8,2025,ttm,2026-07-23,2026-08-14,True
