ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh,model_family,watchlist_reason,event_flags,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,cashflow_period_semantics,ttm_cashflow_status,revenue,revenue_cagr,revenue_volatility,gross_margin,current_operating_margin,reported_operating_income,one_off_items_latest,normalized_operating_margin,normalized_operating_income,normalized_nopat,normalized_fcf,normalized_fcf_per_share,margin_volatility,tax_rate,roic,incremental_roic,net_debt,total_debt,interest_expense_known,interest_coverage,net_debt_to_ebitda,sbc_intensity,margin_mad_z,ocf_margin_mad_z,one_off_suspected,dividends_paid,buybacks,net_share_change_cagr,ocf_to_net_income,shares_diluted,sec_status,sec_max_divergence,sec_confidence_penalty,analyst_growth,analyst_dispersion,has_estimates,risk_free,wacc,cost_of_debt_after_tax,roic_minus_wacc,filing_age_days,data_confidence,financial_persistence_score,roic_above_wacc_years,cyclicality,model_confidence,risk_flags,expected_irr,median_irr,p10_irr,p90_irr,above_hurdle_weight,hurdle_rate,permanent_loss_weight,worst_case_shortfall,worst_case_hurdle_gap,expected_shortfall,hurdle_cvar,intrinsic_value_low,intrinsic_value_base,intrinsic_value_high,intrinsic_value_bear,intrinsic_value_bull,scenario_order_inversion,scenario_order_note,upside_to_base,model_uncertainty,business_quality,valuation_excess,evidence_confidence,valuation_status,invalid_reason,invalid_fields,assumption_flags,valuation_alerts,requires_manual_review,roic_status,catastrophic_tail_floor_applied,catastrophic_tail_scenarios
KKR,KKR & Co. Inc.,NYSE,common_stock,False,2010-07-15,Financial Services,Asset Management,US,897872940.9964038,1.786,102366494003.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,114.01,2026-08-14,102366494003.0,454003519.14548385,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICE,"Intercontinental Exchange, Inc.",NYSE,common_stock,False,2005-11-16,Financial Services,Financial - Data & Stock Exchanges,US,561395000.0,0.93,86864648350.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,154.73,2026-08-14,86864648350.0,597173884.0212903,True,financial_other,financial_sector_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCO,Moody's Corporation,NYSE,common_stock,False,1994-10-31,Financial Services,Financial - Data & Stock Exchanges,US,173200000.0,1.33,83995072000.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,484.96,2026-08-14,83995072000.0,447609092.16483873,True,financial_other,financial_sector_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APO,"Apollo Global Management, Inc.",NYSE,common_stock,False,2011-03-30,Financial Services,Asset Management,US,575971790.9988633,1.508,81073789301.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,140.76,2026-08-14,81073789301.0,533865134.78387094,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STT,State Street Corporation,NYSE,common_stock,False,1980-03-17,Financial Services,Asset Management,US,276767000.0,1.418,53067304580.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,191.74,2026-08-14,53067304580.0,365871559.39129037,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMP,"Ameriprise Financial, Inc.",NYSE,common_stock,False,2005-09-15,Financial Services,Asset Management,US,89897100.0,1.14,51199994334.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,569.54,2026-08-14,51199994334.0,320353678.87580645,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARES,Ares Management Corporation,NYSE,common_stock,False,2014-05-02,Financial Services,Asset Management,US,328414955.9991668,1.507,47298321963.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,144.02,2026-08-14,47298321963.00001,303347705.94387096,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI,MSCI Inc.,NYSE,common_stock,False,2007-11-15,Financial Services,Financial - Data & Stock Exchanges,US,72700000.0,1.222,41375751000.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,569.13,2026-08-14,41375751000.0,448558736.18064517,True,financial_other,financial_sector_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJF,"Raymond James Financial, Inc.",NYSE,common_stock,False,1983-07-01,Financial Services,Financial - Capital Markets,US,192100000.0,0.92,34733601000.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,180.81,2026-08-14,34733601000.0,220435180.03032258,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYF,Synchrony Financial,NYSE,common_stock,False,2014-07-31,Financial Services,Financial - Credit Services,US,325370840.0,1.311,26355038040.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,81.0,2026-08-14,26355038040.0,266130707.99225807,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPN,Global Payments Inc.,NYSE,common_stock,False,2001-01-16,Financial Services,Financial - Credit Services,US,248254603.99785063,0.775,23100090902.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,93.05,2026-08-14,23100090902.0,282832884.4648387,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN,"Franklin Resources, Inc.",NYSE,common_stock,False,1983-09-23,Financial Services,Asset Management,US,519636998.99586535,1.574,17594908786.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,33.86,2026-08-14,17594908786.0,148647657.37870967,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IVZ,Invesco Ltd.,NYSE,common_stock,False,1995-08-24,Financial Services,Asset Management,US,443297000.00000006,1.596,14429317350.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,32.55,2026-08-14,14429317350.0,146664919.20483872,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDS,FactSet Research Systems Inc.,NYSE,common_stock,False,1996-06-28,Financial Services,Financial - Data & Stock Exchanges,US,35565542.99975307,0.695,10082475785.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,283.49,2026-08-14,10082475784.999998,228212187.28290325,True,financial_other,financial_sector_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CME,CME Group Inc.,NASDAQ,common_stock,False,2002-12-06,Financial Services,Financial - Data & Stock Exchanges,US,359579278.9992587,0.267,97014489474.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,269.8,2026-08-14,97014489474.0,824726310.9012903,True,financial_other,financial_sector_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOOD,"Robinhood Markets, Inc.",NASDAQ,common_stock,False,2021-07-29,Financial Services,Financial - Capital Markets,US,899082314.9958141,2.321,85916306021.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,95.56,2026-08-14,85916306021.0,2572121501.1925807,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDAQ,"Nasdaq, Inc.",NASDAQ,common_stock,False,2002-07-01,Financial Services,Financial - Data & Stock Exchanges,US,558977371.9954649,0.971,54231984631.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,97.02,2026-08-14,54231984631.00001,350968619.94709677,True,financial_other,financial_sector_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PYPL,"PayPal Holdings, Inc.",NASDAQ,common_stock,False,2015-07-06,Financial Services,Financial - Credit Services,US,855461000.0,1.298,52747725260.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,61.66,2026-08-14,52747725260.0,874117749.0729033,True,consumer_finance,consumer_finance_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COIN,"Coinbase Global, Inc.",NASDAQ,common_stock,False,2021-04-14,Financial Services,Financial - Data & Stock Exchanges,US,263834127.99892235,3.361,39171452984.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,148.47,2026-08-14,39171452984.0,1369802805.4580643,True,financial_other,financial_sector_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTRS,Northern Trust Corporation,NASDAQ,common_stock,False,1980-03-17,Financial Services,Asset Management,US,182956000.0,1.259,35019607960.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,191.41,2026-08-14,35019607960.0,185401798.69806454,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALNY,"Alnylam Pharmaceuticals, Inc.",NASDAQ,common_stock,False,2004-06-01,Healthcare,Biotechnology,US,133809000.0,0.279,30595427850.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,228.65,2026-08-14,30595427850.0,430608738.0451613,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRNA,"Moderna, Inc.",NASDAQ,common_stock,False,2018-12-07,Healthcare,Biotechnology,US,396786000.0,0.899,25124489520.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,63.32,2026-08-14,25124489520.0,410471886.1032258,True,biotech_preprofit,preprofit_biotech_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFG,"Principal Financial Group, Inc.",NASDAQ,common_stock,False,2001-10-23,Financial Services,Asset Management,US,214105000.0,0.88,24403687900.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,113.98,2026-08-14,24403687900.0,156103698.73225805,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TROW,"T. Rowe Price Group, Inc.",NASDAQ,common_stock,False,1986-04-02,Financial Services,Asset Management,US,214267000.0,1.483,23689359520.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,110.56,2026-08-14,23689359520.0,234774267.19387096,True,asset_management,asset_management_model_not_supported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBAC,SBA Communications Corporation,NASDAQ,common_stock,False,1999-06-16,Real Estate,REIT - Specialty,US,106063000.0,0.979,19642867600.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,185.2,2026-08-14,19642867600.0,203026071.48322582,True,reit,specialist_missing_book_or_price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVA,DaVita Inc.,NYSE,common_stock,False,1995-10-31,Healthcare,Medical - Care Facilities,US,64200000.0,0.87,11559852000.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,180.06,2026-08-14,11559852000.0,181256843.78903225,True,,material_event_requires_reunderwriting,weekly_drop:-25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APP,AppLovin Corporation,NASDAQ,common_stock,False,2021-04-15,Technology,Software - Application,US,335939509.00012684,2.529,105968758719.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,315.44,2026-08-14,105968758719.00002,2857649488.137097,True,,material_event_requires_reunderwriting,drawdown_from_high:-49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XOM,Exxon Mobil Corporation,NYSE,common_stock,False,1978-01-13,Energy,Oil & Gas Integrated,US,4144460000.0,0.162,663486601400.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,160.09,2026-08-14,663486601400.0,2405037610.246774,True,general_dcf,insufficient_model_confidence,,8.0,2025.0,ttm,2026-08-03,discrete,ok,361060000000.0,0.02137513326454399,0.29228653601807575,0.2514651304492328,0.10707638619620008,38661000000.0,0.0,0.09579267470512298,34586903129.0317,24945347114.774147,29505754112.039223,7.0689396530999575,0.09454531088381184,0.27876320635843754,0.09576774171924868,0.08643896132487533,31780000000.0,42368000000.0,True,59.57010785824345,0.4652252199499349,0.0,0.2618233602825751,0.1259642852523185,False,17241000000.0,20512000000.0,-0.0024634556240163974,1.6336698337292161,4174000000.0,unchecked,,0.0,0.13984934802969007,0.2468119367310521,True,0.046799999999999994,0.07016570092412769,0.04457243384704856,0.02560204079512099,11.0,1.0,0.4403,7.0,0.29228653601807575,0.342,cyclical_revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVX,Chevron Corporation,NYSE,common_stock,False,1921-06-24,Energy,Oil & Gas Integrated,US,1991600000.0,0.488,398339916000.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,200.01,2026-08-14,398339916000.0,1700753174.7148387,True,general_dcf,insufficient_model_confidence,,8.0,2025.0,ttm,2026-08-06,discrete,ok,208711000000.0,0.02151287461971707,0.3378424505974167,0.30995491373238593,0.15828106807978495,33035000000.0,0.0,0.09720176629979874,20287077846.197292,14542462212.573845,20037317403.735165,10.145030271443822,0.08021670221770562,0.2831662439102951,0.10841426715755562,0.006594393908605934,28544000000.0,37075000000.0,True,23.13375350140056,0.4568355686437694,0.0,0.6563827701327849,3.5447572351160344,False,17389000000.0,11029000000.0,0.005944834684229017,1.7831379876564182,1975087000.0,unchecked,,0.0,0.18901585949101984,0.2287998521175053,True,0.046799999999999994,0.06945843940710152,0.044300326126343756,0.0389558277504541,8.0,1.0,0.3986,5.0,0.3378424505974167,0.3412,cyclical_revenue;peak_cycle_margins;incremental_roic_below_wacc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPC,Marathon Petroleum Corporation,NYSE,common_stock,False,2011-06-24,Energy,Oil & Gas Refining & Marketing,US,291937000.0,0.513,103760248540.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,355.42,2026-08-14,103760248540.0,682368129.8809677,True,general_dcf,insufficient_model_confidence,,8.0,2025.0,ttm,2026-08-04,discrete,ok,153945000000.0,0.06377033340935179,0.358821335624292,0.11621033485985255,0.07954139465393485,12245000000.0,0.0,0.04180573261894174,6435783508.022986,5139793648.697748,5972186417.281246,20.522977378973355,0.0807112885285722,0.20137250696976194,0.21445129826440792,0.2046404537909565,26524000000.0,34292000000.0,True,7.9,2.014277035236938,0.0,2.730647470412913,1.382506980222593,False,1161000000.0,4934000000.0,-0.17380778999697977,2.039288361749444,291000000.0,unchecked,,0.0,0.26249376995841955,0.35788310072995216,True,0.046799999999999994,0.06671327634839523,0.04935517906926871,0.1477380219160127,10.0,1.0,0.6962,9.0,0.358821335624292,0.3471,cyclical_revenue;peak_cycle_margins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XYZ,"Block, Inc.",NYSE,common_stock,False,2015-11-19,Technology,Software - Infrastructure,US,595180971.9956564,2.526,49328598959.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,82.88,2026-08-14,49328598959.0,461692894.5958064,True,general_dcf,insufficient_model_confidence,,8.0,2025.0,annual,2026-02-26,annual,annual_anchor,24193683000.0,0.32932929414529255,0.38221870368139366,0.428208016117265,0.12588624890224445,3045652000.0,0.0,0.007378305230987299,178508377.8357485,160657540.05217364,-128200732.25693983,-0.20583318978119483,0.04415121062110423,0.1,0.14271495010211266,0.13986343940496004,-2997553000.0,8966376000.0,True,23.543455238360274,-0.8777142412071278,0.052766311653143834,10.650814839464015,1.3278129891273631,True,0.0,2330661000.0,0.02465641756941883,1.9758294042137319,622838000.0,unchecked,,0.0,0.07157441791768449,0.060061208881822294,True,0.046799999999999994,0.14,0.055619999999999996,0.0027149501021126454,169.0,0.5499999999999999,0.117,2.0,0.38221870368139366,0.3495,heavy_sbc;cyclical_revenue;peak_cycle_margins;incremental_roic_below_wacc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL,Carnival Corporation & plc,NYSE,common_stock,False,1987-07-24,Consumer Cyclical,Travel Services,US,1369649118.9900427,2.338,38514533226.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,28.12,2026-08-14,38514533226.0,633930837.2674193,True,general_dcf,insufficient_model_confidence,,8.0,2025.0,ttm,2026-06-26,discrete,ok,27311000000.0,0.05031559217653592,1.9578577402819028,0.344256892827066,0.16341400900735967,4463000000.0,0.0,0.11671246308243946,3187534079.244504,2868780671.3200536,596989394.711249,0.43010763307726874,1.3002989475891424,0.1,0.10886841035370647,14.15054347826087,23927000000.0,26170000000.0,True,3.759898904802022,3.266038766038766,0.0024779185484193277,0.5671446868861416,0.3545622974823934,False,414000000.0,0.0,0.05560754639383081,2.6721173338174333,1388000000.0,unchecked,,0.0,0.0364677372068678,0.015913200728761064,True,0.046799999999999994,0.129076134165257,0.07812,-0.020207723811550546,49.0,1.0,0.0,0.0,1.9578577402819028,0.3452,elevated_leverage;thin_interest_coverage;ongoing_dilution;cyclical_revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRG,"NRG Energy, Inc.",NYSE,common_stock,False,2003-12-02,Utilities,Independent Power Producers,US,210986000.0,1.203,26634872640.0,2026-08-14,fmp:company-screener,2026-08-15T00:44:30.018235+00:00,126.24,2026-08-14,26634872640.0,387983612.7470968,True,general_dcf,insufficient_model_confidence,,8.0,2025.0,ttm,2026-08-04,discrete,ok,36750000000.0,0.18287155276652345,0.6873224491214914,0.1641904761904762,0.053795918367346936,1977000000.0,0.0,0.09488985175466122,3487202051.9838,2709324798.675259,1509522640.093912,7.188203048066247,0.03784084289428397,0.22306629834254144,0.05454538097218734,,23305000000.0,23467000000.0,True,,6.946348733233979,0.0036260220405261285,-0.9267732692438345,-0.3036992138517645,False,439000000.0,617000000.0,-0.038160893664907936,2.131949074074074,210000000.0,unchecked,,0.0,0.17859078197565847,0.4186259541942313,True,0.046799999999999994,0.0884430723065655,0.0674378453038674,-0.033897691334378165,10.0,0.95,0.5741,7.0,0.6873224491214914,0.3105,elevated_leverage;cyclical_revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
