ticker,name,sector,industry,market_cap,price_as_of,is_price_fresh,shares_outstanding,beta,price,model_family,expected_irr,median_irr,p10_irr,p90_irr,above_hurdle_weight,hurdle_rate,permanent_loss_weight,worst_case_shortfall,worst_case_hurdle_gap,expected_shortfall,hurdle_cvar,intrinsic_value_low,intrinsic_value_base,intrinsic_value_high,intrinsic_value_bear,intrinsic_value_bull,scenario_order_inversion,scenario_order_note,upside_to_base,model_confidence,data_confidence,model_uncertainty,business_quality,valuation_excess,evidence_confidence,valuation_status,invalid_reason,invalid_fields,assumption_flags,valuation_alerts,requires_manual_review,roic_status,catastrophic_tail_floor_applied,catastrophic_tail_scenarios,specialist_model_note
BRK-B,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,1087118917487.9999,2026-08-14,True,2156853595.0002975,0.615,504.03,insurance,0.03262292078546339,0.07064761036964451,-0.179976082949436,0.16917254535200055,0.25,0.12,0.25,0.179976082949436,0.299976082949436,0.179976082949436,0.299976082949436,186.89125619571533,709.0700577641206,1101.1574712690674,186.89125619571533,1101.1574712690674,False,,0.4068012970738264,0.6,0.8,0.19257431415071827,0.2635723426046663,-0.04935238963035549,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
JPM,JPMorgan Chase & Co.,Financial Services,Banks - Diversified,972233408399.9999,2026-08-14,True,2679510000.0,0.977,362.84,bank,-0.09024633206909524,-0.07695389920498319,-0.1694150288838271,-0.0376625009825875,0.0,0.12,0.75,0.1694150288838271,0.2894150288838271,0.1694150288838271,0.2894150288838271,143.42851473983976,243.12639947819108,299.4692285168321,143.42851473983976,299.4692285168321,False,,-0.3299349589951739,0.6,0.8,0.08387626395061978,0.5899339399080995,-0.19695389920498318,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
BAC,Bank of America Corporation,Financial Services,Banks - Diversified,457659089100.0,2026-08-14,True,7096590000.000001,1.168,64.49,bank,-0.11652450418892177,-0.10094578314642022,-0.2065314978459195,-0.05767495261692712,0.0,0.12,0.75,0.2065314978459195,0.3265314978459195,0.2065314978459195,0.3265314978459195,20.283403698363223,37.88103083662798,47.917709678472406,20.283403698363223,47.917709678472406,False,,-0.41260612751390946,0.6,0.8,0.09242827261449618,0.5354501514449487,-0.22094578314642022,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
WFC,Wells Fargo & Company,Financial Services,Banks - Diversified,268500960000.00003,2026-08-14,True,3024000000.0,0.92,88.79,bank,-0.06158346549010241,-0.04464879960287693,-0.16157327315530012,0.004537010400644359,0.0,0.12,0.25,0.16157327315530012,0.2815732731553001,0.16157327315530012,0.2815732731553001,36.78659797539238,70.6609259435557,90.82256582336812,36.78659797539238,90.82256582336812,False,,-0.20417923253118941,0.6,0.8,0.10105514177797223,0.520607358086104,-0.16464879960287693,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
C,Citigroup Inc.,Financial Services,Banks - Diversified,238921261200.0,2026-08-14,True,1714910000.0,1.102,139.32,bank,-0.1791116824145174,-0.14796634609817116,-0.34314148957990565,-0.07737254788182157,0.0,0.12,1.0,0.34314148957990565,0.46314148957990564,0.34314148957990565,0.46314148957990564,17.03619574051751,62.560067816329,93.14195058429904,17.03619574051751,93.14195058429904,False,,-0.5509613277610608,0.6,0.8,0.15088447084904202,0.27231741165201934,-0.26796634609817116,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities,169709120030.65997,2026-08-14,True,720572010.9997451,0.763,235.52,reit,-0.19416367982190624,-0.17042778945798187,-0.26537135091367936,-0.17042778945798187,0.0,0.12,1.0,0.26537135091367936,0.38537135091367936,0.26537135091367936,0.38537135091367936,50.392638435444134,92.53345319614641,92.53345319614641,50.392638435444134,92.53345319614641,False,,-0.6071099983179925,0.6,0.8,0.06547178072784873,0.544588326652255,-0.29042778945798187,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,131591708280.0,2026-08-14,True,933076000.0,1.324,141.03,reit,-0.08475314771076212,-0.06949449250755113,-0.13052911332039507,-0.06949449250755113,0.0,0.12,1.0,0.13052911332039507,0.25052911332039507,0.13052911332039507,0.25052911332039507,70.07881174661978,98.37987033660083,98.37987033660083,70.07881174661978,98.37987033660083,False,,-0.30241884466708624,0.6,0.8,0.048517310406421967,0.7123287671232877,-0.18949449250755113,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
PGR,The Progressive Corporation,Financial Services,Insurance - Property & Casualty,121861440000.0,2026-08-14,True,581400000.0,0.257,209.6,insurance,-0.05519291455720057,-0.02519731396913638,-0.2304709909250201,0.06009396063449057,0.0,0.12,0.25,0.2304709909250201,0.3504709909250201,0.2304709909250201,0.3504709909250201,56.560893191514836,184.49086381116976,280.61642015309246,56.560893191514836,280.61642015309246,False,,-0.11979549708411374,0.6,0.8,0.16328247577975533,0.30657828806854137,-0.14519731396913638,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
BNY,Bank of New York Mellon Corp,Financial Services,Investment - Banking & Investment Services,112044507960.0,2026-08-14,True,686379000.0,1.049,163.24,bank,-0.2217031319196077,-0.20207356293937373,-0.3344302117921484,-0.14823519000753493,0.0,0.12,1.0,0.3344302117921484,0.4544302117921484,0.3344302117921484,0.4544302117921484,21.32036259551705,52.80084323566339,73.18550163015486,21.32036259551705,73.18550163015486,False,,-0.6765446996100013,0.6,0.8,0.11109751089230671,0.4037882974777302,-0.3220735629393737,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
PNC,"The PNC Financial Services Group, Inc.",Financial Services,Banks - Regional,102531030000.0,2026-08-14,True,398999999.99999994,0.898,256.97,bank,-0.07030668910565413,-0.05467593556282557,-0.16119198745897267,-0.0106828978379927,0.0,0.12,0.25,0.16119198745897267,0.28119198745897267,0.16119198745897267,0.28119198745897267,106.70758132398737,193.99297010731584,243.534227718644,106.70758132398737,243.534227718644,False,,-0.24507541694627455,0.6,0.8,0.09325454481048998,0.550059011236115,-0.17467593556282557,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
USB,U.S. Bancorp,Financial Services,Banks - Diversified,101906809646.0,2026-08-14,True,1557731728.0036685,0.978,65.42,bank,-0.057147766398308736,-0.0405737905139002,-0.15530721759954058,0.007863733034106035,0.0,0.12,0.25,0.15530721759954058,0.2753072175995406,0.15530721759954058,0.2753072175995406,28.132249233211517,53.18246111936857,68.03300106657937,28.132249233211517,68.03300106657937,False,,-0.18706112627073423,0.6,0.8,0.0995854753168233,0.5289760691982344,-0.1605737905139002,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
MRSH,"Marsh & McLennan Companies, Inc.",Financial Services,Insurance - Brokers,89629820356.0,2026-08-14,True,477211268.00127786,0.579,187.82,insurance,-0.048771531454474465,-0.030506631731638922,-0.11083121932688644,-0.02324164302773357,0.0,0.12,0.25,0.11083121932688644,0.23083121932688644,0.11083121932688644,0.23083121932688644,104.39095383059384,160.86666174833078,166.9850206092289,104.39095383059384,166.9850206092289,False,,-0.14350622006000002,0.6,0.8,0.06179478814957643,0.6489284522725358,-0.15050663173163892,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
AMT,American Tower Corporation,Real Estate,REIT - Specialty,81813256800.0,2026-08-14,True,465959999.99999994,0.894,175.58,reit,-0.1191006293966656,-0.12182077765296895,-0.159625503910098,-0.07313545837062652,0.0,0.12,1.0,0.159625503910098,0.279625503910098,0.159625503910098,0.279625503910098,73.59348408825113,91.70453905568331,120.10369940966821,73.59348408825113,120.10369940966821,False,,-0.47770509707436326,0.6,0.8,0.06124502276973574,0.8025064500195014,-0.24182077765296894,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
TRV,"The Travelers Companies, Inc.",Financial Services,Insurance - Property & Casualty,77247845148.0,2026-08-14,True,208575022.000216,0.457,370.36,insurance,-0.041131317885327146,-0.022888923046057497,-0.15208928990645387,0.033341864457260284,0.0,0.12,0.25,0.15208928990645387,0.27208928990645387,0.15208928990645387,0.27208928990645387,162.32098900038238,329.87071266948243,436.35926186572067,162.32098900038238,436.35926186572067,False,,-0.10932413686822984,0.6,0.8,0.11071557718185707,0.4920745697209612,-0.1428889230460575,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Specialty,74050696800.0,2026-08-14,True,369976001.9985011,1.042,200.15,reit,-0.047633447452174515,-0.02742322852656931,-0.10826410422899013,-0.02742322852656931,0.0,0.12,0.25,0.10826410422899013,0.22826410422899013,0.10826410422899013,0.22826410422899013,112.85916673656895,174.170684596375,174.170684596375,112.85916673656895,174.170684596375,False,,-0.129799227597427,0.6,0.8,0.058420437851210406,0.6479802671621231,-0.1474232285265693,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
SPG,"Simon Property Group, Inc.",Real Estate,REIT - Retail,71205841560.0,2026-08-14,True,324282000.0,1.326,219.58,reit,-0.08652287101873848,-0.0885730272432228,-0.1363924026667891,-0.03255302692171924,0.0,0.12,0.75,0.1363924026667891,0.2563924026667891,0.1363924026667891,0.2563924026667891,105.48119760914064,138.10269874169907,186.09239765729203,105.48119760914064,186.09239765729203,False,,-0.3710597561631339,0.6,0.8,0.06991968787253491,0.7637880980619199,-0.2085730272432228,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
ALL,The Allstate Corporation,Financial Services,Insurance - Property & Casualty,67292423610.0,2026-08-14,True,257420999.99999997,0.156,261.41,insurance,-0.319739941184648,-0.18050572904589735,-0.95,0.03205169335320268,0.0,0.12,0.75,0.95,1.0699999999999998,0.95,1.0699999999999998,0.0,96.61661239265105,306.0761224900508,0.0,306.0761224900508,False,,-0.6304020030119313,0.6,0.8,0.5090258466766013,0.0,-0.30050572904589734,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
TFC,Truist Financial Corporation,Financial Services,Banks - Regional,66156228000.0,2026-08-14,True,1245880000.0,0.87,53.1,bank,-0.0838801555261989,-0.037683829488567966,-0.3179282337830792,0.05777527065541954,0.0,0.12,0.25,0.3179282337830792,0.4379282337830792,0.3179282337830792,0.4379282337830792,7.838715174735933,43.821116564969685,70.31720000467102,7.838715174735933,70.31720000467102,False,,-0.17474356751469522,0.6,0.8,0.20585175221924937,0.1788798595105208,-0.15768382948856796,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
AJG,Arthur J. Gallagher & Co.,Financial Services,Insurance - Brokers,64535848749.0,2026-08-14,True,256899999.00083596,0.503,251.21,insurance,-0.15207497013149454,-0.13173268694434126,-0.2697106023074096,-0.07512390432988603,0.0,0.12,1.0,0.2697106023074096,0.3897106023074096,0.2697106023074096,0.3897106023074096,52.18094039591723,123.96645512266325,170.002261070221,52.18094039591723,170.002261070221,False,,-0.5065226100765764,0.6,0.8,0.11529334898876178,0.42092790621692655,-0.25173268694434126,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
MET,"MetLife, Inc.",Financial Services,Insurance - Life,62838035837.0,2026-08-14,True,643436778.9985665,0.763,97.66,insurance,-0.09600248744278139,-0.07271881459983476,-0.23396846087709444,-0.004603859694361612,0.0,0.12,0.75,0.23396846087709444,0.35396846087709444,0.23396846087709444,0.35396846087709444,25.760244100340945,66.95360410237443,95.4325397814134,25.760244100340945,95.4325397814134,False,,-0.31442142020914976,0.6,0.8,0.1326823005913664,0.38474768379836016,-0.19271881459983475,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
AFL,Aflac Incorporated,Financial Services,Insurance - Life,61816228250.0,2026-08-14,True,508985000.0,0.595,121.45,insurance,0.08449650439903589,0.10199740394054002,-0.025237469023919434,0.15922867873898294,0.25,0.12,0.0,0.025237469023919434,0.14523746902391943,0.025237469023919434,0.14523746902391943,106.87882085791098,197.37874180320384,254.2395453725741,106.87882085791098,254.2395453725741,False,,0.6251851939333375,0.6,0.8,0.11023307388145118,0.5414910434704987,-0.018002596059459974,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
PSA,Public Storage,Real Estate,REIT - Industrial,60778122680.0,2026-08-14,True,186476000.0,0.945,325.93,reit,-0.15954057538086794,-0.16858700090618284,-0.16858700090618284,-0.13240129880492324,0.0,0.12,1.0,0.16858700090618284,0.28858700090618283,0.16858700090618284,0.28858700090618283,129.4816987664373,129.4816987664373,160.22076559702475,129.4816987664373,160.22076559702475,False,,-0.602731571912873,0.6,0.8,0.036092851050629794,1.0,-0.28858700090618283,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
O,Realty Income Corporation,Real Estate,REIT - Retail,58504610820.0,2026-08-14,True,932493000.0,0.72,62.74,reit,0.10544862356705992,0.14013680888351354,0.0013840676176990474,0.14013680888351354,0.75,0.12,0.0,0.0,0.11861593238230095,0.0,0.11861593238230095,63.17538555082437,120.8730133126603,120.8730133126603,63.17538555082437,120.8730133126603,False,,0.9265701834979327,0.6,0.8,0.08737637063290724,0.5226591430082876,0.020136808883513546,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
FITB,Fifth Third Bancorp,Financial Services,Banks - Regional,52620474720.0,2026-08-14,True,906312000.0,0.923,58.06,bank,-0.0576523612992704,-0.04304729148447117,-0.14258681799241402,-0.0019280442357252348,0.0,0.12,0.25,0.14258681799241402,0.262586817992414,0.14258681799241402,0.262586817992414,26.904678835735467,46.5939373507876,57.50244289715491,26.904678835735467,57.50244289715491,False,,-0.19748643901502594,0.6,0.8,0.08832938687834438,0.5774287464306918,-0.16304729148447117,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Justified P/B residual-income proxy; no regulatory-capital or reserve-detail model
VTR,"Ventas, Inc.",Real Estate,REIT - Healthcare Facilities,44494278400.0,2026-08-14,True,486170000.0,0.731,91.52,reit,-0.025096146483930354,0.004991280203679782,-0.11535842654676076,0.004991280203679782,0.0,0.12,0.25,0.11535842654676076,0.23535842654676076,0.11535842654676076,0.23535842654676076,49.58527619947388,93.82692417402507,93.82692417402507,49.58527619947388,93.82692417402507,False,,0.02520677637702229,0.6,0.8,0.07817485337522026,0.528475985288677,-0.11500871979632021,0.48,valid,,,specialist_model_v1,,False,specialist,False,,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail
