as_of,ticker,rank,entry_price,robust_return,expected_irr,median_irr,p10_irr,p90_irr,business_quality,evidence_confidence
2026-08-14,TTD,1,14.14,0.1711209130188077,0.3285377599764615,0.3600012805312871,0.14533704612404114,0.4488114327192307,0.9118,0.713
2026-08-14,UHS,2,170.02,0.12343492611571102,0.2676187766628574,0.2856311805895531,0.11645875045214782,0.3827539950201754,0.7808,0.76662
2026-08-14,OMC,3,87.57,0.10712558972773119,0.27129902309679893,0.27804710143245753,0.1843031187541783,0.34479877076810234,0.8327,0.6778080000000001
2026-08-14,VICI,4,26.36,0.0914487397858094,0.26832849441985673,0.31051820788710294,0.14175935401811812,0.31051820788710294,0.5019466906259358,0.48
2026-08-14,ARE,5,48.14,0.07444752513700197,0.2514703423028074,0.2750990107020874,0.18058433710496735,0.2750990107020874,0.6804019373960818,0.48
2026-08-14,FOXA,6,69.04,0.02695107509066487,0.21635754907038066,0.2358212038408965,0.06677662644069643,0.32701116215903314,0.9092,0.6922260000000001
2026-08-14,CPT,7,110.36,0.025718474363436716,0.1951894515054724,0.2291425919279575,0.09333003023801711,0.2291425919279575,0.5568587455379909,0.48
2026-08-14,BXP,8,68.45,0.02554062519558893,0.18002122564172468,0.205136618004488,0.10467504855343468,0.205136618004488,0.6471296668004817,0.48
2026-08-14,CMCSA,9,26.18,0.025389514592768895,0.1725435049971566,0.17507696917746218,0.12159566371701659,0.2184244179166854,0.7585,0.460982421
