scenario,probability,intrinsic_value_per_share,irr_5y,irr_3y,exit_value_per_share,total_return_5y,normalized_roe,terminal_growth,irr_5y_status,scenario_is_finite,ticker,model_family,price,affo_growth
bear,0.25,186.89125619571533,-0.179976082949436,,186.89125619571533,-0.6292060865509685,0.054532922019239635,0.025,valid,True,BRK-B,insurance,504.03,
base,0.5,709.0700577641206,0.07064761036964451,,709.0700577641206,0.4068012970738264,0.13704863806039103,0.025,valid,True,BRK-B,insurance,504.03,
bull,0.25,1101.1574712690674,0.16917254535200055,,1101.1574712690674,1.1847062104816528,0.19900705839248375,0.025,valid,True,BRK-B,insurance,504.03,
bear,0.25,143.42851473983976,-0.1694150288838271,,143.42851473983976,-0.6047058903653407,0.10310767488802763,0.025,valid,True,JPM,bank,362.84,
base,0.5,243.12639947819108,-0.07695389920498319,,243.12639947819108,-0.3299349589951739,0.1574007140531622,0.025,valid,True,JPM,bank,362.84,
bull,0.25,299.4692285168321,-0.0376625009825875,,299.4692285168321,-0.17465210969895228,0.18808364611032238,0.025,valid,True,JPM,bank,362.84,
bear,0.25,20.283403698363223,-0.2065314978459195,,20.283403698363223,-0.685479862019488,0.0654848946672089,0.025,valid,True,BAC,bank,64.49,
base,0.5,37.88103083662798,-0.10094578314642022,,37.88103083662798,-0.41260612751390946,0.10060908248500378,0.025,valid,True,BAC,bank,64.49,
bull,0.25,47.917709678472406,-0.05767495261692712,,47.917709678472406,-0.2569745746864257,0.12064190793004807,0.025,valid,True,BAC,bank,64.49,
bear,0.25,36.78659797539238,-0.16157327315530012,,36.78659797539238,-0.5856898527380068,0.06930626712072673,0.025,valid,True,WFC,bank,88.79,
base,0.5,70.6609259435557,-0.04464879960287693,,70.6609259435557,-0.20417923253118941,0.1101049575703439,0.025,valid,True,WFC,bank,88.79,
bull,0.25,90.82256582336812,0.004537010400644359,,90.82256582336812,0.022891832676744217,0.13438790438440948,0.025,valid,True,WFC,bank,88.79,
bear,0.25,17.03619574051751,-0.34314148957990565,,17.03619574051751,-0.8777189510442326,0.03649441774981295,0.025,valid,True,C,bank,139.32,
base,0.5,62.560067816329,-0.14796634609817116,,62.560067816329,-0.5509613277610608,0.06720963206165122,0.025,valid,True,C,bank,139.32,
bull,0.25,93.14195058429904,-0.07737254788182157,,93.14195058429904,-0.3314531252921401,0.0878434015642418,0.025,valid,True,C,bank,139.32,
bear,0.25,50.392638435444134,-0.26537135091367936,,50.392638435444134,-0.7860366914255938,,0.025,valid,True,WELL,reit,235.52,0.039999999999999994
