rank,ticker,price,expected_irr,median_irr,p10_irr,p90_irr,above_hurdle_weight,hurdle_rate,permanent_loss_weight,worst_case_shortfall,worst_case_hurdle_gap,expected_shortfall,hurdle_cvar,intrinsic_value_low,intrinsic_value_base,intrinsic_value_high,intrinsic_value_bear,intrinsic_value_bull,scenario_order_inversion,scenario_order_note,upside_to_base,model_confidence,data_confidence,model_uncertainty,business_quality,valuation_excess,evidence_confidence,valuation_status,invalid_reason,invalid_fields,assumption_flags,valuation_alerts,requires_manual_review,roic_status,catastrophic_tail_floor_applied,catastrophic_tail_scenarios,name,sector,industry,model_family,market_cap,financial_persistence_score,roic,incremental_roic,wacc,roic_minus_wacc,normalized_operating_margin,current_operating_margin,revenue_cagr,net_debt_to_ebitda,sbc_intensity,net_share_change_cagr,risk_flags,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,price_as_of,is_price_fresh,shares_outstanding,beta,specialist_model_note,downside_penalty,ambiguity_penalty,permanent_loss_penalty,hurdle_penalty,robust_return
16,ZTS,73.79,0.1700771352829179,0.18555110120214524,0.05054635975975545,0.25865997896762566,0.75,0.12,0.0,0.0,0.06945364024024454,0.0,0.06945364024024454,64.6915103893429,109.6664472251865,144.07557478111488,64.6915103893429,144.07557478111488,False,,0.4861966015067962,0.9031,1.0,0.10696380960393509,0.9836,0.06555110120214525,0.9031,valid,,,,,False,ok,False,,Zoetis Inc.,Healthcare,Drug Manufacturers - General,general_dcf,30934834120.0,0.9836,0.2653944447049959,0.23669392751065474,0.07561689924016965,0.18977754546482625,0.359833772599066,0.36996952821267204,0.0718423707978999,1.8886113886113887,0.007994814174589455,-0.03882233529173096,,8.0,2025.0,ttm,2026-08-06,2026-08-14,True,,,,0.0,0.053481904801967545,0.0,0.06945364024024454,-0.010254440744587173
17,HUM,389.05,0.16756593003519812,0.17310895321425052,0.07036581866268538,0.2536799950496061,0.75,0.12,0.0,0.0,0.04963418133731462,0.0,0.04963418133731462,375.7152463708772,593.3473902724888,830.2518069239509,375.7152463708772,830.2518069239509,False,,0.5251185972818115,0.6139800000000001,1.0,0.10323768819346035,0.7628,0.05310895321425052,0.6139800000000001,valid,,,forward_roic_floor_hit;reinvestment_cap_hit,,False,ok,False,,Humana Inc.,Healthcare,Medical - Healthcare Plans,general_dcf,46717124000.0,0.7628,0.16514130525916965,-3.1877500630455566,0.080102452113949,0.08503885314522065,0.03738824841318843,0.0138798316847315,0.12474239016717803,-3.458138699245419,0.0017570515486669326,-0.016535467597649012,thin_interest_coverage;incremental_roic_below_wacc,8.0,2025.0,ttm,2026-07-29,2026-08-14,True,,,,0.0,0.051618844096730176,0.0,0.04963418133731462,-0.01702634624282908
18,CHTR,154.27,0.16233516175416304,0.4629367330227979,-0.95,0.6734671809710563,0.75,0.12,0.25,0.95,1.0699999999999998,0.95,1.0699999999999998,-24.248387605800378,624.2684994802586,1243.6654057347193,-24.248387605800378,1243.6654057347193,False,,3.0465968722386627,0.71514,1.0,0.8202793904855281,0.5557,0.3429367330227979,0.71514,valid,,,share_change_floor_hit,intrinsic_3x_price;bull_return_extreme,True,ok,True,bear,"Charter Communications, Inc.",Communication Services,Telecommunications Services,general_dcf,20792122457.0,0.5557,0.09121231933124772,0.26677679637638607,0.07154870230866699,0.019663617022580737,0.21833216645863085,0.2366901978086624,0.033016031528634304,4.44613393723714,0.012286851425858985,-0.09655052047411605,elevated_leverage;thin_interest_coverage,8.0,2025.0,ttm,2026-07-24,2026-08-14,True,,,,0.95,0.41013969524276406,0.125,1.0699999999999998,-0.8247522247460761
19,CTSH,58.79,0.14451205104996917,0.15273820122238246,0.056038843456190104,0.2165329582989216,0.75,0.12,0.0,0.0,0.06396115654380989,0.0,0.06396115654380989,52.17414081254121,75.36544787878636,95.90301485682316,52.17414081254121,95.90301485682316,False,,0.28194332163269875,0.8708,1.0,0.08412305742136576,0.8576,0.03273820122238247,0.8708,valid,,,,,False,ok,False,,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,general_dcf,26481615047.0,0.8576,0.16557896623287383,0.1406886596808351,0.08426589555637186,0.08131307067650197,0.14961661544644123,0.15756399593383236,0.03921825270499446,0.2830393487109905,0.008867044993919741,-0.03526910615298384,,8.0,2025.0,ttm,2026-07-29,2026-08-14,True,,,,0.0,0.04206152871068288,0.0,0.06396115654380989,-0.035452730919359236
20,GIS,39.2,0.14385558948852123,0.16449600306805223,-0.00942693890538064,0.25585729072336116,0.75,0.12,0.0,0.00942693890538064,0.12942693890538062,0.00942693890538064,0.12942693890538062,27.149570686612467,57.05079270361752,82.86615137904359,27.149570686612467,82.86615137904359,False,,0.4553773648882018,0.7850699999999999,0.85,0.14359001481437092,0.8056,0.04449600306805224,0.6673094999999999,valid,,,wacc_floor_hit,,False,ok,False,,"General Mills, Inc.",Consumer Defensive,Packaged Foods,general_dcf,20921353561.0,0.8056,0.1098375745945436,,0.065,0.0448375745945436,0.17023929762976736,0.1506192807442224,0.01271362544800514,3.9288352400684623,0.004705797830303901,-0.03070705768587223,elevated_leverage;thin_interest_coverage,8.0,2026.0,annual,2026-07-01,2026-08-14,True,,,,0.00942693890538064,0.07179500740718546,0.0,0.12942693890538062,-0.09973433334604022
21,ELV,400.32,0.13084665607166246,0.12148682978149739,0.09885272431129129,0.1815602404123638,0.75,0.12,0.0,0.0,0.021147275688708708,0.0,0.021147275688708708,449.33113063411724,506.08318909460587,660.2733016543505,449.33113063411724,660.2733016543505,False,,0.2641966154441593,0.6700320000000001,1.0,0.05125279805053625,0.8233,0.0014868297814973896,0.6700320000000001,valid,,,forward_roic_floor_hit;reinvestment_cap_hit,,False,ok,False,,Elevance Health Inc.,Healthcare,Medical - Healthcare Plans,general_dcf,86817114173.0,0.8233,0.14191121591929173,-0.055718693137273054,0.072524676546818,0.06938653937247373,0.05862056864328994,0.03511458732155554,0.11643811436572027,-0.7545189504373178,0.0013860640301318267,-0.0354245980130079,incremental_roic_below_wacc,8.0,2025.0,ttm,2026-07-15,2026-08-14,True,,,,0.0,0.025626399025268125,0.0,0.021147275688708708,-0.02015105215655245
22,TSN,58.17,0.12072425575752278,0.12029547857819127,0.0014422509237192853,0.24086381494998932,0.75,0.12,0.0,0.0,0.11855774907628071,0.0,0.11855774907628071,42.75444226758883,73.89626671370786,126.7101745660583,42.75444226758883,126.7101745660583,False,,0.2703501240107935,0.583767,1.0,0.132197772013135,0.6055,0.00029547857819127443,0.583767,valid,,,forward_roic_floor_hit;reinvestment_cap_hit,,False,ok,False,,"Tyson Foods, Inc.",Consumer Defensive,Agricultural Farm Products,general_dcf,20622417871.0,0.6055,0.042512516462013414,-2.0474368084662204,0.07059149100182559,-0.028078974539812174,0.06748815026900128,0.024885984127554134,0.04482396796231858,2.6479591836734695,0.0018368509028122188,-0.012082967464748573,thin_interest_coverage;incremental_roic_below_wacc,8.0,2025.0,ttm,2026-08-03,2026-08-14,True,,,,0.0,0.0660988860065675,0.0,0.11855774907628071,-0.11838525843312572
23,HCA,404.68,0.11770836009163763,0.13397987020725854,-0.0034593812219099783,0.2063330811739434,0.75,0.12,0.0,0.0034593812219099783,0.12345938122190997,0.0034593812219099783,0.12345938122190997,253.94961813223892,468.78464205327657,635.4978794056348,253.94961813223892,635.4978794056348,False,,0.15840822885558103,0.81207,1.0,0.11053413119792668,0.9816,0.013979870207258549,0.81207,valid,,,share_change_floor_hit,,False,ok,False,,"HCA Healthcare, Inc.",Healthcare,Medical - Care Facilities,general_dcf,87613827829.0,0.9816,0.23184631638352501,0.20581754978431388,0.08316423755356217,0.14868207882996284,0.1487826149175951,0.15475625857228922,0.07131449251891953,3.0331491712707184,0.0,-0.08894084167192495,elevated_leverage,8.0,2025.0,ttm,2026-07-28,2026-08-14,True,,,,0.0034593812219099783,0.05526706559896334,0.0,0.12345938122190997,-0.11210674802270151
24,DECK,93.09,0.11759065097576243,0.12693847378250217,0.021355772786773766,0.19512988355127167,0.75,0.12,0.0,0.0,0.09864422721322623,0.0,0.09864422721322623,68.48634335182918,102.06571617217429,130.07216939845804,68.48634335182918,130.07216939845804,False,,0.09641976766757221,0.74772,1.0,0.09445545538224895,0.9553,0.006938473782502175,0.74772,valid,,,forward_roic_cap_hit,,False,ok,False,,Deckers Outdoor Corporation,Consumer Cyclical,Apparel - Footwear & Accessories,general_dcf,12677182380.0,0.9553,0.8304912468216664,10.7962237500133,0.10309666205411491,0.7273945847675515,0.18901089246657682,0.22667839514090904,0.1529693238163654,-0.8513918245654738,0.008193087508424252,-0.04705755910162279,,8.0,2026.0,ttm,2026-07-30,2026-08-14,True,,,,0.0,0.047227727691124474,0.0,0.09864422721322623,-0.0934561915965737
25,INVH,30.29,0.11675112065921911,0.14657178123067838,0.027289138944841307,0.14657178123067838,0.75,0.12,0.0,0.0,0.09271086105515869,0.0,0.09271086105515869,34.654748871746406,60.02131666476896,60.02131666476896,34.654748871746406,60.02131666476896,False,,0.9815555188104643,0.6,0.8,0.07764132114291852,0.5773740197220281,0.026571781230678382,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Invitation Homes Inc.,Real Estate,REIT - Residential,reit,17993532180.0,,,,,,,,,,,,,,,,,2026-08-14,True,594042000.0,0.836,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail,0.0,0.03882066057145926,0.0,0.09271086105515869,-0.07995640606443306
26,HST,22.9,0.11494739083829841,0.1368898244547141,0.049120089989051374,0.1368898244547141,0.75,0.12,0.0,0.0,0.07087991001094862,0.0,0.07087991001094862,29.10459097229525,43.49380263777151,43.49380263777151,29.10459097229525,43.49380263777151,False,,0.8992926916057429,0.6,0.8,0.061884867232831355,0.6691663916969133,0.016889824454714097,0.48,valid,,,specialist_model_v1,,False,specialist,False,,"Host Hotels & Resorts, Inc.",Real Estate,REIT - Hotel & Motel,reit,15683729099.999998,,,,,,,,,,,,,,,,,2026-08-14,True,684879000.0,1.122,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail,0.0,0.030942433616415677,0.0,0.07087991001094862,-0.06277279427268585
27,KDP,31.44,0.11433175523707181,0.14568073370028292,-0.13347015172475946,0.29943570527248087,0.75,0.12,0.25,0.13347015172475946,0.25347015172475945,0.13347015172475946,0.25347015172475945,9.76254351447736,45.105485202957325,87.56984281675474,9.76254351447736,87.56984281675474,False,,0.43465283724418957,0.529092,1.0,0.23058016849862017,0.5,0.025680733700282926,0.529092,valid,,,base_growth_cap_hit;reinvestment_cap_hit,,False,ok,False,,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages - Non-Alcoholic,general_dcf,42775989768.0,0.5,0.044415010988458244,0.19519455993230328,0.06924826575612711,-0.024833254767668865,0.2147024553505525,0.16819313091090093,0.12146383175230757,8.00608716824933,0.006383948928408573,-0.015162829396900168,elevated_leverage;thin_interest_coverage;cyclical_revenue,8.0,2025.0,ttm,2026-08-10,2026-08-14,True,,,,0.13347015172475946,0.11529008424931009,0.125,0.25347015172475945,-0.23988268096980936
28,IT,181.09,0.10896030788862848,0.1256064071087167,-0.04926840631815135,0.2338968236552319,0.75,0.12,0.0,0.04926840631815135,0.16926840631815135,0.04926840631815135,0.16926840631815135,100.08040091057839,207.04323279606962,308.11046503297104,100.08040091057839,308.11046503297104,False,,0.14331676401827598,0.60021,1.0,0.1535763149866916,0.9097,0.00560640710871671,0.60021,valid,,,forward_roic_cap_hit;share_change_floor_hit,,False,ok,False,,"Gartner, Inc.",Industrials,Consulting Services,general_dcf,12124319390.0,0.9097,0.6765212236060094,,0.08399303993634119,0.5925281836696682,0.17117715207499506,0.17264192277559326,0.07269833519446389,1.156991275459513,0.02399120490250038,-0.06351231502017507,,8.0,2025.0,ttm,2026-08-04,2026-08-14,True,,,,0.04926840631815135,0.0767881574933458,0.0,0.16926840631815135,-0.1659033847074285
29,BMY,63.83,0.10713790275040087,0.1293849078356289,-0.09728589052101595,0.26706768585136165,0.75,0.12,0.25,0.09728589052101595,0.21728589052101593,0.09728589052101595,0.21728589052101593,30.14575612988238,81.52653881577561,141.22199016984356,30.14575612988238,141.22199016984356,False,,0.27724485063098236,0.5341,1.0,0.19615378818618878,0.9105,0.009384907835628897,0.5341,valid,,,,,False,ok,False,,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - General,general_dcf,130386179300.0,0.9105,0.21115290149577984,,0.06663899139299585,0.14451391010278397,0.20325958745177736,0.2826559863378535,0.11453047601171651,1.876749224193454,0.011474219317356572,-0.015459895353295616,cyclical_revenue,8.0,2025.0,ttm,2026-07-30,2026-08-14,True,,,,0.09728589052101595,0.09807689409309439,0.125,0.21728589052101593,-0.21227341124600654
30,O,62.74,0.10544862356705992,0.14013680888351354,0.0013840676176990474,0.14013680888351354,0.75,0.12,0.0,0.0,0.11861593238230095,0.0,0.11861593238230095,63.17538555082437,120.8730133126603,120.8730133126603,63.17538555082437,120.8730133126603,False,,0.9265701834979327,0.6,0.8,0.08737637063290724,0.5226591430082876,0.020136808883513546,0.48,valid,,,specialist_model_v1,,False,specialist,False,,Realty Income Corporation,Real Estate,REIT - Retail,reit,58504610820.0,,,,,,,,,,,,,,,,,2026-08-14,True,932493000.0,0.72,P/AFFO Gordon proxy; no property-level NOI or maintenance-capex detail,0.0,0.04368818531645362,0.0,0.11861593238230095,-0.10895026411821444
31,AZO,3025.0,0.10506223493730435,0.1215280390882981,-0.021855351924386895,0.19904821349700808,0.75,0.12,0.0,0.021855351924386895,0.1418553519243869,0.021855351924386895,0.1418553519243869,1972.9941619856156,3696.594233271475,5031.309043271131,1972.9941619856156,5031.309043271131,False,,0.22201462256908266,0.81,1.0,0.11615178271069748,0.98,0.0015280390882980999,0.81,valid,,,share_change_floor_hit,,False,ok,False,,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,general_dcf,49384331975.0,0.98,0.2991518828607477,0.1586407035521743,0.06720295017049817,0.23194893269024952,0.19519689421872288,0.1802466316602026,0.07764003168086742,2.902763589288981,0.0057460497597979655,-0.06675336159101442,,8.0,2025.0,ttm,2026-06-12,2026-08-14,True,,,,0.021855351924386895,0.05807589135534874,0.0,0.1418553519243869,-0.14061764026286544
32,LDOS,143.83,0.10263496863044567,0.13002298464416528,-0.09727679559146052,0.24777070082491265,0.75,0.12,0.25,0.09727679559146052,0.21727679559146051,0.09727679559146052,0.21727679559146051,66.12025302914579,183.3454600053789,293.91887064857593,66.12025302914579,293.91887064857593,False,,0.2747372593018069,0.70443,1.0,0.18139084820818657,0.7891,0.01002298464416529,0.70443,valid,,,forward_roic_cap_hit,,False,ok,False,,"Leidos Holdings, Inc.",Technology,Information Technology Services,general_dcf,18091656550.0,0.7891,0.14147188645366313,1.803534724862237,0.06716072083486953,0.0743111656187936,0.08168230208944804,0.11461857774753317,0.07736031877777316,2.5094869799378783,0.005101428399951986,-0.02730904327254713,,8.0,2025.0,ttm,2026-08-04,2026-08-14,True,,,,0.09727679559146052,0.09069542410409329,0.125,0.21727679559146051,-0.21021630451857115
