scenario,probability,intrinsic_value_per_share,irr_5y,irr_3y,exit_value_per_share,total_return_5y,normalized_roe,terminal_growth,irr_5y_status,scenario_is_finite,ticker,model_family,price,affo_growth
bear,0.25,197.8073617942566,-0.1688343557679809,,197.8073617942566,-0.6033221798534942,0.054532922019239635,0.025,valid,True,BRK-B,insurance,498.66,
base,0.5,750.4860329406755,0.08519458068865782,,750.4860329406755,0.5050054805692765,0.13704863806039103,0.025,valid,True,BRK-B,insurance,498.66,
bull,0.25,1165.4748260863946,0.1850581814383394,,1165.4748260863946,1.337213384042022,0.19900705839248375,0.025,valid,True,BRK-B,insurance,498.66,
bear,0.25,147.28524079025692,-0.148510166910236,,147.28524079025692,-0.5523925215309013,0.10310767488802763,0.025,valid,True,JPM,bank,329.05,
base,0.5,249.66395527811332,-0.05372189765979474,,249.66395527811332,-0.24125830336388598,0.1574007140531622,0.025,valid,True,JPM,bank,329.05,
bull,0.25,307.5218167836365,-0.01344158044036392,,307.5218167836365,-0.06542526429528495,0.18808364611032238,0.025,valid,True,JPM,bank,329.05,
bear,0.25,20.696297412324817,-0.18590923745069388,,20.696297412324817,-0.642427480782225,0.0654848946672089,0.025,valid,True,BAC,bank,57.88,
base,0.5,38.65214596816238,-0.07757934815996914,,38.65214596816238,-0.3322020392508228,0.10060908248500378,0.025,valid,True,BAC,bank,57.88,
bull,0.25,48.89313379406472,-0.03318390798021964,,48.89313379406472,-0.1552672115745557,0.12064190793004807,0.025,valid,True,BAC,bank,57.88,
bear,0.25,38.19496696373053,-0.1455632899255248,,38.19496696373053,-0.5445932161233991,0.06930626712072673,0.025,valid,True,WFC,bank,83.87,
base,0.5,73.36616813128754,-0.026406112189434228,,73.36616813128754,-0.12523944042819202,0.1101049575703439,0.025,valid,True,WFC,bank,83.87,
bull,0.25,94.299693151981,0.023718914048596496,,94.299693151981,0.12435546860594959,0.13438790438440948,0.025,valid,True,WFC,bank,83.87,
bear,0.25,17.63234794678057,-0.34090003501665067,,17.63234794678057,-0.8756183130165027,0.03649441774981295,0.025,valid,True,C,bank,141.76,
base,0.5,64.74924919348183,-0.145058878673621,,64.74924919348183,-0.5432473956441743,0.06720963206165122,0.025,valid,True,C,bank,141.76,
bull,0.25,96.40129205831218,-0.07422418719237578,,96.40129205831218,-0.3199683122297391,0.0878434015642418,0.025,valid,True,C,bank,141.76,
bear,0.25,52.924044338159185,-0.25278580002773454,,52.924044338159185,-0.7670699162089732,,0.025,valid,True,WELL,reit,227.21,0.039999999999999994
base,0.5,101.25919549315138,-0.14925108052141645,,101.25919549315138,-0.5543365367142671,,0.025,valid,True,WELL,reit,227.21,0.06
bull,0.25,101.25919549315138,-0.14925108052141645,,101.25919549315138,-0.5543365367142671,,0.025,valid,True,WELL,reit,227.21,0.06
bear,0.25,60.43492697175558,-0.2307344972074824,,60.43492697175558,-0.7306101142384078,0.07634698720976336,0.025,valid,True,PGR,insurance,224.34,
base,0.5,197.1272243461814,-0.025531111173531573,,197.1272243461814,-0.12130148726851475,0.19248409528036692,0.025,valid,True,PGR,insurance,224.34,
