ticker,scenario,probability,revenue_growth_y1,terminal_growth,operating_margin,forward_roic,terminal_roic,share_change_rate,sbc_fade_speed,reinvestment_rate_y1,intrinsic_value_per_share,irr_3y,irr_5y,exit_value_per_share,total_return_5y,irr_5y_status,scenario_is_finite
LLY,bear,0.25,0.16033491515444195,0.02,0.2428805385203756,0.3379177248520196,0.06894153590268828,0.0,0.5,0.39142052161210583,334.51882479667177,-0.3362459499338001,-0.1860230365215102,363.5546311929602,-0.6203991145186653,valid,True
LLY,base,0.5,0.25,0.025,0.2985125860686211,0.45055696646935944,0.42716394057562246,-0.020374020129905798,1.0,0.4549924099640822,749.2796467930478,-0.13191490529134162,-0.03489509905994051,953.0586421550597,-0.16105257064027567,valid,True
LLY,bull,0.25,0.3217320678764464,0.030000000000000002,0.34692212159693625,0.4956126631162954,0.4505569664693594,-0.020374020129905798,1.5,0.5314344727292687,1164.5769736912748,0.0017946664796909594,0.061703612821656886,1527.0701238664828,0.3444379224914238,valid,True
JNJ,bear,0.25,0.007997200892698689,0.02,0.2340849976850646,0.10731159630223655,0.0673050427757459,0.0,0.5,0.09689316972673014,109.2936398933,-0.20691752447746692,-0.111625814231229,114.82956116455505,-0.41993627765191044,valid,True
JNJ,base,0.5,0.04851464251110493,0.025,0.26112666111616145,0.14308212840298207,0.13935389579012203,-0.030262504480415748,1.0,0.30619976441425956,172.1029568483685,-0.0750314178265398,-0.020662404759786993,217.54792412768953,-0.09791955071960246,valid,True
JNJ,bull,0.25,0.08092859580582992,0.030000000000000002,0.2823243098714786,0.15739034124328027,0.14308212840298207,-0.030262504480415748,1.5,0.44947406610749874,221.23549643360084,0.007224025018513229,0.03639339741494045,289.11771372663725,0.1934032567737023,valid,True
CAT,bear,0.25,-0.02353700266328873,0.02,0.12005319487220509,0.21963604921949026,0.11726047534791484,0.0,0.5,0.0,38.31066759185843,-0.6303277648821676,-0.4366293425431648,36.29601647271709,-0.9109254661813257,valid,True
CAT,base,0.5,0.09199487618294255,0.025,0.15281852143765806,0.29284806562598703,0.24113752028909477,-0.04289198125630507,1.0,0.2683845658271595,125.40564308549887,-0.4474415789518388,-0.2668630779495288,163.48827424492404,-0.7605992603543488,valid,True
CAT,bull,0.25,0.18442037925992757,0.030000000000000002,0.17654081199703764,0.3221328721885858,0.2762550383447092,-0.04289198125630507,1.5,0.4766241407305291,220.10158786909466,-0.34074047949470687,-0.17453993667222673,307.5028225932275,-0.5958067591764765,valid,True
ABBV,bear,0.25,0.007667498267900308,0.02,0.21693907960080616,0.12867637359013256,0.06656316377403666,0.0,0.5,0.07875570574128585,73.65989072117176,-0.30605150951014365,-0.18007228890055552,77.01148353947183,-0.5991979410109339,valid,True
